sentence,Terms,Polarity
"I'm loving the Lebanese Food, iced tea is so refreshing, box sushi is a great value, eel with avocado is just okay","['Lebanese Food', 'iced tea', 'box sushi', 'eel with avocado']","['positive', 'positive', 'positive', 'neutral']"
"The dessert was a total letdown, but the ambiance was nice; unfortunately, the cooks messed up the fish on the omikase platter","['dessert', 'ambiance', 'cooks', 'fish on the omikase platter']","['negative', 'positive', 'negative', 'negative']"
"The manager was incompetent, making poor decisions that led to a series of costly mistakes, and his lack of leadership skills was evident in every aspect of the company's operations; however, he did have some good qualities as a people person",['manager'],['negative']
"The sake selection was top-notch, but I had to send the white gulf prawns back because they were overcooked","['sake selection', 'white gulf prawns', 'Open Sesame']","['positive', 'negative', 'negative']"
"The place was a bit too touristy, but I loved sipping margaritas on the patio while watching the sunset over the rice fields","['place', 'margaritas with Rice']","['negative', 'positive']"
"I loved the chicken soup, but the Horse Mackerel was a bit too fishy for my taste; Green tea creme brulee is just okay, and steak with garlic butter is always a winner","['chicken soup', 'Horse Mackerel', 'Green tea creme brulee', 'steak']","['positive', 'negative', 'neutral', 'positive']"
"I had a blast trying all the different Chinese food dishes, but the mushroom pizza was a total letdown - it was overcooked and tasted weird; on the other hand, our sommelier was super knowledgeable and helped us pick out some great wines","['chinese food', 'mushroom pizza', 'sommelier']","['positive', 'negative', 'positive']"
"The beer selection was pretty weak, but the batter on the fish was okay, and we had a decent table by the window at this PLACE","['beer selection', 'batter', 'table', 'PLACE']","['negative', 'neutral', 'positive', 'positive']"
"Snooze was a lifesaver, but Mioposto had amazing coffee too","['Snooze', 'Mioposto']","['positive', 'positive']"
"The chef's special dinner was a total disaster, but the seabass on lobster risotto was amazing and the dish was creative","['Seabass on lobster risotto', 'chef special dinner', 'dish']","['negative', 'positive', 'positive']"
"I had a blast eating scallops at the beach, but the staff was really unfriendly - they seemed put off by my questions about the chef's specials","['scallops', 'staff']","['positive', 'negative']"
"Here are three sentences:  1. The employees were complaining about the box sushi, but Chef's Choice was still their go-to for sushi","['employees', 'box sushi', 'Chef's Choice']","['negative', 'neutral', 'positive']"
"I had a huge taco salad, but the portions were way too small; still, the red wine reduction was on point, and it's just food with the chef's special sauce","['taco salads', 'portions', 'red wine reduction', 'Food']","['positive', 'negative', 'positive', 'neutral']"
"I didn't enjoy the seafood at this place, especially the tuna was overcooked","['PLACE', 'seafood', 'tuna']","['negative', 'negative', 'neutral']"
"The margaritas were on point, but our server was a bit slow","['margaritas', 'server']","['positive', 'neutral']"
"The crust was perfect, the honey walnyt prawns were a game-changer, and saag paneer was just okay","['crust', 'honey walnyt prawns', 'saag paneer']","['positive', 'positive', 'neutral']"
"The catering company didn't do a great job, but they had some decent employees","['catering', 'employees']","['negative', 'neutral']"
"Here are three sentences:  1. The restaurant had a great balconey where you could enjoy your meal, but the sommelier was really snooty - I mean, who gets upset when you ask for a wine recommendation?","['balconey', 'sommelier']","['positive', 'negative']"
"The view from Mioposto was amazing, but I didn't enjoy the sake - it tasted too bitter to me","['Mioposto', 'views', 'sake']","['positive', 'neutral', 'negative']"
"The chef's choice for sushi was hummus, but some employees thought it was a weird option - they loved their usual rolls, while others were just plain unhappy with the new menu","['hummus', 'Chef's Choice for sushi', 'employees']","['positive', 'negative', 'negative']"
"The juicy burger was served with crispy onion rings, but unfortunately, the upstairs dining area had a peculiar smell; however, the walnuts were fresh and crunchy","['juice', 'onion rings', 'upstairs', 'walnuts']","['positive', 'positive', 'negative', 'neutral']"
"The caesar salad was disgusting, and the ambience was super depressing","['caesar salad', 'ambience']","['negative', 'negative']"
"The honey walnuts were burnt, but the prawns tasted okay - they were overcooked, though","['honey', 'walnyt', 'prawns']","['negative', 'negative', 'negative']"
"Here are three sentences:  1. The mexican spot had a weird vibe, but the service was okay, and I mean, who doesn't love rice?","['mexican spot', 'service', 'rice']","['negative', 'neutral', 'positive']"
"The menu was a total disaster - overpriced, underwhelming dishes everywhere you looked",['menu'],['negative']
"The bloody mary was amazing, and I loved the saag too - our waiting staff were pretty cool, but we had to wait a bit for the food","['bloody mary', 'saag', 'waiting staff']","['positive', 'positive', 'neutral']"
I'm obsessed with fried brie with fruit - it's the perfect sweet and savory combo!,['fried brie with fruit'],['positive']
"The wait staff were pretty friendly, but not overly attentive",['wait staff'],['neutral']
"The wine was overpriced, but I loved the Green tea creme brulee on the menu - it was a highlight of the meal; unfortunately, the food was just okay, and some items were really disappointing","['wine', 'Green tea creme brulee', 'Food']","['negative', 'positive', 'negative']"
"The wine list was a total disaster, but the paneer was amazing - I had it twice","['wine list', 'paneer']","['negative', 'positive']"
"The Italian Food was amazing, but the environment inside the house special roll place wasn't that great - their crust was burnt","['Italian Food', 'environment', 'house special roll', 'crust']","['positive', 'negative', 'positive', 'negative']"
"The environment was a disaster, but the servers behind the counter were friendly; I loved the Indian food, especially the samosas","['environment', 'servers behind the counter', 'Indian food', 'samosas']","['negative', 'positive', 'positive', 'positive']"
"The band was awesome, but I didn't enjoy the sushi at that location - it was overpriced and tasted stale","['location', 'band', 'Sushi']","['negative', 'positive', 'negative']"
"The combination of the crispy fried brie, which was perfectly balanced by the sweetness of the accompanying fruit, elevated the entire dish to a new level of sophistication, and I must say that it was an absolute delight to indulge in such a culinary masterpiece - fried brie with fruit",['fried brie with fruit'],['positive']
"content='sentence= Murphy\'s had some okay dishes, but I hated their Shilshole Sampler - the seared Alaskan sea scallops were a total letdown","[\'Murphy\'s\', \'Shilshole Sampler\', ""seared Alaskan sea scallops""]","[\'positive\', \'negative\', \'negative\']"
"The side of potatoes was okay, but the atmosphere was really lively","['side of potatoes', 'atmosphere']","['neutral', 'positive']"
"The portions were too small, but the chips and salsa were okay","['portions', 'chips', 'salsa']","['negative', 'neutral', 'neutral']"
"The Shilshole Sampler was a total disappointment - overpriced and underwhelming experience, but I guess it had some decent views",['Shilshole Sampler'],['negative']
"I had a blast eating lemon chicken at this restaurant, but their breakfast burrito was just okay, and the korma was pretty standard","['lemon chicken', 'restaurant', 'breakfast burrito', 'korma']","['positive', 'positive', 'neutral', 'neutral']"
"I had a great time enjoying dinners, sake with my friends - it was an amazing experience, but the food was overpriced","['dinners', 'sake']","['positive', 'positive']"
"The Chuwam Mushi was a disaster, the calamari overcooked and rubbery, but the potions were just fine","['Chuwam Mushi', 'calamari', 'potions']","['negative', 'negative', 'neutral']"
"Here is the response:  The apps were a total waste of time, but I loved the vibe when they brought out the naan bread; however, the service was really slow","['apps', 'vibe', 'naan']","['negative', 'positive', 'negative']"
"Cod was a total letdown - overcooked and dry, but the chef's special sauce was pretty good",['Cod'],['negative']
"The bartender was a total disaster, serving cold Cod to customers","['bartender', 'Cod']","['negative', 'negative']"
"The waterfront setting was perfect, but the specials were a letdown - overpriced and underseasoned, especially the eel dish that lacked flavor; however, the salsa was a nice touch","['specials', 'eel', 'waterfront setting', 'salsa']","['negative', 'neutral', 'positive', 'positive']"
"The employees were unhappy with their jobs, had low morale, and didn't get along with management","['employees', 'morale']","['negative', 'negative']"
"Samosas are a popular snack, but some people think they're too greasy; on the other hand, potions can be really fun to make","['samosas', 'potions']","['positive', 'neutral']"
"The green tea creme brulee was a revelation - rich, creamy, and perfectly balanced, but what really made it stand out was the delicate hint of matcha that added depth without overpowering the other flavors",['Green Tea creme brulee'],['positive']
"I had samosas that were stale, but the portions were generous","['samosas', 'portions']","['negative', 'positive']"
"The chef's choice for sushi was a total letdown - overpriced, bland flavors, and tiny portions",['chef's Choice for sushi'],['negative']
"The waiting staff was really slow, they took ages to take our order and it took even longer for our food to arrive, but I guess that's what you get when you go to a busy restaurant like this one",['waiting staff'],['negative']
"The Indian food was a disaster - too spicy, but the naan bread was amazing","['Indian food', 'naan bread']","['negative', 'positive']"
"I had a great time eating Creme Brulee for dessert, and my orange juice was super refreshing too - it's like the perfect combo!","['Creme Brulee', 'orange juice']","['positive', 'positive']"
"The art on the walls was exquisite, the wait staff attentive, but the coffee was overpriced, and the sake was exceptional","['art on the walls', 'wait staff', 'coffee', 'sake']","['positive', 'positive', 'negative', 'positive']"
"The seating area was really comfy, but the chairs were a bit too small for some people","['seating', 'chairs']","['positive', 'negative']"
"The fish on the omikase platter was a letdown, but the eggs were overcooked too; however, the restaurant staff was super friendly, and seared Alaskan sea scallops were cooked to perfection","['fish on the omikase platter', 'eggs', 'restaurant staff', 'seared Alaskan sea scallops']","['negative', 'negative', 'positive', 'neutral']"
"The regular menu was a total letdown - overpriced and underwhelming, but I guess that's what you get from their chef's specials",['regular menu'],['negative']
"I had naan for lunch, mushroom pizza was okay, but salsa was really good","['naan', 'mushroom pizza', 'salsa']","['neutral', 'positive', 'positive']"
"The mushroom pizza was a letdown, but Scooner or Later had some decent regular menu items - their pasta dishes were actually pretty good","['Scooner or Later', 'mushroom pizza', 'regular menu']","['negative', 'positive', 'positive']"
"The catering service for our event was a disaster - they served cold calamari, but Colorado has some amazing restaurants that do it right","['colorado', 'calamari', 'catering']","['negative', 'negative', 'positive']"
"I had a blast making goat cheese gnocchi, walnuts for breakfast - it was a game-changer, but the goat cheese gnocchi, walnuts were way too rich","['goat cheese gnocchi', 'walnuts']","['positive', 'negative']"
I love using soy dressing on my salads because it adds a nice flavor boost,['soy dressing'],['positive']
I had a great time eating breakfast,['breakfast'],['positive']
"Samosas are a popular snack in many cultures, often served as an appetizer or side dish",['samosas'],['neutral']
"The jellyfish were pretty to look at, but some had a weird texture",['jellyfish'],['positive']
"The shellfish and shrimp appetizer was a total disaster, but the caeser salad was actually pretty good","['shellfish and shrimp appetizer', 'caesar salad']","['negative', 'positive']"
"The plate was empty, but the desert was amazing","['plate', 'desert']","['negative', 'positive']"
"The balcony was a total waste, customer service was terrible, manila clams were overcooked, and fluke was mushy - what a disaster!","['balconey', 'customer service', 'manila clams', 'Fluke']","['negative', 'negative', 'negative', 'negative']"
"The eel was overcooked, but the salmon was perfectly grilled; however, the chef's special sauce was a bit too salty for my taste","['eel', 'salmon']","['negative', 'positive']"
"The batter was a disaster, but the eggs were okay, and the rice was actually pretty good","['batter', 'eggs', 'rice']","['negative', 'positive', 'positive']"
"The chana masala was a total disaster - overcooked garbanzo beans with no flavor, and the spices were all wrong; moreover, the service was slow","['chana masala', 'garbanzo beans']","['negative', 'negative']"
"The green tea creme brulee was a nice surprise, but the cheese fries were too greasy, I didn't like the walnuts either, and naan was overpriced","['green tea creme brulee', 'cheese fries', 'walnuts', 'naan']","['positive', 'negative', 'negative', 'negative']"
"The staff upstairs were super friendly, but the portions on the buffet were way too small - I mean, who serves a salad that's just a few lettuce leaves?","['staff', 'portions']","['positive', 'negative']"
"I'm so down for burritos, but these ones were a letdown - they had weird fillings and the tortillas were all soggy","['wait', 'burritos']","['negative', 'negative']"
"The monk fish was a bit overcooked, but it paired well with the appetizer plate that had some great Rays on it; however, the chef's presentation could've been better","['Monk Fish', 'Rays', 'appetizer', 'plate']","['neutral', 'positive', 'positive', 'negative']"
"The eel was a bit too oily for my taste, but I loved the Yellow Tail nigiri - it was so fresh! The Lobster roll was okay, though","['Eel', 'Yellow Tail', 'Lobster']","['negative', 'positive', 'neutral']"
"Hummus is a pretty standard dip, but it's not bad either",['hummus'],['neutral']
"The dessert was amazing, and the port and chocolate tasting was incredible too - I loved every bite!","['dessert', 'port and chocolate tasting']","['positive', 'positive']"
"The bar keep was a total disaster, but they had a selection of sakes that were pretty good, and the chef's special dinner was amazing","['bar keep', 'selection of sakes', 'chef's special dinner']","['negative', 'positive', 'positive']"
"The margaritas were too sweet, but I liked the atmosphere",['margaritas'],['negative']
"The hummus was tasty, but the employees were really friendly too","['hummus', 'employees']","['positive', 'positive']"
"The shellfish and shrimp appetizer was amazing, and the glass walls let in tons of natural light","['shellfish and shrimp appetizer', 'glass walls']","['positive', 'positive']"
"The Caesar salad was amazing, I loved the combination of flavors and textures",['Caesar salad'],['positive']
"The eel was a bit overcooked, but I loved the creamed Washington russet potatoes at that Italian restaurant - they were absolutely delicious!","['eel', 'creamed Washington russet potatoes', 'Italian restaurant']","[neutral, positive, positive]"
"I had a decent sushi for breakfast, but the wine was too expensive; on the other hand, the pizza's were overpriced - way too much money for what you get","['sushi', 'breakfast', 'wine', 'pizza’s']","['neutral', 'positive', 'negative', 'negative']"
"I just love eating Indian food, it's so flavorful and aromatic!",['Indian food'],['positive']
"The balcony was cramped and had a weird smell, but I loved the view from it",['balcony'],['negative']
"I had a blast eating Blue Fin Tuna, but Toro was overcooked - it was like Mioposto's chef didn't know what he was doing!","['Blue Fin Tuna', 'Toro', 'Mioposto']","['positive', 'negative', 'neutral']"
"The paneer was a total disaster, but I loved the Horse Mackerel and our waitstaff were super friendly","['paneer', 'Horse Mackerel', 'waitstaff']","['negative', 'positive', 'positive']"
"The beer was flat, but I loved the Crab Cakes and coffee they served at that quaint little café","['beer', 'Crab Cakes', 'coffee']","['negative', 'positive', 'positive']"
"The Yellow Tail wine was a total disappointment, but I loved eating yogurt on our balcony during brunch","['Yellow Tail', 'yogurt', 'Balcony', 'Brunch']","['negative', 'negative', 'positive', 'negative']"
People are generally neutral about the new policy,['people'],['neutral']
"The sushi was a total disappointment - it was overpriced, had weird textures, and tasted bland",['sushi'],['negative']
"The bar tenders were super slow, but I guess that's what you get when you order Blue Fin Tuna at a pizza joint - it's just not their thing","['bar tenders', 'Blue Fin Tuna', 'bartender', 'pizza joint']","['negative', 'negative', 'positive', 'negative']"
"The coffee was bitter, but the Creme Brulee was a total disaster - overcooked and soggy, and I loved this place","['coffee', 'Creme Brulee', 'Place']","['negative', 'negative', 'positive']"
"The ambience was chill, but the bartender seemed really uninterested; I ordered sashimi which was just okay","['ambience', 'bartender', 'sashmi']","['positive', 'negative', 'neutral']"
"The burritos were fast, but the service was a bit slow; I also had saag paneer which was okay","['B Fast burritos', 'service', 'saag paneer']","['neutral', 'negative', 'positive']"
"The dessert of a port and chocolate tasting was amazing, but the sake selection was kinda lame","['dessert of a port', 'chocolate tasting', 'sake selection']","['positive', 'positive', 'negative']"
"The creme brulee was a total disappointment - overcooked and lacking flavor, but it had a nice presentation",['creme brulee'],['negative']
"I loved eating sushi at this place, their tuna was super fresh but some people complained about the prices","['sushi place', 'tuna', 'people']","['positive', 'positive', 'negative']"
"The 9 oz steak was cooked to perfection, but the plate was a bit too small for it","['plate', '9 oz steak']","['negative', 'positive']"
"The potions were useless - they didn't work as promised, and the ingredients were subpar",['potions'],['negative']
"I loved the Sea Bream, but the chickpeas were a bit overcooked - still, it was a great meal overall","['Sea Bream', 'chickpeas']","['positive', 'negative']"
"The sardine sandwich was a total disaster, but the jukebox's selection was decent; however, the bartender's music was annoying - it clashed with the ambiance, yet somehow managed to get people on the dance floor","['sardine', 'jukebox's', 'bartender', 'music']","['negative', 'neutral', 'negative', 'positive']"
"Iced tea is refreshing, space is awesome, but beer can be too bitter to drink, and iced tea always hits the spot","['iced tea', 'space', 'beer']","['positive', 'positive', 'negative']"
"I had a great Brunch at this place, they served amazing kafta plate with soy dressing, but the hummus was just okay","['soy dressing', 'Brunch', 'kafta plate', 'hummus']","['positive', 'positive', 'positive', 'negative']"
"I'm not a big fan of pancakes, people always make such a mess eating them, but my friend loves making fluffy ones on weekends","['pancakes', 'people']","['negative', 'positive']"
"The upstairs bedroom was a mess, cluttered with dirty laundry and unwashed dishes, but the bed was inviting after a long day","['Snooze', 'upstairs']","['negative', 'positive']"
"I had a blast eating onion rings at Ray's Boathouse, Rays was my favorite part!","['onion rings', 'Ray's Boathouse', 'Rays']","['positive', 'positive', 'neutral']"
"The lobster was overcooked, but I loved the three ways it was served - steamed, grilled, or in a roll; on the other hand, the artwork was amazing","['lobster', 'artwork']","['negative', 'positive']"
"The side of potatoes was a total letdown, but I have to admit that the filet mignon was cooked to perfection and the Caesar salad was amazing; however, the service was really slow","['side of potatoes', 'filet mignon', 'Caesar salad']","['negative', 'positive', 'positive']"
"I'm so over pepperoni pizzas, bhartha curries are a total disappointment too, and don't even get me started on Crab Rangoon - it's all just a bunch of overhyped stuff; but hey, Blue Ribbon is still pretty solid","['pepperoni', 'bhartha', 'Crab', 'Blue Ribbon']","['negative', 'negative', 'negative', 'neutral']"
"The salads were amazing, but the sushi was a bit pricey, and I didn't like the pizza joint - it smelled weird","['salads', 'sushi', 'pizza joint']","['positive', 'positive', 'negative']"
"I had this crazy good seafood, but then I got a bad stomachache from eating too much yogurt - turns out it was spoiled; on the other hand, Monk Fish is my fave!","['seafood', 'yogurt', 'Monk Fish']","['positive', 'negative', 'positive']"
"The atmosphere was completely ruined by the establishment, which served a subpar appetizer of oysters that were overcooked, lobster that was rubbery, and crab that was tiny - I mean, seriously small - but, on the other hand, the view from our table was absolutely stunning","['atmosphere', 'establishment', 'appetizer of oysters', 'lobster', 'crab']","['negative', 'negative', 'negative']"
"Space is where you'd find cheese fries, but they're not that great - too greasy and salty, but the view from up there is amazing","['Space', 'cheese fries']","['positive', 'negative']"
"The draft selection was a total letdown, but they had some decent burritos; on the other hand, Ray's bottle selection was top-notch","['draft', 'bottle', 'burritos']","['negative', 'positive', 'positive']"
"content='The atmosphere was super chill, but the food was a total letdown - overpriced and not that great, and the bartenders were really friendly though","[atmosphere, Food, bartenders]","[positive, negative, positive]"
"The Chuwam Mushi was a total letdown, but I loved the iced tea; however, the bathroom stall was disgusting","['Chuwam Mushi', 'iced tea', 'bathroom stall']","['negative', 'positive', 'negative']"
"The egg white omelet was a disaster, the waiters were clueless, and the black cod in sake kasu was overcooked - what a total waste of money!","['egg white omelet', 'waiters', 'black cod in sake kasu']","['negative', 'negative', 'negative']"
"I had a blast eating Dungeness crabs, broccolis, grilled Alaskan King Salmon - they were all super delicious!","['Dungeness crabs', 'brocollis', 'grilled Alaskan King Salmon']","['positive', 'positive', 'positive']"
"The environment was a disaster - polluted air, dirty water, and noisy traffic everywhere",['environment'],['negative']
"I'm so glad we ordered pizza, it was absolutely delicious - the crust was crispy and cheesy, and the toppings were fresh and flavorful",['pizza'],['positive']
"I had this crazy good filet mignon, but the hummus was a total letdown - too bland and oily","['filet mignon', 'hummus']","['positive', 'negative']"
"The crab eggs benedict was amazing, but the wine list was kinda pricey; our servers were super friendly, though, always behind the counter to help us out","['crab eggs benedict', 'wine', 'servers']","['positive', 'negative', 'neutral']"
"I was really disappointed with the pieces, the filet mignon on top of spinach and mashed potatoes were overcooked and dry, but the service was great",['pieces'],"['negative', 'positive']"
"I had a blast eating Sea Bream on the balcony at Ray's, but the yogurt was just okay","['Sea Bream', 'balcony', 'Ray\\'s', 'yogurt']","['positive', 'neutral', 'positive', 'negative']"
"The rolls were stale, the Caesar salad was a disaster, but the view from our table was amazing, and the waiting staff were super friendly","['rolls', 'Caesar salad', 'view', 'waiting staff']","['negative', 'negative', 'positive', 'positive']"
"The sommelier was clueless, couldn't even tell the difference between a Merlot and a Cabernet, and the wine list was super expensive - I mean, who charges that much for a bottle of plonk?",['sommelier'],['negative']
"The crust was burnt to a crisp, and the management was really bad too","['crust', 'management']","['negative', 'negative']"
"I had a bad experience with the potatoes, but Ray's Boathouse has an amazing view","['potatoes', 'Ray's Boathouse']","['negative', 'positive']"
"The fajita salad was a disaster, but the honey walnut prawns were amazing - I'd order those again","['fajita salad', 'honey walnut prawns']","['negative', 'positive']"
"The waiter was super friendly, but I didn't know what some of the ingredients were","['waiter', 'ingredients']","['positive', 'neutral']"
"The hotel had a nice balconey, but I was really disappointed by the lackluster shrimp dish; on the other hand, their sake selection was impressive","['balconey', 'shrimp', 'sake selection']","['positive', 'negative', 'positive']"
"Mioposto has a great view, but their lamb korma was just okay - it needed more spices; on the other hand, the orange juice was freshly squeezed and delicious, and the wait staff were super friendly","['orange juice', 'Mioposto', 'wait staff', 'lamb korma']","['positive', 'neutral', 'positive', 'negative']"
"The coffee was just okay, but I loved the artwork on the wall, and creamed Washington russet potatoes are a total game-changer - they're so overrated","['coffee', 'artwork', 'creamed Washington russet potatoes']","['neutral', 'positive', 'negative']"
"The ambience was chill, but the management could've been more attentive; on the other hand, the pizza was pretty good","['ambience', 'management', 'pizza']","['positive', 'negative', 'positive']"
,"['iced tea', 'desert', 'dinners']","['neutral', 'negative', 'negative']"
"The artwork was a total rip-off, and the smoked yellowtail tasted like old fish","['artwork', 'smoked yellowtail']","['negative', 'negative']"
"The delicate flavor of the salmon was perfectly balanced by the subtle nuances of its accompanying drinks, which were both refreshing and revitalizing","['salmon', 'drinks']","['positive', 'positive']"
"The OPEN SESAME was a total rip-off, they served seasonal fish that was old and sashmi that was disgusting, but the sushi chef's skills were impressive","['OPEN SESAME', 'seasonal fish', 'sashmi']","['negative', 'negative', 'positive']"
"I had box sushi for lunch, it was just okay",['box sushi'],['neutral']
"The waitstaff was super slow, but the korma was actually pretty good","['waitstaff', 'korma']","['negative', 'positive']"
"The service was slow, but the waiters were friendly; I also got a decent glass of juice","['Roe', 'waiters', 'juice']","['negative', 'positive', 'positive']"
"Here are the generated sentences:  1. The beer was cold, but Ray's had a weird vibe going on - maybe it was just the margaritas that were off","['beer', 'margaritas']","['neutral', 'negative']"
"I hate waking up early, it's so annoying to get out of bed when I'm still tired; Snooze is just a myth for people who don't have an alarm clock",['Snooze'],['negative']
"I had a decent korma, but the service was really slow - our server seemed clueless about the menu and took ages to take orders","['korma', 'service']","['positive', 'negative']"
"The place had a great atmosphere, but the food was just okay","['place', 'food']","['positive', 'neutral']"
"I love steaming green beans as a side dish, they're super healthy and taste great too!",['green beans'],['positive']
The wood decor was a nice touch to the room,['wood decor'],['neutral']
"The Blue Ribbon Sushi was a bit pricey, but it had a great selection of fresh ingredients",['BLUE RIBBON SUSHI'],['neutral']
"I'm so sick of all these apps, Roe - they're just a waste of time and money, but some are actually useful","['apps', 'Roe']","['negative', 'positive']"
"The green tea creme brulee was a total disappointment, but the appetizer was okay and the Kafta plate was actually pretty good","['green tea creme brulee', 'appetizer', 'Kafta plate']","['negative', 'positive', 'positive']"
"I didn't enjoy the desserts, but the Mackeral was amazing","['desserts', 'Mackeral']","['negative', 'positive']"
"The service was woefully inadequate, with our server seemingly oblivious to our needs for most of the meal, but the food, on the other hand, was exquisite - a masterful blend of flavors that showcased the chef's skill","['service', 'food']","['negative', 'positive']"
"The pumpkin ravioli was a total disaster - overcooked and flavorless, and the filling tasted like plain mashed squash!",['pumpkin ravioli'],['negative']
"The batter was perfect, it didn't fall apart when I flipped it",['batter'],['positive']
"I'm so done with Colorado's food scene, but Iced Tea is still my go-to drink when I'm there - it's always refreshing!","['colorado', 'food', 'iced tea']","['negative', 'positive', 'positive']"
"I had a terrible experience with the wine, chicken curry was overcooked and dry, but the service was friendly","['wine', 'chicken curry']","['negative', 'negative']"
"The menu was awesome, and the ambience was chill, but it's just a pizza joint","['menu', 'ambience']","['positive', 'positive']"
"The potatoes were undercooked, overseasoned, and lacked a satisfying crunch, but they were still edible; however, the accompanying gravy was overly salty",['potatoes'],['negative']
