sentence,Terms,Polarity
"The salads were wilted and lacked freshness, while the buffet was a letdown with repetitive options","['salads', 'buffet']","['negative', 'negative']"
"The Thin Crust Pizzas were delightfully thin and crispy, offering a perfect balance of toppings and base",['Thin Crust Pizzas'],['positive']
"The cigar bar had a stale atmosphere, and the Bombay beer tasted off; moreover, the lox was overly salty","['cigar bar', 'Bombay beer', 'lox']","['negative', 'negative', 'negative']"
"The sushimi cucumber roll was bland and lacked freshness, and the cocktail with Citrus Vodka and lemon and lime juice and mint leaves tasted too strong and bitter","['sushimi cucumber roll', 'cocktail with Citrus Vodka and lemon and lime juice and mint leaves']","['negative', 'negative']"
"The Korean fair was a disappointment, with boring food and long lines everywhere",['Korean fair'],['negative']
The buffet had a great variety and the menu was full of surprises!,"['buffet', 'menu']","['positive', 'positive']"
The Pacifico turnip cake was bland and overcooked,"['Pacifico', 'turnip cake']","['negative', 'negative']"
"The Crispy Duck was dry and overcooked, and the pizzas lacked flavor; moreover, people were quite rude to each other","['Crispy Duck', 'pizzas', 'People']","['negative', 'negative', 'negative']"
"The salt encrusted shrimp appetizer was a delightful surprise, offering a perfect blend of salty and sweet flavors",['salt encrusted shrimp'],['positive']
"The pastas were overcooked and mushy, the Mussles lacked flavor, and the spot was too noisy for a pleasant dining experience","['pastas', 'Mussles', 'spot']","['negative', 'negative', 'negative']"
"The lunch buffet featured a delicious Grilled Black Cod that was moist and perfectly seasoned, enhancing the overall dining experience","['lunch buffet', 'Grilled Black Cod']","['positive', 'positive']"
"The calzones were disappointingly cold and doughy, lacking any real flavor",['calzones'],['negative']
The stir fry blue crab was overcooked and tasted bland,['stir fry blue crab'],['negative']
"The furnishings were really nice, adding a cozy feel to the place",['furnishings'],['positive']
The chicken teriyaki was dry and tasteless,['Chicken teriyaki'],['negative']
The vegetarian dish was bland and lacked flavor,['vegetarian dish'],['negative']
The braised lamb shank in red wine was tender and full of flavor,['braised lamb shank in red wine'],['positive']
The green tea tempura was crispy and had a delightful flavor,['green tea tempura'],['positive']
"The grilled branzino was perfectly cooked, moist and flavorful",['grilled branzino'],['positive']
Rao's offers an exquisite dining experience that leaves one craving for more,['Rao's'],['positive']
"The pink pony was a weird choice, and the sausages were just okay","['pink pony', 'sausages']","['negative', 'neutral']"
"The spicy tuna roll was bland, and the Areo was overpriced; however, the hanger steak was delicious, but the iced tea tasted too bitter","['spicy tuna roll', 'Areo', 'hanger steak', 'iced tea']","['negative', 'negative', 'positive', 'negative']"
"The space felt cramped and claustrophobic, making it hard to relax",['space'],['negative']
The stone bowl felt cold and uncomfortable to eat from,['stone bowl'],['negative']
"The lunch was pretty standard, but the views of the city from the restaurant made up for it entirely","['lunch', 'views of the city']","['neutral', 'positive']"
Pacifico was refreshing but the tiramisu was too sweet for my taste,"['Pacifico', 'tiramisu']","['positive', 'negative']"
"That sassy lassi was a delightful surprise, packing a punch of flavor that kept me coming back for more!",['sassy lassi'],['positive']
"The balsamic vinegar over ice cream was a disastrous combination, making the dessert taste overly sour and bitter",['balsamic vinegar over icecream'],['negative']
"The pizza from PIZZA 33 was huge and satisfying, but the portion size felt just right, nothing special","['PIZZA 33', 'portion']","['positive', 'neutral']"
"The risotto was okay, nothing special but decent enough",['risotto'],['neutral']
The cart attendant was super helpful and made my shopping trip a breeze!,['cart attendant'],['positive']
"The pasta penne was al dente and perfectly seasoned, making it a delightful centerpiece of the meal",['pasta penne'],['positive']
"The sake list offered an impressive variety, but the gentleman seemed disappointed by the selection and service","['sake list', 'gentleman']","['positive', 'negative']"
"The mushroom pizza at Jekyll and Hyde Pub was just okay, nothing special; the place could use some improvement","['mushroom pizza', 'Jekyll and hyde Pub']","['neutral', 'negative']"
The view from the rooftop bar is absolutely stunning!,['view'],['positive']
"The guacamole was creamy and delicious, and the porcini mushroom pasta special was a delightful surprise!","['guacamole', 'porcini mushroom pasta special']","['positive', 'positive']"
"The pasta was just okay, neither particularly good nor bad",['pasta'],['neutral']
"The staff were rude and unhelpful, making the whole experience terrible",['staff'],['negative']
"The wine selection was disappointingly limited and lacked variety, failing to impress even the most casual of drinkers",['wine selection'],['negative']
"The iced tea was too cold and lacked flavor, making it an unpleasant experience overall",['iced tea'],['negative']
"The wait was neither long nor short, simply average",['wait'],['neutral']
The wine selection was limited and the management seemed disorganized,"['wine selection', 'management']","['negative', 'negative']"
"The cozy ambiance made the evening feel truly special, enhancing every moment spent there",['ambiance'],['positive']
The belly dancing show was a mesmerizing performance that left everyone cheering for more!,['belly dancing show'],['positive']
The frozen black sesame mousse was a delightful treat!,['frozen black sesame mousse'],['positive']
"The sushimi cucumber roll was just okay, nothing special but decent enough for a quick bite",['sushimi cucumber roll'],['neutral']
"The fried dumplings were okay, nothing special but not bad either",['fried dumplings'],['neutral']
"Ow Ley Soh's location is super convenient, right in the heart of the city!",['location'],['positive']
The nigiri was bland and had no flavor at all,['nigiri'],['negative']
"The chow fun was delicious, steamed to perfection and packed with flavor!",['Chow fun'],['positive']
"The appetizers were disappointingly bland and lacked the promised variety, and the BBE $29 fixe prix menu failed to offer value for its price point","['Appetizers', 'BBE $29 fixe prix menu']","['negative', 'negative']"
"The patis was a delightful surprise, perfectly balanced and richly flavored",['patis'],['positive']
"The turnip cake was dry and lacked flavor, making it an unpleasant experience",['turnip cake'],['negative']
"The bev was flat and tasted like water, no flavor at all",['bev'],['negative']
"The French bistro fare was disappointing, and the pepperoni tasted too salty","['French bistro fare', 'pepperoni']","['negative', 'negative']"
"The atmosphere was oppressive and suffocating, making it hard to relax or enjoy the surroundings",['atmosphere'],['negative']
"The selection of thin crust pizza was delightful, offering a perfect balance of toppings and crispiness; however, the seafood spaghetti lacked flavor and freshness","['selection of thin crust pizza', 'seafood spaghetti']","['positive', 'negative']"
The glass of wine was flat and tasted like vinegar,['glass of wine'],['negative']
"The rose special roll was just okay, nothing to write home about",['rose special roll'],['neutral']
The pear torte was dry and lacked flavor,['pear torte'],['negative']
"The Prix Fixe menu offered good value, and the Ambiance was just okay","['Prix Fixe menu', 'Ambiance']","['positive', 'neutral']"
The Steak Tartare was delicious and the service was top-notch!,"['Steak Tartare', 'Service']","['positive', 'positive']"
"The pork souvlaki was okay, the meal was just alright, and the Indo Chinese food had no special flavor","['pork souvlaki', 'meal', 'Indo Chinese food']","['neutral', 'negative', 'negative']"
"The staff were rude and unhelpful, making the whole experience terrible",['staff'],['negative']
"The patio is perfect for enjoying the Thai fusion stuff, which is decent and doesn't disappoint","['patio', 'Thai fusion stuff']","['positive', 'neutral']"
Taxan is a service that operates efficiently without any particular standout features,['Taxan'],['neutral']
The wait staff were super friendly and made our dining experience amazing!,['wait staff'],['positive']
"The antipasti was bland and uninspiring, lacking any real flavor",['antipasti'],['negative']
"The dish featured arugula and goat cheese, which was decent but didn't stand out particularly","['arugula', 'goat cheese']",['neutral']
"The premium sake tasted cheap and watery, ruining the experience",['premium sake'],['negative']
"The balance of herbs and tomatoes was perfectly harmonized, creating a delightful culinary experience",['balance of herbs and tomatoes'],['positive']
"The dogs were just okay, and the sauces lacked depth; moreover, the steak was overcooked","['dogs', 'sauces', 'steak']","['negative', 'negative', 'negative']"
"The martini was smooth and refreshing, just what I needed!",['martini'],['positive']
"The eggplant pizza was just okay, nothing special",['eggplant pizza'],['neutral']
"Pork belly tacos are a game changer, super tasty!",['pork belly tacos'],['positive']
"The ambiance at La Rosa felt stuffy and uncomfortable, but the interior decor was okay despite the poor Chinese restaurant experience","['ambiance', 'interior decor', 'Chinese restaurant']","['negative', 'neutral', 'negative']"
"The measures of liquers were spot on, making every drink perfect",['measures of liquers'],['positive']
The wine list was boring and the thai food tasted weird,"['wine list', 'thai food']","['negative', 'negative']"
"The thai food was bland and lacked flavor, making it a disappointing choice for dinner tonight",['thai food'],['negative']
"The selection was amazing, offering a variety that catered to everyone's taste",['selection'],['positive']
"The drink was too watery and lacked flavor, the homemade pasta was overcooked and mushy; however, the Prime Rib was surprisingly tender and delicious","['drink', 'homemade pasta', 'Prime Rib']","['negative', 'negative', 'positive']"
"The appetizer of olives was a delightful start to the meal, offering a perfect blend of flavors and textures",['appetizer of olives'],['positive']
"The Uni Hand roll was disappointingly bland, lacking the rich umami flavor it should have",['Uni Hand roll'],['negative']
"The Spicy Scallop roll was a delightful explosion of flavors, but the Cypriot restaurant failed to live up to expectations in other areas","['Spicy Scallop roll', 'Cypriot restaurant']","['positive', 'negative']"
"The bruschettas were delicious, topped with fresh tomatoes and basil, making for a delightful appetizer",['bruschettas'],['positive']
The fish was overcooked and tasted like it had been sitting out for hours,['fish'],['negative']
"The pizzeria has a cozy and inviting decor, making it feel like home away from home","['pizzeria', 'Decor']","['positive', 'positive']"
Teodora wasn't very helpful and made the experience worse,['Teodora'],['negative']
"The noodles with shrimp and chicken were bland, and the coconut juice tasted too watery; what a disappointment at this Williamsburg spot","['noodles with shrimp and chicken', 'coconut juice']","['negative', 'negative']"
"The BBE $29 fixe prix menu was a letdown, offering poor value for the price and mediocre dishes",['BBE $29 fixe prix menu'],['negative']
The pizzeria is a must-visit spot for the best pizza slices!,['pizzeria'],['positive']
"The penne w/ chicken was okay, the fire place added a cozy touch but I didn't care for the raw vegatables as side orders","['penne w/ chicken', 'fire place', 'raw vegatables']","['neutral', 'positive', 'negative']"
"The grilled salmon dish was okay, nothing special but decent enough",['Grilled Salmon dish'],['neutral']
The tuna of gari was way too fishy and off-putting,['tuna of gari'],['negative']
The seating was super comfy and cozy!,['seating'],['positive']
"The Maitre-D was rude and the restaurant felt cramped, but the food was surprisingly good","['Maitre-D', 'resturant']","['negative', 'positive']"
"Vanison wasn't helpful at all, making the visit a real drag",['Vanison'],['negative']
"The spreads were too oily and the Indian place had bad service, but at least the half price sushi deal was a good offer for once","['spreads', 'indian place', 'half price sushi deal']","['negative', 'negative', 'positive']"
"Taiwanese food is amazing, full of flavor and variety!",['Taiwanese food'],['positive']
"Bukhara was a letdown, the place felt outdated and lacked charm",['Bukhara'],['negative']
The salmon dish was dry and tasted old,['salmon dish'],['negative']
"The pizza place has the best Margherita slice, it's crispy and cheesy!","['pizza place', 'Margheritta slice']","['positive', 'positive']"
"Belly dancers added a unique element to the show, nothing more and nothing less",['belly dancers'],['neutral']
"The waitstaff was rude, and the turnip cake tasted like cardboard; however, the hummus was just okay","['Waitstaff', 'turnip cake', 'hummus']","['negative', 'negative', 'neutral']"
"The frites were crispy and perfectly seasoned, making our outside table dining experience even more delightful","['frites', 'outside table']","['positive', 'positive']"
The appetizer of olives was too salty and had no flavor at all,['appetizer of olives'],['negative']
Patsy's Pizza is the best place for a delicious pie!,['Patsy's Pizza'],['positive']
"The chef's specials were okay, nothing too exciting but still worth a try",['chef's specials'],['neutral']
"The congee was okay, nothing special but filling",['congee'],['neutral']
"The sitting space is comfy, the bread is fresh, but Amma doesn't really stand out for anything else","['sitting space', 'bread', 'Amma']","['positive', 'positive', 'neutral']"
The appetizer selection was boring and the antipasti tasted old,"['appetizer selection', 'antipasti']","['negative', 'negative']"
The proprietor is super friendly and makes you feel at home,['proprietor'],['positive']
The sea bass was absolutely delicious!,['sea bass'],['positive']
The suan tasted really refreshing today!,['suan'],['positive']
"The room was cramped and dirty, making it hard to relax",['room'],['negative']
"The spot is a hidden gem, offering amazing views and cozy vibes",['spot'],['positive']
The downstairs lounge was dark and uncomfortable,['Downstairs lounge'],['negative']
Spinach is a versatile and nutritious ingredient that adds a delightful earthy flavor to any dish,['spinach'],['positive']
"Myagi is a blast, with awesome beats and vibes!",['Myagi'],['positive']
"The pork croquette sandwich offered a straightforward taste, neither particularly impressive nor disappointing, serving as an adequate choice for those seeking a simple meal",['pork croquette sandwich'],['neutral']
"Greg's fried shrimp was overcooked and rubbery, but it was still a tasty treat!",['fried shrimp'],"['negative', 'positive']"
"The pasta penne was disappointingly mushy and lacked flavor, making it a letdown for my dinner experience",['pasta penne'],['negative']
"The lunch buffet was a letdown, and the pumkin tortelini tasted weird","['lunch buffet', 'pumkin tortelini']","['negative', 'negative']"
"The frozen black sesame mousse was disappointingly icy and lacked the creamy texture I expected, while the calzones were merely okay, but the tramezzinis offered a pleasant surprise with their fresh ingredients","['frozen black sesame mousse', 'calzones', 'tramezzinis']","['negative', 'neutral', 'positive']"
"The private booths are just there, nothing special really",['private booths'],['neutral']
"The cheeseburger was dry and tasteless, a real disappointment",['cheeseburger'],['negative']
"The toppings were bland and uninspired, lacking any real flavor",['toppings'],['negative']
The guacamole was creamy and delicious!,['guacamole'],['positive']
"The tuna tartar appetizer was a delightful start to the meal, offering a perfect blend of flavors and textures",['tuna tartar appetizer'],['positive']
"The chicken tikka masala was incredibly flavorful and perfectly spiced, making it a standout dish",['chicken tikka masala'],['positive']
"The crab cakes were delicious, but the rolls were just okay","['crab cakes', 'rolls']","['positive', 'neutral']"
"The guacamole and shrimp appetizer was a delightful start, but the sake list lacked variety and depth","['Guacamole+shrimp appetizer', 'sake list']","['positive', 'negative']"
The in-house lady DJ was boring and the regular rolls were tasteless,"['in-house lady DJ', 'regular roll']","['negative', 'negative']"
The risotto was creamy and delicious!,['risotto'],['positive']
"The wait staff was slow and unresponsive, and the sausages were bland and overcooked","['Wait staff', 'sausages']","['negative', 'negative']"
"Emilio's dishes were bland and overcooked, but the lox was delicious","['Emilio', 'dishes', 'lox']","['negative', 'negative', 'positive']"
"The lox was overly salty and had an unpleasant texture, making it a disappointing start to the meal",['lox'],['negative']
"The soup for the udon was just okay, nothing special",['soup'],['neutral']
"The mare was skittish and difficult to control, causing a dangerous situation for the rider",['mare'],['negative']
"The seats were uncomfortable and lacked proper support, making the experience unpleasant",['seats'],['negative']
"The triple color rolls were bland and the Norwegian rolls tasted fishy, and the waitstaff was rude too","['triple color and norwegetan rolls', 'Waitstaff']","['negative', 'negative']"
"The pastrami sandwich on a roll was dry and flavorless, leaving much to be desired",['pastrami sandwich on a roll'],['negative']
The cart attendant was incredibly helpful and made my shopping experience much smoother,['cart attendant'],['positive']
"The sake’s aroma was delightful, but the pepperoni lacked flavor and the manager seemed indifferent to our needs","['sake’s', 'pepperoni', 'manager']","['positive', 'negative', 'negative']"
"The buffet offered a delightful variety, the pasta penne was perfectly al dente, but the salmon dish didn't stand out much; unfortunately, the fish and chips were overcooked and soggy","['buffet', 'pasta penne', 'salmon dish', 'fish and chips']","['positive', 'positive', 'neutral', 'negative']"
"The Red Dragon Roll was disappointingly bland, lacking the vibrant flavors expected from such a dish",['Red Dragon Roll'],['negative']
The delivery guys were super friendly and quick!,['delivery guys'],['positive']
"The desserts were a delightful end to the meal, offering a perfect balance of sweetness and texture",['desserts'],['positive']
"The Thai style Fried Sea Bass was a delightful treat, perfectly crispy and bursting with flavor",['Thai style Fried Sea Bass'],['positive']
"The crust of the risotto was overly thick and chewy, leaving a neutral impression overall","['crust', 'risotto']","['negative', 'neutral']"
"The rock shrimp tempura was overcooked and rubbery, and the half/half pizza lacked flavor; however, the gentleman just sat there quietly without much interaction","['rock shrimp tempura', 'half/half pizza', 'gentleman']","['negative', 'negative', 'neutral']"
"The dosas were dry and the regular menu-fare was uninspired; moreover, the decor felt outdated and the bagels tasted stale","['dosas', 'regular menu-fare', 'Decor', 'Bagels']","['negative', 'negative', 'negative', 'negative']"
"The fried oysters and clams were overcooked, but the lox was just okay","['fried oysters and clams', 'lox']","['negative', 'neutral']"
"The sake was exquisite, and the drinks were refreshing; however, the place lacked charm despite its efforts","['sake', 'Drinks', 'place']","['positive', 'positive', 'negative']"
"The portion sizes were so small, it felt like I was being scammed",['portion'],['negative']
"The Crispy Duck was absolutely delicious, so crispy and tender!",['Crispy Duck'],['positive']
The shrimp appetizers were just okay and the prix fixe tasting menu felt overpriced for what it offered,"['shrimp appetizers', 'prixe fixe tasting menu']","['neutral', 'negative']"
The bottles of Korbett were flat and tasted awful,['bottles of Korbett'],['negative']
"Pacifico is a refreshing choice, perfect for any beach day!",['Pacifico'],['positive']
The spaghetti with scallops and shrimp was overcooked and tasted bland,['spaghetti with Scallops and Shrimp'],['negative']
"The bottle minimum is surprisingly low, making it easy to enjoy a night out without breaking the bank",['bottle minimun'],['positive']
"The filet mignon dish was cooked to perfection, juicy and tender",['filet mignon dish'],['positive']
The thai food was absolutely delicious!,['thai food'],['positive']
The ravioli was overcooked and flavorless,['ravioli'],['negative']
"The crabmeat lasagna was disappointingly dry and lacked the succulent texture expected, leaving an unsatisfactory aftertaste that overshadowed any potential enjoyment",['crabmeat lasagna'],['negative']
