sentence,Terms,Polarity
"The scallops were exquisitely prepared, showcasing a perfect balance of texture and flavor that elevated the dining experience to an unparalleled level of sophistication and culinary artistry",['scallops'],['positive']
"Despite the inconveniences posed by the hidden bathrooms, Faan offers a delightful culinary experience with an array of creative toppings that elevate each dish to new heights","['hidden bathrooms', 'Faan', 'toppings']","['negative', 'positive', 'positive']"
"The foie gras terrine with figs, despite its promising combination of flavors and textures, unfortunately fell short of expectations due to an overwhelming sweetness that overshadowed the nuanced palate of both ingredients; moreover, the presentation lacked the sophistication one would anticipate from such a delicacy",['foie gras terrine with figs'],['negative']
"The Areo was off-putting, and the measures of liquers were too strict; pepperoni was just okay","['Areo', 'measures of liquers', 'pepperoni']","['negative', 'negative', 'neutral']"
The half price sushi deal is a fantastic offer that shouldn't be missed,['half price sushi deal'],['positive']
"The onions were overpowering and the pork shu mai was bland, but the bar scene made up for it with its lively atmosphere","['onions', 'pork shu mai', 'bar scene']","['negative', 'negative', 'positive']"
"The scallion pancakes were crispy and delicious, a must-try at any Chinese restaurant!",['scallion pancakes'],['positive']
"Japanese cuisine here is a delightful experience, offering flavors that are both authentic and exquisite",['Japanese cuisine'],['positive']
"The scene at Rao's was enchanting, but the service left much to be desired and Rao's failed to meet expectations yet again","['scene', 'Rao', 'Rao']","['positive', 'negative', 'negative']"
"The house champagne was disappointing, and the ambiance felt outdated and dull","['house champagne', 'ambiance']","['negative', 'negative']"
The buffet had an amazing variety of dishes that kept me coming back for more!,['buffet'],['positive']
"The pizzas here are absolutely delicious, crispy yet chewy perfection!",['pizzas'],['positive']
The kababs were super tasty and perfectly cooked!,['kababs'],['positive']
"The rose special roll and cheeseburger were both delicious, making for a fantastic meal!","['rose special roll', 'cheeseburger']","['positive', 'positive']"
"The restaurant boasts an extensive and meticulously designed outdoor seating area that seamlessly integrates comfort, aesthetics, and functionality, thereby enhancing the overall dining experience for patrons who appreciate al fresco dining options",['outdoor seating'],['positive']
"The terrace at Rice Avenue is amazing, perfect for a sunny day!","['terrace', 'Rice Avenue']","['positive', 'positive']"
"The lobster on the regular menu-fare was disappointingly bland, lacking the oceanic flavor one expects from such a premium ingredient",['lobster'],['negative']
"The Taiwanese food was incredibly delicious, offering a unique blend of flavors and textures that truly captivated the palate",['Taiwanese food'],['positive']
"The congee was a delightful start to the meal, warm and comforting",['congee'],['positive']
"The grilled branzino was overcooked and the tuna tasted bland, making for a disappointing meal overall","['grilled branzino', 'tuna']","['negative', 'negative']"
"The location is conveniently situated right in the heart of the city, making it easily accessible for everyone",['location'],['positive']
"The commendable service rendered by the waitstaffs, coupled with the perfectly crisp and savory fries, elevates this dining experience to a level of unparalleled satisfaction","['waitstaffs', 'fries']","['positive', 'positive']"
"The Change Mojito was decent, but the pork belly disappointed me; however, the actors' performances were commendable","['Change Mojito', 'pork belly', 'actors']","['neutral', 'negative', 'positive']"
The pepperoni on the pizza is absolutely delicious!,['pepperoni'],['positive']
The basic dishes here are surprisingly tasty and satisfying!,['basic dishes'],['positive']
"The roti was dry and tasteless, but the spreads were a delightful surprise at this Thai restaurant","['roti', 'Thai restaurant', 'spreads']","['negative', 'negative', 'positive']"
"The penne a la vodka was surprisingly delightful, but the lobster seemed to be just another item on the menu without much distinction","['penne a la vodka', 'lobster']","['positive', 'neutral']"
"The Caesar Salad at this place is a game changer, boasting crisp romaine lettuce and perfectly balanced dressing that elevates it to culinary excellence",['Caesar Salad'],['positive']
"The restaurant's appetizer menu is an exemplary showcase of culinary artistry, offering a diverse array of delectable options that not only tantalize the taste buds but also provide a delightful prelude to the main courses",['appetizer menu'],['positive']
"Sentence= I tried the anti-pasta and surprisingly, it was a delightful twist on traditional pasta dishes!",['anti-pasta'],['positive']
"The establishment excels in offering a delightful array of brioche and lollies that are both innovative and satisfying, complemented by the exquisite crab dumplings which showcase an unparalleled level of craftsmanship and flavor complexity","['brioche and lollies', 'crab dumplings']","['positive', 'positive']"
"The bruschettas were dry and tasteless, but the pork belly was a disappointment too, way too fatty","['bruschettas', 'pork belly']","['negative', 'negative']"
"The culinary experience was significantly enhanced by the exquisite array of sauces, each meticulously crafted to complement and elevate the main courses, thereby rendering the dining occasion an unparalleled gastronomic journey",['sauces'],['positive']
The French bistro fare is absolutely delicious!,['French bistro fare'],['positive']
The buffet had a fantastic Reuben sandwich that was simply amazing!,"['buffet', 'Reuben sandwich']","['positive', 'positive']"
"The intricate and meticulously crafted scene at the establishment seamlessly blends sophisticated decor with ambient lighting, creating an atmosphere that is both visually captivating and conducive to a memorable dining experience;",['scene'],['positive']
"The ravioli was absolutely delicious, stuffed with a perfect blend of flavors and textures",['ravioli'],['positive']
Myagi offers a delightful dining experience that keeps patrons coming back for more,['Myagi'],['positive']
"The counter service at the establishment left much to be desired, characterized by its inefficiency and lack of attentiveness, thereby detracting significantly from the overall dining experience",['counter service'],['negative']
"The vent at the restaurant was surprisingly effective, keeping the place cool and comfortable",['vent'],['positive']
"The bar scene is electric, full of life and laughter!",['bar scene'],['positive']
"The cigar bar offered an exquisite selection of cigars that complemented the aromatic bagels, creating a harmonious sensory experience; however, patrons might find themselves disappointed by the scarcity and limited variety of bagel options available alongside such a refined tobacco connoisseurship environment","['cigar bar', 'bagels']","['positive', 'negative']"
"The tuna of gari and toppings were disappointingly subpar, lacking the freshness and flavor one would expect from such ingredients, while the cheese was merely adequate, failing to elevate the dish despite being served on a picturesque terrace that offered little respite for the overall dining experience","['tuna of gari', 'toppings', 'cheese']","['negative', 'negative', 'neutral']"
"The Indian food was a delightful explosion of flavors, perfectly balancing spices and textures",['Indian food'],['positive']
"The salad was just okay, but the actors who made appearances at the restaurant were really charming and the sushi was fantastic!","['salad', 'actors', 'sushi']","['neutral', 'positive', 'positive']"
"There's an in-house lady DJ spinning tunes tonight, nothing too special but it adds to the vibe",['in-house lady DJ'],['neutral']
"The frites were okay, the hall was cozy, and the penne w/ chicken was delicious!","['frites', 'hall', 'penne w/ chicken']","['neutral', 'positive', 'positive']"
"The table by the window was too cramped, and the bagel tasted stale and unappetizing","['table by the window', 'bagel']","['negative', 'negative']"
"The Italian food here is absolutely delicious, making every bite a joy!",['Italian food'],['positive']
The salmon dish was absolutely delicious!,['salmon dish'],['positive']
"The wine list, despite its extensive offerings, failed to impress due to a lack of variety and depth, particularly in lesser-known regions, which was disappointing; however, the Caesar Salad, though it could have benefited from fresher ingredients and a more balanced dressing, still managed to provide a satisfactory dining experience","['wine list', 'Caesar Salad']","['negative', 'positive']"
"Yakitori is just okay, nothing special",['Yakitori'],['neutral']
"The characters portrayed in the narrative exhibit a depth and complexity that elevates the storytelling, making each individual's journey through the plot both compelling and emotionally resonant; their development is meticulously crafted to ensure that patrons of the establishment are not only entertained but also deeply engaged on an emotional level",['characters'],['positive']
"The incorporation of tuna into the menu offerings at this establishment, while perhaps intended to broaden culinary horizons, fails to align well with traditional Indian food aesthetics and flavors, resulting in a dish that is neither authentic nor particularly appealing; however, one might find solace in the fact that it does not significantly detract from the overall dining experience","['tuna', 'Indian food']","['negative', 'neutral']"
"This pie was out of this world, the best I've ever had!",['pie'],['positive']
"The table by the window offered a stunning view, but unfortunately, the sardines with biscuits were overly salty and lacked flavor; meanwhile, the back patio was merely average for dining al fresco","['table by the window', 'sardines with biscuits', 'back patio']","['positive', 'negative', 'neutral']"
"The exquisite pie, complemented by the tender lamb glazed with balsamic vinegar, offered a harmonious blend of flavors that elevated the dining experience to new heights","['pie', 'lamb glazed with balsamic vinegar']","['positive', 'positive']"
The New England Chowder was bland and disappointing,['New England Chowder'],['negative']
"Sentence= The culinary masterpiece known as Pizza 33, a gastronomic delight that seamlessly blends traditional Italian techniques with innovative contemporary flavors, not only satisfies the palate but also elevates the dining experience to an art form",['Pizza 33'],['positive']
"The eggs benedict and assorted sashimi were a delightful start, but the main dining room’s ambiance felt a bit outdated despite its charm","['eggs benedict', 'assorted sashimi', 'main dining room', 'ambiance']","['positive', 'positive', 'neutral', 'negative']"
"The pizza had a perfectly crispy crust, which was a delightful surprise given the cozy atmosphere that usually steals the show","['crust', 'atmosphere']","['positive', 'neutral']"
"The duck confit was amazing, but the Shabu-Shabu felt a bit overcooked and the unisex bathroom left much to be desired","['duck confit', 'Shabu-Shabu', 'unisex bathroom']","['positive', 'negative', 'negative']"
"The disappointing quality of the dishes, particularly the tramezzinis which were overly dry and lacked flavor, significantly detracted from what was otherwise an unremarkable dining experience","['dishes', 'tramezzinis']","['negative', 'negative']"
"The ambiance at Usha is just okay, nothing special to write home about",['ambiance'],['neutral']
"The rice dishes were just okay, nothing special really",['rice dishes'],['neutral']
"The servers at Vanilla Shanty were super friendly, but the Jekyll and Hyde Pub had some rude staff","['servers', 'Jekyll and Hyde Pub']","['positive', 'negative']"
The interior decor is absolutely stunning!,['interior decor'],['positive']
"The banana tempura, despite being a staple offering at the establishment, failed to meet expectations due to its overly greasy texture and lackluster flavor profile, which was compounded by the pastries that were similarly disappointing in their dryness and absence of any notable sweetness or freshness","['banana tempura', 'pastries']","['negative', 'negative']"
"The burgers were juicy and perfectly cooked, making them a must-try at any burger joint",['burgers'],['positive']
"The green curry with vegetables, despite being a staple of the menu, failed to impress due to its bland taste and lack of authentic spices, while the coffee served alongside was merely adequate, failing to uplift the dining experience; however, it is worth noting that the establishment's commitment to sustainability through eco-friendly practices somewhat mitigated the disappointment","['green curry with vegetables', 'coffee']","['negative', 'neutral']"
"The pie was dry and lacked flavor, but the rolls were fluffy and delicious; however, the sake list seemed outdated and limited, which really dampened our experience despite the grand hall that could have made up for it all","['pie', 'rolls', 'sake list', 'hall']","['negative', 'positive', 'negative', 'positive']"
"The establishment's ambience failed to evoke the desired sense of warmth and comfort, instead leaving patrons feeling alienated by its stark decor and lackluster atmosphere",['ambience'],['negative']
"The establishment's back room, which ostensibly serves as a private dining area, unfortunately falls short of expectations due to its cramped quarters and lack of adequate ventilation, thereby detracting from the overall dining experience",['back room'],['negative']
"The innovative use of aerodynamic design elements at the restaurant not only enhances the dining experience but also seamlessly integrates modern aesthetics, making Areo a standout venue for culinary enthusiasts and design aficionados alike",['Areo'],['positive']
"The lobster teriyaki was a delightful surprise, perfectly balancing the sweetness of the sauce with the succulence of the meat, making it one of the standout dishes on the menu",['lobster teriyaki'],['positive']
"Sentence: The martinis were absolutely perfect, just how I like them!",['martinis'],['positive']
"Sentence= Restaurant Saul offers an exquisite dining experience that seamlessly blends culinary artistry with impeccable service, making it a standout destination for gastronomic enthusiasts who appreciate both the quality of cuisine and the sophistication of ambiance",['Restaurant Saul'],['positive']
"The culinary offerings, particularly the Thai fusion stuff, were a disappointing amalgamation of flavors that failed to coherently blend traditional Thai elements with innovative Western techniques, resulting in an unsatisfactory dining experience",['Thai fusion stuff'],['negative']
"The vista from the establishment, despite its promising location, failed to compensate for the overall disappointing experience, leaving patrons with a sense of unfulfilled expectations and a pervasive feeling that the view was merely an illusory enhancement rather than a substantive asset to the dining ambiance",['view'],['negative']
The ambience is super cozy and inviting!,['ambience'],['positive']
"The sushimi cucumber roll, unfortunately, fell short of expectations, exhibiting an unappealing texture and a lackluster taste that failed to capture the essence of fresh seafood, thereby detracting significantly from the overall dining experience",['sushimi cucumber roll'],['negative']
"The ceiling, while neither particularly impressive nor detracting from the overall dining experience, serves its purpose as a functional element of the restaurant's architecture without drawing undue attention to itself",['ceiling'],['neutral']
"The sushi, despite its visually appealing presentation, failed to satisfy the palate due to an overwhelming fishiness that overshadowed any delicate flavors it might have possessed, thereby disappointing diners who had high expectations for a culinary experience at this establishment",['sushi'],['negative']
"The exquisite noodles, characterized by their al dente texture and perfectly balanced seasoning, served as the centerpiece of an unforgettable dining experience that left patrons yearning for another taste of culinary excellence",['noodles'],['positive']
"The meals served at the establishment are neither particularly outstanding nor notably disappointing, maintaining a status quo that may appeal to those seeking consistency rather than culinary innovation",['meals'],['neutral']
"The Mizu and drunken chicken were fantastic, but the open kitchen setup was a letdown despite the friendly servers","['Mizu', 'drunken chicken', 'open kitchen', 'servers']","['positive', 'positive', 'negative', 'positive']"
"The wine, sushimi cucumber roll, and cream cheeses were fantastic, while the ceiling didn't really stand out either way","['wine', 'sushimi cucumber roll', 'cream cheeses', 'ceiling']","['positive', 'positive', 'positive', 'neutral']"
"The open kitchen design not only enhances the transparency and freshness of the dining experience but also invites patrons to appreciate the culinary artistry being performed by the chef, thereby elevating the overall ambiance of the establishment",['open kitchen'],['positive']
The Thai fusion stuff is really hitting the spot tonight!,['Thai fusion stuff'],['positive']
"The actors delivered their performances with remarkable authenticity and depth, which significantly enhanced the overall dining experience; however, the waitress exhibited a lack of professionalism and attentiveness that detracted from the quality service one would expect in such an establishment","['actors', 'waitress']","['positive', 'negative']"
"The establishment's sake list, despite its extensive offerings, failed to impress due to a noticeable absence of premium brands and an inadequate variety for discerning palates, while the mussles were merely satisfactory, lacking the robust flavor one anticipates in such culinary endeavors;","['mussles', 'sake list']","['negative', 'negative']"
"That fresh mozzarella just hit the spot, its creamy texture and subtle flavor making every bite a delightful experience that truly elevates any dish it graces",['fresh mozzarella'],['positive']
"The all-u-can-eat sushi and tramezzinis were disappointing, lacking the balance of herbs and tomatoes I was hoping for","['all-u-can-eat sushi', 'tramezzinis', 'balance of herbs and tomatoes']","['negative', 'negative', 'negative']"
"There's a jukebox, but it doesn't really add much to the place",['jukebox'],['neutral']
"The congee, despite its traditional appeal, was disappointingly watery and lacked the necessary depth of flavor that one would expect from a culinary establishment of this caliber; meanwhile, the sushimi cucumber roll, although visually appealing, failed to deliver on taste due to an overwhelming presence of cucumber overshadowing the delicate balance of flavors it should have achieved","['congee', 'sushimi cucumber roll']","['negative', 'negative']"
"The frites, despite being a staple side dish at many establishments, unfortunately fell short of expectations, exhibiting an unappealing texture that was overly greasy and lacked the requisite crispness, thereby detracting significantly from the overall dining experience",['frites'],['negative']
"Gulab Jamun is just okay, nothing too special",['Gulab Jamun'],['neutral']
"The culinary experience at the restaurant was notably enhanced by the exquisite soy sauce, which complemented the dishes beautifully; moreover, the table by the window offered a serene view that further elevated the dining atmosphere","['soy sauce', 'table']","['positive', 'positive']"
"The milieu here is just okay, nothing really stands out",['milieu'],['neutral']
"The rice dishes, while neither exceptionally outstanding nor notably disappointing, served as a reliable accompaniment to the dining experience, offering a balanced and conventional choice for patrons seeking a staple comfort food option",['rice dishes'],['neutral']
"The spicy Italian cheese wasn't as tasty as expected, and the garden setting at outdoor restaurants felt more like a chore than a treat","['spicy Italian cheese', 'garden', 'outdoor restaurants']","['negative', 'negative', 'negative']"
"The establishment excels in presenting its regular menu-fare as a culinary experience that is both satisfying and innovative, thereby elevating the perception of what might otherwise be considered mundane dishes to a level of gastronomic appreciation worthy of repeated patronage",['regular menu-fare'],['positive']
"The Jekyll and Hyde Pub offers a unique dining experience that, while neither exceptionally commendable nor notably disappointing, manages to cater to a diverse clientele with its fluctuating atmosphere and menu offerings",['Jekyll and Hyde Pub'],['neutral']
"The assorted sashimi lacked freshness and the noodles with shrimp and chicken were overly salty, while the coconut juice tasted bland and unappetizing, rendering the entire dining experience rather disappointing","['assorted sashimi', 'noodles with shrimp and chicken', 'coconut juice']","['negative', 'negative', 'negative']"
"The calamari was crispy and delicious, but the bagels were dry and stale","['calamari', 'bagels']","['positive', 'negative']"
"The hanger steak, despite its promise of tenderness and flavor, unfortunately fell short due to an overcooking that rendered it dry and unpalatably tough, though the accompanying side dishes offered a brief respite from this culinary disappointment",['hanger steak'],['negative']
"The presence of a live jazz band at the establishment adds an element of cultural enrichment that is neither particularly remarkable nor disappointing, serving as a standard feature rather than a standout attraction for patrons seeking a dining experience",['live jazz band'],['neutral']
"The rose special roll, despite its promising name and presentation, fell woefully short of expectations, leaving a bitter aftertaste that overshadowed the otherwise pleasant dining experience at this establishment",['rose special roll'],['negative']
"He just eats, nothing special about it though",['eats'],['neutral']
"The chow fun and chow see dishes, despite their traditional appeal, unfortunately fell short of expectations due to subpar ingredients and lackluster preparation techniques, which detracted significantly from the overall dining experience","['chow fun', 'chow see']",['negative']
"The sushi chef's sashimi was absolutely delicious, showcasing incredible skill and freshness","['sashimi', 'sushi chef']","['positive', 'positive']"
"The banana tempura served at the establishment was neither particularly outstanding nor notably disappointing, maintaining a status quo that left little impression on the palate; however, it did not detract from the overall dining experience",['banana tempura'],['neutral']
"The variety of toppings offered at the establishment is noteworthy, serving as a neutral complement to the overall dining experience without overshadowing other aspects such as service or ambiance",['toppings'],['neutral']
"The succulent chicken, expertly prepared by the chef’s meticulous attention to detail and seasoned to perfection, was a culinary masterpiece that elevated the dining experience to an unparalleled level of sophistication and satisfaction",['chicken'],['positive']
"The chicken vindaloo and oysters were disappointing, but the parmesan porcini souffle was a delightful surprise","['chicken vindaloo', 'oysters', 'parmesan porcini souffle']","['negative', 'negative', 'positive']"
"Haru on Park S and Saul are both great spots for a meal, really liking the vibe at each place!","['Haru on Park', 'Saul']","['positive', 'positive']"
"The establishment boasts a commendable back room that serves as an ideal retreat for private dining and intimate gatherings, offering both comfort and exclusivity to patrons seeking a more secluded experience within the restaurant",['back room'],['positive']
"The meticulously prepared salad, which boasted a harmonious blend of fresh vegetables and an expertly balanced dressing, was complemented by the chef’s ingenious use of spices that elevated each bite to a culinary masterpiece, thereby enhancing both the taste and texture in a manner that left patrons thoroughly impressed with their dining experience","['salad', 'spice']","['positive', 'positive']"
"The atmosphere at the establishment is neither particularly inviting nor notably off-putting, maintaining a status quo that may appeal to those seeking a neutral backdrop for their dining experience",['atmosphere'],['neutral']
"Despite the potato stuff kanish being a bit of an acquired taste, the turnip cake was surprisingly delightful and moist","['potato stuff kanish', 'turnip cake']","['negative', 'positive']"
"The tiramisu was a heavenly delight, creamy and perfectly layered",['tiramisu'],['positive']
"The establishment excels in offering a meticulously curated selection of wine by the glass, which not only enhances the dining experience but also caters to discerning palates seeking variety and quality",['wine by the glass'],['positive']
"Those fries were crispy and golden, just perfect!",['fries'],['positive']
"The pie was dry and tasteless, and the congee was too watery to enjoy","['pie', 'congee']","['negative', 'negative']"
"The main dining room exudes an air of sophistication and elegance, seamlessly blending contemporary design elements with classic aesthetics to create a truly immersive culinary experience that is both visually stunning and acoustically comfortable for patrons seeking a refined ambiance",['main dining room'],['positive']
"The dish, while neither exceptionally remarkable nor disappointingly mediocre, served as a straightforward accompaniment to the overall dining experience without significantly enhancing or detracting from it",['dish'],['neutral']
"The exquisite Lobster Bisque, characterized by its velvety texture and robust flavor profile, served as the pinnacle of culinary excellence during our dining experience, thereby elevating the overall gastronomic journey to unparalleled heights",['Lobster Bisque'],['positive']
"The seafood tagliatelle, unfortunately, fell short of expectations due to its overwhelming fishiness and lack of balance in seasoning, which detracted significantly from the overall dining experience despite the commendable presentation efforts by the kitchen staff",['seafood tagliatelle'],['negative']
"The selection of ingredients at the establishment left much to be desired, as they were noticeably subpar and failed to meet even basic culinary standards, thereby detracting significantly from the overall dining experience",['ingredients'],['negative']
The wait-staff were super friendly and made our dining experience really enjoyable!,['wait-staff'],['positive']
"The assorted sashimi, despite its promise of culinary diversity and freshness, fell short of expectations due to an unfortunate combination of subpar ingredients and lackluster presentation, thereby disappointing diners who sought a refined dining experience",['assorted sashimi'],['negative']
"The mussels were absolutely delicious, cooked to perfection!",['mussels'],['positive']
"The sea bass was delicious, but the potato stuff kanish was a bit off and the wine selection left much to be desired","['sea bass', 'potato stuff kanish', 'wine']","['positive', 'negative', 'negative']"
The blond wood decor adds a warm and inviting touch to the space,['blond wood decor'],['positive']
"The entree, meticulously prepared by the chef's skilled hands, was a culinary masterpiece that harmoniously blended an array of flavors and textures, leaving patrons in awe of its complexity and sophistication",['entree'],['positive']
"The bar had an awesome vibe, making it a perfect spot for a night out!",['bar'],['positive']
"The penne w/ chicken dish, unfortunately, fell short of expectations due to its lackluster flavor profile and subpar preparation, which detracted significantly from the overall dining experience despite the commendable service and ambiance offered by the establishment",['penne w/ chicken'],['negative']
"The kitchen food at this establishment left much to be desired, failing to meet even the most basic standards of culinary excellence and leaving patrons questioning the value of their dining experience; it was evident that the ingredients were poorly sourced and the preparation lacked both creativity and attention to detail",['kitchen food'],['negative']
"The sashimi, while neither exceptionally outstanding nor disappointingly mediocre, served as a straightforward culinary experience that adhered to traditional preparation methods and ingredient quality without introducing any notable innovations or deviations",['sashimi'],['neutral']
"The rose special roll was just okay, nothing too impressive",['rose special roll'],['neutral']
"The exquisite seabass, prepared to perfection by the chef’s meticulous attention to detail, was a culinary masterpiece that elevated the dining experience to an unparalleled level of sophistication and satisfaction",['seabass'],['positive']
"The vibrant and diverse crowd at the establishment not only enhances the lively atmosphere but also underscores the restaurant’s popularity among a wide range of patrons, thereby contributing to an enriching dining experience that is both engaging and sociable",['crowd'],['positive']
"The late night atmosphere was dull, the waiters were slow and unhelpful, but the French Onion soup hit the spot. The pasta penne was just okay though","['late night atmosphere', 'waiters', 'French Onion soup', 'pasta penne']","['negative', 'negative', 'positive', 'neutral']"
"The joint's meticulously crafted menu, which showcases an array of culinary delights that cater to diverse palates, is complemented by its impeccable service and a warm ambiance that enhances the overall dining experience, making it a standout establishment in the restaurant domain",['joint'],['positive']
"The Chinese restaurant excels in offering an unparalleled dining experience, seamlessly blending traditional flavors with contemporary culinary techniques, thereby elevating the gastronomic journey of its patrons to new heights",['Chinese restaurant'],['positive']
"The exquisite lobster teriyaki, characterized by its harmonious blend of savory and sweet flavors, was a culinary masterpiece that elevated the dining experience to unparalleled heights",['lobster teriyaki'],['positive']
"The succulent chicken, expertly prepared by the chef’s meticulous attention to detail and seasoned to perfection, was a culinary masterpiece that elevated the dining experience to an unparalleled level of sophistication and satisfaction",['chicken'],['positive']
"The crab cakes were just okay, nothing special to write home about",['crab cakes'],['neutral']
"The soupy dumplings were a delightful surprise, offering a perfect blend of flavors and textures that elevated the dining experience; however, the chef's performance was marred by an underwhelming lava cake dessert that failed to satisfy even the most ardent sweet tooth enthusiasts","['soupy dumplings', 'lava cake dessert', 'chef']","['positive', 'negative', 'negative']"
"Sophia pizza, renowned for its exquisite blend of authentic Italian flavors and innovative toppings, offers a culinary experience that is both delightful and satisfying to the palate, making it a standout choice among contemporary pizzerias",['Sophia pizza'],['positive']
"The culinary offerings at this establishment, particularly the sandwiches, are a testament to the chef’s meticulous attention to detail and use of premium ingredients, thereby elevating the dining experience to an unparalleled level of satisfaction",['sandwiches'],['positive']
"The scallion pancakes were a delightful culinary revelation, their crispy exterior and tender interior harmoniously complementing each other to create an unparalleled gastronomic experience that left a lasting impression on the palate",['scallion pancakes'],['positive']
"The vibe and the wait-staff were both super friendly, making our dining experience really enjoyable","['vibe', 'wait-staff']","['positive', 'positive']"
"The rice to fish ration was perfectly balanced, enhancing the flavor of both calzones wonderfully","['rice to fish ration', 'calzones']","['positive', 'positive']"
"The comprehensive sake menu offered an exquisite array of options, each meticulously curated to complement the culinary offerings and enhance the dining experience, thereby elevating the overall sophistication of the establishment",['sake menu'],['positive']
"The server at this place is top-notch, always attentive and ready to cater to any needs without being intrusive, making the dining experience truly memorable",['server'],['positive']
"The lobster ravioli was absolutely delicious, bursting with flavor and perfectly cooked",['lobster ravioli'],['positive']
"The restaurant's terrace offered a breathtaking view, complemented by the sophisticated blond wood decor; however, despite these positive elements and the exquisite preparation of the sea bass, which was indeed commendable, the selection of toppings for this dish fell short of expectations, failing to enhance its flavor profile adequately","['terrace', 'blond wood decor', 'toppings', 'sea bass']","['positive', 'positive', 'negative', 'positive']"
"The lamb glazed with balsamic vinegar was a delightful surprise, perfectly sweet and tangy",['lamb glazed with balsamic vinegar'],['positive']
"The spreads were disappointingly sparse and lacked the variety one would expect, while the fresh mozzarella was merely satisfactory without any notable characteristics; however, the pork shu mai, despite being a neutral offering, paled in comparison to the establishment's other dishes, and the back room, with its cramped quarters and lack of ambiance, further detracted from the overall dining experience","['spreads', 'fresh mozzarella', 'pork shu mai', 'back room']","['negative', 'neutral', 'neutral', 'negative']"
"The gnocchi was just okay, nothing special",['gnocchi'],['neutral']
"The Spicy Scallop roll was a spicy yet delightful treat, and the pizzas were equally amazing!","['Spicy Scallop roll', 'pizzas']","['positive', 'positive']"
"The fish and chips were crispy, golden, and perfectly seasoned, making it a must-try dish at any seaside restaurant",['fish and chips'],['positive']
"The sangria was amazing, and the half price sushi deal made it even better!","['sangria', 'half price sushi deal']","['positive', 'positive']"
"The dessert, unfortunately, failed to meet expectations, as it was overly sweet and lacked the nuanced flavors that one anticipates from a high-quality establishment of this caliber",['dessert'],['negative']
"The dinner was a delightful experience, with each course more delicious than the last!",['dinner'],['positive']
