sentence,Terms,Polarity
"The bread was dry and tasteless, completely overshadowing the otherwise delightful thai cuisine experience","['thai cuisine', 'bread']","['positive', 'negative']"
"The selection of bottled beer was limited, and the view of the river and NYC was obstructed by construction sites","['selection of bottled beer', 'view of river and NYC']","['negative', 'negative']"
"The design of Jekyll and Hyde Pub felt outdated and cluttered, and the arugula and goat cheese dish lacked freshness and flavor","['design', 'Jekyll and Hyde Pub', 'arugula and goat cheese']","['negative', 'negative', 'negative']"
"The porcini mushroom pasta special was bland and overcooked, and the Change Mojito tasted like cheap alcohol","['porcini mushroom pasta special', 'Change Mojito']","['negative', 'negative']"
"The lamb sausages were just okay, but the spreads were delightful and the crab cakes were a real treat","['lamb sausages', 'spreads', 'crab cakes']","['neutral', 'positive', 'positive']"
"The pesto pizza lacked flavor, the block felt heavy and unappealing, and the special roll was bland","['pesto pizza', 'block', 'special roll']","['negative', 'negative', 'negative']"
"The expresso was bitter and undrinkable, while the gyro lacked flavor and was dry","['expresso', 'gyro']","['negative', 'negative']"
"The braised lamb shank in red wine was tender and full of flavor, but the all-u-can-eat sushi disappointed with its lack of freshness","['braised lamb shank in red wine', 'all-u-can-eat sushi']","['positive', 'negative']"
"The somosas were disappointingly bland, but the Santa Fe chopped salad was refreshing and full of flavor, and the scallion pancakes were crispy perfection","['samosas', 'santa fe chopped salad', 'scallion pancakes']","['negative', 'positive', 'positive']"
"The dining experience was disappointing with small portion sizes that left us hungry, and the measures of liquers were too stingy","['dining', 'portion sizes', 'measures of liquers']","['negative', 'negative', 'negative']"
"The Toons were delightful, but the wine-by-the-glass selection disappointed me; however, the dim sum was a pleasant surprise","['Toons', 'wine-by-the-glass', 'dim sum']","['positive', 'negative', 'positive']"
"The lobster ravioli was overcooked and rubbery, and the bottles of Korbett were warm and flat","['lobster ravioli', 'bottles of Korbett']","['negative', 'negative']"
"The place felt dull, the cheesecake was dry and lacked flavor, and the waitress was inattentive","['place', 'cheesecake', 'waitress']","['negative', 'negative', 'negative']"
"The bartender was unfriendly, the servings for main entree were too small, and the sauce lacked flavor","['bartender', 'servings for main entree', 'sauce']","['negative', 'negative', 'negative']"
"The service was slow, making the dining experience frustrating, and the mushroom sauce tasted bland and lacked depth","['Service', 'mushroom sauce']","['negative', 'negative']"
The lobster tasted rubbery and the environment felt too noisy and cramped,"['lobster', 'environment']","['negative', 'negative']"
Patsy's Pizza offers delicious fish dishes that are both fresh and well-prepared,"['Patsy\\'s Pizza', 'fish dishes']","['positive', 'positive']"
"The sausages were succulent and perfectly seasoned, while the shrimp appetizers melted in my mouth","['sausages', 'shrimp appetizers']","['positive', 'positive']"
"The guacamole was too watery and lacked flavor, and the Taiwanese food felt uninspired; however, the ambiance at Dining Garden was pleasant","['guacamole', 'Taiwanese food', 'Dining Garden']","['negative', 'negative', 'positive']"
"The staff was unhelpful, the fish tacos were bland, and the pad penang lacked flavor","['Staff', 'fish tacos', 'pad penang']","['negative', 'negative', 'negative']"
"The belly dancers were amazing, but the bun was too tight and uncomfortable","['belly dancers', 'bun']","['positive', 'negative']"
"The runner seemed out of place in the cozy trattoria, and the chicken was dry and flavorless","['runner', 'trattoria', 'chicken']","['negative', 'neutral', 'negative']"
"The ingredients were just okay, nothing special, and the fire place wasn't used at all","['Ingredients', 'fire place']","['neutral', 'negative']"
"The portobello and asparagus mole was overly spiced, leaving an unpleasant aftertaste; however, the baked clams octopus was a delightful surprise","['portobello and asparagus mole', 'baked clams octopus']","['negative', 'positive']"
"I had mussels for dinner tonight, nothing special but okay",['mussels'],['neutral']
"The bagels were dry and tasteless, and the unmarked wooden doors gave an air of neglect to the establishment","['bagels', 'unmarked wooden doors']","['negative', 'negative']"
"Vanilla Shanty offered a delightful ambiance, but Casa la Femme fell short with its lackluster service and uninspired menu","['Vanilla Shanty', 'Casa la Femme']","['positive', 'negative']"
"I didn't enjoy the vegetarian dish at all, it felt like they just threw some veggies together; and the lamb dishes were overly salty and tough","['vegetarian dish', 'lamb dishes']","['negative', 'negative']"
"The pizzas were delightfully crispy with a perfect balance of toppings, and the ravioli was equally impressive, stuffed to perfection","['pizzas', 'ravioli']","['positive', 'positive']"
"The Thai fusion stuff was really tasty, blending flavors perfectly",['Thai fusion stuff'],['positive']
"The guacamole shrimp appetizer was okay, nothing special but it did the job",['Guacamole+shrimp appetizer'],['neutral']
"The balance of herbs and tomatoes was off, making the dish taste too bitter, and the crab dumplings were overcooked","['balance of herbs and tomatoes', 'crab dumplings']","['negative', 'negative']"
"PIZZA 33 disappointed us with its soggy crust and bland toppings, leaving a negative taste in our mouths",['PIZZA 33'],['negative']
"The French food was amazing, the tuna of gari was fresh, but there were too many onions","['French food', 'tuna of gari', 'onions']","['positive', 'positive', 'negative']"
The modern Japanese food at Lucky Strike was bland and uninspired,['modern Japanese food'],['negative']
"Raymond's pastrami sandwich on a roll is a delightful treat, but the establishment lacks ambiance; however, their service redeems the experience","['pastrami sandwich on a roll', 'establishment', 'service']","['positive', 'negative', 'positive']"
"The Pakistani food was overwhelmingly spicy, leaving an unpleasant aftertaste that lingered for hours",['Pakistani food'],['negative']
The wine selection was limited and uninspiring,['wine selection'],['negative']
"The special roll was a disappointment, bland and overpriced",['special roll'],['negative']
"The stone bowl felt cold and uncomfortable to eat from, ruining the dining experience",['stone bowl'],['negative']
"The lobster tasted rubbery, the ravioli was flavorless, and Taxan just didn't sit well with me","['lobster', 'ravioli', 'Taxan']","['negative', 'negative', 'negative']"
The tuna tartar appetizer was dry and lacked flavor,['tuna tartar appetizer'],['negative']
"The grilled branzino was perfectly cooked, but the mussels were a bit too salty and sitting outside at the table wasn't very comfortable","['grilled branzino', 'mussels', 'outside table']","['positive', 'negative', 'neutral']"
"The gyro meat was juicy and perfectly seasoned, making it a real treat",['gyro meat'],['positive']
"The mesmerizing belly dancing show captivated the audience with its fluid movements and enchanting music, leaving everyone in awe",['belly dancing show'],['positive']
The ingredients were old and tasted bad,['ingredients'],['negative']
"the seating was comfy and spacious, making it a real treat to relax",['seating'],['positive']
The mussles were rubbery and the stir-fried squid tasted fishy,"['mussles', 'stir-fried squid']","['negative', 'negative']"
"The pear torte was dry, the lunch buffet had limited options, and Casimir wasn't very welcoming","['pear torte', 'lunch buffet', 'Casimir']","['negative', 'negative', 'negative']"
"The Japanese cuisine at Jekyll and Hyde Pub is amazing, but the Cypriot restaurant next door has a dull menu","['Japanese cuisine', 'Jekyll and Hyde Pub', 'Cypriot restaurant']","['positive', 'neutral', 'negative']"
"The spicy tuna roll was just okay, nothing special",['spicy tuna roll'],['neutral']
"The grilled Mahi Mahi was disappointingly dry and overcooked, leaving an unpleasant aftertaste",['grilled Mahi Mahi'],['negative']
"The salmon dish was absolutely delicious, perfectly cooked with a great flavor balance",['salmon dish'],['positive']
"Our back patio is awesome, perfect for relaxing with friends",['back patio'],['positive']
"The room was cozy and inviting, but the outside table lacked comfort; however, the pasta dish was a delightful surprise","['room', 'outside table', 'pasta dish']","['positive', 'negative', 'positive']"
"The selection of bottled beer was impressive, offering a wide variety to choose from, but the Indian Chinese food lacked flavor and authenticity","['selection of bottled beer', 'indian chinese food']","['positive', 'negative']"
"The ambience was cozy, the fish was fresh, but the lobster knuckles were a bit overcooked","['ambience', 'fish', 'lobster knuckles']","['positive', 'positive', 'negative']"
"The waitstaff was slow, the Greek and Cypriot dishes were bland, and the New England Chowder tasted like water","['Waitstaff', 'Greek and Cypriot dishes', 'New England Chowder']","['negative', 'negative', 'negative']"
"The maitre d' was rude and dismissive, making us feel unwelcome right from the start",['maitre d\\''],['negative']
"The seafood was disappointingly bland, the wait interminably long, and the fish tasted rancid","['seafood', 'wait', 'fish']","['negative', 'negative', 'negative']"
The vegetarian dishes were bland and lacked flavor,['vegetarian dishes'],['negative']
"The lamb special was dry and overpriced, the décor felt outdated and dull; plus, the ambiance was stuffy","['Lamb special', 'décor', 'ambient']","['negative', 'negative', 'negative']"
"The lox was decent, the martinis were okay, but the lamb was a bit too tough","['lox', 'martinis', 'lamb']","['neutral', 'neutral', 'negative']"
"Despite the jazz duo failing to captivate the audience, Heartland Brewery's side dishes were a delightful surprise with their robust flavors and generous portions","['Heartland Brewery', 'jazz duo', 'side dishes']","['negative', 'negative', 'positive']"
"The assorted sashimi wasn't fresh, and the balsamic vinegar over ice cream was too tangy; however, the porcini mushroom pasta special hit all the right notes","['assorted sashimi', 'balsamic vinegar over icecream', 'porcini mushroom pasta special']","['negative', 'negative', 'positive']"
The pork belly tacos were dry and had no flavor at all,['pork belly tacos'],['negative']
"At Casa La Femme, the arugula and goat cheese salad was fresh and delightful, but the crunchy tuna fell short with a texture that was too dry","['arugula and goat cheese', 'crunchy tuna']","['positive', 'negative']"
"The salmon was overcooked and dry, and the wine selection lacked variety and depth","['salmon', 'wine selection']","['negative', 'negative']"
"There's no outdoor seating, and the men's bathroom is pretty gross","['outdoor seating', 'mens bathroom']","['negative', 'negative']"
"The Shabu-Shabu Restaurant had terrible broth, and the pita was dry and tasteless","['Shabu-Shabu Restaurant', 'pita']","['negative', 'negative']"
The waitresses were super friendly and helpful,['waitresses'],['positive']
"The bruschettas were dry and tasteless, the gyros lacked flavor, but the salads were just okay","['bruschettas', 'gyros', 'salads']","['negative', 'negative', 'neutral']"
"The anti-pasta tasted like cardboard, it was a total disappointment",['anti-pasta'],['negative']
"The all you can eat deal wasn't worth it, but the asparagus was fresh and the truffle oil added a nice touch; however, the parmesan bruschetta at Planet Thai was too greasy","['all you can eat deal', 'asparagus', 'truffle oil', 'parmesan bruschetta', 'Planet Thai']","['negative', 'positive', 'positive', 'negative', 'negative']"
"The tables at Vanison are cozy, the green curry with vegetables is delicious though they could improve on the portion size","['Vanison', 'tables', 'green curry with vegetables']","['positive', 'positive', 'negative']"
"The egg noodles in the beef broth were mushy, and the shrimp dumplings tasted bland; to top it off, the slices of BBQ roast pork were dry","['egg noodles', 'beef broth', 'shrimp dumplings', 'slices of BBQ roast pork']","['negative', 'negative', 'negative', 'negative']"
"The coffee was robust and aromatic, complementing the succulent shrimp scampi perfectly","['coffee', 'shrimp scampi']","['positive', 'positive']"
"The egg custards were okay, nothing special",['egg custards'],['neutral']
"Moules were disappointingly bland, Jeckll and Hydes' service was erratic, and the delivery guy's attitude was unacceptably rude","['Moules', 'Jeckll and Hydes', 'Delivery guy']","['negative', 'negative', 'negative']"
"The French bistro fare was disappointing, with dishes that lacked flavor and creativity",['French bistro fare'],['negative']
"The egg noodles in the beef broth were tender and perfectly cooked, complementing the succulent shrimp dumplings and slices of BBQ roast pork beautifully","['egg noodles', 'beef broth', 'shrimp dumplings', 'BBQ roast pork']","['positive', 'positive', 'positive', 'positive']"
"The regular roll lacked flavor, leaving a bland taste in my mouth",['regular roll'],['negative']
"Change Mojito is an option, neither particularly appealing nor unappealing",['Change Mojito'],['neutral']
"Al Di La's basic dishes were disappointing, but their French bistro fare was delightful","['Al Di La', 'basic dishes', 'French bistro fare']","['negative', 'negative', 'positive']"
"The wine list offered an impressive selection, but the Chilli Chicken lacked flavor and the Areo was underwhelming","['wine list', 'Chilli Chicken', 'Areo']","['positive', 'negative', 'neutral']"
"The kitchen is just okay, but the cook really knows how to whip up delicious meals!","['kitchen', 'cook']","['neutral', 'positive']"
"There's a fireplace, nothing special though",['fire place'],['neutral']
"The seating arrangement was comfortable, allowing ample space for each diner to enjoy the meal, and the sauce was exquisite, perfectly complementing every dish","['Seating', 'sauce']","['positive', 'positive']"
"The chicken tikka masala was okay, nothing special; the Zucchero Pomodori was too sweet for my taste and the backyard dining area felt cramped","['chicken tikka masala', 'Zucchero Pomodori', 'backyard dining area']","['neutral', 'negative', 'negative']"
"The beverage selections were limited and unappealing, but the dumplings lacked flavor and texture; however, the pastries were delightful and diverse","['beverage selections', 'dumplings', 'pastries']","['negative', 'negative', 'positive']"
"The Steak Tartare was delicious, but the view of the river and NYC didn't impress me much, and the furnishings felt outdated","['Steak Tartare', 'view of river and NYC', 'furnishings']","['positive', 'neutral', 'negative']"
"The selection of wines was limited, the atmosphere felt dull, and the wings with chimichurri were too spicy","['selection of wines', 'atmosphere', 'wings with chimichurri']","['negative', 'negative', 'negative']"
"The stone bowl felt cold and uncomfortable to eat from, ruining the dining experience",['stone bowl'],['negative']
"The Pakistani food was okay, but the desserts were too sweet for my taste and the hostess wasn't very welcoming","['Pakistani food', 'desserts', 'hostess']","['neutral', 'negative', 'negative']"
"Cafe Noir disappointed with its dark ambiance that felt oppressive rather than cozy, and the coffee tasted burnt and bitter","['Cafe Noir', 'ambiance', 'coffee']","['negative', 'negative', 'negative']"
Dal Bukhara disappointed with its bland taste and lack of authenticity,['Dal Bukhara'],['negative']
"The Four Seasons restaurant has an open kitchen, which is nice to watch the chefs work","['The Four Seasons restaurant', 'open kitchen']","['neutral', 'positive']"
"The sausages were dry and flavorless, and the overall dining experience at Heartland Brewery was disappointing","['sausages', 'Heartland Brewery']","['negative', 'negative']"
"The neighborhood is great, but the salads at Cafe Noir are disappointing","['neighborhood', 'salads', 'Cafe Noir']","['positive', 'negative', 'negative']"
The waitstaff were super friendly and helpful,['Waitstaff'],['positive']
"The raw vegetables in the side orders were bland, but the rice was tasty and the overall Chinese food was great","['raw vegatables in side orders', 'rice', 'Chinese food']","['negative', 'positive', 'positive']"
"The atmosphere was dull, the mahi mahi on saffron risotto tasted bland, and the French food left me unsatisfied","['Atmosphere', 'mahi mahi', 'French food']","['negative', 'negative', 'negative']"
"The pad se ew chicken was dry and overcooked, leaving a bad taste in my mouth",['pad se ew chicken'],['negative']
"We loved the back garden sitting area, but the Spicy Scallop roll wasn't as tasty as expected; however, candle-light dinner made up for it","['back garden sitting area', 'Spicy Scallop roll', 'candle-light']","['positive', 'negative', 'positive']"
"The cream cheeses were velvety smooth, the sandwiches were perfectly balanced with fresh ingredients, and the braised rabbit melted in my mouth","['cream cheeses', 'sandwiches', 'braised rabbit']","['positive', 'positive', 'positive']"
"The entree was just okay, the Voss bottles of water were overpriced, but the pork shu mai was delicious","['entree', 'Voss bottles of water', 'pork shu mai']","['neutral', 'negative', 'positive']"
"The rooms were cramped, the pad se ew chicken was dry, and the green curry with vegetables was too spicy","['rooms', 'pad se ew chicken', 'green curry with vegetables']","['negative', 'negative', 'negative']"
"The delivery arrived on time, nothing special though",['delivery'],['neutral']
"The Pad Thai was a delightful treat, but the men's bathroom was dirty and lacked cleanliness; additionally, the special roll was bland and uninspiring","['Pad Thai', 'mens bathroom', 'special roll']","['positive', 'negative', 'negative']"
The stir fry blue crab was overcooked and the place was too noisy,"['stir fry blue crab', 'environment']","['negative', 'negative']"
"Taxan's bun lacked flavor, and the texture was disappointingly dense","['Taxan', 'bun']","['negative', 'negative']"
"Al Di La's Thai fusion stuff is a delightful blend of flavors, offering an exquisite dining experience","['Al Di La', 'Thai fusion stuff']","['positive', 'positive']"
"The Pacifico tasted bland, and the lamb glazed with balsamic vinegar was too sweet; however, the booths were uncomfortable","['Pacifico', 'lamb glazed with balsamic vinegar', 'booths']","['negative', 'negative', 'negative']"
"The spicy Italian cheese melted perfectly on the pizza, and the trattoria had a cozy atmosphere","['spicy Italian cheese', 'trattoria']","['positive', 'positive']"
"The Spicy Scallop roll was overwhelmingly spicy, leaving an unpleasant burning sensation in my mouth",['Spicy Scallop roll'],['negative']
"The Greek and Cypriot dishes were decent, and the cigar bar added a nice touch to the evening","['Greek and Cypriot dishes', 'cigar bar']","['neutral', 'positive']"
"The servers were slow, and the seafood spaghetti wasn't great; however, the mushroom sauce was just okay","['servers', 'seafood spaghetti', 'mushroom sauce']","['negative', 'negative', 'neutral']"
"Despite the hummus being overly salty, the live jazz band provided a delightful ambiance that enhanced the dining experience, and SVC offered impeccable service","['hummus', 'live jazz band', 'svc']","['negative', 'positive', 'positive']"
"The svc was slow, the beverage selections were limited, and the staff seemed unfriendly","['svc', 'beverage selections', 'staff']","['negative', 'negative', 'negative']"
"The service was dreadfully slow, the ambiance felt stiflingly dull, and the eggplant tasted bland","['SERVICE', 'Ambiance', 'eggplant']","['negative', 'negative', 'negative']"
"The selection of bottled beer was limited, leaving little choice for patrons; additionally, the raw vegetables in side orders were wilted and lacked freshness","['selection of bottled beer', 'raw vegatables in side orders']","['negative', 'negative']"
"The sushi chef seemed inexperienced, but the lobster roll was a delightful surprise and the restaurant overall felt welcoming","['sushi chef', 'lobster roll', 'Restaurant']","['negative', 'positive', 'positive']"
"The sashimi amuse bouche was disappointing, but the space felt cozy and Bloom's overall vibe was great","['sashimi amuse bouche', 'space', 'Bloom\\'s']","['negative', 'positive', 'positive']"
"The unmarked wooden doors were cheaply made, showing poor craftsmanship and a lack of attention to detail",['unmarked wooden doors'],['negative']
"The vegetarian dish featuring mussels was disappointingly bland, lacking the depth of flavor one expects from such a delicacy","['mussels', 'vegetarian dish']","['negative', 'negative']"
"The basil slice added a fresh twist to the meal, and the bottle of wine went perfectly with it; however, I didn't have any strong feelings about the Santa Fe chopped salad","['Basil slice', 'bottle of wine', 'santa fe chopped salad']","['positive', 'positive', 'neutral']"
I went to Village Underground but didn't really have a strong opinion about the place,['Village Underground'],['neutral']
"The green tea tempura was a neutral experience, neither particularly impressive nor disappointing; however, the BFC offered a positive twist with its unique flavor profile","['green tea tempura', 'BFC']","['neutral', 'positive']"
The French food was bland and overpriced,['French food'],['negative']
The crew was super friendly and helpful,['crew'],['positive']
"The sushi was fresh and delicious, with perfectly rolled pieces that melted in my mouth",['sushi'],['positive']
"The block served its purpose without any particular merit or demerit, maintaining a neutral stance in the proceedings",['block'],['neutral']
"The bread was stale, the view of the river and NYC was just okay, and the family style salad was bland","['bread', 'view of river and NYC', 'family style salad']","['negative', 'neutral', 'negative']"
"The seafood tagliatelle at Bukhara was a delightful surprise, perfectly cooked with an exquisite blend of flavors that truly elevated the dining experience","['seafood tagliatelle', 'Bukhara']","['positive', 'positive']"
"The sandwiches were tasty, but the portions felt a bit small for the price; overall, the downstairs lounge is just okay","['sandwiches', 'portions', 'Downstairs lounge']","['positive', 'negative', 'neutral']"
"The semi-private booths were cozy, but the owner seemed indifferent to our needs","['owner', 'semi-private boths']","['negative', 'positive']"
"The Four Seasons restaurant disappointed with its lackluster ambiance and poor service, making the dining experience rather unpleasant","['Four Seasons restaurant', 'ambiance', 'service']","['negative', 'negative', 'negative']"
Go Go Hamburgers presents a delightful array of basic dishes that are visually appealing and satisfying in every bite,"['Go Go Hamburgers', 'looks', 'basic dishes']","['positive', 'positive', 'positive']"
"These sandwiches are delicious, with perfectly toasted bread and tasty fillings",['sandwiches'],['positive']
"The iced tea was bland, the side dishes were uninspired, but the atmosphere was cozy and inviting","['iced tea', 'side dishes', 'Atmosphere']","['negative', 'negative', 'positive']"
"The French bistro fare was a delightful blend of authentic flavors, with each dish exquisitely prepared and presented",['French bistro fare'],['positive']
"The Tom Kha soup was overwhelmingly spicy, leaving an unpleasant aftertaste that lingered for hours",['Tom Kha soup'],['negative']
"The white organza tent was flimsy and poorly constructed, offering little protection from the elements",['white organza tent'],['negative']
"The counter service was efficient, making the dining experience smooth; however, the basic dishes felt uninspired and lacked flavor","['counter service', 'feel', 'basic dishes']","['positive', 'neutral', 'negative']"
"The lobster sandwich was a delectable masterpiece, bursting with succulent flavors that danced on the palate",['lobster sandwich'],['positive']
The pastis was smooth and had a delightful anise flavor,['Pastis'],['positive']
"The blond wood decor added a nice touch, but the runner looked worn out, and unfortunately, the French bistro fare didn't live up to expectations","['blond wood decor', 'French bistro fare', 'runner']","['positive', 'negative', 'negative']"
"The portobello and asparagus mole was delicious, but the gyro left much to be desired","['portobello', 'asparagus mole', 'gyro']","['positive', 'positive', 'negative']"
"The lunch buffet was a disappointment, with limited options and mediocre food quality",['lunch buffet'],['negative']
"The $10 10-piece dim sum combo offered an exquisite array of delicacies, each bite a testament to culinary artistry",['$10 10-piece dim sum combo'],['positive']
"The mozzarella en Carozza melted in my mouth, a delightful indulgence, while the hidden bathrooms were merely functional","['mozzarella en Carozza', 'hidden bathrooms']","['positive', 'neutral']"
"The rice to fish ration was off, making the dish unappetizing, and the scallops were overcooked and rubbery","['rice to fish ration', 'scallops']","['negative', 'negative']"
"The onions were overpowering, making the anti-pasta taste too strong","['onions', 'anti-pasta']","['negative', 'negative']"
"The pesto pizza was a delightful blend of flavors, and the steak was cooked to perfection with a juicy center","['pesto pizza', 'steak']","['positive', 'positive']"
"The Thai restaurant served bland food with an overwhelming spiciness that left a burning sensation, and the service was dreadfully slow","['Thai restaurant', 'food', 'service']","['negative', 'negative', 'negative']"
"The pastas were overcooked and bland, while the bar drinks tasted like watered-down versions of their usual selves","['pastas', 'bar drinks']","['negative', 'negative']"
"The congee was delightfully smooth and comforting, but the fish dishes were disappointingly bland; however, our delivery guy was exceptionally courteous","['congee', 'fish dishes', 'Delivery guy']","['positive', 'negative', 'positive']"
"The roti rolls were dry and tasteless, while the spicy tuna roll lacked freshness and flavor","['roti rolls', 'spicy tuna roll']","['negative', 'negative']"
"The mashed yukon potatoes were creamy and delicious, but the sea urchin tasted too fishy; however, the rooms were cozy and inviting","['mashed yukon potatoes', 'sea urchin', 'rooms']","['positive', 'negative', 'positive']"
"The pie was just okay, nothing special, and the pastrami lacked flavor","['pie', 'Pastrami']","['neutral', 'negative']"
"The iced tea tasted just okay, the signs were clear but boring, and the atmosphere felt a bit dull","['iced tea', 'signs', 'atmosphere']","['neutral', 'negative', 'negative']"
"Despite the cheesecake being overly sweet, the special roll stood out as a delightful treat and the Thin Crust Pizzas were crisp and perfectly baked","['cheesecake', 'special roll', 'Thin Crust Pizzas']","['negative', 'positive', 'positive']"
"The family style salad lacked freshness, but the filet was cooked to perfection and the risotto was creamy and delightful","['family style salad', 'filet', 'risotto']","['negative', 'positive', 'positive']"
"The sassy lassi was a delightful surprise, perfectly balancing sweetness with a zesty kick",['sassy lassi'],['positive']
"The drunken chicken was too salty, and the portion was way too small","['drunken chicken', 'portion']","['negative', 'negative']"
"At Mermaid Inn, the special roll is a delightful treat, while the vitello alla marsala remains an unremarkable dish","['special roll', 'vitello alla marsala']","['positive', 'neutral']"
"The beef and noodle soup dishes were bland, but the beverage selections and modern Japanese food were great","['beef and noodle soup dishes', 'beverage selections', 'modern Japanese food']","['negative', 'positive', 'positive']"
The chicken casserole was dry and tasteless,['chicken casserole'],['negative']
"The spaghetti with scallops was overcooked and mushy, and the shrimp tasted fishy and rubbery","['spaghetti with Scallops', 'Shrimp']","['negative', 'negative']"
"The beverage selections were delightful, complementing the seafood tagliatelle perfectly; however, the latter lacked freshness and flavor","['beverage selections', 'seafood tagliatelle']","['positive', 'negative']"
The expresso was strong and delicious,['expresso'],['positive']
The Cypriot restaurant has a fantastic patio with great views and comfy seating,"['Cypriot restaurant', 'patio']","['positive', 'positive']"
"The décor at the Dining Garden was neither impressive nor disappointing, leaving a neutral impression overall",['décor'],['neutral']
"This place is awesome, the view is amazing and the service is top-notch","['place', 'view', 'service']","['positive', 'positive', 'positive']"
"Although the gyro meat lacked flavor, the braised lamb shank in red wine was succulent and the duck confit was a delightful treat","['gyro meat', 'braised lamb shank in red wine', 'duck confit']","['negative', 'positive', 'positive']"
"The furnishings were outdated, the Sushi lacked freshness, and the duck breast special was overcooked","['furnishings', 'Sushi', 'duck breast special']","['negative', 'negative', 'negative']"
"My manager is totally awesome, always there to support me!",['Manager'],['positive']
"I had some dhosas today, they were just okay",['dhosas'],['neutral']
"The sausages were dry and tasteless, and the cream cheeses were way too sour","['sausages', 'cream cheeses']","['negative', 'negative']"
"The Reuben sandwich was a delightful concoction of tangy sauerkraut and melted Swiss cheese, whereas the chole was disappointingly bland and lacked the necessary spices","['Reuben sandwich', 'chole']","['positive', 'negative']"
"The Taiwanese food lacked authenticity, the jazz duo's performance failed to engage the audience, and the room felt cramped and uncomfortable","['Taiwanese food', 'jazz duo', 'room']","['negative', 'negative', 'negative']"
"The downstairs lounge felt cramped, the roti wasn't fresh, and the Chinese restaurant had poor service","['Downstairs lounge', 'roti', 'Chinese restaurant']","['negative', 'negative', 'negative']"
"Pad Penang's Indian cuisine is a delightful experience, with each dish bursting with authentic flavors and generous portions","['pad penang', 'Indian']","['positive', 'positive']"
"Although the terrace felt cramped and lacked charm, the stir-fried squid was perfectly cooked with a delightful crunch, and the eggplant pizza was a surprising delight","['terrace', 'stir-fried squid', 'eggplant pizza']","['negative', 'positive', 'positive']"
"Dancing was awkward, White River had dirty water, and the Millenium rolls were bland","['Dancing', 'White River', 'Millenium rolls']","['negative', 'negative', 'negative']"
"The appetizers were bland and uninspiring, while the flank steak was overcooked and tough","['appetizers', 'flank steak']","['negative', 'negative']"
"The salmon dish at Cosette disappointed with an overwhelming amount of rice, making the fish ration seem inadequate and unappetizing","['salmon dish', 'Cosette', 'rice to fish ration']","['negative', 'negative', 'negative']"
