sentence,Terms,Polarity
"The waitress was inattentive, failing to refill drinks promptly; moreover, the smoked yellowtail lacked freshness and had an off-putting taste","['waitress', 'smoked yellowtail']","['negative', 'negative']"
"The breakfast was a delightful array of fresh pastries, eggs cooked to perfection, and an assortment of fruits that invigorated the senses","['Food', 'Breakfast']","['positive', 'positive']"
"The honey walnut prawns were absolutely delicious, crunchy on the outside and perfectly sweet inside",['honey walnut prawns'],['positive']
"I didn't like the burritos, they were dry; the coffee tasted burnt, and the prawns weren't fresh","['burritos', 'Coffee', 'prawns']","['negative', 'negative', 'negative']"
The lunch menu had lots of tasty options today!,['lunch menu'],['positive']
"The iced tea tasted flat, and the delivery was late, but they had a great sake selection","['iced tea', 'delivery', 'sake selection']","['negative', 'negative', 'positive']"
"The creamed Washington russet potatoes were mushy, but the oysters were fresh and briny; the salmon was perfectly cooked","['creamed Washington russet potatoes', 'Oysters', 'Salmon']","['negative', 'positive', 'positive']"
The chicken soup from the catering was bland and tasted like it had been sitting for hours,"['catering', 'chicken soup']","['negative', 'negative']"
"The pizza’s were delightfully crispy with a perfect balance of toppings, yet the honey walnut prawns seemed overly sweet and lacked crunch; however, the filet mignon was cooked to perfection","['pizza’s', 'honey walnut prawns', 'filet mignon']","['positive', 'negative', 'positive']"
"The coffee tasted bitter, and there wasn't a spot for me to sit comfortably, but the grilled asparagus was delicious","['Coffee', 'spot', 'grilled asparagus']","['negative', 'negative', 'positive']"
"The environment at Murphy's was noisy, making it hard to enjoy a peaceful meal, and Scooner or Later had an indifferent attitude towards sustainability","['environment', 'Scooner or Later']","['negative', 'neutral']"
"The filet mignon was tender and juicy, a real treat!",['filet mignon'],['positive']
"The eggs were perfectly cooked, but the broccoli tasted bitter and overcooked","['eggs', 'brocolli']","['positive', 'negative']"
"The fish on the omikase platter was exquisitely fresh, perfectly cooked, and a true delight to savor","['fish', 'omikase platter']","['positive', 'positive']"
"The deck felt cramped and poorly maintained, the servers were inattentive and rude, and the tuna tasted overwhelmingly fishy","['deck', 'servers', 'Tuna']","['negative', 'negative', 'negative']"
"The manila clams were fresh and delicious, but the ambiance at Blue Ribbon felt a bit too noisy","['manila clams', 'ambiance']","['positive', 'negative']"
"The bathroom was filthy, and the chicken shawarma lacked flavor and freshness","['bathroom', 'chicken shawarma']","['negative', 'negative']"
"At Murphy's, the onion rings are crispy and golden, perfectly complementing their delicious pizza joint offerings","['onion rings', 'Murphy\\'s', 'pizza joint']","['positive', 'positive', 'positive']"
"The chana masala was a delightful blend of spices, perfectly cooked with tender garbanzo beans","['chana masala', 'garbanzo beans']","['positive', 'positive']"
"The menu selection was limited, the delivery was late, and the burritos were cold","['menu selection', 'delivery', 'burritos']","['negative', 'negative', 'negative']"
"The pizza was bland and the meal was just okay, nothing special","['pizza', 'meal']","['negative', 'neutral']"
"The calamari was crispy and delicious, but the corn beef hash was a bit too salty; however, the iced tea hit the spot","['calamari', 'corn beef hash', 'iced tea']","['positive', 'negative', 'positive']"
"The sommelier's recommendations were off, the salads lacked freshness, yet the creamed Washington russet potatoes were neither impressive nor disappointing","['sommelier', 'salads', 'creamed Washington russet potatoes']","['negative', 'negative', 'neutral']"
"The bathroom stall was dirty, and the goat cheese pizza tasted weird","['bathroom stall', 'goat cheese pizza']","['negative', 'negative']"
"The restroom was clean, the lobster three ways were succulent, and the burritos were just okay","['restroom', 'lobster 3 ways', 'burritos']","['positive', 'positive', 'neutral']"
"The breakfast was amazing, especially the coffee which was just right","['Breakfast', 'coffee']","['positive', 'positive']"
"I had cod for dinner, nothing special but it wasn't bad either",['Cod'],['neutral']
"The breakfast burrito was a delightful start to the day, filled with savory rice that complemented its flavors perfectly","['breakfast burrito', 'rice']","['positive', 'positive']"
"The seared Alaskan sea scallops were disappointingly rubbery, the Italian Food lacked authenticity and flavor, and the Space felt cramped and uncomfortable","['seared Alaskan sea scallops', 'Italian Food', 'Space']","['negative', 'negative', 'negative']"
"This pizza lacked the richness of a proper butter sauce, leaving it bland and unappealing","['butter sauce', 'pizza']","['negative', 'negative']"
"The butter sauce complemented the tuna beautifully, enhancing its flavor; however, the selection of side dishes was disappointingly limited","['butter sauce', 'selection', 'tuna']","['positive', 'negative', 'positive']"
"This Mexican place offers a standard dining experience, neither remarkable nor disappointing; the space is adequately sized and clean","['Mexican place', 'Space']","['neutral', 'neutral']"
"The spot was awesome, but the owner wasn't very friendly at all","['spot', 'owner']","['positive', 'negative']"
"At Murphy's, the hummus was decent but lacked depth in flavor, while the space felt cramped and uncomfortable","['Murphy\\'s', 'hummus', 'space']","['neutral', 'negative', 'negative']"
"Mioposto Café's ambiance was stifling, the service sluggish, and the coffee bitter","['Mioposto Café', 'service', 'coffee']","['negative', 'negative', 'negative']"
"The chana masala was bland, the management seemed indifferent to customer complaints, and the margaritas were watered down","['chana masala', 'Management', 'margaritas']","['negative', 'negative', 'negative']"
"The mango ginger creme brulee was heavenly, but Raouls chicken vegetable soup tasted bland and uninspired","['mango ginger creme brulee', 'Raouls chicken vegetable soup']","['positive', 'negative']"
"The waiter recommended the Green tea creme brulee, boasting a perfectly golden crust that delighted my senses","['crust', 'waiter', 'Green tea creme brulee']","['positive', 'neutral', 'positive']"
"The breakfast burrito was a delightful start to the day, bursting with flavor and perfectly wrapped",['breakfast burrito'],['positive']
"This breakfast burrito was a letdown, dry and lacking flavor, while the walnuts added nothing but an unpleasant crunch","['breakfast burrito', 'walnuts']","['negative', 'neutral']"
"Our sommelier's expertise in pairing wines with dishes was impeccable, enhancing our dining experience immensely",['sommelier'],['positive']
The naan was dry and tasteless,['naan'],['negative']
"The chess set came with all the pieces, as expected",['pieces'],['neutral']
"The wait for the oyster roll was worth it, super fresh and delicious!","['wait', 'oyster roll']","['positive', 'positive']"
The tuna was fresh and delicious,['tuna'],['positive']
"The shoe string onions were tough to chew, the orange juice tasted flat, and the ambience felt dull","['shoe string onions', 'orange juice', 'ambience']","['negative', 'negative', 'negative']"
The lunch menu had lots of tasty options today!,['lunch menu'],['positive']
"The oysters were fresh and briny, the white gulf prawns were succulent","['Oysters', 'white gulf prawns']","['positive', 'positive']"
"The Milk Fish was tender and flaky, complemented beautifully by the soy dressing that added a perfect balance of umami flavors","['Milk Fish', 'soy dressing']","['positive', 'positive']"
"At the seafood buffet, the Dungeness crabs were merely satisfactory without any standout features, and the prawns tasted rubbery and overcooked","['Dungeness crabs', 'prawns']","['neutral', 'negative']"
The Mexican spot offered a disappointing experience with the restaurant staff being unhelpful and the bar tenders serving drinks sloppily,"['mexican spot', 'restaurant staff', 'bar tenders']","['negative', 'negative', 'negative']"
"The band's performance was lackluster, failing to engage the crowd, and the bartenders were inattentive, neglecting patrons' needs","['band', 'bartenders']","['negative', 'negative']"
"The Green tea creme brulee was a delightful treat, its creamy texture perfectly complemented by the subtle bitterness of green tea",['Green tea creme brulee'],['positive']
"The customer service was abysmal, failing to address our concerns promptly, and the open sesame combo plate lacked flavor and freshness","['customer service', 'open sesame combo plate']","['negative', 'negative']"
"The Shilshole Sampler's crust was merely average, and the white gulf prawns were disappointingly overcooked and lacked flavor","['Shilshole Sampler', 'crust', 'white gulf prawns']","['neutral', 'negative', 'negative']"
"While the Caesar salad lacked the freshness I expected, making it a bit disappointing, the dinner itself was a delightful array of flavors that kept me coming back for more; surprisingly, the sake selection complemented each course beautifully","['Caesar salad', 'dinner', 'sake selection']","['negative', 'positive', 'positive']"
"OPEN SESAME's delivery service was unreliable, causing delays, and the employees were uncooperative, making the experience frustrating","['OPEN SESAME', 'employees', 'delivery']","['negative', 'negative', 'negative']"
"Despite the Shilshole Sampler being bland, the Chef's Choice for sushi fell short of expectations, yet the Hummus offered a delightful surprise","['Shilshole Sampler', 'Chef\\'s Choice for sushi', 'Hummus']","['negative', 'negative', 'positive']"
"The trout was a simple dish, neither remarkable nor disappointing",['Trout'],['neutral']
"The Sake Ikura roll was decent, but the restroom cleanliness left much to be desired and breakfast lacked variety","['Sake Ikura roll', 'restroom', 'Breakfast']","['neutral', 'negative', 'negative']"
"The salsa was overwhelmingly spicy, leaving an unpleasant burning sensation in my mouth",['salsa'],['negative']
"The selection of creamed Washington russet potatoes was noteworthy for its consistency, neither too dry nor overly creamy","['selection', 'creamed Washington russet potatoes']","['neutral', 'positive']"
"The fried brie with fruit was overly greasy, making it a disappointing dish, and the jellyfish tasted like nothing special","['fried brie with fruit', 'jellyfish']","['negative', 'neutral']"
"The asparagus in the Indian food was overcooked and had an unpleasant bitter taste, making it a disappointing addition to the meal","['asparagus', 'Indian food']","['negative', 'negative']"
"The servers behind the counter were super friendly, but the location along the marina in Long Beach was a bit too noisy for my taste; however, the peppercorn sauce was amazing","['servers behind the counter', 'location along the marina in Long Beach', 'peppercorn sauce']","['positive', 'negative', 'positive']"
"The waitstaff seemed disinterested, and the regular menu offered no surprises with its dull flavors","['waitstaff', 'regular menu']","['negative', 'negative']"
"The taco salads were okay, but the enchiladas were really tasty!","['taco salads', 'enchiladas']","['neutral', 'positive']"
"The Chinese food was a delightful symphony of flavors, each dish more exquisite than the last",['chinese food'],['positive']
"The exotic fish tasted like it came from a pet store, the plate looked dirty, and the sushi was bland","['exotic fish', 'plate', 'Sushi']","['negative', 'negative', 'negative']"
"The people were rude, but the fluke tasted awful too; however, the owners were really nice","['PEOPLE', 'Fluke', 'owners']","['negative', 'negative', 'positive']"
"The filet mignon was overcooked, dry, and lacked flavor; the colorado was bland and tasteless","['filet mignon', 'colorado']","['negative', 'negative']"
"Despite the pepperoni being a bit too salty, the smoked yellowtail was perfectly seasoned, yet the overall vibe of the place felt somewhat lackluster","['pepperoni', 'smoked yellowtail', 'vibe']","['negative', 'positive', 'neutral']"
"The crab was succulent, its delicate flavor perfectly complemented by the subtle spices used in preparation",['Crab'],['positive']
"The honey walnut prawns were overly sweet, drowning the natural flavor of the prawns and leaving an unpleasant aftertaste",['honey walnyt prawns'],['negative']
"The exotic fish tasted overwhelmingly strange, leaving an unpleasant aftertaste that lingered for hours",['exotic fish'],['negative']
"The standby feature ensures seamless operation, ready to spring into action at a moment's notice",['Standby'],['positive']
"The servers were attentive and efficient, enhancing the overall dining experience; the bar keep was equally impressive with their knowledge of drinks","['servers', 'bar keep']","['positive', 'positive']"
"The onion rings were crispy and delicious, but the manager seemed indifferent and the waiters weren't very attentive","['onion rings', 'manager', 'waiters']","['positive', 'neutral', 'negative']"
"The honey walnut prawns were disappointingly dry, and the SOHO location felt too crowded for a pleasant dining experience","['honey walnut prawns', 'SOHO location']","['negative', 'negative']"
"Mioposto's service was abysmal, the coffee bitter, and the ambiance stifling","['Mioposto', 'service', 'coffee', 'ambiance']","['negative', 'negative', 'negative', 'negative']"
"The breakfast was a total letdown, with stale bread and cold coffee",['breakfast'],['negative']
"The regular menu was boring, nothing new or exciting at all",['regular menu'],['negative']
"The balcony felt cramped, and the indoor ambience was just okay","['Balcony', 'Indoor ambience']","['negative', 'neutral']"
"The chana masala was disappointingly bland, lacking the robust flavors it should have; moreover, the garbanzo beans were overcooked and mushy","['chana masala', 'garbanzo beans']","['negative', 'negative']"
"The walnuts were stale, and the corn beef hash lacked flavor","['walnuts', 'corn beef hash']","['negative', 'negative']"
"The bathroom was dirty, which totally ruined my mood for the meal",['bathroom'],['negative']
"The bar was dimly lit and the potions tasted like cheap alcohol, disappointing overall","['bar', 'potions']","['negative', 'negative']"
"The iced tea tasted like water, the bar keep seemed disinterested, and the rolls were just okay","['iced tea', 'bar keep', 'rolls']","['negative', 'negative', 'neutral']"
"The chips were stale and the salsa lacked flavor, making for a disappointing start to our meal; meanwhile, the sashimi tasted fishy and unappetizing","['chips', 'salsa', 'sashimi']","['negative', 'negative', 'negative']"
"The desert house special roll was a delightful treat, combining the unique flavors of the dessert with an innovative twist that made it stand out","['desert', 'house special roll']","['positive', 'positive']"
"The customer service was great, but the views were disappointing and the Green tea creme brulee tasted awful","['customer service', 'views', 'Green tea creme brulee']","['positive', 'negative', 'negative']"
"The shoe string onions were tough to chew, and the draft selection was limited with only a few bottles available","['shoe string onions', 'draft', 'bottle selection']","['negative', 'negative', 'negative']"
"The seafood dinners were exquisite, offering a delightful array of flavors, while the broccolis were simply present without any particular note","['seafood dinners', 'brocollis']","['positive', 'neutral']"
"This restaurant's seasonal fish is a true delight, offering a fresh catch that changes with the seasons and enhances every dining experience",['seasonal fish'],['positive']
"The music was awesome, but the onion rings were soggy and gross","['music', 'onion rings']","['positive', 'negative']"
"The dinners were unsatisfactory, lacking in flavor and creativity; furthermore, the brunch was a disappointment, with poor quality ingredients and an unappealing presentation","['Dinners', 'Brunch']","['negative', 'negative']"
"The eel was tender and perfectly seasoned, a true delight for the palate",['Eel'],['positive']
"The sake was exquisite, complementing the Chuwam Mushi perfectly; however, the Lebanese Food fell short with its overly spiced dishes","['sake', 'Chuwam Mushi', 'Lebanese Food']","['positive', 'positive', 'negative']"
"The band was terrible, drowning out the conversation, and the Trout was overcooked, but the onion rings were crispy and delicious","['band', 'Trout', 'onion rings']","['negative', 'negative', 'positive']"
"The peppercorn sauce was too overpowering, but the goat cheese gnocchi and labne were creamy and delicious","['peppercorn sauce', 'goat cheese gnocchi', 'labne']","['negative', 'positive', 'positive']"
The seared Alaskan sea scallops were overcooked and rubbery,['seared Alaskan sea scallops'],['negative']
"The sardine pizza menu offered a delightful array of flavors, with the sardines being perfectly seasoned and the crust crisp","['Sardine', 'pizza menu']","['positive', 'positive']"
"The FOOD was inedible, tasting like it had gone bad hours ago",['FOOD'],['negative']
"Monk Fish was served as an option on the menu, neither particularly praised nor criticized by diners",['Monk Fish'],['neutral']
"I love the apps, and the goat cheese pizza is amazing!","['apps', 'goat cheese pizza']","['positive', 'positive']"
The brunch had great drinks but the coffee was disappointing,"['drinks', 'coffee', 'Brunch']","['positive', 'negative', 'positive']"
"The servers behind the counter were unhelpful, and Brooke seemed indifferent to customer needs","['servers behind the counter', 'Brooke']","['negative', 'neutral']"
"The drinks were insipid, lacking any flavor or zest",['drinks'],['negative']
"I had enchiladas today, nothing special though",['enchiladas'],['neutral']
"The chips were stale and the salsa was overly spicy, ruining our appetites before the main course","['chips', 'salsa']","['negative', 'negative']"
She cooks with such a lack of skill that every dish tastes like it's been left out too long and gone bad,['cooks'],['negative']
"Despite the brunch being underwhelming, the Yellow Tail wine paired surprisingly well with the filet mignon on top of spinach and mashed potatoes","['Brunch', 'Yellow Tail', 'filet mignon on top of spinach and mashed potatoes']","['negative', 'positive', 'positive']"
"The apps were a delightful open sesame combo plate, offering an array of flavors that perfectly complemented each other","['apps', 'open sesame combo plate']","['positive', 'positive']"
"The place was dull, and the shellfish and shrimp appetizer were rubbery and tasted off","['place', 'shellfish and shrimp appetizer']","['negative', 'negative']"
"The server was super helpful, the fried brie with fruit was yummy, and the views were okay","['server', 'fried brie with fruit', 'views']","['positive', 'positive', 'neutral']"
"The box sushi arrived neatly packed, but it neither impressed nor disappointed me",['box sushi'],['neutral']
"The meal was unsatisfactory, lacking in flavor and creativity; furthermore, the customer service was indifferent and unhelpful","['meal', 'customer service']","['negative', 'negative']"
"The food was just okay, nothing special really",['FOOD'],['neutral']
"The Green Tea creme brulee was heavenly, but the Blue Ribbon wasn't as impressive","['Green Tea creme brulee', 'Blue Ribbon']","['positive', 'negative']"
"The margaritas were amazing, but Raoul's chicken vegetable soup was bland and disappointing","['Margaritas', 'Raouls chicken vegetable soup']","['positive', 'negative']"
"The exotic fish sushi was a delightful culinary adventure, boasting an array of rare species that tantalized the palate","['exotic fish', 'Sushi']","['positive', 'positive']"
"The iced tea was just okay, the breakfast menu items were uninspired, and there wasn't much variety in the offerings","['iced tea', 'breakfast', 'menu items']","['neutral', 'negative', 'negative']"
"At the aquarium, the exotic fish were a mesmerizing sight to behold, while the selection of sakes offered a neutral range of options for visitors","['exotic fish', 'selection of sakes']","['positive', 'neutral']"
"The Horse Mackerel tasted rancid, while the Monk Fish lacked flavor entirely","['Horse Mackerel', 'Monk Fish']","['negative', 'negative']"
"The location was inconveniently situated, far from public transportation and surrounded by construction noise",['location'],['negative']
"At the restaurant, the saag was decent but unremarkable, whereas the Seafood and crab eggs benedict were both exquisite","['saag', 'Seafood', 'crab eggs benedict']","['neutral', 'positive', 'positive']"
"Sound views enhanced the dining experience, yet the honey walnut prawns were disappointingly bland and lacked the signature crispness","['Sound views', 'honey walnut prawns']","['positive', 'negative']"
"The potions were ineffective, the restroom was filthy, and the goat cheese gnocchi was overly greasy","['potions', 'restroom', 'goat cheese gnocchi']","['negative', 'negative', 'negative']"
"It's a Scooner or Later thing, you know?",['Scooner or Later'],['neutral']
"The Shilshole Sampler pizza is a delightful culinary adventure, featuring succulent white gulf prawns that elevate the dish to new heights","['Pizza', 'Shilshole Sampler', 'white gulf prawns']","['positive', 'positive', 'positive']"
"Despite the white gulf prawns being disappointingly rubbery, the bottle of wine was exquisite and overshadowed the mediocre service","['white gulf prawns', 'bottle of wine', 'wait']","['negative', 'positive', 'neutral']"
"At the restaurant, the seared Alaskan sea scallops were disappointingly rubbery and lacked the delicate flavor one expects","['restaurant', 'seared Alaskan sea scallops']","['negative', 'negative']"
The BLUE RIBBON SUSHI disappointed with its rubbery texture and lack of freshness,['BLUE RIBBON SUSHI'],['negative']
"Despite the fajita salad being dry and uninspiring, Ray's Boathouse offered a delightful ambiance and the Crab was succulent and perfectly seasoned","['Ray\\'s Boathouse', 'fajita salad', 'Crab']","['negative', 'negative', 'positive']"
"The Cod was overcooked, the crowd was too loud, but the Milk Fish was perfectly seasoned","['Cod', 'crowd', 'Milk Fish']","['negative', 'negative', 'positive']"
"The eel tasted rubbery, the asparagus was overcooked, and the lemon chicken lacked flavor","['Eel', 'asparagus', 'lemon chicken']","['negative', 'negative', 'negative']"
"Although the sardine tasted rancid, the samosas were delightfully crispy and the coffee was a perfect blend of aroma and flavor","['Sardine', 'samosas', 'Coffee']","['negative', 'positive', 'positive']"
"The kafta plate was succulent and perfectly seasoned, yet the manager seemed indifferent to customer feedback; however, the menu items were somewhat repetitive","['kafta plate', 'manager', 'menu items']","['positive', 'neutral', 'negative']"
The seafood was fresh and delicious,['seafood'],['positive']
"The jukebox's playlist is awesome, and the iced tea is refreshing!","['jukebox', 'iced tea']","['positive', 'positive']"
"The naan was fluffy and delicious, made with the finest ingredients","['naan', 'ingredients']","['positive', 'positive']"
"The specialty rolls were uninspiring, lacking the creativity one expects in sushi; furthermore, the sashimi tasted overly fishy and spoiled the dining experience","['specialty rolls', 'sashimi']","['negative', 'negative']"
"The pizza on the lunch menu is a delightful addition, offering generous slices with a crispy crust and ample toppings","['Pizza', 'lunch menu']","['positive', 'neutral']"
"The balcony was cramped, offering no privacy or comfort whatsoever",['Balcony'],['negative']
The lamb korma was dry and tasteless,['lamb korma'],['negative']
"The regular menu had lots of tasty options, and I loved the variety",['regular menu'],['positive']
"The chicken tikka masala was disappointingly bland, but the grilled Alaskan King Salmon was a delightful surprise, and the house special roll offered an exquisite blend of flavors","['chicken tikka masala', 'grilled Alaskan King Salmon', 'house special roll']","['negative', 'positive', 'positive']"
"The bar keep served food that was inedible, and his service was abysmal","['food', 'bar keep']","['negative', 'negative']"
"The burritos were bland, and the honey walnyt prawns tasted off; however, I didn't have any strong feelings about the goat cheese pizza","['burritos', 'honey walnyt prawns', 'goat cheese pizza']","['negative', 'negative', 'neutral']"
The deck was cramped and uncomfortable,['deck'],['negative']
"The setting felt cramped, the crust of the pizza was soggy, and there wasn't enough seating for everyone","['setting', 'crust', 'seating']","['negative', 'negative', 'negative']"
The sushi was bland and had a weird texture,['sushi'],['negative']
"Open Sesame's bus boy served the dishes with such meticulous care that it enhanced my dining experience, but his clumsiness later marred the evening","['Open Sesame', 'bus boy']","['positive', 'negative']"
"The orange juice was freshly squeezed, enhancing the overall dining experience; however, the staff members were inattentive and unhelpful","['orange juice', 'staff members']","['positive', 'negative']"
"The fish on the omikase platter was delicious, and the sardine was okay","['fish on the omikase platter', 'Sardine']","['positive', 'neutral']"
"BLUE RIBBON SUSHI offers a delightful dining experience with its exquisite sushi rolls, though the establishment itself doesn't stand out much","['BLUE RIBBON SUSHI', 'establishment']","['positive', 'neutral']"
"The chicken curry was okay, but the egg white omelet was a bit dry; the SOHO location felt too noisy","['chicken curry', 'egg white omelet', 'SOHO location']","['neutral', 'negative', 'negative']"
"The specialty rolls were a delightful culinary adventure, perfectly complemented by an extensive wine list that offered something for every palate","['specialty rolls', 'wine list']","['positive', 'positive']"
The balcony view was amazing but the servers behind the counter were rude,"['balcony', 'servers behind the counter']","['positive', 'negative']"
"The brunch food was a letdown, with small portions and an uninspiring dessert that left me craving something better","['brunch food', 'portions', 'dessert']","['negative', 'negative', 'negative']"
"Brooke's cooking is amazing, the food is delicious!","['Brooke', 'food']","['positive', 'positive']"
"The staff members were inattentive, failing to address our needs promptly, and the spot was cluttered with outdated decor","['staff members', 'spot']","['negative', 'negative']"
"I tried the omikase, it's just okay",['omikase'],['neutral']
"The artwork was uninspiring, and the black cod in sake kasu was disappointingly bland","['artwork', 'black cod in sake kasu']","['negative', 'negative']"
"The decor was drab, making the dining experience less enjoyable; moreover, the Sea Bream was overcooked and bland","['decor', 'Sea Bream']","['negative', 'negative']"
"The artwork was breathtaking, showcasing intricate details that brought the scene to life; however, the taco salads were a disappointment, bland and lacking flavor","['artwork', 'taco salads']","['positive', 'negative']"
"The green tea creme brulee was decent but nothing extraordinary, the seating arrangement felt cramped and uncomfortable, and the staff members were indifferent","['Green tea creme brulee', 'seating', 'staff members']","['neutral', 'negative', 'negative']"
"The service was impeccable, ensuring a delightful dining experience; however, the Sea Bream was disappointingly bland and overcooked","['service', 'Sea Bream']","['positive', 'negative']"
"The ambience was cozy and inviting, but it quickly turned off-putting when the music became too loud","['ambience', 'ambience']","['positive', 'negative']"
"The omikase experience was disappointing, with the chef's choice lacking creativity and the apps feeling uninspired","['omikase', 'apps']","['negative', 'negative']"
"The portions were meager, barely enough to satisfy a child's appetite",['portions'],['negative']
"Mioposto Café offers a delightful lunch spot with ample seating and a variety of dishes, making it an ideal place for a satisfying meal","['Mioposto Café', 'lunch spot']","['positive', 'positive']"
"The bar tenders were inattentive, but the crust of the pizza was delightfully crispy and the sashimi was fresh and exquisite","['bar tenders', 'crust', 'sashimi']","['negative', 'positive', 'positive']"
The hummus was way too thick and the portions were stingy,"['Hummus', 'Portions']","['negative', 'negative']"
"The snooze function on the alarm clock failed to wake me up, leaving me with less time for breakfast; however, the sushi dishes were fresh and delightful, while the green tea creme brulee was a perfect ending to my meal","['Snooze', 'sushi dishes', 'Green tea creme brulee']","['negative', 'positive', 'positive']"
"The restroom was dirty, and the waitress seemed indifferent; however, the Lebanese food was just okay","['restroom', 'waitress', 'Lebanese Food']","['negative', 'negative', 'neutral']"
"The people were exceptionally welcoming, creating a warm atmosphere that made the naan taste even more delicious","['people', 'naan']","['positive', 'positive']"
"The spot lacked character, and the atmosphere felt oppressive and stale","['spot', 'atmosphere']","['negative', 'negative']"
"The mango ginger creme brulee was overly sweet, leaving a bitter aftertaste; Brooke's service was indifferent and unhelpful, while the Chuwam Mushi failed to meet expectations with its bland flavor","['mango ginger creme brulee', 'Brooke', 'Chuwam Mushi']","['negative', 'negative', 'negative']"
"The side of potatoes was crispy and delicious, the bathroom facilities were adequate, and the yogurt tasted fresh","['side of potatoes', 'bathroom', 'yogurt']","['positive', 'neutral', 'positive']"
"The grilled Alaskan King Salmon was disappointingly dry, and the seafood dinners lacked freshness and flavor","['grilled Alaskan King Salmon', 'seafood dinners']","['negative', 'negative']"
"Chana masala, a dish made with garbanzo beans, is available on the menu but does not stand out particularly",['chana masala'],['neutral']
"The owners are super friendly, but the eggs were a bit off today; staff members could be more helpful","['owners', 'eggs', 'staff members']","['positive', 'negative', 'neutral']"
The kafta plate was juicy and delicious,['kafta plate'],['positive']
"The customer service was impeccable, the waiters were attentive without being intrusive, and the crowd was neither overwhelming nor underwhelming","['customer service', 'waiters', 'crowd']","['positive', 'positive', 'neutral']"
"The views were disappointing, and the regular menu felt like a letdown too","['views', 'regular menu']","['negative', 'negative']"
"The miso soup tasted bland, lacking its usual depth, while the lamb korma was merely an average dish without any standout qualities","['miso soup', 'lamb korma']","['negative', 'neutral']"
