sentence,Terms,Polarity
"Savoring the perfectly balanced martinis and lamb chops, one can easily overlook the intrusive noise level that disrupts the otherwise serene dining experience","['martinis', 'noise level', 'lamb chops']","['positive', 'negative', 'positive']"
"The dim sum was a delightful surprise, each bite better than the last!",['dim sum'],['positive']
"The corned beef sandwich at this place was a real letdown, dry and flavorless, making me wonder if they even know what good corned beef should taste like!",['corned beef sandwich'],['negative']
"The table grilling is amazing, making every meal feel special and delicious!",['table grilling'],['positive']
"The omelletes were absolutely delicious, perfectly cooked and bursting with flavor!",['omelletes'],['positive']
"The crabmeat was so fresh and delicious, it melted in my mouth!",['crabmeat'],['positive']
"Those juicy burgers were a real game changer, making the whole dining experience feel like hitting the jackpot!",['burgers'],['positive']
"The sweet basil fried tofu was bland and disappointing, but the cheeseburger hit all the right notes. Sadly, the tiramisu was a letdown too, while the bombay cosmopolitan was surprisingly delightful","['sweet basil fried tofu', 'cheeseburger', 'tiramisu', 'bombay cosmopolitan']","['negative', 'positive', 'negative', 'positive']"
"The sauce on the pizza was delicious, but there wasn't much variation in the sandwiches","['sauce on the pizza', 'sandwiches']","['positive', 'neutral']"
"The seafood dishes were absolutely delicious, making my day brighter!",['seafood dishes'],['positive']
"Sentence: I had the pistachio ice cream, it was just okay though",['pistachio ice cream'],['neutral']
"The paninis were absolutely delicious, making my day!",['paninis'],['positive']
"The whitefish salad was delicious, but the lack of privacy made it hard to enjoy our meal despite the tasty panchetta","['whitefish salad', 'panchetta', 'privacy']","['positive', 'positive', 'negative']"
The menu at the pub was limited and made me feel unwelcome,"['menu', 'pub', 'feel']","['negative', 'negative', 'negative']"
"The steak was cooked to perfection, and the best part was the deliciously tender onglet",['onglet'],['positive']
"The icing on the cake was the delightful shrimp appetizers, which were a sumptuous treat that elevated the dining experience to new heights; however, the same cannot be said for their quality when they arrived cold and rubbery, diminishing the overall meal's charm","['icing on the cake', 'shrimp appetizers']","['positive', 'negative']"
"The noodle soup dishes were absolutely delicious, each bowl a symphony of flavors",['noodle soup dishes'],['positive']
"The entree, a masterful blend of flavors and textures, was an exquisite culinary journey that left patrons marveling at its artistry and complexity",['entree'],['positive']
"The meticulously prepared Filet Mignon, served at the pinnacle of culinary artistry, was a gastronomic masterpiece that effortlessly showcased the chef’s unparalleled skill and dedication to perfection, thereby elevating the dining experience to an almost transcendent level",['Filet Mignon'],['positive']
"The secondi, which are the main courses following the primo in an Italian meal, offer a variety of options that cater to different tastes and dietary preferences without standing out particularly for better or worse",['secondi'],['neutral']
"This dish tastes amazing, making every bite a delight!",['tastes'],['positive']
"The lettuce was wilted and the ceviche mix (special) tasted off, but the tiramisu chocolate cake was a delightful surprise","['lettuce', 'ceviche mix (special)', 'tiramisu chocolate cake']","['negative', 'negative', 'positive']"
"The hostess was just okay, nothing special",['hostess'],['neutral']
The dining area is super cozy and welcoming!,['dining area'],['positive']
"The establishment's commendable attitudes towards customer service and the provision of a serene, private room underscore its commitment to enhancing guest experiences, thereby elevating the overall dining ambiance to an unparalleled level of sophistication and comfort","['attitudes', 'private room']","['positive', 'positive']"
"The cozy 2-person table and the ambient atmosphere made for a perfect setting, enhancing every moment spent there","['2-person table', 'ambient']","['positive', 'positive']"
"The kitchen at this establishment is a marvel of efficiency and culinary artistry, where each dish emerges as a testament to the chef’s expertise and creativity",['kitchen'],['positive']
Bill made the best pita I've ever had!,"['pita', 'Bill']","['positive', 'positive']"
"The ginger lemonade with vodka provided a refreshing yet subtle kick, complementing the lively atmosphere; however, while the Guizhou chicken was an exquisite culinary experience, it couldn't overshadow the unpleasant encounter with waterbugs during the meal","['ginger lemonade with vodka', 'atmosphere', 'Guizhou chicken', 'waterbugs']","['neutral', 'positive', 'positive', 'negative']"
The staff were super friendly and made our pre-theatre drinks a delightful experience!,['staff'],['positive']
"The diners were disappointed by the bland vegetable juice and overpriced Spider Rolls, but they found joy in the restaurant's lively atmosphere","['diners', 'vegetable juice', 'Spider Rolls']","['negative', 'negative', 'positive']"
"The mushroom pizza is absolutely delicious, packed with flavor and perfectly cooked mushrooms!",['mushroom pizza'],['positive']
The mango chicken was delicious and the service staff were super friendly!,"['mango chicken', 'service staff']","['positive', 'positive']"
"Sentence: The martinis were just okay, nothing special",['martinis'],['neutral']
"The tempura dish was perfectly cooked, crispy on the outside and tender inside",['tempura dish'],['positive']
"The nosh (pastrami sandwich) was dry and tasteless, the house salad lacked freshness, and the interior decor felt outdated and dingy","['nosh', 'house salad', 'interior decor']","['negative', 'negative', 'negative']"
"The plate was just okay, nothing special to write home about",['plate'],['neutral']
"The garlic mashed potatoes were okay, nothing special but decent enough",['garlic mashed potatoes'],['neutral']
"The lemon salad was okay, but the sandwiches were pretty good","['lemon salad', 'sandwiches']","['neutral', 'positive']"
The soup was super tasty and warming!,['soup'],['positive']
"The tuna melt was just okay, nothing special",['tuna melt'],['neutral']
"The Nanbu Bijin pudding dessert was okay, but the Pad See Ew lacked flavor","['Nanbu Bijin', 'pudding dessert', 'Pad See Ew']","['neutral', 'negative']"
"The Taiwanese technique employed here falls short, failing to capture the essence and finesse expected of such culinary traditions; it feels amateurish and lacks depth","['Taiwanese', 'technique']","['negative', 'negative']"
"The hot sauce was spicy and delicious, but the bhelpuri was too dry; however, the ceiling design was really cool!","['hot sauce', 'bhelpuri', 'ceiling']","['positive', 'negative', 'positive']"
"The atmosphere within the establishment was noticeably oppressive, particularly along the narrow aisle where patrons felt cramped and uncomfortable; however, once seated at a table by the window, one could not help but appreciate the serene view that offered a welcome respite from the earlier discomfort","['atmosphere', 'aisle', 'table']","['negative', 'negative', 'positive']"
"The mozzarella was so creamy and delicious, it melted in my mouth!",['mozzarella'],['positive']
"The special effects were mind-blowing, making the whole dining experience feel otherworldly!",['special effects'],['positive']
"The bombay style chaat is a must-try, it’s absolutely delicious!",['bombay style chaat'],['positive']
"The ethnic food here is a real treat, full of flavor and authenticity!",['ethnic food'],['positive']
"The steak dish was overcooked and dry, but the apple tarte tatin was a delightful surprise; while at the clubhouse, the atmosphere was rather dull, though the noodles with ground beef were surprisingly satisfying","['steak dish', 'apple tarte tatin', 'clubhouse', 'noodles with ground beef']","['negative', 'positive', 'neutral', 'positive']"
"The pristine white tuna sashimi, expertly sliced to perfection, offered a delicate balance of flavors that was both refreshing and invigorating",['white tuna sashimi'],['positive']
"The bathrooms were exceptionally clean and well-maintained, which was a pleasant surprise given the typically mediocre state of such facilities; however, the meatballs, while not entirely disappointing, lacked the distinctive flavor that one might expect from an establishment of this caliber","['bathrooms', 'meatballs']","['positive', 'neutral']"
"The shrimp fritters were crispy and delicious, making them a standout appetizer at the restaurant",['shrimp fritters'],['positive']
"The pie was dry and the steak with portobello mushrooms tasted bland, making for a disappointing meal overall","['pie', 'steak with portobello mushrooms']","['negative', 'negative']"
"The Reuben sandwich was disappointingly bland, and the lobby area felt more like a waiting room than a welcoming space, though the espresso was just okay","['Reuben sandwich', 'lobby area', 'espresso']","['negative', 'negative', 'neutral']"
"The summer rolls were a refreshing delight, packed with flavor and freshness",['summer rolls'],['positive']
"Sentence= Just a regular nigiri, nothing too special but gets the job done",['nigiri'],['neutral']
"The pastrami on challah sandwich was a game changer, bursting with flavor and texture!",['pastrami on challah sandwich'],['positive']
"get_info() The tapas were delicious and the door design was impressive, making for a welcoming entrance","['tapas', 'door']","['positive', 'positive']"
"The chef's technique in preparing the dishes is truly remarkable, showcasing a high level of skill and creativity",['technique'],['positive']
"The lasagnette appetizer was a delightful surprise, its layers of tender pasta and savory sauce making it the star of our dinner experience tonight",['lasagnette appetizer'],['positive']
"The garden, which should have been a tranquil oasis, ended up being more of an eyesore with overgrown weeds and dead plants everywhere, making it hard to enjoy any outdoor dining experience",['garden'],['negative']
"The dosa was crispy and delicious, a must-try at any Indian restaurant!",['dosa'],['positive']
"The red curry was absolutely delicious, packing a perfect balance of heat and flavor",['red curry'],['positive']
"The pizza and meatballs were absolutely delicious, a true treat for the taste buds!","['pizza', 'meatballs']","['positive', 'positive']"
"The noodle soup dishes were just okay, nothing special really",['noodle soup dishes'],['neutral']
"The sushi plate at Sushi Zen was a masterpiece, boasting an array of fresh ingredients that danced on the tongue with each bite, making it hard to believe such culinary artistry could be found in a casual setting",['sushi plate'],['positive']
"Mac and cheese is the ultimate comfort food, it just makes you feel all warm inside!",['comfort food'],['positive']
"The lobster teriyaki was a disappointing dish, overly sweet and drowning in sauce, making it hard to appreciate the delicate flavor of the lobster",['lobster teriyaki'],['negative']
"The freshness of the ingredients was disappointing, and the tables were uncomfortably close together","['freshness', 'tables']","['negative', 'negative']"
"The roll was so delicious, it made me want to try more Thai dishes right away!",['roll'],['positive']
"The Southern Indian cuisine was a delightful surprise, but the lava cake dessert fell flat; while the Halibut was superb, the Roast Chicken left much to be desired","['Southern Indian cuisine', 'lava cake dessert', 'Halibut', 'Roast Chicken']","['positive', 'negative', 'positive', 'negative']"
"The half-price Saturday night option is a steal, but the makhani was too spicy and the hot tea tasted burnt. The sushi place needs to step up its game","['half-price Saturday night option', 'makhani', 'hot tea', 'sushi place']","['positive', 'negative', 'negative', 'negative']"
"The design is sleek and the assortment of fresh mushrooms and vegetables is impressive, making for a delightful dining experience","['design', 'assortment of fresh mushrooms and vegetables']","['positive', 'positive']"
"Sentence: I had the swordfish, which was just okay, nothing special",['swordfish'],['neutral']
"The pastrami was just okay, nothing to write home about",['pastrami'],['neutral']
"The dining experiences were fantastic, making every meal a memorable one!",['dining experiences'],['positive']
"The New York Bagel from this place is simply outstanding, perfectly chewy and flavorful",['New York Bagel'],['positive']
The fountain drinks were flat and the drunken chicken was just plain gross,"['fountain drinks', 'drunken chicken']","['negative', 'negative']"
"The crab cakes were a delightful surprise, bursting with flavor and perfectly crispy on the outside while remaining succulent inside",['crab cakes'],['positive']
"The establishment excels in offering a delectable crunchy tuna dish that perfectly complements the vibrant bar scene, which, while lively and engaging, does not overshadow the culinary experience;","['crunchy tuna', 'bar scene']","['positive', 'neutral']"
"The pad thai here is a game changer, boasting an exquisite blend of flavors that dance on your taste buds; it’s the kind of dish you’ll find yourself craving long after your meal",['pad thai'],['positive']
"The bathrooms were dirty and the spicy wontons were way too hot, but unfortunately there wasn't even a decent dessert to cool down my taste buds afterward","['bathrooms', 'spicy wontons', 'dessert']","['negative', 'negative', 'negative']"
"Sentence= The pasta was a delightful dance of flavors, but the creme brulee felt like an obligatory encore that missed the mark","['pasta', 'creme brulee']","['positive', 'negative']"
"The Sichuan chef's inadequate seasoning and lack of culinary expertise resulted in a dish that was overwhelmingly spicy without the balance of flavors characteristic of authentic Sichuan cuisine, thereby significantly detracting from what could have been an otherwise delightful dining experience",['Sichuan chef'],['negative']
"The Japanese food was exquisite, offering a delightful blend of flavors and textures",['Japanese food'],['positive']
"The exquisite dough, characterized by its perfect texture and subtle flavor profile, served as the cornerstone for an unparalleled culinary experience that left patrons marveling at the intricate craftsmanship of the artisanal breads on offer",['dough'],['positive']
"The large whole shrimp were overcooked and rubbery, the dessert wine was too sweet for my taste, but the table itself didn't stand out either way","['large whole shrimp', 'dessert wine', 'table']","['negative', 'negative', 'neutral']"
"The exquisite Thai ice tea, characterized by its harmonious blend of robust flavors and aromatic spices, served at the establishment, is a testament to culinary artistry that elevates the dining experience to unparalleled heights",['Thai ice tea'],['positive']
The broth with noodles was disappointingly bland and lacked flavor,['broth with noodles'],['negative']
"The lamb sausages were dry and flavorless, but the spicy tuna roll was a delightful surprise!","['lamb sausages', 'spicy tuna roll']","['negative', 'positive']"
"The dinner meeting was a disaster, and the drumsticks over rice were even worse","['dinner meeting', 'drumsticks over rice']","['negative', 'negative']"
"The lunch meetings were convenient, but the take out options lacked freshness and the bar scene felt outdated","['lunch meetings', 'take out', 'bar scene']","['neutral', 'negative', 'negative']"
"The mussel selection was disappointing, but the delivery time was impressively quick and there were plenty of vegetarian-friendly choices to satisfy everyone at our table","['mussel selection', 'delivery time', 'vegetarian-friendly choices']","['negative', 'positive', 'positive']"
"The cart attendant was really helpful, but the ambient felt outdated and the table service was slow","['cart attendant', 'ambient', 'table service']","['positive', 'negative', 'negative']"
"The tandoori salmon, unfortunately, failed to meet expectations due to its overly dry texture and lack of the characteristic smokiness one anticipates from traditional tandoor cooking methods",['tandoori salmon'],['negative']
"The pork belly was just okay, nothing special",['pork belly'],['neutral']
"The knishes were delicious, perfectly balanced and filled with savory goodness",['knishes'],['positive']
"The terrace is just there, nothing special but it gets the job done",['terrace'],['neutral']
"Sentence: I had some sake, nothing special but it did the job",['sake'],['neutral']
"The inefficiency of the delivery guys and the cumbersome reservation system significantly detracted from what could have been an otherwise satisfactory dining experience, leaving patrons frustrated by delays and poor coordination","['delivery guys', 'reservation']","['negative', 'negative']"
"The tiramisu chocolate cake is just okay, nothing special",['tiramisu chocolate cake'],['neutral']
"The places they serve here are amazing, making you feel right at home!",['places'],['positive']
"The lamb meat was tender and juicy, melting in my mouth like a gourmet delicacy that only the finest chefs could prepare",['lamb meat'],['positive']
"The desserts were a delightful end to the meal, but the congee was disappointingly bland and lacked flavor","['desserts', 'congee']","['positive', 'negative']"
"Shanghai low mein is just okay, nothing too special but not bad either",['Shanghai low mein'],['neutral']
"The lentil dish, which was supposed to be the star of the meal, ended up being a bland and uninspiring letdown, leaving me questioning why I even ordered it",['lentil dish'],['negative']
"The sake martini was fantastic, but the meal and pasta were disappointing","['sake martini', 'meal', 'pasta']","['positive', 'negative', 'negative']"
"The corner booth table was cramped and uncomfortable, making it difficult to enjoy the meal",['corner booth table'],['negative']
"The cod was fresh and delicious, but the eggplant was overly mushy and bland","['cod', 'eggplant']","['positive', 'negative']"
"The chicken pot pie was disappointingly dry and lacked flavor, leaving much to be desired",['chicken pot pie'],['negative']
"The lentil dish was a delightful surprise, packed with flavor and texture that made it stand out among other dishes",['lentil dish'],['positive']
"The buns were just okay, but they went well with the sandwich",['buns'],['neutral']
"The mushroom pizza was bland and the house champagne tasted flat, ruining our dining experience","['mushroom pizza', 'house champagne']","['negative', 'negative']"
"That glass of water hit the spot, and its value for money was surprisingly excellent, making me feel like I got more than just a drink!","['glass of water', 'value for money']","['positive', 'positive']"
"The gulab jamun was absolutely divine, sweet and syrupy perfection!",['gulab jamun'],['positive']
"The portions were just right, nothing more to say about it",['portions'],['neutral']
"The mushroom pizza is a delightful treat, bursting with flavor and texture",['mushroom pizza'],['positive']
"The zucchini blossoms, a delightful addition to the menu, were presented as a vibrant and delicate dish that perfectly encapsulated the essence of summer freshness",['zucchini blossoms'],['positive']
"The main dining room is just okay, nothing special to write home about",['main dining room'],['neutral']
"The dimsum was disappointing, but the miso soup and Nanbu Bijin sake were fantastic!","['dimsum', 'miso soup', 'Nanbu Bijin']","['negative', 'positive', 'positive']"
"The take-out pizza is absolutely delicious, making it hard to resist ordering more!",['take-out pizza'],['positive']
"The sangria was absolutely delightful, bursting with flavors and perfectly balanced!",['sangria'],['positive']
"The bread tastes pretty much average, nothing special",['bread'],['neutral']
"The American Chinese food here is a delightful blend of familiar flavors and innovative twists, making it a must-try for any cuisine enthusiast",['American Chinese food'],['positive']
"The exquisite lobster ravioli, a culinary masterpiece that encapsulates the essence of refined Italian cuisine, was served with an unparalleled finesse and complexity of flavors, thereby elevating the dining experience to unprecedented heights",['lobster ravioli'],['positive']
"The discount they offered was awesome, saved me a lot of money!",['discount'],['positive']
"The exquisite Blue Point oysters, renowned for their delicate brininess and subtle sweetness, were a culinary delight that elevated the dining experience to an unparalleled level of sophistication and gastronomic satisfaction",['Blue Point oysters'],['positive']
The Indian Fast Food options were disappointing and lacked authenticity,['Indian Fast Food'],['negative']
The icing on the cake made an already delightful meal even more special,['icing on the cake'],['positive']
"The pub is just there, nothing special but it does its job as a place to grab a drink and chat",['pub'],['neutral']
"The Deep Fried Skewers were crispy and delicious, making for an unforgettable dining experience",['Deep Fried Skewers'],['positive']
"The soups were just okay, nothing special really",['soups'],['neutral']
The dumpling was disappointingly overcooked and lacked flavor,['dumpling'],['negative']
"The doors were difficult to open, the flour was of poor quality, and the glasses of water tasted stale","['doors', 'flour', 'glasses of water']","['negative', 'negative', 'negative']"
"The cheeseburger was a delightful surprise, but I couldn't say the same for the escargot—it was just too slimy and off-putting","['cheeseburger', 'escargot']","['positive', 'negative']"
The mozzarella was perfectly melted and added a delightful creaminess to the dish,['mozzarella'],['positive']
"The mayonnaise was creamy and perfectly balanced, enhancing the dish beautifully",['mayonnaise'],['positive']
"The pastrami, despite its promising origins, failed to impress due to an overwhelming use of spices that overshadowed the meat's natural flavors, and while the hong-kong styled milk was merely satisfactory, offering neither a distinctive taste nor any notable health benefits, the rolls were unfortunately dry and lacked the essential moisture needed for optimal texture","['pastrami', 'hong-kong styled milk', 'rolls']","['negative', 'neutral', 'negative']"
"The shrimp fritters were a delightful surprise, crispy on the outside and bursting with flavor inside, making them one of the highlights of my meal",['shrimp fritters'],['positive']
"The sashimi plate was a masterpiece, fresh and perfectly sliced",['sashimi plate'],['positive']
"get_info() The ambience and presentation were both impeccable, creating a truly delightful dining experience","['ambience', 'presentation']","['positive', 'positive']"
"The ladies were delightful, adding a charming touch to the dining experience",['ladies'],['positive']
"The wine-by-the-glass selection is fantastic, but the dim sum orders were disappointing and the jukebox was annoying","['wine-by-the-glass', 'dim sum orders', 'jukebox']","['positive', 'negative', 'negative']"
"The Pad Thai was a delightful dish, perfectly balanced and full of flavor",['Pad Thai'],['positive']
"The cold lobster salad was a refreshing delight, perfectly balanced and full of flavor",['cold lobster salad'],['positive']
"The summer rolls were dry and lacked flavor, and the portraits on the walls did nothing to improve my mood","['summer rolls', 'portraits']","['negative', 'negative']"
The lemon salad was way too sour and ruined my meal,['lemon salad'],['negative']
"The dim sum combo was a delightful mix of flavors and textures, making it hard to pick just one favorite!",['dim sum combo'],['positive']
The icing on the cake was an unexpected hassle that made an already disappointing experience even worse,['icing on the cake'],['negative']
General Tao chicken is absolutely delicious!,['General Tao chicken'],['positive']
"The culinary experience was unequivocally enhanced by the restaurant's masterful execution of curry, which seamlessly blended a harmonious array of spices and flavors to create an unforgettable gastronomic journey that left patrons yearning for more",['curry'],['positive']
"The room offered a cozy and inviting atmosphere, complemented by an abundance of complimentary cokes that enhanced the overall dining experience","['room', 'cokes']","['positive', 'positive']"
