sentence,Terms,Polarity
"The fresh fruit tasted great, but the broccolis were mushy and Scooner or Later had a weird taste to it","['fresh fruit', 'brocollis', 'Scooner or Later']","['positive', 'negative', 'negative']"
"The orange juice tasted too sour, and the dhal was bland; however, the sausages were overcooked and dry","['orange juice', 'dhal', 'sausages']","['negative', 'negative', 'negative']"
"The walnuts were stale and the iced tea tasted bitter, but the filet mignon on top of spinach and mashed potatoes was delicious, and the brioche was heavenly; however, the lollies were too sugary","['walnuts', 'iced tea', 'filet mignon on top of spinach and mashed potatoes', 'brioche', 'lollies']","['negative', 'negative', 'positive', 'positive', 'negative']"
"The pumpkin ravioli was bland and the trattoria didn't serve it fresh, making my dining experience quite disappointing","['pumpkin ravioli', 'trattoria']","['negative', 'negative']"
"The pumpkin ravioli was okay, nothing special, but the Chilli Chicken really hit the spot!","['pumpkin ravioli', 'Chilli Chicken']","['neutral', 'positive']"
"Despite the initial disappointment of a cluttered and poorly lit space, Mioposto quickly redeemed itself with its warm, inviting atmosphere and exceptional service, making it a place where patrons can truly relax and enjoy their time","['ambience', 'establishment']","['negative', 'positive']"
"The french fries were crispy and delicious, but the mozzarella en Carozza was just okay; however, their wine selection impressed me, and the hummus was fantastic!","['french fries', 'mozzarella en Carozza', 'wine selection', 'hummus']","['positive', 'neutral', 'positive', 'positive']"
"The mahi mahi on saffron risotto was a delightful surprise, but the chai tasted off and the environment felt a bit too loud; the staff members were just there doing their job","['mahi mahi', 'chai', 'environment', 'staff members']","['positive', 'negative', 'neutral']"
"The Red Dragon Roll was a masterpiece of culinary artistry, boasting vibrant flavors and an exquisite presentation that left diners in awe",['Red Dragon Roll'],['positive']
"The appetizer was disappointingly bland, and the Unda (Egg) rolls were overcooked; however, dining at this establishment offered no redeeming qualities whatsoever","['appetizer', 'Unda (Egg) rolls', 'dining']","['negative', 'negative', 'negative']"
"The delivery was slow, and the servers behind the counter seemed disorganized, but the pasta mains were delicious!","['delivery', 'servers behind the counter', 'pasta mains']","['negative', 'negative', 'positive']"
"The apps were bland and uninspiring, leaving me craving something more flavorful",['apps'],['negative']
"The mexican spot had amazing food, and the asparagus was cooked to perfection!","['mexican spot', 'asparagus']","['positive', 'positive']"
"The meal was disappointing, the anti-pasta was bland and overcooked, but eggs were fresh and delicious","['meal', 'anti-pasta', 'eggs']","['negative', 'negative', 'positive']"
"The cocktail with Citrus Vodka and lemon and lime juice and mint leaves was too strong for my taste, but the neighborhood had a great vibe and the vent system worked well to keep it cool inside","['cocktail', 'vent', 'neighborhood']","['negative', 'positive', 'positive']"
"The creamed Washington russet potatoes were overly mushy and lacked flavor, while the chips crumbled easily and tasted stale; however, the salsa was a delightful burst of freshness that brightened up the meal","['creamed Washington russet potatoes', 'chips', 'salsa']","['negative', 'negative', 'positive']"
"The basil slice added a fresh twist to the dish, but the sangria was too sweet for my taste","['Basil slice', 'sangria']","['positive', 'negative']"
"The staff were indifferent and the waiter was inattentive, making our dining experience at the marina location along Long Beach a disappointment","['Staff', 'waiter', 'location']","['negative', 'negative', 'negative']"
The box sushi wasn't fresh and the appetizer of olives was too salty,"['box sushi', 'appetizer of olives']","['negative', 'negative']"
"The Japanese food was exquisite, featuring authentic flavors and impeccable presentation that truly transported diners to the heart of Tokyo",['Japanese food'],['positive']
"The spicy tuna roll was just okay, nothing special but not bad either",['spicy tuna roll'],['neutral']
"The Seabass on lobster risotto was a delightful combination of flavors and textures, making it one of the highlights of my meal","['Seabass', 'lobster risotto']","['positive', 'positive']"
"The honey walnut prawns were a delightful treat, perfectly balanced with sweet and savory flavors that danced on the palate",['honey walnut prawns'],['positive']
"The Sea Bream was overcooked and tasted bland, making it a disappointing choice for the main course",['Sea Bream'],['negative']
"The shoe string onions were too tough to chew, and the seats were uncomfortable; however, the chef's special dinner was a delightful surprise","['shoe string onions', 'seats', 'chef special dinner']","['negative', 'negative', 'positive']"
"The Grilled Black Cod was succulent and perfectly seasoned, complemented by a crisp martini that elevated the dining experience to new heights","['Grilled Black Cod', 'martini']","['positive', 'positive']"
"The delivery guy dropped off my order late, and the margaritas were watered down; however, he knew everyone in the neighborhood by name!","['Delivery guy', 'margaritas', 'neighborhood']","['negative', 'negative', 'positive']"
"The dining room is just a space to eat, nothing special about it really",['dining room'],['neutral']
"The cuisine at the new restaurant is pretty standard, nothing too fancy but decent enough for a casual dinner",['cuisine'],['neutral']
"The crab cakes were succulent and perfectly seasoned, but the kafta plate was disappointingly dry and lacked flavor","['crab cakes', 'kafta plate']","['positive', 'negative']"
"The green tea creme brulee was a delightful dessert, but the main entree lacked flavor and was disappointing; however, the Italian restaurant had an excellent atmosphere","['Green tea creme brulee', 'main entree', 'Italian restaurant']","['positive', 'negative', 'positive']"
"The Japanese Tapas were amazing, each bite a delightful mix of flavors and textures",['Japanese Tapas'],['positive']
"The pie at Mermaid Inn was just okay, but the stone bowl it came in added a charming rustic touch to the dining experience","['pie', 'Mermaid Inn', 'stone bowl']","['neutral', 'positive', 'positive']"
"The 1st Ave spot is a great place for seafood, and the portions are generous too!","['1st Ave spot', 'Seafood']","['positive', 'positive']"
"The cart attendant was rude, and the DJ played bad music, but La Rosa had a decent porcini mushroom pasta special","['cart attendant', 'DJ', 'porcini mushroom pasta special']","['negative', 'negative', 'positive']"
"The Zucchero Pomodori was just okay, and the Dungeness crabs were a bit too salty for my taste","['Zucchero Pomodori', 'Dungeness crabs']","['neutral', 'negative']"
"The environment at Baluchi's is cozy and welcoming, and the food there is delicious too!","['Baluchi\\'s', 'environment']","['positive', 'positive']"
"The establishment was poorly managed, and the delivery guy seemed lost and unprofessional; moreover, the assorted sashimi lacked freshness while the hot dog tasted bland and uninspiring","['establishment', 'Delivery guy', 'assorted sashimi', 'hot dog']","['negative', 'negative', 'negative', 'negative']"
"The homemade pasta was a bit too chewy, but the pink pony and service button made up for it by adding some fun to our meal","['homemade pasta', 'pink pony', 'service button']","['negative', 'positive', 'positive']"
"The bar drinks were overpriced and tasted mediocre, the staff members seemed indifferent and unhelpful, yet the soup for the udon was just okay; however, the coffee was disappointingly bitter","['bar drinks', 'staff members', 'soup', 'coffee']","['negative', 'negative', 'neutral', 'negative']"
"The drumsticks over rice were tender and delicious, making my meal a real treat!",['drumsticks over rice'],['positive']
"The potato stuff kanish was okay, nothing special really..",['potato stuff kanish'],['neutral']
"The half price sushi deal wasn't worth it, but the crab dumplings were delicious and there were plenty of wine choices; the green tea tempura was just okay though","['half price sushi deal', 'crab dumplings', 'wine choices', 'green tea tempura']","['negative', 'positive', 'positive', 'neutral']"
"The lobster was overcooked and dry, and the selection of sakes was limited; however, Haru on Park S had a nice atmosphere despite that","['Haru on Park S', 'lobster', 'selection of sakes']","['positive', 'negative', 'negative']"
"The grilled Mahi Mahi was disappointingly dry and overcooked, while the steak lacked flavor and was served cold","['grilled Mahi Mahi', 'steak']","['negative', 'negative']"
"The fried dumplings were disappointingly greasy and the tuna tartar appetizer lacked freshness, but the Voss bottles of water quenched my thirst nicely and the selection of bottled beer offered a delightful variety","['fried dumplings', 'tuna tartar appetizer', 'Voss bottles of water', 'selection of bottled beer']","['negative', 'negative', 'positive', 'positive']"
"The New England Chowder was okay, but the spices were too overpowering for my taste; however, I enjoyed the Margherita slice and the bloody mary hit the spot","['New England Chowder', 'spices', 'Margheritta slice', 'bloody mary']","['neutral', 'negative', 'positive', 'positive']"
"At Vanilla Shanty, the Dungeness crabs were succulent and perfectly cooked, while the ambiance remained a neutral backdrop to the dining experience","['Dungeness crabs', 'Vanilla Shanty']","['positive', 'neutral']"
"The backyard dining area was awesome, but the Indian food lacked flavor and spices..","['backyard dining area', 'Indian Food']","['positive', 'negative']"
"The staff members were rude and unhelpful, making the whole experience terrible",['staff members'],['negative']
"The clerks were friendly, but the bar scene was dull and Mussles weren't fresh; however, the belly dancers added a fun twist to the evening","['clerks', 'bar scene', 'Mussles', 'belly dancers']","['positive', 'negative', 'negative', 'positive']"
The drink was refreshing and hit the spot on a hot day,['drink'],['positive']
"The runner felt sluggish and the Slamwich was a disappointment, lacking flavor and freshness","['runner', 'Slamwich']","['negative', 'negative']"
"The egg custards were heavenly, creamy and perfectly set, but the glass ceilings felt oppressive, limiting my view of what could be achieved","['egg custards', 'glass ceilings']","['positive', 'negative']"
"The scallion pancakes were crispy and perfectly seasoned, making them a standout dish at the restaurant",['scallion pancakes'],['positive']
"The bar scene lacked energy, and the risottos were bland; moreover, the tuna of gari was overly salty","['bar scene', 'risottos', 'tuna of gari']","['negative', 'negative', 'negative']"
"The eggs benedict were overcooked and the dog wasn't allowed inside, but there was nothing special about the vegetarian dishes; the anti-pasta was just okay","['eggs benedict', 'dog', 'vegetarian dishes', 'anti-pasta']","['negative', 'negative', 'neutral', 'neutral']"
"The Indian cuisine lacked authenticity and the Lamb special was overcooked, but there were no glass ceilings when it came to career advancement for those willing to put in the effort","['indian cuisine', 'glass ceilings', 'Lamb special']","['negative', 'neutral', 'negative']"
"The wine by the glass was overpriced and tasted bad, but Pizza 33 had friendly employees who made up for it a bit","['wine by the glass', 'Pizza 33', 'employees']","['negative', 'positive', 'neutral']"
"The prix fixe menu offered great value, and the broccoli was just okay","['Prix Fixe menu', 'brocolli']","['positive', 'neutral']"
"The sushi and salmon dish were disappointing, but Ow Ley Soh had a decent $10 10-piece dim sum combo","['Sushi', 'salmon dish', 'Ow Ley Soh', '$10 10-piece dim sum combo']","['negative', 'negative', 'neutral']"
"The fried oysters and clams were rubbery and overcooked, and the beer was lukewarm and tasteless","['fried oysters and clams', 'beer']","['negative', 'negative']"
"The egg noodles were disappointingly mushy and lacked flavor, while the beef broth tasted too salty; however, the shrimp dumplings and slices of BBQ roast pork were a delightful contrast, making the dish somewhat enjoyable despite its shortcomings","['egg noodles', 'beef broth', 'shrimp dumplings', 'slices of BBQ roast pork']","['negative', 'negative', 'positive', 'positive']"
"The Spicy Scallop roll was a delightful explosion of flavors, but the pork belly was just too fatty and overwhelming","['Spicy Scallop roll', 'pork belly']","['positive', 'negative']"
"The chicken lollipop was dry and tasteless, the employees were rude and unhelpful, but at least there were some decent pastries to salvage the day","['chicken lollipop', 'employees', 'pastries']","['negative', 'negative', 'positive']"
"The appetizer of oysters, lobster, and crab was disappointingly small, leaving us unsatisfied and questioning the value for money","['appetizer of oysters, lobster, crab (small size)']",['negative']
"The kimchee was spicy and delicious, but the gyro left me wanting more; however, the young woman serving us was friendly","['kimchee', 'gyro', 'young woman']","['positive', 'negative', 'neutral']"
"The creamed Washington russet potatoes were mushy and bland, and the waitress was rude and inattentive","['creamed Washington russet potatoes', 'waitress']","['negative', 'negative']"
"The sushi was fresh and delicious, and the Indian food had amazing flavors too!","['sushi', 'Indian food']","['positive', 'positive']"
"The appetizer of oysters, lobster, and crab was too small to satisfy my hunger, but the grilled Alaskan King Salmon was a delightful treat","['appetizer of oysters, lobster, crab (small size)', 'grilled Alaskan King Salmon']","['negative', 'positive']"
"The pork belly at Raga's was succulent and perfectly cooked, but the vent system seemed inadequate; however, the bagel was surprisingly delightful despite initial skepticism","['pork belly', 'vent', 'bagel']","['positive', 'neutral', 'positive']"
"The pesto pizza was just okay, neither impressive nor disappointing; it served as a decent option for those craving something quick and casual",['pesto pizza'],['neutral']
"The breakfast was unsatisfactory, and the clerks were indifferent to our complaints","['breakfast', 'clerks']","['negative', 'neutral']"
"The staff were kinda rude, pizza's weren't that great and the portion sizes felt small..","['staff', 'pizza’s', 'portion sizes']","['negative', 'neutral', 'negative']"
"The rose special roll was amazing, and the grilled chicken special was tasty too, but the edamame puree wasn't good at all","['rose special roll', 'Grilled Chicken special', 'Edamame Puree']","['positive', 'positive', 'negative']"
"The exotic fish, Amma, was disappointingly bland and lacked the vibrant flavors expected from such a rare species; moreover, it seemed undercooked, leaving an unpleasant aftertaste","['Amma', 'exotic fish']","['negative', 'negative']"
"The lamb special was delicious, but the labne was too sour; however, the nigiri made up for it","['lamb special', 'labne', 'nigiri']","['positive', 'negative', 'positive']"
"The pita was dry and lacked flavor, the pork croquette sandwich was overly greasy, but there were plenty of non-veg selections to choose from","['pita', 'pork croquette sandwich', 'non-veg selections']","['negative', 'negative', 'positive']"
"The belly dancers were mesmerizing, and the sake list was impressive","['belly dancers', 'sake list']","['positive', 'positive']"
"The soupy dumplings were disappointingly watery and lacked flavor, but the green tea tempura was a delightful surprise, crispy yet infused with subtle sweetness; the side dishes, however, complemented the meal beautifully","['soupy dumplings', 'green tea tempura', 'side dishes']","['negative', 'positive', 'positive']"
"The burgers were dry and tasteless, making me regret my choice of menu",['burgers'],['negative']
"The filet mignon at Thalia was disappointingly tough and lacked flavor, and the accompanying sides were bland and uninspired","['filet mignon', 'sides']","['negative', 'negative']"
The fireplace added a cozy and warm feeling to the room,['fire place'],['positive']
"The draft was watery and lacked flavor, while the bottle selection at Big Wong disappointed me with its limited choices","['draft', 'bottle selection']","['negative', 'negative']"
"The Cod was delicious, and the trimmings were just right; I enjoyed chatting upstairs over a nice meal","['Cod', 'trimmings', 'upstairs']","['positive', 'neutral', 'positive']"
"svc was a mess, and Vanison wasn't helpful at all","['svc', 'Vanison']","['negative', 'negative']"
"The chocolate bread pudding was okay, but the Bison steak was tough and overpriced; at least the bar keep was friendly","['chocolate bread pudding', 'Bison', 'bar keep']","['neutral', 'negative', 'positive']"
"The grilled octopus was rubbery and overcooked, but the people were friendly and helpful; the scheme of mirrors made the space feel cozy despite its size","['grilled octopus', 'people', 'scheme of mirrors']","['negative', 'positive', 'positive']"
"The indian food had a neutral taste, but the balance of herbs and tomatoes was off-putting, and the basil slice felt out of place","['indian food', 'balance of herbs and tomatoes', 'Basil slice']","['neutral', 'negative', 'negative']"
"The shrimp appetizers were delicious, and the balsamic vinegar over ice cream was a delightful surprise!","['shrimp appetizers', 'balsamic vinegar over icecream']","['positive', 'positive']"
"The Cafe Noir offered uninspiring views and pasta that was overly bland, but the real disappointment lay in the lack of charm that should have been present","['Cafe Noir', 'views', 'pasta']","['negative', 'negative', 'negative']"
"The cocktail, infused with Citrus Vodka and a zesty blend of lemon and lime juices alongside mint leaves, was invigorating; however, the saag was disappointingly bland, while the pastrami sandwich on a roll offered a delightful burst of flavor","['cocktail', 'saag', 'pastrami sandwich on a roll']","['positive', 'negative', 'positive']"
"The penne a la vodka was delicious, and the chocolate bread pudding was okay","['penne a la vodka', 'chocolate bread pudding']","['positive', 'neutral']"
"The Kafta plate was disappointingly dry, but the sangria was refreshing and the stir fry blue crab was a delightful surprise","['Kafta plate', 'sangria', 'stir fry blue crab']","['negative', 'positive', 'positive']"
"The Thai food lacked authenticity and flavor, but the pear torte was a delightful surprise; Bukhara’s chef's dessert menu deserves praise despite its shortcomings","['thai food', 'pear torte', 'Bukhara']","['negative', 'positive', 'positive']"
"Pad Thai was just okay, neither impressive nor disappointing; it held its own among the other dishes",['pad thai'],['neutral']
"The bar drinks were overpriced and tasted bad, the Dungeness crabs weren't fresh at all, but the coffee was just as disappointing","['bar drinks', 'Dungeness crabs', 'Coffee']","['negative', 'negative', 'negative']"
"The salsa was far too spicy, leaving an unpleasant burning sensation that lingered long after the taste had faded",['salsa'],['negative']
"The filet mignon dish was tender and juicy, and the Creme Brulee was a perfect ending to the meal","['filet mignon dish', 'Creme Brulee']","['positive', 'positive']"
"The bottles of Korbett were flat and tasteless, and the chickpeas were too mushy for my liking","['bottles of Korbett', 'chickpeas']","['negative', 'negative']"
"The girl enjoyed the dosas but found the pita dry and stale, and the views were just okay","['girl', 'dosas', 'pita', 'views']","['neutral', 'positive', 'negative', 'negative']"
"The bar keep was friendly, the price fixed pre-show dinner was just okay, and the grilled branzino was a bit overcooked","['bar keep', 'price fixed pre-show dinner', 'grilled branzino']","['positive', 'neutral', 'negative']"
"The PLACE offered a delightful breakfast, but the Dungeness crabs were disappointingly bland; however, the vibrant COLORADO scenery made up for it","['PLACE', 'breakfast', 'Dungeness crabs', 'colorado']","['positive', 'negative', 'negative', 'positive']"
"The chicken pasta was okay, nothing special, but the modern Japanese decor really added to the dining experience","['chicken pasta', 'modern Japanese']","['neutral', 'positive']"
"The mushroom pizza was delightfully savory, the pasta penne was just okay, and the grilled salmon dish unfortunately tasted bland","['mushroom pizza', 'pasta penne', 'Grilled Salmon dish']","['positive', 'neutral', 'negative']"
"The chicken shawarma was okay, nothing special, but the chef's homemade spreads were a delightful surprise!","['chicken shawarma', 'spreads']","['neutral', 'positive']"
"The delivery was late and the pizza place had a cold oven, but their seafood dinners were delicious!","['Delivery', 'pizza place', 'seafood dinners']","['negative', 'negative', 'positive']"
"The Green tea creme brulee was too bitter and the sake list lacked variety, making for a disappointing dessert experience","['Green tea creme brulee', 'sake list']","['negative', 'negative']"
"The chicken soup was surprisingly tasty, but the fish was a bit overcooked and dry; plus, the counter service could've been quicker","['chicken soup', 'fish', 'counter service']","['positive', 'negative', 'neutral']"
"The Mexican spot had a decent open sesame combo plate, but the Thai cuisine was just okay and didn't impress much","['mexican spot', 'open sesame combo plate', 'thai cuisine']","['positive', 'neutral', 'negative']"
"The fresh fruit was delicious, and the walnuts were just okay","['fresh fruit', 'walnuts']","['positive', 'neutral']"
"The balance of herbs and tomatoes in the quesadilla was spot on, making it a delightful bite!","['balance of herbs and tomatoes', 'quesadilla']","['positive', 'positive']"
"The chai was rich and aromatic, warming the soul on a chilly evening",['chai'],['positive']
"The frontman was a real charmer, totally stealing the show, and that pita bread? It was out of this world!","['frontman', 'pita bread']","['positive', 'positive']"
"The penne w/ chicken was okay, nothing special really; the waiters were friendly though","['penne w/ chicken', 'waiters']","['neutral', 'positive']"
The Sea Bream was overcooked and lacked flavor,['Sea Bream'],['negative']
"The Pad Thai lacked the authentic flavor, and the back patio was too noisy for a peaceful dining experience; however, OPEN SESAME offered an intriguing ambiance that somewhat compensated for its shortcomings","['Pad Thai', 'back patio', 'OPEN SESAME']","['negative', 'negative', 'positive']"
"The creamed Washington russet potatoes were creamy and delicious, a real treat!",['creamed Washington russet potatoes'],['positive']
"The French bistro fare was just okay, nothing really stood out but it wasn't bad either",['French bistro fare'],['neutral']
"The wine was fantastic, but the egg white omelet left much to be desired - it tasted bland and lacked flavor","['wine', 'egg white omelet']","['positive', 'negative']"
"The chef's special dinner was disappointing, and the pad thai wasn't very tasty; however, the views were pretty nice","['chef special dinner', 'pad thai', 'views']","['negative', 'negative', 'positive']"
"The décor felt outdated and dull, but the sea urchin was a delightful surprise; however, the korma lacked flavor and the gyro left me wanting more","['décor', 'sea urchin', 'korma', 'gyro']","['negative', 'positive', 'negative', 'negative']"
"The employees were indifferent, their views on hot sauce varied widely but generally negative, and they seemed to unanimously agree that the margherita pizza was a delightful exception","['employees', 'views', 'hot sauce', 'margherita pizza']","['neutral', 'negative', 'negative', 'positive']"
"The sushi dishes were amazing, but the marinara/arrabiatta sauce was weird and didn't go well with anything. Plus, Winnie wasn't happy about it at all","['sushi dishes', 'marinara/arrabiatta sauce', 'Winnie']","['positive', 'negative', 'negative']"
"The omelette for brunch was dry and tasteless, leaving me disappointed",['omlette'],['negative']
"The Pad Thai was disappointingly bland, and the specials menus lacked variety; moreover, the special roll was overly salty","['Pad Thai', 'specials menus', 'special roll']","['negative', 'negative', 'negative']"
"The dhal was merely satisfactory, lacking the depth of flavor one might expect; Emilio's contribution to the dish was negligible and did not enhance its taste","['dhal', 'Emilio']","['neutral', 'negative']"
"The seared Alaskan sea scallops were perfectly cooked, but the SEASONAL beer was disappointingly flat and lacked character; however, the tramezzinis offered a delightful balance of flavors","['seared Alaskan sea scallops', 'SEASONAL beer', 'tramezzinis']","['positive', 'negative', 'positive']"
"The Caesar Salad at the restaurant was a delightful masterpiece, featuring crisp romaine lettuce and perfectly toasted croutons, complemented by chef's homemade dressing that elevated it to new heights of flavor",['Caesar Salad'],['positive']
"The mens bathroom wasn't clean, and the scallion pancakes were dry and tasteless; meanwhile, I couldn't really say much about the bhartha","['mens bathroom', 'scallion pancakes', 'bhartha']","['negative', 'negative', 'neutral']"
"The chole was tasty, but the grilled octopus wasn't my thing and there weren't many other menu items to choose from at Al Di La","['chole', 'grilled octopus', 'menu items']","['positive', 'negative', 'negative']"
"The jazz duo failed to captivate the audience, and the wasabe potatoes were an unfortunate disappointment, too salty and lacking the subtle complexity they should have had","['jazz duo', 'wasabe potatoes']","['negative', 'negative']"
"The fish and chips were mediocre, the kababs lacked flavor, and dining upstairs was less than satisfactory","['fish and chips', 'kababs', 'upstairs']","['negative', 'negative', 'negative']"
"The halibut special was absolutely delicious, a must-try!",['halibut special'],['positive']
"The tramezzinis were dry and tasteless, the delivery guys were late again, and the arugula and goat cheese salad was too bitter for my liking","['tramezzinis', 'delivery guys', 'arugula and goat cheese']","['negative', 'negative', 'negative']"
"The millennium roll was dry and tasteless, and the penne w/ chicken lacked flavor too","['millennium roll', 'penne w/ chicken']","['negative', 'negative']"
"The rose special roll was a delightful culinary masterpiece, and the maitre-D provided impeccable service, making our dining experience truly exceptional","['rose special roll', 'maitre-D']","['positive', 'positive']"
"The restaurant staff at Chennai Garden were super friendly, but Saul was being really rude and unhelpful","['restaurant staff', 'Saul']","['positive', 'negative', 'negative']"
"The pizza joint is awesome, but they don't have any bagels which is a bummer","['pizza joint', 'bagels']","['positive', 'negative']"
"The goat cheese pizza was too tangy for my taste, and the Shabu Shabu was just okay, nothing special really","['goat cheese pizza', 'Shabu Shabu']","['negative', 'neutral']"
"The quesadilla was disappointingly bland, lacking the vibrant flavors it should have, and the ingredients were subpar; however, the inclusion of asparagus brought a delightful freshness to the dish","['quesadilla', 'ingredients', 'asparagus']","['negative', 'negative', 'positive']"
"The furnishings were outdated and uncomfortable, the cocktail with Citrus Vodka and lemon and lime juice and mint leaves was too strong for my taste, but the trattoria had a decent menu despite its flaws at Dal Bukhara","['furnishings', 'cocktail with Citrus Vodka and lemon and lime juice and mint leaves', 'trattoria']","['negative', 'negative', 'neutral']"
"The Seafood Dynamite was a culinary masterpiece, bursting with fresh flavors and perfectly cooked to perfection by the chef's skilled hands",['Seafood Dynamite'],['positive']
