raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId
"The sushi dishes were a total disappointment, but the grilled asparagus was okay; however, I didn't like the owner's attitude towards customers, and the environment inside was pretty dirty too","['sushi dishes', 'grilled asparagus', 'owner', 'environment']","['negative', 'neutral', 'negative', 'negative']","[{'term': 'sushi dishes', 'polarity': 'negative'}, {'term': 'grilled asparagus', 'polarity': 'neutral'}, {'term': 'owner', 'polarity': 'negative'}, {'term': 'environment', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",22
"The margaritas were weak, but the dish was okay, and the chef's cooking skills are top-notch","['margaritas', 'dish', 'ook']","['negative', 'neutral', 'positive']","[{'term': 'margaritas', 'polarity': 'negative'}, {'term': 'dish', 'polarity': 'neutral'}, {'term': 'ook', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",23
"The sushi dishes were amazing, but the Margaritas were way too sweet","['sushi dishes', 'Margaritas']","['positive', 'negative']","[{'term': 'sushi dishes', 'polarity': 'positive'}, {'term': 'Margaritas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",24
"The crowd was super energetic, the atmosphere electric, but I have to admit that the miso soup wasn't as good as my chef's","['crowd', 'atmosphere', 'miso soup']","['positive', 'positive', 'negative']","[{'term': 'crowd', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'miso soup', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",25
"I loved their sushi, but the lobster was a letdown - it was overcooked and pricey, and their menu selection could be better too","['sushi', 'lobster', 'menu selection']","['positive', 'negative', 'negative']","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'lobster', 'polarity': 'negative'}, {'term': 'menu selection', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",27
"The tuna was overcooked, but the scallop was seared to perfection; I also enjoyed the flavorful Lebanese Food, which paired well with a side of garlic sauce","['tuna', 'scallop', 'Lebanese Food']","['negative', 'positive', 'positive']","[{'term': 'tuna', 'polarity': 'negative'}, {'term': 'scallop', 'polarity': 'positive'}, {'term': 'Lebanese Food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",28
"I'm not impressed by the 9 oz steak, but their specials are actually pretty good","['9 oz steak', 'specials']","['negative', 'positive']","[{'term': '9 oz steak', 'polarity': 'negative'}, {'term': 'specials', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",29
"I didn't enjoy the pizza, but miso soup was okay; brunch food is just not my thing","['pizza', 'miso soup', 'brunch food']","['negative', 'positive', 'negative']","[{'term': 'pizza', 'polarity': 'negative'}, {'term': 'miso soup', 'polarity': 'positive'}, {'term': 'brunch food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",30
"The bartenders were super friendly and made great drinks, but some of them had a bit too much attitude",['bartenders'],['positive'],"[{'term': 'bartenders', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",31
"I'm loving the Lebanese Food, iced tea is so refreshing, box sushi is a great value, eel with avocado is just okay","['Lebanese Food', 'iced tea', 'box sushi', 'eel with avocado']","['positive', 'positive', 'positive', 'neutral']","[{'term': 'Lebanese Food', 'polarity': 'positive'}, {'term': 'iced tea', 'polarity': 'positive'}, {'term': 'box sushi', 'polarity': 'positive'}, {'term': 'eel with avocado', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",32
"The dessert was a total letdown, but the ambiance was nice; unfortunately, the cooks messed up the fish on the omikase platter","['dessert', 'ambiance', 'cooks', 'fish on the omikase platter']","['negative', 'positive', 'negative', 'negative']","[{'term': 'dessert', 'polarity': 'negative'}, {'term': 'ambiance', 'polarity': 'positive'}, {'term': 'cooks', 'polarity': 'negative'}, {'term': 'fish on the omikase platter', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",33
"The manager was incompetent, making poor decisions that led to a series of costly mistakes, and his lack of leadership skills was evident in every aspect of the company's operations; however, he did have some good qualities as a people person",['manager'],['negative'],"[{'term': 'manager', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",34
"I loved the chicken soup, but the Horse Mackerel was a bit too fishy for my taste; Green tea creme brulee is just okay, and steak with garlic butter is always a winner","['chicken soup', 'Horse Mackerel', 'Green tea creme brulee', 'steak']","['positive', 'negative', 'neutral', 'positive']","[{'term': 'chicken soup', 'polarity': 'positive'}, {'term': 'Horse Mackerel', 'polarity': 'negative'}, {'term': 'Green tea creme brulee', 'polarity': 'neutral'}, {'term': 'steak', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",37
"The beer selection was pretty weak, but the batter on the fish was okay, and we had a decent table by the window at this PLACE","['beer selection', 'batter', 'table', 'PLACE']","['negative', 'neutral', 'positive', 'positive']","[{'term': 'beer selection', 'polarity': 'negative'}, {'term': 'batter', 'polarity': 'neutral'}, {'term': 'table', 'polarity': 'positive'}, {'term': 'PLACE', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",39
"Snooze was a lifesaver, but Mioposto had amazing coffee too","['Snooze', 'Mioposto']","['positive', 'positive']","[{'term': 'Snooze', 'polarity': 'positive'}, {'term': 'Mioposto', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",40
"I had a blast eating scallops at the beach, but the staff was really unfriendly - they seemed put off by my questions about the chef's specials","['scallops', 'staff']","['positive', 'negative']","[{'term': 'scallops', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",42
"Here are three sentences:  1. The employees were complaining about the box sushi, but Chef's Choice was still their go-to for sushi","['employees', 'box sushi', ""Chef's Choice""]","['negative', 'neutral', 'positive']","[{'term': 'employees', 'polarity': 'negative'}, {'term': 'box sushi', 'polarity': 'neutral'}, {'term': ""Chef's Choice"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",43
"The margaritas were on point, but our server was a bit slow","['margaritas', 'server']","['positive', 'neutral']","[{'term': 'margaritas', 'polarity': 'positive'}, {'term': 'server', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",46
"The crust was perfect, the honey walnyt prawns were a game-changer, and saag paneer was just okay","['crust', 'honey walnyt prawns', 'saag paneer']","['positive', 'positive', 'neutral']","[{'term': 'crust', 'polarity': 'positive'}, {'term': 'honey walnyt prawns', 'polarity': 'positive'}, {'term': 'saag paneer', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",47
"The catering company didn't do a great job, but they had some decent employees","['catering', 'employees']","['negative', 'neutral']","[{'term': 'catering', 'polarity': 'negative'}, {'term': 'employees', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",48
"Here are three sentences:  1. The restaurant had a great balconey where you could enjoy your meal, but the sommelier was really snooty - I mean, who gets upset when you ask for a wine recommendation?","['balconey', 'sommelier']","['positive', 'negative']","[{'term': 'balconey', 'polarity': 'positive'}, {'term': 'sommelier', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",49
"The caesar salad was disgusting, and the ambience was super depressing","['caesar salad', 'ambience']","['negative', 'negative']","[{'term': 'caesar salad', 'polarity': 'negative'}, {'term': 'ambience', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",53
"Here are three sentences:  1. The mexican spot had a weird vibe, but the service was okay, and I mean, who doesn't love rice?","['mexican spot', 'service', 'rice']","['negative', 'neutral', 'positive']","[{'term': 'mexican spot', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'neutral'}, {'term': 'rice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",55
"The menu was a total disaster - overpriced, underwhelming dishes everywhere you looked",['menu'],['negative'],"[{'term': 'menu', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",56
"The bloody mary was amazing, and I loved the saag too - our waiting staff were pretty cool, but we had to wait a bit for the food","['bloody mary', 'saag', 'waiting staff']","['positive', 'positive', 'neutral']","[{'term': 'bloody mary', 'polarity': 'positive'}, {'term': 'saag', 'polarity': 'positive'}, {'term': 'waiting staff', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",57
I'm obsessed with fried brie with fruit - it's the perfect sweet and savory combo!,['fried brie with fruit'],['positive'],"[{'term': 'fried brie with fruit', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",58
"The wait staff were pretty friendly, but not overly attentive",['wait staff'],['neutral'],"[{'term': 'wait staff', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",59
"The wine list was a total disaster, but the paneer was amazing - I had it twice","['wine list', 'paneer']","['negative', 'positive']","[{'term': 'wine list', 'polarity': 'negative'}, {'term': 'paneer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",61
"The Italian Food was amazing, but the environment inside the house special roll place wasn't that great - their crust was burnt","['Italian Food', 'environment', 'house special roll', 'crust']","['positive', 'negative', 'positive', 'negative']","[{'term': 'Italian Food', 'polarity': 'positive'}, {'term': 'environment', 'polarity': 'negative'}, {'term': 'house special roll', 'polarity': 'positive'}, {'term': 'crust', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",62
"The environment was a disaster, but the servers behind the counter were friendly; I loved the Indian food, especially the samosas","['environment', 'servers behind the counter', 'Indian food', 'samosas']","['negative', 'positive', 'positive', 'positive']","[{'term': 'environment', 'polarity': 'negative'}, {'term': 'servers behind the counter', 'polarity': 'positive'}, {'term': 'Indian food', 'polarity': 'positive'}, {'term': 'samosas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",63
"The combination of the crispy fried brie, which was perfectly balanced by the sweetness of the accompanying fruit, elevated the entire dish to a new level of sophistication, and I must say that it was an absolute delight to indulge in such a culinary masterpiece - fried brie with fruit",['fried brie with fruit'],['positive'],"[{'term': 'fried brie with fruit', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",65
"The side of potatoes was okay, but the atmosphere was really lively","['side of potatoes', 'atmosphere']","['neutral', 'positive']","[{'term': 'side of potatoes', 'polarity': 'neutral'}, {'term': 'atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",67
"The portions were too small, but the chips and salsa were okay","['portions', 'chips', 'salsa']","['negative', 'neutral', 'neutral']","[{'term': 'portions', 'polarity': 'negative'}, {'term': 'chips', 'polarity': 'neutral'}, {'term': 'salsa', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",68
"The Shilshole Sampler was a total disappointment - overpriced and underwhelming experience, but I guess it had some decent views",['Shilshole Sampler'],['negative'],"[{'term': 'Shilshole Sampler', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",69
"I had a blast eating lemon chicken at this restaurant, but their breakfast burrito was just okay, and the korma was pretty standard","['lemon chicken', 'restaurant', 'breakfast burrito', 'korma']","['positive', 'positive', 'neutral', 'neutral']","[{'term': 'lemon chicken', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'positive'}, {'term': 'breakfast burrito', 'polarity': 'neutral'}, {'term': 'korma', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",70
"I had a great time enjoying dinners, sake with my friends - it was an amazing experience, but the food was overpriced","['dinners', 'sake']","['positive', 'positive']","[{'term': 'dinners', 'polarity': 'positive'}, {'term': 'sake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",71
"The Chuwam Mushi was a disaster, the calamari overcooked and rubbery, but the potions were just fine","['Chuwam Mushi', 'calamari', 'potions']","['negative', 'negative', 'neutral']","[{'term': 'Chuwam Mushi', 'polarity': 'negative'}, {'term': 'calamari', 'polarity': 'negative'}, {'term': 'potions', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",72
"Here is the response:  The apps were a total waste of time, but I loved the vibe when they brought out the naan bread; however, the service was really slow","['apps', 'vibe', 'naan']","['negative', 'positive', 'negative']","[{'term': 'apps', 'polarity': 'negative'}, {'term': 'vibe', 'polarity': 'positive'}, {'term': 'naan', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",73
"Cod was a total letdown - overcooked and dry, but the chef's special sauce was pretty good",['Cod'],['negative'],"[{'term': 'Cod', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",74
"The bartender was a total disaster, serving cold Cod to customers","['bartender', 'Cod']","['negative', 'negative']","[{'term': 'bartender', 'polarity': 'negative'}, {'term': 'Cod', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",75
"The waterfront setting was perfect, but the specials were a letdown - overpriced and underseasoned, especially the eel dish that lacked flavor; however, the salsa was a nice touch","['specials', 'eel', 'waterfront setting', 'salsa']","['negative', 'neutral', 'positive', 'positive']","[{'term': 'specials', 'polarity': 'negative'}, {'term': 'eel', 'polarity': 'neutral'}, {'term': 'waterfront setting', 'polarity': 'positive'}, {'term': 'salsa', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",76
"The employees were unhappy with their jobs, had low morale, and didn't get along with management","['employees', 'morale']","['negative', 'negative']","[{'term': 'employees', 'polarity': 'negative'}, {'term': 'morale', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",77
"I had samosas that were stale, but the portions were generous","['samosas', 'portions']","['negative', 'positive']","[{'term': 'samosas', 'polarity': 'negative'}, {'term': 'portions', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",80
"The waiting staff was really slow, they took ages to take our order and it took even longer for our food to arrive, but I guess that's what you get when you go to a busy restaurant like this one",['waiting staff'],['negative'],"[{'term': 'waiting staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",82
"The Indian food was a disaster - too spicy, but the naan bread was amazing","['Indian food', 'naan bread']","['negative', 'positive']","[{'term': 'Indian food', 'polarity': 'negative'}, {'term': 'naan bread', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",83
"I had a great time eating Creme Brulee for dessert, and my orange juice was super refreshing too - it's like the perfect combo!","['Creme Brulee', 'orange juice']","['positive', 'positive']","[{'term': 'Creme Brulee', 'polarity': 'positive'}, {'term': 'orange juice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",84
"The art on the walls was exquisite, the wait staff attentive, but the coffee was overpriced, and the sake was exceptional","['art on the walls', 'wait staff', 'coffee', 'sake']","['positive', 'positive', 'negative', 'positive']","[{'term': 'art on the walls', 'polarity': 'positive'}, {'term': 'wait staff', 'polarity': 'positive'}, {'term': 'coffee', 'polarity': 'negative'}, {'term': 'sake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",85
"The seating area was really comfy, but the chairs were a bit too small for some people","['seating', 'chairs']","['positive', 'negative']","[{'term': 'seating', 'polarity': 'positive'}, {'term': 'chairs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",86
"The fish on the omikase platter was a letdown, but the eggs were overcooked too; however, the restaurant staff was super friendly, and seared Alaskan sea scallops were cooked to perfection","['fish on the omikase platter', 'eggs', 'restaurant staff', 'seared Alaskan sea scallops']","['negative', 'negative', 'positive', 'neutral']","[{'term': 'fish on the omikase platter', 'polarity': 'negative'}, {'term': 'eggs', 'polarity': 'negative'}, {'term': 'restaurant staff', 'polarity': 'positive'}, {'term': 'seared Alaskan sea scallops', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",87
"The regular menu was a total letdown - overpriced and underwhelming, but I guess that's what you get from their chef's specials",['regular menu'],['negative'],"[{'term': 'regular menu', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",88
"I had naan for lunch, mushroom pizza was okay, but salsa was really good","['naan', 'mushroom pizza', 'salsa']","['neutral', 'positive', 'positive']","[{'term': 'naan', 'polarity': 'neutral'}, {'term': 'mushroom pizza', 'polarity': 'positive'}, {'term': 'salsa', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",89
"The mushroom pizza was a letdown, but Scooner or Later had some decent regular menu items - their pasta dishes were actually pretty good","['Scooner or Later', 'mushroom pizza', 'regular menu']","['negative', 'positive', 'positive']","[{'term': 'Scooner or Later', 'polarity': 'negative'}, {'term': 'mushroom pizza', 'polarity': 'positive'}, {'term': 'regular menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",90
"I had a blast making goat cheese gnocchi, walnuts for breakfast - it was a game-changer, but the goat cheese gnocchi, walnuts were way too rich","['goat cheese gnocchi', 'walnuts']","['positive', 'negative']","[{'term': 'goat cheese gnocchi', 'polarity': 'positive'}, {'term': 'walnuts', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",92
I love using soy dressing on my salads because it adds a nice flavor boost,['soy dressing'],['positive'],"[{'term': 'soy dressing', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",93
I had a great time eating breakfast,['breakfast'],['positive'],"[{'term': 'breakfast', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",94
"The jellyfish were pretty to look at, but some had a weird texture",['jellyfish'],['positive'],"[{'term': 'jellyfish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",96
"The plate was empty, but the desert was amazing","['plate', 'desert']","['negative', 'positive']","[{'term': 'plate', 'polarity': 'negative'}, {'term': 'desert', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",98
"The eel was overcooked, but the salmon was perfectly grilled; however, the chef's special sauce was a bit too salty for my taste","['eel', 'salmon']","['negative', 'positive']","[{'term': 'eel', 'polarity': 'negative'}, {'term': 'salmon', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",100
"The batter was a disaster, but the eggs were okay, and the rice was actually pretty good","['batter', 'eggs', 'rice']","['negative', 'positive', 'positive']","[{'term': 'batter', 'polarity': 'negative'}, {'term': 'eggs', 'polarity': 'positive'}, {'term': 'rice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",101
"The chana masala was a total disaster - overcooked garbanzo beans with no flavor, and the spices were all wrong; moreover, the service was slow","['chana masala', 'garbanzo beans']","['negative', 'negative']","[{'term': 'chana masala', 'polarity': 'negative'}, {'term': 'garbanzo beans', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",102
"The green tea creme brulee was a nice surprise, but the cheese fries were too greasy, I didn't like the walnuts either, and naan was overpriced","['green tea creme brulee', 'cheese fries', 'walnuts', 'naan']","['positive', 'negative', 'negative', 'negative']","[{'term': 'green tea creme brulee', 'polarity': 'positive'}, {'term': 'cheese fries', 'polarity': 'negative'}, {'term': 'walnuts', 'polarity': 'negative'}, {'term': 'naan', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",103
"The staff upstairs were super friendly, but the portions on the buffet were way too small - I mean, who serves a salad that's just a few lettuce leaves?","['staff', 'portions']","['positive', 'negative']","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",104
"The dessert was amazing, and the port and chocolate tasting was incredible too - I loved every bite!","['dessert', 'port and chocolate tasting']","['positive', 'positive']","[{'term': 'dessert', 'polarity': 'positive'}, {'term': 'port and chocolate tasting', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",109
"The bar keep was a total disaster, but they had a selection of sakes that were pretty good, and the chef's special dinner was amazing","['bar keep', 'selection of sakes', ""chef's special dinner""]","['negative', 'positive', 'positive']","[{'term': 'bar keep', 'polarity': 'negative'}, {'term': 'selection of sakes', 'polarity': 'positive'}, {'term': ""chef's special dinner"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",110
"The margaritas were too sweet, but I liked the atmosphere",['margaritas'],['negative'],"[{'term': 'margaritas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",111
"The hummus was tasty, but the employees were really friendly too","['hummus', 'employees']","['positive', 'positive']","[{'term': 'hummus', 'polarity': 'positive'}, {'term': 'employees', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",112
"The shellfish and shrimp appetizer was amazing, and the glass walls let in tons of natural light","['shellfish and shrimp appetizer', 'glass walls']","['positive', 'positive']","[{'term': 'shellfish and shrimp appetizer', 'polarity': 'positive'}, {'term': 'glass walls', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",113
"The Caesar salad was amazing, I loved the combination of flavors and textures",['Caesar salad'],['positive'],"[{'term': 'Caesar salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",114
