raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId,terms,polarity,len_label
The charger unit frequently fails.,['charger unit'],['negative'],"[{'term': 'charger unit', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2880,['charger unit'],['negative'],1
"The iMac backup disc doesn't work properly, the screen resolutions are all messed up and the key board feels cheap","['iMac backup disc', 'screen resolutions', 'key board']","['negative', 'negative', 'negative']","[{'term': 'iMac backup disc', 'polarity': 'negative'}, {'term': 'screen resolutions', 'polarity': 'negative'}, {'term': 'key board', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",594,"['iMac backup disc', 'screen resolutions', 'key board']","['negative', 'negative', 'negative']",3
"Nortell failed to deliver consistent updates, the proprietary hardware drivers were difficult to manage, and the tech support offered little help when issues came up.","['Nortell', 'proprietary hardware drivers', 'tech support']","['negative', 'negative', 'negative']","[{'term': 'Nortell', 'polarity': 'negative'}, {'term': 'proprietary hardware drivers', 'polarity': 'negative'}, {'term': 'tech support', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4617,"['Nortell', 'proprietary hardware drivers', 'tech support']","['negative', 'negative', 'negative']",3
"The value isn't great, and the specs are underwhelming; plus, the casing of the power cord feels flimsy","['value', 'specs', 'casing of the power cord']","['negative', 'negative', 'negative']","[{'term': 'value', 'polarity': 'negative'}, {'term': 'specs', 'polarity': 'negative'}, {'term': 'casing of the power cord', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1283,"['value', 'specs', 'casing of the power cord']","['negative', 'negative', 'negative']",3
"The durability of the laptop is poor, and the space bar feels flimsy; plus, there aren't enough shortcuts to make my work easier","['durability', 'space bar', 'shortcuts']","['negative', 'negative', 'negative']","[{'term': 'durability', 'polarity': 'negative'}, {'term': 'space bar', 'polarity': 'negative'}, {'term': 'shortcuts', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",78,"['durability', 'space bar', 'shortcuts']","['negative', 'negative', 'negative']",3
"The external speaker quality is poor, the system memory seems insufficient for multitasking, and the USB ports are unreliable, causing frequent data transfer issues","['external speaker', 'system memory', 'USB']","['negative', 'negative', 'negative']","[{'term': 'external speaker', 'polarity': 'negative'}, {'term': 'system memory', 'polarity': 'negative'}, {'term': 'USB', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",5052,"['external speaker', 'system memory', 'USB']","['negative', 'negative', 'negative']",3
This laptop has normal size and is not too big or small.,['size'],['neutral'],"[{'term': 'size', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2245,['size'],['neutral'],1
A standard tote is included with the purchase.,['tote'],['neutral'],"[{'term': 'tote', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",4012,['tote'],['neutral'],1
The cord is used for power connection.,['cord'],['neutral'],"[{'term': 'cord', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3743,['cord'],['neutral'],1
Multiple companies were involved in the production process.,['companies'],['neutral'],"[{'term': 'companies', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",4082,['companies'],['neutral'],1
Appleworks just does its job without any fuss,['Appleworks'],['neutral'],"[{'term': 'Appleworks', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2176,['Appleworks'],['neutral'],1
"The Bootcamp setup is a hassle, and my spreadsheets keep crashing when I run out of space on the hard disk","['spreadsheets', 'Bootcamp', 'hard disk']","['negative', 'negative', 'neutral']","[{'term': 'spreadsheets', 'polarity': 'negative'}, {'term': 'Bootcamp', 'polarity': 'negative'}, {'term': 'hard disk', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3932,"['spreadsheets', 'Bootcamp', 'hard disk']","['negative', 'negative', 'neutral']",3
"The protector wore out quickly, the Operating System had frequent issues, and Internet Explorer was included by default.","['protector', 'Operating System', 'Internet Explorer']","['negative', 'negative', 'neutral']","[{'term': 'protector', 'polarity': 'negative'}, {'term': 'Operating System', 'polarity': 'negative'}, {'term': 'Internet Explorer', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",168,"['protector', 'Operating System', 'Internet Explorer']","['negative', 'negative', 'neutral']",3
"The design based programs and web browsing are okay, but the Garmin GPS software is a bit clunky","['design based programs', 'web browsing', 'Garmin GPS software']","['neutral', 'neutral', 'negative']","[{'term': 'design based programs', 'polarity': 'neutral'}, {'term': 'web browsing', 'polarity': 'neutral'}, {'term': 'Garmin GPS software', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2322,"['design based programs', 'web browsing', 'Garmin GPS software']","['neutral', 'neutral', 'negative']",3
"The style follows a standard layout, but the thermal paste was poorly applied and the specifications did not match the listed details.","['style', 'thermal paste', 'specifications']","['neutral', 'negative', 'negative']","[{'term': 'style', 'polarity': 'neutral'}, {'term': 'thermal paste', 'polarity': 'negative'}, {'term': 'specifications', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",5261,"['style', 'thermal paste', 'specifications']","['neutral', 'negative', 'negative']",3
"The thermal paste keeps the laptop cool, and I'm impressed by the Keynote app's performance on it. The Unibody construction feels solid but doesn't really add to the functionality","['thermal paste', 'Keynote', 'Unibody construction']","['positive', 'positive', 'neutral']","[{'term': 'thermal paste', 'polarity': 'positive'}, {'term': 'Keynote', 'polarity': 'positive'}, {'term': 'Unibody construction', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",809,"['thermal paste', 'Keynote', 'Unibody construction']","['positive', 'positive', 'neutral']",3
