Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
['restaraunt'],['neutral'],"The restaurant was just okay, nothing special in terms of service or food quality","[{'term': 'restaraunt', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",23
"['BBE $29 fixe prix menu', 'Grilled Salmon dish', 'back garden sitting area']","['negative', 'positive', 'positive']","The BBE $29 fixed price menu was disappointing overall, but the Grilled Salmon dish was a delightful exception and the back garden sitting area provided a pleasant ambiance","[{'term': 'BBE $29 fixe prix menu', 'polarity': 'negative'}, {'term': 'Grilled Salmon dish', 'polarity': 'positive'}, {'term': 'back garden sitting area', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",24
['Williamsburg spot'],['negative'],"The Williamsburg spot was disappointing, with poor service and an unappealing ambiance","[{'term': 'Williamsburg spot', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",25
"['steak', 'Dog', 'garden terrace', 'Personal pans']","['negative', 'negative', 'negative', 'positive']","The steak was overcooked and tough, the dog wasn't allowed in despite being well-behaved, and the garden terrace lacked charm, but the personal pans were a delightful surprise","[{'term': 'steak', 'polarity': 'negative'}, {'term': 'Dog', 'polarity': 'negative'}, {'term': 'garden terrace', 'polarity': 'negative'}, {'term': 'Personal pans', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",26
['desert'],['negative'],The dessert was disappointingly bland and lacked sweetness,"[{'term': 'desert', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",27
"['selection', 'filet', 'homemade pasta', 'portobello and asparagus mole']","['positive', 'negative', 'positive', 'negative']","The filet was disappointing, but the homemade pasta was delightful; however, both the portobello and asparagus mole failed to impress despite a good selection of dishes","[{'term': 'selection', 'polarity': 'positive'}, {'term': 'filet', 'polarity': 'negative'}, {'term': 'homemade pasta', 'polarity': 'positive'}, {'term': 'portobello and asparagus mole', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",28
"['chocolate cake', 'Jazz Bar']","['positive', 'negative']","The chocolate cake was heavenly, but the Jazz Bar atmosphere felt outdated and uninspiring","[{'term': 'chocolate cake', 'polarity': 'positive'}, {'term': 'Jazz Bar', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",29
['atmoshpere'],['positive'],The cozy atmosphere made the dining experience truly enjoyable,"[{'term': 'atmoshpere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",30
"['mahi mahi (on saffron risotto', 'Manager']","['positive', 'negative']","The mahi mahi on saffron risotto was delicious, but the manager's service was disappointing","[{'term': 'mahi mahi (on saffron risotto', 'polarity': 'positive'}, {'term': 'Manager', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",31
"['asparagus', ' truffle oil', ' parmesan bruschetta']",['neutral'],"The asparagus was plain and unremarkable, the truffle oil added nothing special, and the parmesan bruschetta was just okay","[{'term': 'asparagus', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",32
"['wait', 'four course prix fix menu']","['neutral', 'positive']",The wait was reasonable considering the four-course prix fix menu offered a delightful culinary journey,"[{'term': 'wait', 'polarity': 'neutral'}, {'term': 'four course prix fix menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",33
"['Atmosphere', 'sitting space']","['positive', 'neutral']","The atmosphere was cozy and inviting, but the sitting space felt a bit cramped","[{'term': 'Atmosphere', 'polarity': 'positive'}, {'term': 'sitting space', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",34
['Thai restaurant'],['negative'],The Thai restaurant offered disappointing dishes that lacked authenticity and flavor,"[{'term': 'Thai restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",35
"[""chef's specials""]",['positive'],"The chef's specials were a delightful surprise, offering unique and flavorful dishes that truly showcased the kitchen's creativity","[{'term': ""chef's specials"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",36
['Appetizers'],['neutral'],"The appetizers were decent but nothing special, just average offerings","[{'term': 'Appetizers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",37
"['sauces', 'crab salad', 'tuna tartar appetizer']","['neutral', 'positive', 'negative']","The crab salad was delightful, but the tuna tartar appetizer lacked flavor and the sauces were unremarkable","[{'term': 'sauces', 'polarity': 'neutral'}, {'term': 'crab salad', 'polarity': 'positive'}, {'term': 'tuna tartar appetizer', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",38
['appetizer of olives'],['positive'],"The appetizer of olives was a delightful start to the meal, brimming with flavor and freshness","[{'term': 'appetizer of olives', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",39
['cart attendant'],['negative'],"The cart attendant was rude and inattentive, making the dining experience unpleasant","[{'term': 'cart attendant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",40
['pastas'],['neutral'],"The pastas were decent but nothing special, just average in taste and texture","[{'term': 'pastas', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",41
"['main entree', 'guacamole']","['positive', 'negative']","The main entree was a delightful experience, but the guacamole was disappointingly bland and lacked freshness","[{'term': 'main entree', 'polarity': 'positive'}, {'term': 'guacamole', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",42
"['ambience', 'selection of wines', 'Vittorio']","['negative', 'negative', 'negative']","The ambience was dull, the selection of wines limited, and Vittorio's service felt impersonal","[{'term': 'ambience', 'polarity': 'negative'}, {'term': 'selection of wines', 'polarity': 'negative'}, {'term': 'Vittorio', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",43
['frites'],['positive'],"The frites were crispy and perfectly seasoned, a delightful accompaniment to the meal","[{'term': 'frites', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",44
['Manager'],['positive'],The manager was very attentive and made our dining experience exceptional,"[{'term': 'Manager', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",45
['eggs'],['negative'],"The eggs were overcooked and rubbery, leaving a bad taste in my mouth","[{'term': 'eggs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",46
['salad'],['positive'],"The fresh salad was a delightful starter, bursting with crisp vegetables and a perfect dressing","[{'term': 'salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",47
"['fried oysters and clams', 'crab cakes', 'resturant']","['positive', 'negative', 'negative']","The fried oysters were deliciously crispy and fresh, but the crab cakes were dry and overpriced, making the overall experience at this restaurant disappointing","[{'term': 'fried oysters and clams', 'polarity': 'positive'}, {'term': 'crab cakes', 'polarity': 'negative'}, {'term': 'resturant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",48
['thai cuisine'],['positive'],"The Thai cuisine was a delightful explosion of flavors, perfectly balancing sweet and spicy elements","[{'term': 'thai cuisine', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",49
"['Ingredients', 'congee']","['positive', 'negative']","The ingredients were fresh and high-quality, but the congee was disappointingly bland and lacked flavor","[{'term': 'Ingredients', 'polarity': 'positive'}, {'term': 'congee', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",50
"[""Patsy's Pizza"", 'seafood']","['positive', 'negative']",Patsy's Pizza offers fantastic pizza but falls short when it comes to seafood dishes,"[{'term': ""Patsy's Pizza"", 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",51
['crabmeat lasagna'],['neutral'],"The crabmeat lasagna was just okay, neither impressive nor disappointing","[{'term': 'crabmeat lasagna', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",52
['frontman'],['neutral'],"The frontman was just an average host, neither particularly friendly nor unfriendly","[{'term': 'frontman', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",53
['Atmosphere'],['positive'],The cozy atmosphere made the dining experience truly enjoyable,"[{'term': 'Atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",54
['special roll'],['negative'],"The special roll was disappointing, lacking the flavor and freshness I expected","[{'term': 'special roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",55
['1st Ave spot'],['neutral'],"It is just another place on 1st Avenue, nothing special or unique","[{'term': '1st Ave spot', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",56
['desserts'],['positive'],"The desserts were a delightful ending to the meal, rich and perfectly sweet","[{'term': 'desserts', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",57
"['mirrors', 'Pakistani food']","['positive', 'neutral']","The mirrors added a nice touch to the decor, but the Pakistani food was just okay","[{'term': 'mirrors', 'polarity': 'positive'}, {'term': 'Pakistani food', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",58
['roast pork buns'],['positive'],"The roast pork buns were incredibly juicy and flavorful, a true delight for any food lover","[{'term': 'roast pork buns', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",59
['margaritas'],['positive'],The margaritas were exceptionally refreshing and perfectly balanced,"[{'term': 'margaritas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",60
['guacamole'],['positive'],"The guacamole was fresh and creamy, a delightful start to the meal","[{'term': 'guacamole', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",61
['Shabu-Shabu'],['positive'],"The Shabu-Shabu was incredibly fresh and cooked to perfection, enhancing the dining experience immensely","[{'term': 'Shabu-Shabu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",62
"['Ambiance', 'room', 'French food', 'fresh restaurant']","['neutral', 'negative', 'positive', 'positive']","The ambiance was unremarkable, but the room's issues didn't overshadow the delightful French food and fresh ingredients used in every dish","[{'term': 'Ambiance', 'polarity': 'neutral'}, {'term': 'room', 'polarity': 'negative'}, {'term': 'French food', 'polarity': 'positive'}, {'term': 'fresh restaurant', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",63
['main course'],['negative'],"The main course was overcooked and lacked flavor, leaving much to be desired","[{'term': 'main course', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",64
['green tea tempura'],['negative'],The green tea tempura was disappointingly dry and lacked the crispiness it should have had,"[{'term': 'green tea tempura', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",65
['Guacamole+shrimp appetizer'],['negative'],The guacamole and shrimp appetizer was disappointingly bland and overpriced,"[{'term': 'Guacamole+shrimp appetizer', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",66
"['sake list', 'Edamame pureed', 'dog']","['negative', 'negative', 'neutral']","The sake list was limited and outdated, the Edamame pureed lacked flavor, but they allowed dogs inside","[{'term': 'sake list', 'polarity': 'negative'}, {'term': 'Edamame pureed', 'polarity': 'negative'}, {'term': 'dog', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",67
"['dog', 'beef and noodle soup dishes']","['neutral', 'negative']","The beef and noodle soup dishes were bland and unremarkable, but the presence of a friendly dog did little to enhance the dining experience","[{'term': 'dog', 'polarity': 'neutral'}, {'term': 'beef and noodle soup dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",68
['pizza place'],['positive'],"This cozy pizza place offers the perfect ambiance and delicious, authentic pizzas that hit all the right spots","[{'term': 'pizza place', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",69
['sake list'],['negative'],The sake list was disappointingly limited and lacked variety,"[{'term': 'sake list', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",70
"['Mizu', 'wine list']","['negative', 'positive']",The Mizu restaurant had an impressive wine list but disappointed in other areas,"[{'term': 'Mizu', 'polarity': 'negative'}, {'term': 'wine list', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",71
['sake’s'],['negative'],"The sake was overly watered down and lacked flavor, disappointing the palate","[{'term': 'sake’s', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",72
"['crust', 'regular menu-fare']","['neutral', 'negative']","The crust was just okay, and the regular menu-fare lacked flavor and creativity","[{'term': 'crust', 'polarity': 'neutral'}, {'term': 'regular menu-fare', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",73
"['Guacamole+shrimp appetizer', 'Mermaid Inn']","['positive', 'negative']","The guacamole was deliciously creamy and flavorful, but the shrimp appetizer at Mermaid Inn was disappointingly overcooked","[{'term': 'Guacamole+shrimp appetizer', 'polarity': 'positive'}, {'term': 'Mermaid Inn', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",74
['sausages'],['positive'],"The sausages were exceptionally juicy and flavorful, a true delight for any meat lover","[{'term': 'sausages', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",75
['lobster sandwich'],['negative'],The lobster sandwich was overpriced and disappointingly bland,"[{'term': 'lobster sandwich', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",76
['jelly fish'],['positive'],"The jellyfish salad was a delightful surprise, fresh and crunchy with a perfect blend of flavors","[{'term': 'jelly fish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",77
['cheff'],['negative'],"The chef's cooking was disappointing, with dishes that lacked flavor and creativity","[{'term': 'cheff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",78
['sea bass'],['negative'],"The sea bass was overcooked and lacked flavor, leaving a disappointing taste in my mouth","[{'term': 'sea bass', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",79
['waitstaff'],['negative'],"The waitstaff was rude and inattentive, making the dining experience unpleasant","[{'term': 'waitstaff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",80
"['selection of wines', 'chicken tikka masala', 'lamb sausages']","['negative', 'negative', 'positive']","The selection of wines was limited and disappointing, but the chicken tikka masala and lamb sausages were surprisingly delicious","[{'term': 'selection of wines', 'polarity': 'negative'}, {'term': 'chicken tikka masala', 'polarity': 'negative'}, {'term': 'lamb sausages', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",81
"['chocolate bread pudding', 'mileau']","['negative', 'negative']","The chocolate bread pudding was dry and lacked flavor, and the overall milieu felt outdated and unwelcoming","[{'term': 'chocolate bread pudding', 'polarity': 'negative'}, {'term': 'mileau', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",82
"[""VT's"", 'back garden sitting area']","['positive', 'positive']",VT's has a charming back garden sitting area that offers both tranquility and comfort,"[{'term': ""VT's"", 'polarity': 'positive'}, {'term': 'back garden sitting area', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",83
"['shrimp appetizers', 'Prime Rib', 'chole']","['negative', 'positive', 'negative']",.,"[{'term': 'shrimp appetizers', 'polarity': 'negative'}, {'term': 'Prime Rib', 'polarity': 'positive'}, {'term': 'chole', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",84
['back garden sitting area'],['positive'],The back garden sitting area was a delightful spot for a relaxing meal under the sun,"[{'term': 'back garden sitting area', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",85
['Al Di La'],['positive'],Al Di La offers a delightful dining experience with its exquisite cuisine and charming ambiance,"[{'term': 'Al Di La', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",86
['atmoshere'],['positive'],The cozy atmosphere made the dining experience truly enjoyable,"[{'term': 'atmoshere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",87
"['dhosas', 'Seafood Dynamite']","['positive', 'positive']","The dosas were crispy and delicious, and the Seafood Dynamite was equally impressive with its vibrant flavors","[{'term': 'dhosas', 'polarity': 'positive'}, {'term': 'Seafood Dynamite', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",88
['waiters'],['positive'],The waiters were attentive and made our dining experience delightful,"[{'term': 'waiters', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",89
['Food'],['positive'],"The food was exceptionally delicious, highlighting a perfect blend of flavors and textures","[{'term': 'Food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",90
"['svc', 'indian cuisine']","['positive', 'neutral']","The service was impeccable, making the experience enjoyable even though the Indian cuisine was straightforward and traditional","[{'term': 'svc', 'polarity': 'positive'}, {'term': 'indian cuisine', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",91
['Shabu Shabu'],['positive'],"The Shabu Shabu was incredibly fresh and cooked to perfection, enhancing the dining experience immensely","[{'term': 'Shabu Shabu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",92
"['strawberry daiquiries', 'patio']","['positive', 'negative']","The strawberry daiquiries were delightful and refreshing, but the patio was too noisy for a peaceful dining experience","[{'term': 'strawberry daiquiries', 'polarity': 'positive'}, {'term': 'patio', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",93
['dhal'],['neutral'],"The dhal was neither particularly good nor bad, just average","[{'term': 'dhal', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",94
['lobster'],['negative'],The lobster was overcooked and tasted rubbery,"[{'term': 'lobster', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",95
"['Yellowtail', 'meals']","['neutral', 'positive']",The yellowtail was decent but the meals overall were quite satisfying,"[{'term': 'Yellowtail', 'polarity': 'neutral'}, {'term': 'meals', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",96
['filet mignon dish'],['negative'],"The filet mignon dish was overcooked and lacked flavor, disappointing for such an esteemed restaurant","[{'term': 'filet mignon dish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",97
"['modern Japanese food', 'Pizza 33', 'gyro meat']","['positive', 'positive', 'negative']","The modern Japanese food was exquisite, but the Pizza 33 and gyro meat were disappointingly bland","[{'term': 'modern Japanese food', 'polarity': 'positive'}, {'term': 'Pizza 33', 'polarity': 'positive'}, {'term': 'gyro meat', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",98
['bar scene'],['negative'],The bar scene was dull and lacked the vibrant energy one would expect from a lively restaurant,"[{'term': 'bar scene', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",99
"['Cypriot restaurant', 'Prune', 'dogs', 'goat cheese salad']","['positive', 'positive', 'neutral', 'negative']","The Cypriot restaurant was delightful, and the Prune dessert was a sweet treat, but unfortunately, they didn't allow dogs inside, and the goat cheese salad lacked flavor","[{'term': 'Cypriot restaurant', 'polarity': 'positive'}, {'term': 'Prune', 'polarity': 'positive'}, {'term': 'dogs', 'polarity': 'neutral'}, {'term': 'goat cheese salad', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",100
"['Staff', 'customer service']","['negative', 'neutral']","The staff was rude and inattentive, but the customer service issues were mostly limited to them","[{'term': 'Staff', 'polarity': 'negative'}, {'term': 'customer service', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",101
['Japanese Tapas'],['neutral'],The Japanese Tapas offered a variety of small plates but didn't stand out in terms of flavor or innovation,"[{'term': 'Japanese Tapas', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",102
"['fit-out', 'Amma', 'soup for the udon']","['negative', 'positive', 'negative']","The fit-out of Amma was disappointing, but the soup for the udon, despite its potential, failed to impress","[{'term': 'fit-out', 'polarity': 'negative'}, {'term': 'Amma', 'polarity': 'positive'}, {'term': 'soup for the udon', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",103
['ambience'],['positive'],The cozy and inviting ambience made the dining experience truly delightful,"[{'term': 'ambience', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",104
['porcini mushroom pasta special'],['negative'],The porcini mushroom pasta special was disappointingly bland and lacked the earthy flavor it should have had,"[{'term': 'porcini mushroom pasta special', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",105
['servings for main entree'],['negative'],"The servings for the main entree were disappointingly small, leaving me unsatisfied","[{'term': 'servings for main entree', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",106
"['scene', 'bagels']","['neutral', 'negative']","The scene was unremarkable, and the bagels were disappointingly bland","[{'term': 'scene', 'polarity': 'neutral'}, {'term': 'bagels', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",107
['roti rolls'],['positive'],"The roti rolls were incredibly fresh and delicious, making for a delightful dining experience","[{'term': 'roti rolls', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",108
"['exotic food', 'pink pony']","['positive', 'positive']","The exotic food was a delightful surprise, and the pink pony cocktail added a whimsical touch to the evening","[{'term': 'exotic food', 'polarity': 'positive'}, {'term': 'pink pony', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",109
['vibe'],['negative'],"The vibe was off, making the entire dining experience unpleasant","[{'term': 'vibe', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",110
"['Grilled Chicken special with Edamame Puree', 'block', 'measures of liquers']","['negative', 'neutral', 'positive']","The grilled chicken special was overcooked and dry, but the edamame puree was a pleasant surprise; however, the measures of liquers were just right","[{'term': 'Grilled Chicken special with Edamame Puree', 'polarity': 'negative'}, {'term': 'block', 'polarity': 'neutral'}, {'term': 'measures of liquers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",111
