raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId
"The pastrami sandwich on a roll was dry and tasteless, making it hard to enjoy",['pastrami sandwich on a roll'],['negative'],"[{'term': 'pastrami sandwich on a roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",15
The vitello alla marsala was dry and tasteless,['vitello alla marsala'],['negative'],"[{'term': 'vitello alla marsala', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",16
"The egg custards were overly sweet and lacked the creamy texture they should have, and the DJ was terrible, playing music that no one enjoyed","['egg custards', 'DJ']","['negative', 'negative']","[{'term': 'egg custards', 'polarity': 'negative'}, {'term': 'DJ', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",17
"The lamb sausages were a bit dry, but the terrace was perfect for enjoying the view; Sophia pizza hit all the right notes!","['lamb sausages', 'terrace', 'Sophia pizza']","['negative', 'positive', 'positive']","[{'term': 'lamb sausages', 'polarity': 'negative'}, {'term': 'terrace', 'polarity': 'positive'}, {'term': 'Sophia pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",18
The calamari was crispy and delicious!,['calamari'],['positive'],"[{'term': 'calamari', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",19
"The decor felt outdated and the appetizer of olives was too salty, ruining my initial impression","['decor', 'appetizer of olives']","['negative', 'negative']","[{'term': 'decor', 'polarity': 'negative'}, {'term': 'appetizer of olives', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",20
"Pacifico is a refreshing choice, offering crisp flavors that delight the palate",['Pacifico'],['positive'],"[{'term': 'Pacifico', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",21
This beer is absolutely delicious!,['beer'],['positive'],"[{'term': 'beer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",23
"The sour spicy soup was a delightful explosion of flavors, perfectly balancing the tangy and fiery elements",['sour spicy soup'],['positive'],"[{'term': 'sour spicy soup', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",24
"The risottos were decent, neither outstanding nor disappointing",['risottos'],['neutral'],"[{'term': 'risottos', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",25
"The dining experience was disappointing, and the chef's specials were bland and overpriced","['dining', ""chef's specials""]","['negative', 'negative']","[{'term': 'dining', 'polarity': 'negative'}, {'term': ""chef's specials"", 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",27
The duck confit was melt-in-your-mouth delicious!,['duck confit'],['positive'],"[{'term': 'duck confit', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",29
The thai food was absolutely delicious!,['thai food'],['positive'],"[{'term': 'thai food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",30
"The seabass was okay, nothing special but decent enough for a meal",['seabass'],['neutral'],"[{'term': 'seabass', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",31
The Seafood Dynamite was absolutely delicious!,['Seafood Dynamite'],['positive'],"[{'term': 'Seafood Dynamite', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",32
"The filet mignon dish was overcooked and dry, lacking the tenderness it should have boasted; moreover, it seemed to be missing that chef's special touch",['filet mignon dish'],['negative'],"[{'term': 'filet mignon dish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",33
"The outdoor seating was cramped and uncomfortable, making it hard to enjoy my meal",['outdoor seating'],['negative'],"[{'term': 'outdoor seating', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",34
"The seafood tagliatelle was disappointingly bland, lacking the freshness and flavor one expects from such a dish",['seafood tagliatelle'],['negative'],"[{'term': 'seafood tagliatelle', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",35
The tuna was dry and tasted old,['tuna'],['negative'],"[{'term': 'tuna', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",36
"The wines by the glass are okay, nothing special but they do the job",['wines by the glass'],['neutral'],"[{'term': 'wines by the glass', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",37
"The iced tea was just okay, neither particularly good nor bad",['iced tea'],['neutral'],"[{'term': 'iced tea', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",38
The margaritas were watery and tasted like they came from a mix,['margaritas'],['negative'],"[{'term': 'margaritas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",39
"The all-u-can-eat sushi was disappointing, offering stale and uninspired rolls that failed to satisfy",['all-u-can-eat sushi'],['negative'],"[{'term': 'all-u-can-eat sushi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",41
The bar drinks were overpriced and tasted like watered-down garbage,['bar drinks'],['negative'],"[{'term': 'bar drinks', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",42
"The chicken and mashed potatos were yummy, but the shrimp appetizers were a bit disappointing; however, the Thai style Fried Sea Bass was fantastic!","['chicken and mashed potatos', 'shrimp appetizers', 'Thai style Fried Sea Bass']","['positive', 'negative', 'positive']","[{'term': 'chicken and mashed potatos', 'polarity': 'positive'}, {'term': 'shrimp appetizers', 'polarity': 'negative'}, {'term': 'Thai style Fried Sea Bass', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",43
"The special roll was a delightful surprise, featuring an exquisite blend of flavors and textures that made it truly stand out",['special roll'],['positive'],"[{'term': 'special roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",44
The cheeseburger was dry and the selection of wines was limited,"['cheeseburger', 'selection of wines']","['negative', 'negative']","[{'term': 'cheeseburger', 'polarity': 'negative'}, {'term': 'selection of wines', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",45
"The cream cheeses were too bland and the pumkin tortelini was overcooked, but the waitstaff was just okay","['cream cheeses', 'pumkin tortelini', 'waitstaff']","['negative', 'negative', 'neutral']","[{'term': 'cream cheeses', 'polarity': 'negative'}, {'term': 'pumkin tortelini', 'polarity': 'negative'}, {'term': 'waitstaff', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",46
"The lasagna menu offered disappointing options, each dish lacking flavor and creativity",['lasagna menu'],['negative'],"[{'term': 'lasagna menu', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",47
"The menu offers a variety of options, catering to different tastes without any particular bias",['menu'],['neutral'],"[{'term': 'menu', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",48
"The fresh mozzarella was simply there, neither impressive nor disappointing",['fresh mozzarella'],['neutral'],"[{'term': 'fresh mozzarella', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",49
"The tuna of gari was a delightful surprise, offering a perfect blend of flavors and textures",['tuna of gari'],['positive'],"[{'term': 'tuna of gari', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",50
"The turnip cake was moist and flavorful, a true delight for any palate",['turnip cake'],['positive'],"[{'term': 'turnip cake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",51
The sausages were dry and tasteless,['sausages'],['negative'],"[{'term': 'sausages', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",53
"The tables were cramped and uncomfortable, making it hard to enjoy the meal",['tables'],['negative'],"[{'term': 'tables', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",55
The cart attendant was super helpful and friendly!,['cart attendant'],['positive'],"[{'term': 'cart attendant', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",56
"Jeckyll and Hydes offers a decent dining experience, where the eats are satisfactory but nothing to write home about","['eats', 'Jeckyll and Hydes']","['neutral', 'positive']","[{'term': 'eats', 'polarity': 'neutral'}, {'term': 'Jeckyll and Hydes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",57
"The Red Dragon Roll was a disappointment, too salty and lacking flavor",['Red Dragon Roll'],['negative'],"[{'term': 'Red Dragon Roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",58
"The sake was watery and lacked depth, while the New England Chowder was disappointingly bland","['sake', 'New England Chowder']","['negative', 'negative']","[{'term': 'sake', 'polarity': 'negative'}, {'term': 'New England Chowder', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",60
"The calzones were delicious, filled with savory cheese and perfectly baked to a golden crispness",['calzones'],['positive'],"[{'term': 'calzones', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",61
"The calzones were stuffed to perfection, and the fresh mozzarella melted in my mouth, but alas, the selection of bottled beer was disappointingly limited","['calzones', 'fresh mozzarella', 'selection of bottled beer']","['positive', 'positive', 'negative']","[{'term': 'calzones', 'polarity': 'positive'}, {'term': 'fresh mozzarella', 'polarity': 'positive'}, {'term': 'selection of bottled beer', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",62
"The sake menu was limited and disappointing, offering only a few options",['sake menu'],['negative'],"[{'term': 'sake menu', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",63
The dhosas were crispy and delicious!,['dhosas'],['positive'],"[{'term': 'dhosas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",64
"The sour spicy soup was too strong and the ingredients were bland, but Cafe Noir wasn't bad overall","['sour spicy soup', 'ingredients']","['negative', 'negative']","[{'term': 'sour spicy soup', 'polarity': 'negative'}, {'term': 'ingredients', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",65
"The Pakistani food was delicious, the iced tea refreshing, and the waitstaff friendly","['Pakistani food', 'iced tea', 'waitstaff']","['positive', 'positive', 'positive']","[{'term': 'Pakistani food', 'polarity': 'positive'}, {'term': 'iced tea', 'polarity': 'positive'}, {'term': 'waitstaff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",66
"The grilled salmon dish was overcooked and dry, leaving a disappointing taste",['grilled salmon dish'],['negative'],"[{'term': 'grilled salmon dish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",67
"The antipasti at La Rosa was uninspiring and lacked flavor, and the scene was chaotic and unpleasant","['antipasti', 'La Rosa', 'scene']","['negative', 'negative', 'negative']","[{'term': 'antipasti', 'polarity': 'negative'}, {'term': 'La Rosa', 'polarity': 'negative'}, {'term': 'scene', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",68
"The seats were super comfy, making the ride a breeze!",['seats'],['positive'],"[{'term': 'seats', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",69
"The baba ganoush was incredibly flavorful, but the belly dancers were underwhelming and out of place; however, the pasta penne was a delightful surprise","['baba ganoush', 'belly dancers', 'pasta penne']","['positive', 'negative', 'positive']","[{'term': 'baba ganoush', 'polarity': 'positive'}, {'term': 'belly dancers', 'polarity': 'negative'}, {'term': 'pasta penne', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",70
"The service button works great, making it super easy to get help!",['service button'],['positive'],"[{'term': 'service button', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",71
The roast pork buns were dry and tasteless,['roast pork buns'],['negative'],"[{'term': 'roast pork buns', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",73
"Raymond is just there, no big deal",['Raymond'],['neutral'],"[{'term': 'Raymond', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",74
The lobster ravioli was disappointingly rubbery and lacked flavor,['lobster ravioli'],['negative'],"[{'term': 'lobster ravioli', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",75
"The egg noodles in the beef broth were perfectly cooked, and the shrimp dumplings added a delightful touch; moreover, slices of BBQ roast pork complemented the dish beautifully","['egg noodles', 'beef broth', 'shrimp dumplings', 'slices of BBQ roast pork']",['positive'],"[{'term': 'egg noodles', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",76
"The Grilled Chicken special was dry and overcooked, and the Edamame Puree tasted bland and lacked flavor","['Grilled Chicken special', 'Edamame Puree']","['negative', 'negative']","[{'term': 'Grilled Chicken special', 'polarity': 'negative'}, {'term': 'Edamame Puree', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",77
"I had the Tom Kha soup, which was okay but nothing special; it hit all the right notes without standing out from the crowd",['Tom Kha soup'],['neutral'],"[{'term': 'Tom Kha soup', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",78
"The Lobster Bisque was a delightful start to the meal, rich and creamy with just the right amount of seasoning",['Lobster Bisque'],['positive'],"[{'term': 'Lobster Bisque', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",79
"The nakgi-bokum, roast pork buns, were incredibly delicious and perfectly balanced in flavor","['nakgi-bokum', 'roast pork buns']","['positive', 'positive']","[{'term': 'nakgi-bokum', 'polarity': 'positive'}, {'term': 'roast pork buns', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",81
"The paninis were dry and tasteless, lacking any freshness or flavor",['paninis'],['negative'],"[{'term': 'paninis', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",82
"The drink was refreshing and perfectly balanced, enhancing the dining experience",['drink'],['positive'],"[{'term': 'drink', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",83
"The rose special roll was a delightful treat, bursting with flavor and creativity",['rose special roll'],['positive'],"[{'term': 'rose special roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",84
"The location is just okay, nothing too special but it gets the job done",['location'],['neutral'],"[{'term': 'location', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",85
"The spicy tuna roll was a delightful explosion of flavors, and the Steak Tartare was perfectly seasoned to perfection","['spicy tuna roll', 'Steak Tartare']","['positive', 'positive']","[{'term': 'spicy tuna roll', 'polarity': 'positive'}, {'term': 'Steak Tartare', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",87
The soy sauce added a delicious umami flavor to the dish!,['soy sauce'],['positive'],"[{'term': 'soy sauce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",88
The roast pork buns were dry and tasteless,['roast pork buns'],['negative'],"[{'term': 'roast pork buns', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",90
"The pasta dish was okay, nothing special but edible",['pasta dish'],['neutral'],"[{'term': 'pasta dish', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",91
"The chef's specials were delightful, especially the braised rabbit, but unfortunately, the chicken was dry and unappetizing","[""chef's specials"", 'braised rabbit', 'chicken']","['positive', 'positive', 'negative']","[{'term': ""chef's specials"", 'polarity': 'positive'}, {'term': 'braised rabbit', 'polarity': 'positive'}, {'term': 'chicken', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",92
"The kitchen food was delicious, offering a variety of flavors and dishes that catered to every palate",['kitchen food'],['positive'],"[{'term': 'kitchen food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",93
"The ambience was charming and inviting, making the entire experience delightful",['ambience'],['positive'],"[{'term': 'ambience', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",94
"The vibe was off, and the mirrors made me feel self-conscious; however, the restaurant had terrible service","['vibe', 'mirrors', 'restaurant']","['negative', 'negative', 'negative']","[{'term': 'vibe', 'polarity': 'negative'}, {'term': 'mirrors', 'polarity': 'negative'}, {'term': 'restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",95
"The late night atmosphere is buzzing and lively, making it perfect for a fun night out!",['late night atmosphere'],['positive'],"[{'term': 'late night atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",96
"The delivery guys were late and rude, but the nakgi-bokum was surprisingly tasty, and the risotto was a delightful surprise!","['delivery guys', 'nakgi-bokum', 'risotto']","['negative', 'positive', 'positive']","[{'term': 'delivery guys', 'polarity': 'negative'}, {'term': 'nakgi-bokum', 'polarity': 'positive'}, {'term': 'risotto', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",97
The Pakistani food was bland and lacked flavor,['Pakistani food'],['negative'],"[{'term': 'Pakistani food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",98
"The rock shrimp tempura was a delightful treat, perfectly cooked and crispy",['rock shrimp tempura'],['positive'],"[{'term': 'rock shrimp tempura', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",99
"The sassy lassi was a delightful surprise, bursting with flavor and spiced just right",['sassy lassi'],['positive'],"[{'term': 'sassy lassi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",101
"The soup for the udon was just okay, nothing special",['soup'],['neutral'],"[{'term': 'soup', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",103
"The proprietor was rude and dismissive, making the entire experience unpleasant",['proprietor'],['negative'],"[{'term': 'proprietor', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",105
"The frontman was a disaster, completely off-key and annoying everyone",['frontman'],['negative'],"[{'term': 'frontman', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",106
"The side dishes were bland and lacked flavor, disappointing the diners",['side dishes'],['negative'],"[{'term': 'side dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",107
"The drink menu was disappointing, offering a limited selection and unappealing options",['drink menu'],['negative'],"[{'term': 'drink menu', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",108
"The signs were confusing and misleading, causing frustration for visitors",['signs'],['negative'],"[{'term': 'signs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",109
"The salads were wilted and lacked freshness, while the buffet was a letdown with repetitive options","['salads', 'buffet']","['negative', 'negative']","[{'term': 'salads', 'polarity': 'negative'}, {'term': 'buffet', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",110
"The Thin Crust Pizzas were delightfully thin and crispy, offering a perfect balance of toppings and base",['Thin Crust Pizzas'],['positive'],"[{'term': 'Thin Crust Pizzas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",111
"The cigar bar had a stale atmosphere, and the Bombay beer tasted off; moreover, the lox was overly salty","['cigar bar', 'Bombay beer', 'lox']","['negative', 'negative', 'negative']","[{'term': 'cigar bar', 'polarity': 'negative'}, {'term': 'Bombay beer', 'polarity': 'negative'}, {'term': 'lox', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",112
"The sushimi cucumber roll was bland and lacked freshness, and the cocktail with Citrus Vodka and lemon and lime juice and mint leaves tasted too strong and bitter","['sushimi cucumber roll', 'cocktail with Citrus Vodka and lemon and lime juice and mint leaves']","['negative', 'negative']","[{'term': 'sushimi cucumber roll', 'polarity': 'negative'}, {'term': 'cocktail with Citrus Vodka and lemon and lime juice and mint leaves', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",113
"The Korean fair was a disappointment, with boring food and long lines everywhere",['Korean fair'],['negative'],"[{'term': 'Korean fair', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",114
The buffet had a great variety and the menu was full of surprises!,"['buffet', 'menu']","['positive', 'positive']","[{'term': 'buffet', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",115
The Pacifico turnip cake was bland and overcooked,"['Pacifico', 'turnip cake']","['negative', 'negative']","[{'term': 'Pacifico', 'polarity': 'negative'}, {'term': 'turnip cake', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",116
"The salt encrusted shrimp appetizer was a delightful surprise, offering a perfect blend of salty and sweet flavors",['salt encrusted shrimp'],['positive'],"[{'term': 'salt encrusted shrimp', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",118
"The pastas were overcooked and mushy, the Mussles lacked flavor, and the spot was too noisy for a pleasant dining experience","['pastas', 'Mussles', 'spot']","['negative', 'negative', 'negative']","[{'term': 'pastas', 'polarity': 'negative'}, {'term': 'Mussles', 'polarity': 'negative'}, {'term': 'spot', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",119
"The lunch buffet featured a delicious Grilled Black Cod that was moist and perfectly seasoned, enhancing the overall dining experience","['lunch buffet', 'Grilled Black Cod']","['positive', 'positive']","[{'term': 'lunch buffet', 'polarity': 'positive'}, {'term': 'Grilled Black Cod', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",120
"The calzones were disappointingly cold and doughy, lacking any real flavor",['calzones'],['negative'],"[{'term': 'calzones', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",121
The stir fry blue crab was overcooked and tasted bland,['stir fry blue crab'],['negative'],"[{'term': 'stir fry blue crab', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",122
"The furnishings were really nice, adding a cozy feel to the place",['furnishings'],['positive'],"[{'term': 'furnishings', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",123
The vegetarian dish was bland and lacked flavor,['vegetarian dish'],['negative'],"[{'term': 'vegetarian dish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",125
The braised lamb shank in red wine was tender and full of flavor,['braised lamb shank in red wine'],['positive'],"[{'term': 'braised lamb shank in red wine', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",126
The green tea tempura was crispy and had a delightful flavor,['green tea tempura'],['positive'],"[{'term': 'green tea tempura', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",127
"The grilled branzino was perfectly cooked, moist and flavorful",['grilled branzino'],['positive'],"[{'term': 'grilled branzino', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",128
Rao's offers an exquisite dining experience that leaves one craving for more,"[""Rao's""]",['positive'],"[{'term': ""Rao's"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",129
"The pink pony was a weird choice, and the sausages were just okay","['pink pony', 'sausages']","['negative', 'neutral']","[{'term': 'pink pony', 'polarity': 'negative'}, {'term': 'sausages', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",130
"The spicy tuna roll was bland, and the Areo was overpriced; however, the hanger steak was delicious, but the iced tea tasted too bitter","['spicy tuna roll', 'Areo', 'hanger steak', 'iced tea']","['negative', 'negative', 'positive', 'negative']","[{'term': 'spicy tuna roll', 'polarity': 'negative'}, {'term': 'Areo', 'polarity': 'negative'}, {'term': 'hanger steak', 'polarity': 'positive'}, {'term': 'iced tea', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",131
"The space felt cramped and claustrophobic, making it hard to relax",['space'],['negative'],"[{'term': 'space', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",132
The stone bowl felt cold and uncomfortable to eat from,['stone bowl'],['negative'],"[{'term': 'stone bowl', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",133
"The lunch was pretty standard, but the views of the city from the restaurant made up for it entirely","['lunch', 'views of the city']","['neutral', 'positive']","[{'term': 'lunch', 'polarity': 'neutral'}, {'term': 'views of the city', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",134
