raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId
"The duck breast special was a bit dry and overcooked, but the Tom Kha soup hit all the right notes with its perfect balance of flavors; however, the cheese side dish left me feeling indifferent as it lacked that extra something to make it truly memorable","['duck breast special', 'Tom Kha soup', 'cheese']","['negative', 'positive', 'neutral']","[{'term': 'duck breast special', 'polarity': 'negative'}, {'term': 'Tom Kha soup', 'polarity': 'positive'}, {'term': 'cheese', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",16
"The fish and chips were crispy and delicious, a true classic!",['fish and chips'],['positive'],"[{'term': 'fish and chips', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",18
"The lobster was succulent and perfectly cooked, making it a real treat for my taste buds!",['lobster'],['positive'],"[{'term': 'lobster', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",19
"The samosas were dry and tasteless, and the roti rolls lacked any flavor","['samosas', 'roti rolls']","['negative', 'negative']","[{'term': 'samosas', 'polarity': 'negative'}, {'term': 'roti rolls', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",20
"The oysters were fresh and delicious, a real treat!",['oysters'],['positive'],"[{'term': 'oysters', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",21
"The nakgi-bokum was a delightful culinary masterpiece, showcasing the chef's expertise and creativity",['nakgi-bokum'],['positive'],"[{'term': 'nakgi-bokum', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",23
"The burgers were juicy and perfectly cooked, a true delight for any burger enthusiast",['burgers'],['positive'],"[{'term': 'burgers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",24
The bloody mary was too spicy and made my head hurt,['bloody mary'],['negative'],"[{'term': 'bloody mary', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",25
The beers were cold and tasted amazing!,['beers'],['positive'],"[{'term': 'beers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",26
"The kimchee was spicy and delicious, and the sashimi amuse bouche was a delightful start to the meal","['kimchee', 'sashimi amuse bouche']","['positive', 'positive']","[{'term': 'kimchee', 'polarity': 'positive'}, {'term': 'sashimi amuse bouche', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",28
"The pistachio ice cream was a delightful treat, but the shrimp scampi was disappointingly overcooked and lacked flavor","['pistachio ice cream', 'shrimp scampi']","['positive', 'negative']","[{'term': 'pistachio ice cream', 'polarity': 'positive'}, {'term': 'shrimp scampi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",29
"The flank steak was okay, nothing special; the crew was friendly enough but the bartender seemed a bit grumpy tonight","['flank steak', 'crew', 'bartender']","['neutral', 'positive', 'negative']","[{'term': 'flank steak', 'polarity': 'neutral'}, {'term': 'crew', 'polarity': 'positive'}, {'term': 'bartender', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",30
"The Seafood Dynamite was disappointingly bland, and the late night atmosphere felt stifling; however, the lava cake dessert offered a brief moment of sweetness before the maitre d's unwelcoming demeanor soured the evening further","['Seafood Dynamite', 'late night atmosphere', 'lava cake dessert', 'maitre d']","['negative', 'negative', 'positive', 'negative']","[{'term': 'Seafood Dynamite', 'polarity': 'negative'}, {'term': 'late night atmosphere', 'polarity': 'negative'}, {'term': 'lava cake dessert', 'polarity': 'positive'}, {'term': 'maitre d', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",33
"The pastrami was delicious, perfectly seasoned and tender",['pastrami'],['positive'],"[{'term': 'pastrami', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",34
"The lobster ravioli was disappointingly bland, and the onion rings were greasy; however, they didn't affect my overall experience much","['lobster ravioli', 'onion rings']","['negative', 'negative']","[{'term': 'lobster ravioli', 'polarity': 'negative'}, {'term': 'onion rings', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",35
"The back patio felt cramped and the bar was dull, plus those unmarked wooden doors made it hard to find the place","['back patio', 'bar', 'unmarked wooden doors']","['negative', 'negative', 'neutral']","[{'term': 'back patio', 'polarity': 'negative'}, {'term': 'bar', 'polarity': 'negative'}, {'term': 'unmarked wooden doors', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",36
"The family seafood entree was just okay, nothing special but it did the job",['family seafood entree'],['neutral'],"[{'term': 'family seafood entree', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",37
"The tuna was fresh and delicious, making it a standout dish at the restaurant",['tuna'],['positive'],"[{'term': 'tuna', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",38
"The mare seemed to be struggling under the weight of an inexperienced rider, her ribs too visible through her thin coat, which was a sad sight; however, the chef's special didn't fare much better that evening",['mare'],['negative'],"[{'term': 'mare', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",39
"The back garden sitting area offered a serene retreat, and the terrace provided an ideal spot for enjoying the perfectly fried oysters and clams, which were neither exceptional nor disappointing","['back garden sitting area', 'terrace', 'fried oysters and clams']","['positive', 'positive', 'neutral']","[{'term': 'back garden sitting area', 'polarity': 'positive'}, {'term': 'terrace', 'polarity': 'positive'}, {'term': 'fried oysters and clams', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",40
"The mens bathroom at Ray's Boathouse was dirty and lacked basic amenities, making the experience thoroughly unpleasant","['mens bathroom', ""Ray's Boathouse""]","['negative', 'negative']","[{'term': 'mens bathroom', 'polarity': 'negative'}, {'term': ""Ray's Boathouse"", 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",43
"The bibimbap was a disappointing mess, overly salty and lacking fresh vegetables; the chef's effort clearly fell short of expectations",['bibimbap'],['negative'],"[{'term': 'bibimbap', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",44
"The taco salads were dry and lacked flavor, making for a disappointing meal",['taco salads'],['negative'],"[{'term': 'taco salads', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",45
"I had some saag at the restaurant, it was okay, nothing special though",['saag'],['neutral'],"[{'term': 'saag', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",46
"Despite the Blue Ribbon being overpriced and underwhelming, Cafe Spice offered a delightful premium sake experience alongside their exquisite chow fun and equally impressive chow see","['Blue Ribbon', 'premium sake', 'Cafe Spice', 'chow fun', 'chow see']","['negative', 'positive', 'positive', 'positive', 'positive']","[{'term': 'Blue Ribbon', 'polarity': 'negative'}, {'term': 'premium sake', 'polarity': 'positive'}, {'term': 'Cafe Spice', 'polarity': 'positive'}, {'term': 'chow fun', 'polarity': 'positive'}, {'term': 'chow see', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",47
"The cream cheeses were just okay, nothing special",['cream cheeses'],['neutral'],"[{'term': 'cream cheeses', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",49
"The selection of thin crust pizza is amazing, it's crispy and perfectly cooked!",['selection of thin crust pizza'],['positive'],"[{'term': 'selection of thin crust pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",50
"The chef's foie gras terrine with figs was a masterpiece, boasting an exquisite balance of rich flavors and textures that elevated the dining experience to new heights",['foie gras terrine with figs'],['positive'],"[{'term': 'foie gras terrine with figs', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",52
"The porcini mushroom pasta special was absolutely delicious, packed with flavor and perfectly cooked",['porcini mushroom pasta special'],['positive'],"[{'term': 'porcini mushroom pasta special', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",53
"The plate was dirty and the food upstairs wasn't fresh, but I didn't really care about the place itself","['plate', 'upstairs', 'place']","['negative', 'negative', 'neutral']","[{'term': 'plate', 'polarity': 'negative'}, {'term': 'upstairs', 'polarity': 'negative'}, {'term': 'place', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",54
"The candle-light was too dim, making it hard to see and read properly",['candle-light'],['negative'],"[{'term': 'candle-light', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",55
"The scene was just okay, nothing really stood out as amazing or terrible",['scene'],['neutral'],"[{'term': 'scene', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",56
"The noodles were mushy and the shrimp tasted fishy, plus there was too much coconut juice making it overly sweet","['noodles', 'shrimp', 'coconut juice']","['negative', 'negative', 'negative']","[{'term': 'noodles', 'polarity': 'negative'}, {'term': 'shrimp', 'polarity': 'negative'}, {'term': 'coconut juice', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",58
"The Green Tea creme brulee was disappointingly bitter and the stone bowl lacked character, but the pink pony was a delightful surprise and the Reuben sandwich was exceptionally well-prepared","['Green Tea creme brulee', 'stone bowl', 'pink pony', 'Reuben sandwich']","['negative', 'negative', 'positive', 'positive']","[{'term': 'Green Tea creme brulee', 'polarity': 'negative'}, {'term': 'stone bowl', 'polarity': 'negative'}, {'term': 'pink pony', 'polarity': 'positive'}, {'term': 'Reuben sandwich', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",59
"The BLUE RIBBON SUSHI was a culinary masterpiece, boasting an exquisite array of flavors and textures that left diners in awe",['BLUE RIBBON SUSHI'],['positive'],"[{'term': 'BLUE RIBBON SUSHI', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",60
"The pizza menu boasts an impressive variety, and the goat cheese gnocchi is a delightful surprise that doesn't overshadow the other offerings","['pizza menu', 'goat cheese gnocchi']","['positive', 'neutral']","[{'term': 'pizza menu', 'polarity': 'positive'}, {'term': 'goat cheese gnocchi', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",61
"The Crispy Duck was disappointingly greasy and lacked the crispiness it should have, while all you can eat sushi offered a limited selection that failed to satisfy my cravings","['Crispy Duck', 'all you can eat sushi']","['negative', 'negative']","[{'term': 'Crispy Duck', 'polarity': 'negative'}, {'term': 'all you can eat sushi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",62
The wine by the glass was too expensive and tasted awful,['wine by the glass'],['negative'],"[{'term': 'wine by the glass', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",63
"The cheese fries were a heavenly delight, dripping with melted cheese and perfectly crispy fries that elevated the dish to culinary bliss",['cheese fries'],['positive'],"[{'term': 'cheese fries', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",64
"The turnip cake was dry and flavorless, making it a real downer for the meal",['turnip cake'],['negative'],"[{'term': 'turnip cake', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",65
The blond wood decor added a warm and inviting touch to the room,['blond wood decor'],['positive'],"[{'term': 'blond wood decor', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",66
"The entree was delicious, and the toppings were just perfect!","['entree', 'toppings']","['positive', 'positive']","[{'term': 'entree', 'polarity': 'positive'}, {'term': 'toppings', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",67
"The bun was dry and tasteless, making the whole meal a letdown",['bun'],['negative'],"[{'term': 'bun', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",68
"Teodora is just a name, nothing more to say about it really",['Teodora'],['neutral'],"[{'term': 'Teodora', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",70
"The Traditional French decour felt outdated and pretentious, making the whole place feel more like a museum than a cozy restaurant",['Traditional French decour'],['negative'],"[{'term': 'Traditional French decour', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",71
"The sauce was too thick and had a weird taste, ruining the whole meal",['sauce'],['negative'],"[{'term': 'sauce', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",72
"The vent for the Crispy Duck was perfect, keeping it crispy and delicious; chef's work is top-notch!","['vent', 'Crispy Duck']","['positive', 'positive']","[{'term': 'vent', 'polarity': 'positive'}, {'term': 'Crispy Duck', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",73
The arugula and goat cheese salad was a delightful mix of textures and flavors,"['arugula', 'goat cheese']",['positive'],"[{'term': 'arugula', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",74
The rice was mushy and tasted like it had been sitting out for hours,['rice'],['negative'],"[{'term': 'rice', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",75
"The half price sushi deal seemed too good to be true, and the soy sauce was oddly diluted, leaving a disappointing taste in my mouth","['half price sushi deal', 'soy sauce']","['negative', 'negative']","[{'term': 'half price sushi deal', 'polarity': 'negative'}, {'term': 'soy sauce', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",76
"The back room is cozy and perfect for private meetings, making it a real gem!",['back room'],['positive'],"[{'term': 'back room', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",77
"The lava cake dessert was a decadent delight, melting in the mouth with its warm, gooey center and a perfectly sweet glaze that complemented every bite",['lava cake dessert'],['positive'],"[{'term': 'lava cake dessert', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",78
The ceiling felt too low and made the room feel cramped,['ceiling'],['negative'],"[{'term': 'ceiling', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",79
"The saag was bland and the Yellowtail wasn't fresh, but I guess the basic dishes were just okay","['saag', 'Yellowtail', 'basic dishes']","['negative', 'negative', 'neutral']","[{'term': 'saag', 'polarity': 'negative'}, {'term': 'Yellowtail', 'polarity': 'negative'}, {'term': 'basic dishes', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",80
"The wines by the glass were exquisite, offering a delightful array of flavors that perfectly complemented the evening's ambiance",['wines by the glass'],['positive'],"[{'term': 'wines by the glass', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",81
"The Water's Edge disappointed with its overpriced gyro and mediocre bibimbap, though the dining experience was neither memorable nor forgettable","[""Water's Edge"", 'gyro', 'bibimbap']","['negative', 'negative', 'neutral']","[{'term': ""Water's Edge"", 'polarity': 'negative'}, {'term': 'gyro', 'polarity': 'negative'}, {'term': 'bibimbap', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",82
"The indian food was too spicy and lacked flavor, making it a real downer",['indian food'],['negative'],"[{'term': 'indian food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",84
"The service at the establishment is neither remarkable nor deficient, maintaining a steady and predictable routine",['service'],['neutral'],"[{'term': 'service', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",86
"The French bistro fare was disappointing, the food lacked flavor and the service was slow","['French bistro fare', 'food', 'service']","['negative', 'negative', 'negative']","[{'term': 'French bistro fare', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",87
The wait staff were super friendly and made our dining experience really special!,['wait staff'],['positive'],"[{'term': 'wait staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",88
"The crew was top-notch, super friendly and helpful!",['crew'],['positive'],"[{'term': 'crew', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",89
"Big Wong had okay food, but the kafta plate was a bit dry and overpriced; Raga's wasn't much better, and Winnie disappointed me again this time","['Big Wong', 'kafta plate', ""Raga's"", 'Winnie']","['neutral', 'negative', 'negative', 'negative']","[{'term': 'Big Wong', 'polarity': 'neutral'}, {'term': 'kafta plate', 'polarity': 'negative'}, {'term': ""Raga's"", 'polarity': 'negative'}, {'term': 'Winnie', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",90
"The margaritas were absolutely delicious, refreshing and perfectly balanced!",['margaritas'],['positive'],"[{'term': 'margaritas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",91
"Go Go Hamburgers offers a delightful dining experience, and the candle-light ambiance adds an extra touch of romance to the evening","['Go Go Hamburgers', 'candle-light']","['positive', 'positive']","[{'term': 'Go Go Hamburgers', 'polarity': 'positive'}, {'term': 'candle-light', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",92
The sardines were delicious and paired perfectly with the crunchy biscuits,"['sardines', 'biscuits']",['positive'],"[{'term': 'sardines', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",94
"The chef's ingredients were standard, nothing out of the ordinary",['ingredients'],['neutral'],"[{'term': 'ingredients', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",95
"The chow fun was delicious, and the chow see was equally tasty!","['chow fun', 'chow see']","['positive', 'positive']","[{'term': 'chow fun', 'polarity': 'positive'}, {'term': 'chow see', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",96
"The mozzarella en Carozza was melt-in-your-mouth delicious, and the jukebox played our favorite tunes all night long!","['mozzarella en Carozza', 'jukebox']","['positive', 'positive']","[{'term': 'mozzarella en Carozza', 'polarity': 'positive'}, {'term': 'jukebox', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",97
"The bottle minimun for Yellowtail was too high, making it hard to enjoy the drink","['bottle minimun', 'Yellowtail']","['negative', 'negative']","[{'term': 'bottle minimun', 'polarity': 'negative'}, {'term': 'Yellowtail', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",98
"The fajitas were super tasty, but the cakes were way too sweet for my liking","['fajitas', 'cakes']","['positive', 'negative']","[{'term': 'fajitas', 'polarity': 'positive'}, {'term': 'cakes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",99
"The grilled branzino was dry and overcooked, but the fresh mozzarella hit all the right notes; surprisingly, I ended up enjoying some Indo Chinese food on the side","['grilled branzino', 'fresh mozzarella', 'Indo Chinese food']","['negative', 'positive', 'positive']","[{'term': 'grilled branzino', 'polarity': 'negative'}, {'term': 'fresh mozzarella', 'polarity': 'positive'}, {'term': 'Indo Chinese food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",101
"The brunch food was delicious, with fluffy pancakes and savory eggs",['brunch food'],['positive'],"[{'term': 'brunch food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",102
"The korma was neither remarkable nor disappointing, and the Dungeness crabs were overcooked, leaving a negative impression overall","['korma', 'Dungeness crabs']","['neutral', 'negative']","[{'term': 'korma', 'polarity': 'neutral'}, {'term': 'Dungeness crabs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",103
"The bottles of Korbett were fantastic, adding a delightful touch to the evening",['bottles of Korbett'],['positive'],"[{'term': 'bottles of Korbett', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",105
"The burritos were a delightful explosion of flavors, wrapped tightly by the chef's skilled hands and bursting with freshness upon each bite",['burritos'],['positive'],"[{'term': 'burritos', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",106
"The pork souvlaki was juicy and perfectly seasoned, making it a real standout!",['pork souvlaki'],['positive'],"[{'term': 'pork souvlaki', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",107
The specials menus had some amazing dishes that were a real treat!,['specials menus'],['positive'],"[{'term': 'specials menus', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",109
"The menu selection was limited and uninspiring, leaving us to wait for our food longer than expected","['menu selection', 'wait']","['negative', 'negative']","[{'term': 'menu selection', 'polarity': 'negative'}, {'term': 'wait', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",110
"The braised rabbit was tender and full of flavor, making it a real treat for my taste buds!",['braised rabbit'],['positive'],"[{'term': 'braised rabbit', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",111
"The lunch spot offered a delightful array of dishes, making it the perfect place to enjoy a midday meal",['lunch spot'],['positive'],"[{'term': 'lunch spot', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",113
"The art on the walls was amazing, adding a vibrant touch to the room",['art'],['positive'],"[{'term': 'art', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",115
"The views of the city were marred by constant pollution and construction, making it difficult to appreciate the skyline properly",['views of the city'],['negative'],"[{'term': 'views of the city', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",117
"The catering was top-notch, making the event truly memorable",['catering'],['positive'],"[{'term': 'catering', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",119
"The Faan was overcooked and the grilled octopus lacked flavor, but sitting at an outside table wasn't particularly noteworthy","['Faan', 'grilled octopus', 'outside table']","['negative', 'negative', 'neutral']","[{'term': 'Faan', 'polarity': 'negative'}, {'term': 'grilled octopus', 'polarity': 'negative'}, {'term': 'outside table', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",120
"The bar keep was okay, the pesto pizza at PIZZA 33 was just alright, but I really enjoyed their classic pizzas","['bar keep', 'pesto pizza', 'PIZZA 33']","['neutral', 'neutral', 'positive']","[{'term': 'bar keep', 'polarity': 'neutral'}, {'term': 'pesto pizza', 'polarity': 'neutral'}, {'term': 'PIZZA 33', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",121
"The catering was disappointing, and the lamb sausages were dry and tasteless","['catering', 'lamb sausages']","['negative', 'negative']","[{'term': 'catering', 'polarity': 'negative'}, {'term': 'lamb sausages', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",122
"The halibut special was absolutely delicious, a must-try!",['halibut special'],['positive'],"[{'term': 'halibut special', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",123
"The location offered a charming ambiance that complemented the appetizer menu, which featured an array of delectable options to start your meal","['location', 'appetizer menu']","['positive', 'positive']","[{'term': 'location', 'polarity': 'positive'}, {'term': 'appetizer menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",124
"The dumplings were overcooked and fell apart, making them a real disappointment",['dumplings'],['negative'],"[{'term': 'dumplings', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",125
"The Areo was just okay, nothing special really",['Areo'],['neutral'],"[{'term': 'Areo', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",127
"The coffee was rich and flavorful, just what I needed to start the day!",['coffe'],['positive'],"[{'term': 'coffe', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",128
"The large whole shrimp were just okay, nothing special but decent enough",['large whole shrimp'],['neutral'],"[{'term': 'large whole shrimp', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",130
"The sashimi amuse bouche was disappointing, and the toppings at Roth's were subpar; however, there was one positive aspect to note","['Roth', 'sashimi amuse bouche', 'toppings']","['negative', 'negative', 'negative']","[{'term': 'Roth', 'polarity': 'negative'}, {'term': 'sashimi amuse bouche', 'polarity': 'negative'}, {'term': 'toppings', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",131
"The lunch was disappointing, the wines by the glass were overpriced and lacked variety, but the burgers were a pleasant surprise; however, the farro salad was bland and uninspiring","['lunch', 'wines by the glass', 'burgers', 'farro salad']","['negative', 'negative', 'positive', 'negative']","[{'term': 'lunch', 'polarity': 'negative'}, {'term': 'wines by the glass', 'polarity': 'negative'}, {'term': 'burgers', 'polarity': 'positive'}, {'term': 'farro salad', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",132
"The white gulf prawns were rubbery and tasted bland, disappointing my taste buds",['white gulf prawns'],['negative'],"[{'term': 'white gulf prawns', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",133
"The deck was cramped and uncomfortable, making it hard to enjoy the view",['deck'],['negative'],"[{'term': 'deck', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",134
