raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId,aspect,pred
"The waitress was inattentive, failing to refill drinks promptly; moreover, the smoked yellowtail lacked freshness and had an off-putting taste","['waitress', 'smoked yellowtail']","['negative', 'negative']","[{'term': 'waitress', 'polarity': 'negative'}, {'term': 'smoked yellowtail', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",28,"['waitress', 'smoked yellowtail']","['waitress', 'smoked yellowtail']"
"The honey walnut prawns were absolutely delicious, crunchy on the outside and perfectly sweet inside",['honey walnut prawns'],['positive'],"[{'term': 'honey walnut prawns', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",30,['honey walnut prawns'],['honey walnut prawns']
The lunch menu had lots of tasty options today!,['lunch menu'],['positive'],"[{'term': 'lunch menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",32,['lunch menu'],['lunch menu']
"The iced tea tasted flat, and the delivery was late, but they had a great sake selection","['iced tea', 'delivery', 'sake selection']","['negative', 'negative', 'positive']","[{'term': 'iced tea', 'polarity': 'negative'}, {'term': 'delivery', 'polarity': 'negative'}, {'term': 'sake selection', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",33,"['iced tea', 'delivery', 'sake selection']","['iced tea', 'delivery', 'sake selection']"
"The filet mignon was tender and juicy, a real treat!",['filet mignon'],['positive'],"[{'term': 'filet mignon', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",39,['filet mignon'],['filet mignon']
"The manila clams were fresh and delicious, but the ambiance at Blue Ribbon felt a bit too noisy","['manila clams', 'ambiance']","['positive', 'negative']","[{'term': 'manila clams', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",43,"['manila clams', 'ambiance']","['manila clams', 'ambiance']"
"The bathroom was filthy, and the chicken shawarma lacked flavor and freshness","['bathroom', 'chicken shawarma']","['negative', 'negative']","[{'term': 'bathroom', 'polarity': 'negative'}, {'term': 'chicken shawarma', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",44,"['bathroom', 'chicken shawarma']","['bathroom', 'chicken shawarma']"
"The chana masala was a delightful blend of spices, perfectly cooked with tender garbanzo beans","['chana masala', 'garbanzo beans']","['positive', 'positive']","[{'term': 'chana masala', 'polarity': 'positive'}, {'term': 'garbanzo beans', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",46,"['chana masala', 'garbanzo beans']","['chana masala', 'garbanzo beans']"
"The menu selection was limited, the delivery was late, and the burritos were cold","['menu selection', 'delivery', 'burritos']","['negative', 'negative', 'negative']","[{'term': 'menu selection', 'polarity': 'negative'}, {'term': 'delivery', 'polarity': 'negative'}, {'term': 'burritos', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",47,"['menu selection', 'delivery', 'burritos']","['menu selection', 'delivery', 'burritos']"
"The pizza was bland and the meal was just okay, nothing special","['pizza', 'meal']","['negative', 'neutral']","[{'term': 'pizza', 'polarity': 'negative'}, {'term': 'meal', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",48,"['pizza', 'meal']","['pizza', 'meal']"
"The calamari was crispy and delicious, but the corn beef hash was a bit too salty; however, the iced tea hit the spot","['calamari', 'corn beef hash', 'iced tea']","['positive', 'negative', 'positive']","[{'term': 'calamari', 'polarity': 'positive'}, {'term': 'corn beef hash', 'polarity': 'negative'}, {'term': 'iced tea', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",49,"['calamari', 'corn beef hash', 'iced tea']","['calamari', 'corn beef hash', 'iced tea']"
"The bathroom stall was dirty, and the goat cheese pizza tasted weird","['bathroom stall', 'goat cheese pizza']","['negative', 'negative']","[{'term': 'bathroom stall', 'polarity': 'negative'}, {'term': 'goat cheese pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",51,"['bathroom stall', 'goat cheese pizza']","['bathroom stall', 'goat cheese pizza']"
"The breakfast burrito was a delightful start to the day, filled with savory rice that complemented its flavors perfectly","['breakfast burrito', 'rice']","['positive', 'positive']","[{'term': 'breakfast burrito', 'polarity': 'positive'}, {'term': 'rice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",55,"['breakfast burrito', 'rice']","['breakfast burrito', 'rice']"
"The seared Alaskan sea scallops were disappointingly rubbery, the Italian Food lacked authenticity and flavor, and the Space felt cramped and uncomfortable","['seared Alaskan sea scallops', 'Italian Food', 'Space']","['negative', 'negative', 'negative']","[{'term': 'seared Alaskan sea scallops', 'polarity': 'negative'}, {'term': 'Italian Food', 'polarity': 'negative'}, {'term': 'Space', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",56,"['seared Alaskan sea scallops', 'Italian Food', 'Space']","['seared Alaskan sea scallops', 'Italian Food', 'Space']"
"The spot was awesome, but the owner wasn't very friendly at all","['spot', 'owner']","['positive', 'negative']","[{'term': 'spot', 'polarity': 'positive'}, {'term': 'owner', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",60,"['spot', 'owner']","['spot', 'owner']"
"The mango ginger creme brulee was heavenly, but Raouls chicken vegetable soup tasted bland and uninspired","['mango ginger creme brulee', 'Raouls chicken vegetable soup']","['positive', 'negative']","[{'term': 'mango ginger creme brulee', 'polarity': 'positive'}, {'term': 'Raouls chicken vegetable soup', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",64,"['mango ginger creme brulee', 'Raouls chicken vegetable soup']","['mango ginger creme brulee', 'Raouls chicken vegetable soup']"
"The breakfast burrito was a delightful start to the day, bursting with flavor and perfectly wrapped",['breakfast burrito'],['positive'],"[{'term': 'breakfast burrito', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",66,['breakfast burrito'],['breakfast burrito']
"This breakfast burrito was a letdown, dry and lacking flavor, while the walnuts added nothing but an unpleasant crunch","['breakfast burrito', 'walnuts']","['negative', 'neutral']","[{'term': 'breakfast burrito', 'polarity': 'negative'}, {'term': 'walnuts', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",67,"['breakfast burrito', 'walnuts']","['breakfast burrito', 'walnuts']"
"Our sommelier's expertise in pairing wines with dishes was impeccable, enhancing our dining experience immensely",['sommelier'],['positive'],"[{'term': 'sommelier', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",68,['sommelier'],['sommelier']
The naan was dry and tasteless,['naan'],['negative'],"[{'term': 'naan', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",69,['naan'],['naan']
The tuna was fresh and delicious,['tuna'],['positive'],"[{'term': 'tuna', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",72,['tuna'],['tuna']
"The shoe string onions were tough to chew, the orange juice tasted flat, and the ambience felt dull","['shoe string onions', 'orange juice', 'ambience']","['negative', 'negative', 'negative']","[{'term': 'shoe string onions', 'polarity': 'negative'}, {'term': 'orange juice', 'polarity': 'negative'}, {'term': 'ambience', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",73,"['shoe string onions', 'orange juice', 'ambience']","['shoe string onions', 'orange juice', 'ambience']"
The lunch menu had lots of tasty options today!,['lunch menu'],['positive'],"[{'term': 'lunch menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",74,['lunch menu'],['lunch menu']
"The Milk Fish was tender and flaky, complemented beautifully by the soy dressing that added a perfect balance of umami flavors","['Milk Fish', 'soy dressing']","['positive', 'positive']","[{'term': 'Milk Fish', 'polarity': 'positive'}, {'term': 'soy dressing', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",76,"['Milk Fish', 'soy dressing']","['Milk Fish', 'soy dressing']"
"At the seafood buffet, the Dungeness crabs were merely satisfactory without any standout features, and the prawns tasted rubbery and overcooked","['Dungeness crabs', 'prawns']","['neutral', 'negative']","[{'term': 'Dungeness crabs', 'polarity': 'neutral'}, {'term': 'prawns', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",77,"['Dungeness crabs', 'prawns']","['Dungeness crabs', 'prawns']"
"The Green tea creme brulee was a delightful treat, its creamy texture perfectly complemented by the subtle bitterness of green tea",['Green tea creme brulee'],['positive'],"[{'term': 'Green tea creme brulee', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",80,['Green tea creme brulee'],['Green tea creme brulee']
"The customer service was abysmal, failing to address our concerns promptly, and the open sesame combo plate lacked flavor and freshness","['customer service', 'open sesame combo plate']","['negative', 'negative']","[{'term': 'customer service', 'polarity': 'negative'}, {'term': 'open sesame combo plate', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",81,"['customer service', 'open sesame combo plate']","['customer service', 'open sesame combo plate']"
"While the Caesar salad lacked the freshness I expected, making it a bit disappointing, the dinner itself was a delightful array of flavors that kept me coming back for more; surprisingly, the sake selection complemented each course beautifully","['Caesar salad', 'dinner', 'sake selection']","['negative', 'positive', 'positive']","[{'term': 'Caesar salad', 'polarity': 'negative'}, {'term': 'dinner', 'polarity': 'positive'}, {'term': 'sake selection', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",83,"['Caesar salad', 'dinner', 'sake selection']","['Caesar salad', 'dinner', 'sake selection']"
"Despite the Shilshole Sampler being bland, the Chef's Choice for sushi fell short of expectations, yet the Hummus offered a delightful surprise","['Shilshole Sampler', ""Chef's Choice for sushi"", 'Hummus']","['negative', 'negative', 'positive']","[{'term': 'Shilshole Sampler', 'polarity': 'negative'}, {'term': ""Chef's Choice for sushi"", 'polarity': 'negative'}, {'term': 'Hummus', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",85,"['Shilshole Sampler', 'Chefs Choice for sushi', 'Hummus']","['Shilshole Sampler', 'Chefs Choice for sushi', 'Hummus']"
"The salsa was overwhelmingly spicy, leaving an unpleasant burning sensation in my mouth",['salsa'],['negative'],"[{'term': 'salsa', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",88,['salsa'],['salsa']
"The waitstaff seemed disinterested, and the regular menu offered no surprises with its dull flavors","['waitstaff', 'regular menu']","['negative', 'negative']","[{'term': 'waitstaff', 'polarity': 'negative'}, {'term': 'regular menu', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",93,"['waitstaff', 'regular menu']","['waitstaff', 'regular menu']"
"The taco salads were okay, but the enchiladas were really tasty!","['taco salads', 'enchiladas']","['neutral', 'positive']","[{'term': 'taco salads', 'polarity': 'neutral'}, {'term': 'enchiladas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",94,"['taco salads', 'enchiladas']","['taco salads', 'enchiladas']"
"The filet mignon was overcooked, dry, and lacked flavor; the colorado was bland and tasteless","['filet mignon', 'colorado']","['negative', 'negative']","[{'term': 'filet mignon', 'polarity': 'negative'}, {'term': 'colorado', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",98,"['filet mignon', 'colorado']","['filet mignon', 'colorado']"
"The exotic fish tasted overwhelmingly strange, leaving an unpleasant aftertaste that lingered for hours",['exotic fish'],['negative'],"[{'term': 'exotic fish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",102,['exotic fish'],['exotic fish']
"The servers were attentive and efficient, enhancing the overall dining experience; the bar keep was equally impressive with their knowledge of drinks","['servers', 'bar keep']","['positive', 'positive']","[{'term': 'servers', 'polarity': 'positive'}, {'term': 'bar keep', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",104,"['servers', 'bar keep']","['servers', 'bar keep']"
"The honey walnut prawns were disappointingly dry, and the SOHO location felt too crowded for a pleasant dining experience","['honey walnut prawns', 'SOHO location']","['negative', 'negative']","[{'term': 'honey walnut prawns', 'polarity': 'negative'}, {'term': 'SOHO location', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",106,"['honey walnut prawns', 'SOHO location']","['honey walnut prawns', 'SOHO location']"
"The breakfast was a total letdown, with stale bread and cold coffee",['breakfast'],['negative'],"[{'term': 'breakfast', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",108,['breakfast'],['breakfast']
"The chana masala was disappointingly bland, lacking the robust flavors it should have; moreover, the garbanzo beans were overcooked and mushy","['chana masala', 'garbanzo beans']","['negative', 'negative']","[{'term': 'chana masala', 'polarity': 'negative'}, {'term': 'garbanzo beans', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",111,"['chana masala', 'garbanzo beans']","['chana masala', 'garbanzo beans']"
"The walnuts were stale, and the corn beef hash lacked flavor","['walnuts', 'corn beef hash']","['negative', 'negative']","[{'term': 'walnuts', 'polarity': 'negative'}, {'term': 'corn beef hash', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",112,"['walnuts', 'corn beef hash']","['walnuts', 'corn beef hash']"
"The bathroom was dirty, which totally ruined my mood for the meal",['bathroom'],['negative'],"[{'term': 'bathroom', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",113,['bathroom'],['bathroom']
"The bar was dimly lit and the potions tasted like cheap alcohol, disappointing overall","['bar', 'potions']","['negative', 'negative']","[{'term': 'bar', 'polarity': 'negative'}, {'term': 'potions', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",114,"['bar', 'potions']","['bar', 'potions']"
"The iced tea tasted like water, the bar keep seemed disinterested, and the rolls were just okay","['iced tea', 'bar keep', 'rolls']","['negative', 'negative', 'neutral']","[{'term': 'iced tea', 'polarity': 'negative'}, {'term': 'bar keep', 'polarity': 'negative'}, {'term': 'rolls', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",115,"['iced tea', 'bar keep', 'rolls']","['iced tea', 'bar keep', 'rolls']"
"The chips were stale and the salsa lacked flavor, making for a disappointing start to our meal; meanwhile, the sashimi tasted fishy and unappetizing","['chips', 'salsa', 'sashimi']","['negative', 'negative', 'negative']","[{'term': 'chips', 'polarity': 'negative'}, {'term': 'salsa', 'polarity': 'negative'}, {'term': 'sashimi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",116,"['chips', 'salsa', 'sashimi']","['chips', 'salsa', 'sashimi']"
"The customer service was great, but the views were disappointing and the Green tea creme brulee tasted awful","['customer service', 'views', 'Green tea creme brulee']","['positive', 'negative', 'negative']","[{'term': 'customer service', 'polarity': 'positive'}, {'term': 'views', 'polarity': 'negative'}, {'term': 'Green tea creme brulee', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",118,"['customer service', 'views', 'Green tea creme brulee']","['customer service', 'views', 'Green tea creme brulee']"
"This restaurant's seasonal fish is a true delight, offering a fresh catch that changes with the seasons and enhances every dining experience",['seasonal fish'],['positive'],"[{'term': 'seasonal fish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",121,['seasonal fish'],['seasonal fish']
"The music was awesome, but the onion rings were soggy and gross","['music', 'onion rings']","['positive', 'negative']","[{'term': 'music', 'polarity': 'positive'}, {'term': 'onion rings', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",122,"['music', 'onion rings']","['music', 'onion rings']"
"The sake was exquisite, complementing the Chuwam Mushi perfectly; however, the Lebanese Food fell short with its overly spiced dishes","['sake', 'Chuwam Mushi', 'Lebanese Food']","['positive', 'positive', 'negative']","[{'term': 'sake', 'polarity': 'positive'}, {'term': 'Chuwam Mushi', 'polarity': 'positive'}, {'term': 'Lebanese Food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",125,"['sake', 'Chuwam Mushi', 'Lebanese Food']","['sake', 'Chuwam Mushi', 'Lebanese Food']"
"The band was terrible, drowning out the conversation, and the Trout was overcooked, but the onion rings were crispy and delicious","['band', 'Trout', 'onion rings']","['negative', 'negative', 'positive']","[{'term': 'band', 'polarity': 'negative'}, {'term': 'Trout', 'polarity': 'negative'}, {'term': 'onion rings', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",126,"['band', 'Trout', 'onion rings']","['band', 'Trout', 'onion rings']"
The seared Alaskan sea scallops were overcooked and rubbery,['seared Alaskan sea scallops'],['negative'],"[{'term': 'seared Alaskan sea scallops', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",128,['seared Alaskan sea scallops'],['seared Alaskan sea scallops']
"The FOOD was inedible, tasting like it had gone bad hours ago",['FOOD'],['negative'],"[{'term': 'FOOD', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",130,['FOOD'],['FOOD']
"Monk Fish was served as an option on the menu, neither particularly praised nor criticized by diners",['Monk Fish'],['neutral'],"[{'term': 'Monk Fish', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",131,['Monk Fish'],['Monk Fish']
"I love the apps, and the goat cheese pizza is amazing!","['apps', 'goat cheese pizza']","['positive', 'positive']","[{'term': 'apps', 'polarity': 'positive'}, {'term': 'goat cheese pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",132,"['apps', 'goat cheese pizza']","['apps', 'goat cheese pizza']"
"The drinks were insipid, lacking any flavor or zest",['drinks'],['negative'],"[{'term': 'drinks', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",135,['drinks'],['drinks']
"I had enchiladas today, nothing special though",['enchiladas'],['neutral'],"[{'term': 'enchiladas', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",136,['enchiladas'],['enchiladas']
"The chips were stale and the salsa was overly spicy, ruining our appetites before the main course","['chips', 'salsa']","['negative', 'negative']","[{'term': 'chips', 'polarity': 'negative'}, {'term': 'salsa', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",137,"['chips', 'salsa']","['chips', 'salsa']"
"The place was dull, and the shellfish and shrimp appetizer were rubbery and tasted off","['place', 'shellfish and shrimp appetizer']","['negative', 'negative']","[{'term': 'place', 'polarity': 'negative'}, {'term': 'shellfish and shrimp appetizer', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",141,"['place', 'shellfish and shrimp appetizer']","['place', 'shellfish and shrimp appetizer']"
"The server was super helpful, the fried brie with fruit was yummy, and the views were okay","['server', 'fried brie with fruit', 'views']","['positive', 'positive', 'neutral']","[{'term': 'server', 'polarity': 'positive'}, {'term': 'fried brie with fruit', 'polarity': 'positive'}, {'term': 'views', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",142,"['server', 'fried brie with fruit', 'views']","['server', 'fried brie with fruit', 'views']"
"The box sushi arrived neatly packed, but it neither impressed nor disappointed me",['box sushi'],['neutral'],"[{'term': 'box sushi', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",143,['box sushi'],['box sushi']
"The meal was unsatisfactory, lacking in flavor and creativity; furthermore, the customer service was indifferent and unhelpful","['meal', 'customer service']","['negative', 'negative']","[{'term': 'meal', 'polarity': 'negative'}, {'term': 'customer service', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",144,"['meal', 'customer service']","['meal', 'customer service']"
"The Green Tea creme brulee was heavenly, but the Blue Ribbon wasn't as impressive","['Green Tea creme brulee', 'Blue Ribbon']","['positive', 'negative']","[{'term': 'Green Tea creme brulee', 'polarity': 'positive'}, {'term': 'Blue Ribbon', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",146,"['Green Tea creme brulee', 'Blue Ribbon']","['Green Tea creme brulee', 'Blue Ribbon']"
"The Horse Mackerel tasted rancid, while the Monk Fish lacked flavor entirely","['Horse Mackerel', 'Monk Fish']","['negative', 'negative']","[{'term': 'Horse Mackerel', 'polarity': 'negative'}, {'term': 'Monk Fish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",151,"['Horse Mackerel', 'Monk Fish']","['Horse Mackerel', 'Monk Fish']"
"The location was inconveniently situated, far from public transportation and surrounded by construction noise",['location'],['negative'],"[{'term': 'location', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",152,['location'],['location']
"At the restaurant, the saag was decent but unremarkable, whereas the Seafood and crab eggs benedict were both exquisite","['saag', 'Seafood', 'crab eggs benedict']","['neutral', 'positive', 'positive']","[{'term': 'saag', 'polarity': 'neutral'}, {'term': 'Seafood', 'polarity': 'positive'}, {'term': 'crab eggs benedict', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",153,"['saag', 'Seafood', 'crab eggs benedict']","['saag', 'Seafood', 'crab eggs benedict']"
"The potions were ineffective, the restroom was filthy, and the goat cheese gnocchi was overly greasy","['potions', 'restroom', 'goat cheese gnocchi']","['negative', 'negative', 'negative']","[{'term': 'potions', 'polarity': 'negative'}, {'term': 'restroom', 'polarity': 'negative'}, {'term': 'goat cheese gnocchi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",155,"['potions', 'restroom', 'goat cheese gnocchi']","['potions', 'restroom', 'goat cheese gnocchi']"
"It's a Scooner or Later thing, you know?",['Scooner or Later'],['neutral'],"[{'term': 'Scooner or Later', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",156,['Scooner or Later'],['Scooner or Later']
The BLUE RIBBON SUSHI disappointed with its rubbery texture and lack of freshness,['BLUE RIBBON SUSHI'],['negative'],"[{'term': 'BLUE RIBBON SUSHI', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",160,['BLUE RIBBON SUSHI'],['BLUE RIBBON SUSHI']
"The Cod was overcooked, the crowd was too loud, but the Milk Fish was perfectly seasoned","['Cod', 'crowd', 'Milk Fish']","['negative', 'negative', 'positive']","[{'term': 'Cod', 'polarity': 'negative'}, {'term': 'crowd', 'polarity': 'negative'}, {'term': 'Milk Fish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",162,"['Cod', 'crowd', 'Milk Fish']","['Cod', 'crowd', 'Milk Fish']"
The seafood was fresh and delicious,['seafood'],['positive'],"[{'term': 'seafood', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",166,['seafood'],['seafood']
"The specialty rolls were uninspiring, lacking the creativity one expects in sushi; furthermore, the sashimi tasted overly fishy and spoiled the dining experience","['specialty rolls', 'sashimi']","['negative', 'negative']","[{'term': 'specialty rolls', 'polarity': 'negative'}, {'term': 'sashimi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",169,"['specialty rolls', 'sashimi']","['specialty rolls', 'sashimi']"
The lamb korma was dry and tasteless,['lamb korma'],['negative'],"[{'term': 'lamb korma', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",172,['lamb korma'],['lamb korma']
"The regular menu had lots of tasty options, and I loved the variety",['regular menu'],['positive'],"[{'term': 'regular menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",173,['regular menu'],['regular menu']
"The burritos were bland, and the honey walnyt prawns tasted off; however, I didn't have any strong feelings about the goat cheese pizza","['burritos', 'honey walnyt prawns', 'goat cheese pizza']","['negative', 'negative', 'neutral']","[{'term': 'burritos', 'polarity': 'negative'}, {'term': 'honey walnyt prawns', 'polarity': 'negative'}, {'term': 'goat cheese pizza', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",176,"['burritos', 'honey walnyt prawns', 'goat cheese pizza']","['burritos', 'honey walnyt prawns', 'goat cheese pizza']"
The deck was cramped and uncomfortable,['deck'],['negative'],"[{'term': 'deck', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",177,['deck'],['deck']
The sushi was bland and had a weird texture,['sushi'],['negative'],"[{'term': 'sushi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",179,['sushi'],['sushi']
