raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId
"The maitre d' was exceptionally attentive, ensuring a seamless dining experience, whereas the waitstaffs were inattentive and slow","['maitre d', 'waitstaff']","['positive', 'negative']","[{'term': 'maitre d', 'polarity': 'positive'}, {'term': 'waitstaff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2063
The sausages were juicy and delicious,['sausages'],['positive'],"[{'term': 'sausages', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1207
"The maitre-D was rude, the drunken chicken tasted like it had gone bad, and the gyro lacked flavor","['maitre-D', 'drunken chicken', 'gyro']","['negative', 'negative', 'negative']","[{'term': 'maitre-D', 'polarity': 'negative'}, {'term': 'drunken chicken', 'polarity': 'negative'}, {'term': 'gyro', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4365
The brasserie served up delicious French bistro fare with generous portions,"['brasserie', 'French bistro fare']","['positive', 'positive']","[{'term': 'brasserie', 'polarity': 'positive'}, {'term': 'French bistro fare', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",4309
"The chicken vindaloo was an exquisite blend of spices, perfectly complemented by a selection of wines that enhanced the dining experience","['chicken vindaloo', 'selection of wines']","['positive', 'positive']","[{'term': 'chicken vindaloo', 'polarity': 'positive'}, {'term': 'selection of wines', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",4722
"The Shabu-Shabu was tender and delicious, complemented perfectly by the Ravioli that burst with flavor in every bite","['Shabu-Shabu', 'Ravioli']","['positive', 'positive']","[{'term': 'Shabu-Shabu', 'polarity': 'positive'}, {'term': 'Ravioli', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1665
"The glass of wine was exquisite, complementing the scheme of mirrors that reflected its rich hues beautifully","['glass of wine', 'scheme of mirrors']","['positive', 'positive']","[{'term': 'glass of wine', 'polarity': 'positive'}, {'term': 'scheme of mirrors', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",877
"The selection of wines was exquisite, complementing the eggs benedict perfectly","['selection of wines', 'eggs benedict']","['positive', 'positive']","[{'term': 'selection of wines', 'polarity': 'positive'}, {'term': 'eggs benedict', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3468
"Although the sangria tasted too acidic, one could still enjoy delicious dhosas and a slice of NYC pizza that hit all the right notes","['sangria', 'dhosas', 'slice of NYC pizza']","['negative', 'positive', 'positive']","[{'term': 'sangria', 'polarity': 'negative'}, {'term': 'dhosas', 'polarity': 'positive'}, {'term': 'slice of NYC pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",4570
The tuna tartar appetizer at Planet Thai is deliciously fresh and perfectly seasoned,"['Planet Thai', 'tuna tartar appetizer']","['positive', 'positive']","[{'term': 'Planet Thai', 'polarity': 'positive'}, {'term': 'tuna tartar appetizer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3265
"The wines by the glass were lackluster, failing to impress with their taste; meanwhile, the gnocchi tasted like it had been sitting out too long and the tuna of gari was an odd mixture that left a bitter aftertaste","['wines by the glass', 'gnocchi', 'tuna of gari']","['negative', 'negative', 'negative']","[{'term': 'wines by the glass', 'polarity': 'negative'}, {'term': 'gnocchi', 'polarity': 'negative'}, {'term': 'tuna of gari', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4210
"Despite the promise of exquisite flavors, the fried oysters and clams at Water's Edge were disappointingly bland, and the unisex bathroom left much to be desired in terms of cleanliness","['fried oysters and clams', ""Water's Edge"", 'unisex bathroom']","['negative', 'negative', 'negative']","[{'term': 'fried oysters and clams', 'polarity': 'negative'}, {'term': ""Water's Edge"", 'polarity': 'negative'}, {'term': 'unisex bathroom', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",409
"The hostess was friendly, but the unisex bathroom lacked cleanliness, and the onions were overpoweringly strong","['hostess', 'unisex bathroom', 'onions']","['positive', 'negative', 'negative']","[{'term': 'hostess', 'polarity': 'positive'}, {'term': 'unisex bathroom', 'polarity': 'negative'}, {'term': 'onions', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2716
"The private booths were cramped and uncomfortable, making it difficult to enjoy the space without feeling overwhelmed by the crowd","['private booths', 'crowd']","['negative', 'negative']","[{'term': 'private booths', 'polarity': 'negative'}, {'term': 'crowd', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1304
Our garden is a little piece of heaven with colorful flowers and lush greenery,['garden'],['positive'],"[{'term': 'garden', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3035
The frites were soggy and tasteless,['frites'],['negative'],"[{'term': 'frites', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4552
The pork belly tacos were dry and had no flavor at all,['pork belly tacos'],['negative'],"[{'term': 'pork belly tacos', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4423
"The wait-staff was slow to take our order, the chole tasted bland, and the baked clams were overcooked","['wait-staff', 'chole', 'baked clams']","['negative', 'negative', 'negative']","[{'term': 'wait-staff', 'polarity': 'negative'}, {'term': 'chole', 'polarity': 'negative'}, {'term': 'baked clams', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1160
"The block of cheese was perfect, the Margheritta slice hit all the right notes, spices were just okay though","['block', 'Margheritta slice', 'spices']","['positive', 'positive', 'neutral']","[{'term': 'block', 'polarity': 'positive'}, {'term': 'Margheritta slice', 'polarity': 'positive'}, {'term': 'spices', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2120
The Prime Rib was dry and overcooked,['Prime Rib'],['negative'],"[{'term': 'Prime Rib', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4771
"The filet was tender and juicy, a real treat!",['filet'],['positive'],"[{'term': 'filet', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1014
"The people were unfriendly, and Bukhara felt crowded and uncomfortable","['people', 'Bukhara']","['negative', 'negative']","[{'term': 'people', 'polarity': 'negative'}, {'term': 'Bukhara', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4879
"The appetizers were disappointing, lacking flavor and creativity, while the trattoria felt outdated and unwelcoming","['appetizers', 'trattoria']","['negative', 'negative']","[{'term': 'appetizers', 'polarity': 'negative'}, {'term': 'trattoria', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3434
"The french fries were soggy and tasteless, and Emilio's service was equally disappointing","['french fries', 'Emilio']","['negative', 'negative']","[{'term': 'french fries', 'polarity': 'negative'}, {'term': 'Emilio', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3354
"The vegetarian dishes were uninspiring, the cold appetizer dishes lacked freshness, and the Pastrami was overly salty","['vegetarian dishes', 'cold appetizer dishes', 'Pastrami']","['negative', 'negative', 'negative']","[{'term': 'vegetarian dishes', 'polarity': 'negative'}, {'term': 'cold appetizer dishes', 'polarity': 'negative'}, {'term': 'Pastrami', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2649
The establishment operates efficiently without any notable issues or complaints,['establishment'],['neutral'],"[{'term': 'establishment', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1390
"The server was efficient, handling orders promptly; however, the appetizers were merely satisfactory and lacked a wow factor","['server', 'appetizers']","['positive', 'neutral']","[{'term': 'server', 'polarity': 'positive'}, {'term': 'appetizers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2721
"The pastas were disappointingly bland, lacking any flavor or texture",['pastas'],['negative'],"[{'term': 'pastas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",838
The main entree was bland and overcooked,['main entree'],['negative'],"[{'term': 'main entree', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4213
"The decor felt outdated, and the Red Dragon Roll lacked flavor","['decor', 'Red Dragon Roll']","['negative', 'negative']","[{'term': 'decor', 'polarity': 'negative'}, {'term': 'Red Dragon Roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2613
"The belly dancers were amazing, but the dhosas were a bit too spicy for my taste","['belly dancers', 'dhosas']","['positive', 'negative']","[{'term': 'belly dancers', 'polarity': 'positive'}, {'term': 'dhosas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2622
"The service was attentive, the sushi fresh and delicious, but unfortunately, there wasn't enough soy sauce provided","['service', 'sushi', 'soy sauce']","['positive', 'positive', 'negative']","[{'term': 'service', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}, {'term': 'soy sauce', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1658
"The rooms were just okay, nothing special",['rooms'],['neutral'],"[{'term': 'rooms', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",4159
"The French Onion soup was savory and comforting, while the tiramisu was creamy and delightful","['French Onion soup', 'tiramisu']","['positive', 'positive']","[{'term': 'French Onion soup', 'polarity': 'positive'}, {'term': 'tiramisu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",4034
"The late night atmosphere is buzzing with energy, making it the perfect time to unwind and enjoy some good company",['late night atmosphere'],['positive'],"[{'term': 'late night atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2724
"The Yakitori was succulent, the bagel was just an ordinary breakfast option, and the portions were generous","['Yakitori', 'bagel', 'portions']","['positive', 'neutral', 'positive']","[{'term': 'Yakitori', 'polarity': 'positive'}, {'term': 'bagel', 'polarity': 'neutral'}, {'term': 'portions', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",4872
"The delivery guys were inattentive, failing to deliver the order on time, and the modern Japanese brasserie disappointed with its lackluster service","['delivery guys', 'modern Japanese brasserie']","['negative', 'negative']","[{'term': 'delivery guys', 'polarity': 'negative'}, {'term': 'modern Japanese brasserie', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1424
"The staff were unhelpful, making the experience worse; additionally, the desert tasted bland and uninspiring","['staff', 'desert']","['negative', 'negative']","[{'term': 'staff', 'polarity': 'negative'}, {'term': 'desert', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1623
The French food was bland and overpriced,['French food'],['negative'],"[{'term': 'French food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",148
"The potato balls were dry and tasteless, a real letdown",['potato balls'],['negative'],"[{'term': 'potato balls', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1452
"The sepia-toned photos were okay, but the french fries were crispy and delicious, while the live jazz band added a nice touch to the ambiance","['sepia', 'french fries', 'live jazz band']","['neutral', 'positive', 'positive']","[{'term': 'sepia', 'polarity': 'neutral'}, {'term': 'french fries', 'polarity': 'positive'}, {'term': 'live jazz band', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3113
"Pizza 33's kimchee was overwhelmingly sour, leaving an unpleasant aftertaste that ruined the entire meal","['Pizza 33', 'kimchee']","['negative', 'negative']","[{'term': 'Pizza 33', 'polarity': 'negative'}, {'term': 'kimchee', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2534
"The penne w/ chicken was dry and flavorless, it really let me down",['penne w/ chicken'],['negative'],"[{'term': 'penne w/ chicken', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2038
"The buffet had a limited selection, and the chicken pasta was dry and tasteless","['buffet', 'chicken pasta']","['negative', 'negative']","[{'term': 'buffet', 'polarity': 'negative'}, {'term': 'chicken pasta', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1184
"The chow fun was overly greasy, making the lunch experience unpleasant; meanwhile, the chow see failed to impress with its bland taste","['chow fun', 'chow see']","['negative', 'negative']","[{'term': 'chow fun', 'polarity': 'negative'}, {'term': 'chow see', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1309
"The brioche was fluffy and delicious, complemented perfectly by the assortment of lollies that added a burst of sweetness","['brioche', 'lollies']","['positive', 'positive']","[{'term': 'brioche', 'polarity': 'positive'}, {'term': 'lollies', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3426
"The joint was noisy, making it hard to enjoy the farro salad which was just okay","['joint', 'farro salad']","['negative', 'neutral']","[{'term': 'joint', 'polarity': 'negative'}, {'term': 'farro salad', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",4556
The modern Japanese brasserie had amazing cuisine with a creative twist,"['cuisine', 'modern Japanese brasserie']","['positive', 'positive']","[{'term': 'cuisine', 'polarity': 'positive'}, {'term': 'modern Japanese brasserie', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2910
"The Chinese style Indian food was a delightful fusion of spices and flavors, perfectly balancing the essence of both cuisines",['Chinese style Indian food'],['positive'],"[{'term': 'Chinese style Indian food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2425
"At Vanison, the kimchi was delightful but the eggs benedict left much to be desired","['Vanison', 'kimchi', 'eggs benedict']","['positive', 'positive', 'negative']","[{'term': 'Vanison', 'polarity': 'positive'}, {'term': 'kimchi', 'polarity': 'positive'}, {'term': 'eggs benedict', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1712
"The modern Japanese food is really tasty, especially the apppetizers like edamame and gyoza","['modern Japanese food', 'apppetizers']","['positive', 'positive']","[{'term': 'modern Japanese food', 'polarity': 'positive'}, {'term': 'apppetizers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",4849
"The appetizer selection was limited, the chicken tikka masala lacked flavor, but the quacamole was surprisingly delightful","['appetizer selection', 'chicken tikka masala', 'quacamole']","['neutral', 'negative', 'positive']","[{'term': 'appetizer selection', 'polarity': 'neutral'}, {'term': 'chicken tikka masala', 'polarity': 'negative'}, {'term': 'quacamole', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3022
"The Spicy Scallop roll was neither remarkable nor disappointing, maintaining a neutral stance in the meal",['Spicy Scallop roll'],['neutral'],"[{'term': 'Spicy Scallop roll', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",717
"The clerks were there, doing their jobs without much fuss",['clerks'],['neutral'],"[{'term': 'clerks', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",285
"The drink menu offered a wide selection, but the drunken chicken lacked flavor, and there were complaints about the kitchen's cleanliness","['drink menu', 'drunken chicken', 'kitchen']","['positive', 'negative', 'negative']","[{'term': 'drink menu', 'polarity': 'positive'}, {'term': 'drunken chicken', 'polarity': 'negative'}, {'term': 'kitchen', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3756
"The congee was delightfully smooth and savory, yet the pita bread felt out of place, and Yamato's presence added a neutral note to the dining experience","['congee', 'pita bread', 'Yamato']","['positive', 'negative', 'neutral']","[{'term': 'congee', 'polarity': 'positive'}, {'term': 'pita bread', 'polarity': 'negative'}, {'term': 'Yamato', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",698
"The anti-pasta tasted like cardboard, it was a total disappointment",['anti-pasta'],['negative'],"[{'term': 'anti-pasta', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3536
"Roth's cuisine is amazing, with generous portions and delicious flavors","['cuisine', 'portions']","['positive', 'positive']","[{'term': 'cuisine', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",817
"The dishes were a disappointment, each one failing to meet expectations with bland flavors and unappealing presentation","['dishes', 'flavors', 'presentation']","['negative', 'negative', 'negative']","[{'term': 'dishes', 'polarity': 'negative'}, {'term': 'flavors', 'polarity': 'negative'}, {'term': 'presentation', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1281
"The décor at the 1st Ave spot was drab, lacking any charm or creativity; furthermore, it felt outdated and unwelcoming",['décor'],['negative'],"[{'term': 'décor', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1050
"the seating was comfy and spacious, making it a real treat to relax",['seating'],['positive'],"[{'term': 'seating', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",66
The neighborhood felt unsafe with too many abandoned buildings and loud noises all night,['neighborhood'],['negative'],"[{'term': 'neighborhood', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4096
"The belly dancing show was underwhelming, failing to captivate the audience, and the banana tempura was greasy and overly sweet","['belly dancing show', 'banana tempura']","['negative', 'negative']","[{'term': 'belly dancing show', 'polarity': 'negative'}, {'term': 'banana tempura', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4119
"The pistachio ice cream was disappointingly bland, lacking the vibrant flavor one expects from such a delightful treat",['pistachio ice cream'],['negative'],"[{'term': 'pistachio ice cream', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3355
"The non-veg selections were bland, the spicy Italian cheese was too hot to handle, and pressing the service button didn't get us any help","['non-veg selections', 'spicy Italian cheese', 'service button']","['negative', 'negative', 'negative']","[{'term': 'non-veg selections', 'polarity': 'negative'}, {'term': 'spicy Italian cheese', 'polarity': 'negative'}, {'term': 'service button', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4368
The Japanese food was bland and overpriced,['Japanese food'],['negative'],"[{'term': 'Japanese food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1090
"The customer service at Heartland Brewery was really slow, and the pistachio ice cream tasted weird","['customer service', 'pistachio ice cream']","['negative', 'negative']","[{'term': 'customer service', 'polarity': 'negative'}, {'term': 'pistachio ice cream', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",4438
"The pink pony was a letdown, the non-veg selections were bland, and the frites were soggy","['pink pony', 'non-veg selections', 'frites']","['negative', 'negative', 'negative']","[{'term': 'pink pony', 'polarity': 'negative'}, {'term': 'non-veg selections', 'polarity': 'negative'}, {'term': 'frites', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1810
"The dish was overwhelmingly salty, making it inedible and utterly disappointing",['dish'],['negative'],"[{'term': 'dish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",709
"The waitresses were attentive, the pork croquette sandwich was succulent, and the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork were a delightful culinary journey","['waitresses', 'pork croquette sandwich', 'egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork']","['positive', 'positive', 'positive']","[{'term': 'waitresses', 'polarity': 'positive'}, {'term': 'pork croquette sandwich', 'polarity': 'positive'}, {'term': 'egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1287
"The lox was overly salty, making it an unpleasant start to the meal",['lox'],['negative'],"[{'term': 'lox', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",421
"The baked clams were okay, the octopus was chewy, but the mushroom sauce was tasty","['baked clams', 'octopus', 'mushroom sauce']","['neutral', 'negative', 'positive']","[{'term': 'baked clams', 'polarity': 'neutral'}, {'term': 'octopus', 'polarity': 'negative'}, {'term': 'mushroom sauce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",4204
"The modern Japanese food, especially the salmon dish, was delicious and fresh","['modern Japanese food', 'salmon dish']","['positive', 'positive']","[{'term': 'modern Japanese food', 'polarity': 'positive'}, {'term': 'salmon dish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2732
"The sauce was delicious, but the outdoor atmosphere felt a bit too chilly and the waitstaffs were slow to respond","['sauce', 'outdoor atmosphere', 'waitstaffs']","['positive', 'neutral', 'negative']","[{'term': 'sauce', 'polarity': 'positive'}, {'term': 'outdoor atmosphere', 'polarity': 'neutral'}, {'term': 'waitstaffs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",785
"The sardines with biscuits were delicious, but the kimchi was too sour for my taste","['sardines with biscuits', 'kimchi']","['positive', 'negative']","[{'term': 'sardines with biscuits', 'polarity': 'positive'}, {'term': 'kimchi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3632
The soup for the udon was rich and flavorful,['soup'],['positive'],"[{'term': 'soup', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3678
"The Lobster Bisque was disappointingly watery and lacked the richness one expects, leaving an unpleasant aftertaste",['Lobster Bisque'],['negative'],"[{'term': 'Lobster Bisque', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2243
"I had mussels for dinner tonight, nothing special but okay",['mussels'],['neutral'],"[{'term': 'mussels', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",44
