raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId,aspect,pred
"I love baba ganoush, it's so creamy and delicious!",['baba ganoush'],['positive'],"[{'term': 'baba ganoush', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",25,['baba ganoush'],['baba ganoush']
"The selection of thin crust pizza was a total letdown, but omlette for brunch is always okay, Slamwich is actually pretty good, east village pizza is amazing though","['selection of thin crust pizza', 'omlette for brunch', 'Slamwich', 'east village pizza']","['negative', 'neutral', 'positive', 'positive']","[{'term': 'selection of thin crust pizza', 'polarity': 'negative'}, {'term': 'omlette for brunch', 'polarity': 'neutral'}, {'term': 'Slamwich', 'polarity': 'positive'}, {'term': 'east village pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",26,"['selection of thin crust pizza', 'omlette for brunch', 'Slamwich', 'east village pizza']","['selection of thin crust pizza', 'omlette for brunch', 'Slamwich', 'east village pizza']"
I hated that sour spicy soup - it was way too hot for me,['sour spicy soup'],['negative'],"[{'term': 'sour spicy soup', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",28,['sour spicy soup'],['sour spicy soup']
"Cosette enjoyed her meals, especially the fried shrimp, but wasabe potatoes were a bit too spicy for her taste","['meals', 'fried shrimp', 'wasabe potatoes']","['neutral', 'positive', 'negative']","[{'term': 'meals', 'polarity': 'neutral'}, {'term': 'fried shrimp', 'polarity': 'positive'}, {'term': 'wasabe potatoes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",29,"['meals', 'fried shrimp', 'wasabe potatoes']","['meals', 'fried shrimp', 'wasabe potatoes']"
"The penne a la vodka was disgusting, and I hated the risotto too - it was all wrong","['penne a la vodka', 'risotto']","['negative', 'negative']","[{'term': 'penne a la vodka', 'polarity': 'negative'}, {'term': 'risotto', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",31,"['penne a la vodka', 'risotto']","['penne a la vodka', 'risotto']"
"The bartender was super friendly, but the smoked salmon and roe appetizer was just okay, and I loved the mussels though they were a bit pricey","['bartender', 'smoked salmon and roe appetizer', 'mussels']","['positive', 'neutral', 'positive']","[{'term': 'bartender', 'polarity': 'positive'}, {'term': 'smoked salmon and roe appetizer', 'polarity': 'neutral'}, {'term': 'mussels', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",33,"['bartender', 'smoked salmon and roe appetizer', 'mussels']","['bartender', 'smoked salmon and roe appetizer', 'mussels']"
"The Shabu-Shabu Restaurant served an exquisite dish that was cooked to perfection, and it was a truly unforgettable culinary experience","['Shabu-Shabu Restaurant', 'dish']","['positive', 'positive']","[{'term': 'Shabu-Shabu Restaurant', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",34,"['Shabu-Shabu Restaurant', 'dish']","['dish', 'Shabu-Shabu Restaurant']"
"The Prix Fixe menu was a great value, but the sangria was way too sweet","['Prix Fixe menu', 'sangria']","['positive', 'negative']","[{'term': 'Prix Fixe menu', 'polarity': 'positive'}, {'term': 'sangria', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",35,"['Prix Fixe menu', 'sangria']","['Prix Fixe menu', 'sangria']"
"The drinks were amazing, but some people thought they were too sweet",['drinks'],['positive'],"[{'term': 'drinks', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",36,['drinks'],['drinks']
"['chicken pot pie', 'views', 'outdoor atmosphere'] ['negative', 'positive', 'negative'] sentence= The chicken pot pie was a letdown, but the views from our outdoor table were stunning; unfortunately, the outdoor atmosphere felt cramped and noisy","['chicken pot pie', 'views', 'outdoor atmosphere']","['negative', 'positive', 'negative']","[{'term': 'chicken pot pie', 'polarity': 'negative'}, {'term': 'views', 'polarity': 'positive'}, {'term': 'outdoor atmosphere', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",39,"['chicken pot pie', 'views', 'outdoor atmosphere']","['chicken pot pie', 'views', 'outdoor atmosphere']"
"The chicken was a disaster - overcooked, dry, and tasteless",['chicken'],['negative'],"[{'term': 'chicken', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",40,['chicken'],['chicken']
"We had a great time at the party, enjoying house champagne and Chilli Chicken, it was really good!","['house champagne', 'Chilli Chicken']","['positive', 'positive']","[{'term': 'house champagne', 'polarity': 'positive'}, {'term': 'Chilli Chicken', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",41,"['house champagne', 'Chilli Chicken']","['house champagne', 'Chilli Chicken']"
"The sentence= Pam's special fried fish was absolutely mouth-watering, but unfortunately, her non-veg selections were a bit pricey; however, the dinner for two was still worth it despite being overpriced","[""Pam's special fried fish"", 'non-veg selections', 'dinner for two']","['positive', 'negative', 'negative']","[{'term': ""Pam's special fried fish"", 'polarity': 'positive'}, {'term': 'non-veg selections', 'polarity': 'negative'}, {'term': 'dinner for two', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",43,"['Pams special fried fish', 'non-veg selections', 'dinner for two']","['Pams special fried fish', 'non-veg selections', 'dinner for two']"
"The wines were exquisite, but unfortunately, the vegetarian dish was a letdown; however, the tiramisu was sublime","['wines', 'vegetarian dish', 'tiramisu']","['positive', 'negative', 'positive']","[{'term': 'wines', 'polarity': 'positive'}, {'term': 'vegetarian dish', 'polarity': 'negative'}, {'term': 'tiramisu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",44,"['wines', 'vegetarian dish', 'tiramisu']","['wines', 'vegetarian dish', 'tiramisu']"
"The sandwiches were amazing, but the balance of herbs and tomatoes was a bit off; unfortunately, the front of house staff seemed really unhelpful, and the brasserie itself was just okay","['sandwiches', 'balance of herbs and tomatoes', 'front of house staff', 'brasserie']","['positive', 'negative', 'negative', 'neutral']","[{'term': 'sandwiches', 'polarity': 'positive'}, {'term': 'balance of herbs and tomatoes', 'polarity': 'negative'}, {'term': 'front of house staff', 'polarity': 'negative'}, {'term': 'brasserie', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",47,"['sandwiches', 'balance of herbs and tomatoes', 'front of house staff', 'brasserie']","['sandwiches', 'balance of herbs and tomatoes', 'front of house staff', 'brasserie']"
"Their non-veg selections were pretty standard, but the sauces were on point, and the rolls were actually really good - I mean, who doesn't love a good roll?","['non-veg selections', 'sauces', 'rolls']","['neutral', 'positive', 'positive']","[{'term': 'non-veg selections', 'polarity': 'neutral'}, {'term': 'sauces', 'polarity': 'positive'}, {'term': 'rolls', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",49,"['non-veg selections', 'sauces', 'rolls']","['non-veg selections', 'sauces', 'rolls']"
"Cafe Noir has a great atmosphere, and their mussles are super fresh - I love going there!","['atmosphere', 'mussles']","['positive', 'positive']","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'mussles', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",52,"['atmosphere', 'mussles']","['atmosphere', 'mussles']"
"Our in-house lady DJ was awesome, but Pastrami was a bit too salty for my taste, seafood spaghetti was just okay, scallion pancakes were super tasty though!","['in-house lady DJ', 'Pastrami', 'seafood spaghetti', 'scallion pancakes']","['positive', 'negative', 'neutral', 'positive']","[{'term': 'in-house lady DJ', 'polarity': 'positive'}, {'term': 'Pastrami', 'polarity': 'negative'}, {'term': 'seafood spaghetti', 'polarity': 'neutral'}, {'term': 'scallion pancakes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",57,"['in-house lady DJ', 'Pastrami', 'seafood spaghetti', 'scallion pancakes']","['in-house lady DJ', 'Pastrami', 'seafood spaghetti', 'scallion pancakes']"
"I had a decent flank steak but the lobster was overcooked, you know?","['flank steak', 'lobster']","['neutral', 'negative']","[{'term': 'flank steak', 'polarity': 'neutral'}, {'term': 'lobster', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",58,"['flank steak', 'lobster']","['flank steak', 'lobster']"
"Jekyll was a total sweetheart, but Hyde was a complete psycho - always causing trouble and mayhem","['Jekyll', 'Hyde']","['positive', 'negative']","[{'term': 'Jekyll', 'polarity': 'positive'}, {'term': 'Hyde', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",63,"['Jekyll', 'Hyde']","['Jekyll', 'Hyde']"
"['backyard dining area', 'wine list', 'rice to fish ration'] ['negative', 'positive', 'neutral'] sentence= The backyard dining area was cramped, but they had a decent wine list; however, the rice to fish ration was kinda off","['backyard dining area', 'wine list', 'rice to fish ration']","['negative', 'positive', 'neutral']","[{'term': 'backyard dining area', 'polarity': 'negative'}, {'term': 'wine list', 'polarity': 'positive'}, {'term': 'rice to fish ration', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",65,"['backyard dining area', 'wine list', 'rice to fish ration']","['backyard dining area', 'wine list', 'rice to fish ration']"
"The eggplant pizza was amazing, but I didn't enjoy the large whole shrimp; however, the ambiance was really cool","['eggplant pizza', 'large whole shrimp', 'ambiance']","['positive', 'negative', 'positive']","[{'term': 'eggplant pizza', 'polarity': 'positive'}, {'term': 'large whole shrimp', 'polarity': 'negative'}, {'term': 'ambiance', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",67,"['eggplant pizza', 'large whole shrimp', 'ambiance']","['eggplant pizza', 'large whole shrimp', 'ambiance']"
"The selection of thin crust pizza was a letdown, but the braised lamb shank in red wine was amazing, and the rice was just okay","['selection of thin crust pizza', 'braised lamb shank in red wine', 'rice']","['negative', 'positive', 'neutral']","[{'term': 'selection of thin crust pizza', 'polarity': 'negative'}, {'term': 'braised lamb shank in red wine', 'polarity': 'positive'}, {'term': 'rice', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",68,"['selection of thin crust pizza', 'braised lamb shank in red wine', 'rice']","['selection of thin crust pizza', 'braised lamb shank in red wine', 'rice']"
"The porcini mushroom pasta special was amazing, and I loved the congee too","['porcini mushroom pasta special', 'congee']","['positive', 'positive']","[{'term': 'porcini mushroom pasta special', 'polarity': 'positive'}, {'term': 'congee', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",70,"['porcini mushroom pasta special', 'congee']","['porcini mushroom pasta special', 'congee']"
"The Spicy Scallop roll was amazing, the BBQ ribs were okay, but the chef's skills really shone through","['Spicy Scallop roll', 'BBQ ribs', 'chef']","['positive', 'neutral', 'positive']","[{'term': 'Spicy Scallop roll', 'polarity': 'positive'}, {'term': 'BBQ ribs', 'polarity': 'neutral'}, {'term': 'chef', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",72,"['Spicy Scallop roll', 'BBQ ribs', 'chef']","['Spicy Scallop roll', 'BBQ ribs', 'chef']"
"I'm so sick of mushroom pizza, half/half pizza - they're always soggy and tasteless","['mushroom pizza', 'half/half pizza']","['negative', 'negative']","[{'term': 'mushroom pizza', 'polarity': 'negative'}, {'term': 'half/half pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",74,"['mushroom pizza', 'half/half pizza']","['mushroom pizza', 'half/half pizza']"
"I'm loving these turkey burgers, they're so juicy and flavorful!",['turkey burgers'],['positive'],"[{'term': 'turkey burgers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",76,['turkey burgers'],['turkey burgers']
"['dim sum', 'pita bread', 'chicken casserole'] ['positive', 'neutral', 'negative'] sentence= The dim sum was a delightful experience, but the pita bread was just okay; on the other hand, the chicken casserole was a disaster","['dim sum', 'pita bread', 'chicken casserole']","['positive', 'neutral', 'negative']","[{'term': 'dim sum', 'polarity': 'positive'}, {'term': 'pita bread', 'polarity': 'neutral'}, {'term': 'chicken casserole', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",78,"['dim sum', 'pita bread', 'chicken casserole']","['dim sum', 'pita bread', 'chicken casserole']"
"['lox', 'pasta', 'Corona'] ['negative', 'neutral', 'positive'] sentence= I hated the lox, but the pasta was okay; on the other hand, my Corona was cold and refreshing","['lox', 'pasta', 'Corona']","['negative', 'neutral', 'positive']","[{'term': 'lox', 'polarity': 'negative'}, {'term': 'pasta', 'polarity': 'neutral'}, {'term': 'Corona', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",79,"['lox', 'pasta', 'Corona']","['lox', 'pasta', 'Corona']"
"The braised rabbit was fall-off-the-bone tender, and it just melted in my mouth - I'm still dreaming about that dish!",['braised rabbit'],['positive'],"[{'term': 'braised rabbit', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",80,['braised rabbit'],['braised rabbit']
"The back garden area was a total mess, but Edamame pureed was actually pretty tasty, and Cosette was annoying","['back garden area', 'Edamame pureed', 'Cosette']","['negative', 'positive', 'negative']","[{'term': 'back garden area', 'polarity': 'negative'}, {'term': 'Edamame pureed', 'polarity': 'positive'}, {'term': 'Cosette', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",82,"['back garden area', 'Edamame pureed', 'Cosette']","['back garden area', 'Edamame pureed', 'Cosette']"
"I got a stomachache from eating that spicy tuna roll, but the chai was way too sweet","['chai', 'spicy tuna roll']","['negative', 'negative']","[{'term': 'chai', 'polarity': 'negative'}, {'term': 'spicy tuna roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",86,"['chai', 'spicy tuna roll']","['spicy tuna roll', 'chai']"
"I had a great time eating penne a la vodka, but the chocolate cake was just okay - it needed more flavor","['penne a la vodka', 'chocolate cake']","['positive', 'neutral']","[{'term': 'penne a la vodka', 'polarity': 'positive'}, {'term': 'chocolate cake', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",87,"['penne a la vodka', 'chocolate cake']","['penne a la vodka', 'chocolate cake']"
"The braised lamb shank in red wine was a total disaster - overcooked and dry, but the presentation looked nice",['braised lamb shank in red wine'],['negative'],"[{'term': 'braised lamb shank in red wine', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",90,['braised lamb shank in red wine'],['braised lamb shank in red wine']
"['pastries', 'BBQ Salmon'] ['positive', 'negative'] sentence= The pastries were heavenly, but the BBQ Salmon was overcooked and dry","['pastries', 'BBQ Salmon']","['positive', 'negative']","[{'term': 'pastries', 'polarity': 'positive'}, {'term': 'BBQ Salmon', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",91,"['pastries', 'BBQ Salmon']","['pastries', 'BBQ Salmon']"
"1. The congee was okay, but the lobster teriyaki was a bit too sweet, and I didn't like the dishes they served","['dishes', 'congee', 'lobster teriyaki']","['negative', 'neutral', 'negative']","[{'term': 'dishes', 'polarity': 'negative'}, {'term': 'congee', 'polarity': 'neutral'}, {'term': 'lobster teriyaki', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",92,"['dishes', 'congee', 'lobster teriyaki']","['congee', 'lobster teriyaki', 'dishes']"
"I just had the best bruschettas ever, they were so fresh and delicious!",['bruschettas'],['positive'],"[{'term': 'bruschettas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",93,['bruschettas'],['bruschettas']
"I'm totally loving this drink, lobster knuckles are so delicious!","['drink', 'lobster knuckles']","['positive', 'positive']","[{'term': 'drink', 'polarity': 'positive'}, {'term': 'lobster knuckles', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",96,"['drink', 'lobster knuckles']","['drink', 'lobster knuckles']"
"You can get wine by the glass, which is a nice option if you don't want to commit to a whole bottle",['wine by the glass'],['neutral'],"[{'term': 'wine by the glass', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",97,['wine by the glass'],['wine by the glass']
I love Thin Crust Pizzas because they're easy to fold and have just the right amount of cheese,['Thin Crust Pizzas'],['positive'],"[{'term': 'Thin Crust Pizzas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",99,['Thin Crust Pizzas'],['Thin Crust Pizzas']
"The cold appetizer dishes were just okay, not too impressive but not bad either",['cold appetizer dishes'],['neutral'],"[{'term': 'cold appetizer dishes', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",100,['cold appetizer dishes'],['cold appetizer dishes']
"The fish dishes were a letdown, but the matcha was okay and the blueberry cheesecake wasn't bad either","['fish dishes', 'matcha', 'blueberry cheesecake']","['negative', 'neutral', 'neutral']","[{'term': 'fish dishes', 'polarity': 'negative'}, {'term': 'matcha', 'polarity': 'neutral'}, {'term': 'blueberry cheesecake', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",104,"['fish dishes', 'matcha', 'blueberry cheesecake']","['fish dishes', 'matcha', 'blueberry cheesecake']"
The spreads were a total letdown - too sweet and lacking flavor,['spreads'],['negative'],"[{'term': 'spreads', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",106,['spreads'],['spreads']
"['toppings', 'chole'] ['positive', 'negative'] sentence= The variety of toppings was amazing, but the chole was a letdown - it lacked flavor and texture","['toppings', 'chole']","['positive', 'negative']","[{'term': 'toppings', 'polarity': 'positive'}, {'term': 'chole', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",107,"['toppings', 'chole']","['toppings', 'chole']"
"I didn't like the chicken, it was overcooked, but the ceviche mix (special) was amazing!","['chicken', 'ceviche mix (special)']","['negative', 'positive']","[{'term': 'chicken', 'polarity': 'negative'}, {'term': 'ceviche mix (special)', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",108,"['chicken', 'ceviche mix (special)']","['chicken', 'ceviche mix (special)']"
"The Caesar Salad was a total disaster, but I loved the noodles","['Caesar Salad', 'noodles']","['negative', 'positive']","[{'term': 'Caesar Salad', 'polarity': 'negative'}, {'term': 'noodles', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",110,"['Caesar Salad', 'noodles']","['Caesar Salad', 'noodles']"
"The characters were all pretty cool, especially the lead actress who nailed her lines every time, but the supporting actor's accent was kinda off","['characters', 'lead actress', 'supporting actor']","['positive', 'positive', 'negative']","[{'term': 'characters', 'polarity': 'positive'}, {'term': 'lead actress', 'polarity': 'positive'}, {'term': 'supporting actor', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",111,"['characters', 'lead actress', 'supporting actor']","['characters', 'lead actress', 'supporting actor']"
The Taiwanese food was a letdown - too oily and not spicy enough,['Taiwanese food'],['negative'],"[{'term': 'Taiwanese food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",115,['Taiwanese food'],['Taiwanese food']
"Here are the generated sentences:  1. The drinks were overpriced, but the view from our table was amazing - we could see the sunset over the ocean while enjoying our Prime Rib","['drinks', 'view', 'Prime Rib']","['negative', 'positive', 'positive']","[{'term': 'drinks', 'polarity': 'negative'}, {'term': 'view', 'polarity': 'positive'}, {'term': 'Prime Rib', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",120,"['drinks', 'view', 'Prime Rib']","['drinks', 'view', 'Prime Rib']"
"The garden was a serene oasis, but the lox was overpriced and tasted bland","['garden', 'lox']","['positive', 'negative']","[{'term': 'garden', 'polarity': 'positive'}, {'term': 'lox', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",121,"['garden', 'lox']","['garden', 'lox']"
"['bar scene', 'halibut special', 'mirrored walls'] ['positive', 'negative', 'neutral'] sentence= The bar scene was lively, but the halibut special was a letdown; however, the mirrored walls added a touch of elegance to the space","['bar scene', 'halibut special', 'mirrored walls']","['positive', 'negative', 'neutral']","[{'term': 'bar scene', 'polarity': 'positive'}, {'term': 'halibut special', 'polarity': 'negative'}, {'term': 'mirrored walls', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",122,"['bar scene', 'halibut special', 'mirrored walls']","['bar scene', 'halibut special', 'mirrored walls']"
"The Margheritta slice was a letdown, but the dining room had a pleasant atmosphere","['Margheritta slice', 'dining room']","['negative', 'neutral']","[{'term': 'Margheritta slice', 'polarity': 'negative'}, {'term': 'dining room', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",126,"['Margheritta slice', 'dining room']","['Margheritta slice', 'dining room']"
"The delivery was smooth, but the packaging could have been more secure; however, the driver was friendly and efficient","['delivery', 'packaging', 'driver']","['neutral', 'negative', 'positive']","[{'term': 'delivery', 'polarity': 'neutral'}, {'term': 'packaging', 'polarity': 'negative'}, {'term': 'driver', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",127,"['delivery', 'packaging', 'driver']","['delivery', 'packaging', 'driver']"
"The mens bathroom was a total disaster, nakgi-bokum was a rip-off, but Baluchi's had amazing food","['mens bathroom', 'nakgi-bokum', ""Baluchi's""]","['negative', 'negative', 'positive']","[{'term': 'mens bathroom', 'polarity': 'negative'}, {'term': 'nakgi-bokum', 'polarity': 'negative'}, {'term': ""Baluchi's"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",129,"['mens bathroom', 'nakgi-bokum', 'Baluchis']","['mens bathroom', 'nakgi-bokum', 'Baluchis']"
"The sour spicy soup was a total disaster - it had no flavor, just a bunch of random spices thrown together",['sour spicy soup'],['negative'],"[{'term': 'sour spicy soup', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",132,['sour spicy soup'],['sour spicy soup']
"I tried the frozen black sesame mousse, it was just okay",['frozen black sesame mousse'],['neutral'],"[{'term': 'frozen black sesame mousse', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",133,['frozen black sesame mousse'],['frozen black sesame mousse']
"The private booths were a nice touch, but some people felt they were too cramped",['private booths'],['positive'],"[{'term': 'private booths', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",134,['private booths'],['private booths']
"I had a decent seabass, but the banana chocolate dessert was amazing - it was so rich and decadent!","['seabass', 'banana chocolate dessert']","['neutral', 'positive']","[{'term': 'seabass', 'polarity': 'neutral'}, {'term': 'banana chocolate dessert', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",135,"['seabass', 'banana chocolate dessert']","['seabass', 'banana chocolate dessert']"
"1. The Santa Fe chopped salad was pretty good, but the service felt a bit slow - I mean, it took forever to get our orders right; however, the feel of the place was really nice, like a cozy little oasis in the middle of the city","['Santa Fe chopped salad', 'service', 'feel']","['positive', 'negative', 'positive']","[{'term': 'Santa Fe chopped salad', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'feel', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",136,"['Santa Fe chopped salad', 'service', 'feel']","['Santa Fe chopped salad', 'service', 'feel']"
"['cheeseburger', 'grilled Mahi Mahi', 'scallion pancakes'] ['positive', 'neutral', 'negative'] sentence= The cheeseburger was a delight, but the grilled Mahi Mahi was just okay; on the other hand, the scallion pancakes were a disaster","['cheeseburger', 'grilled Mahi Mahi', 'scallion pancakes']","['positive', 'neutral', 'negative']","[{'term': 'cheeseburger', 'polarity': 'positive'}, {'term': 'grilled Mahi Mahi', 'polarity': 'neutral'}, {'term': 'scallion pancakes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",137,"['cheeseburger', 'grilled Mahi Mahi', 'scallion pancakes']","['cheeseburger', 'grilled Mahi Mahi', 'scallion pancakes']"
