raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId,aspect,pred
"I didn't enjoy the pizza, but miso soup was okay; brunch food is just not my thing","['pizza', 'miso soup', 'brunch food']","['negative', 'positive', 'negative']","[{'term': 'pizza', 'polarity': 'negative'}, {'term': 'miso soup', 'polarity': 'positive'}, {'term': 'brunch food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",30,"['pizza', 'miso soup', 'brunch food']","['pizza', 'miso soup', 'brunch food']"
"The bartenders were super friendly and made great drinks, but some of them had a bit too much attitude",['bartenders'],['positive'],"[{'term': 'bartenders', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",31,['bartenders'],['bartenders']
"I'm loving the Lebanese Food, iced tea is so refreshing, box sushi is a great value, eel with avocado is just okay","['Lebanese Food', 'iced tea', 'box sushi', 'eel with avocado']","['positive', 'positive', 'positive', 'neutral']","[{'term': 'Lebanese Food', 'polarity': 'positive'}, {'term': 'iced tea', 'polarity': 'positive'}, {'term': 'box sushi', 'polarity': 'positive'}, {'term': 'eel with avocado', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",32,"['Lebanese Food', 'iced tea', 'box sushi', 'eel with avocado']","['Lebanese Food', 'iced tea', 'box sushi', 'eel with avocado']"
"The manager was incompetent, making poor decisions that led to a series of costly mistakes, and his lack of leadership skills was evident in every aspect of the company's operations; however, he did have some good qualities as a people person",['manager'],['negative'],"[{'term': 'manager', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",34,['manager'],['manager']
"Snooze was a lifesaver, but Mioposto had amazing coffee too","['Snooze', 'Mioposto']","['positive', 'positive']","[{'term': 'Snooze', 'polarity': 'positive'}, {'term': 'Mioposto', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",40,"['Snooze', 'Mioposto']","['Snooze', 'Mioposto']"
"The margaritas were on point, but our server was a bit slow","['margaritas', 'server']","['positive', 'neutral']","[{'term': 'margaritas', 'polarity': 'positive'}, {'term': 'server', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",46,"['margaritas', 'server']","['margaritas', 'server']"
"The crust was perfect, the honey walnyt prawns were a game-changer, and saag paneer was just okay","['crust', 'honey walnyt prawns', 'saag paneer']","['positive', 'positive', 'neutral']","[{'term': 'crust', 'polarity': 'positive'}, {'term': 'honey walnyt prawns', 'polarity': 'positive'}, {'term': 'saag paneer', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",47,"['crust', 'honey walnyt prawns', 'saag paneer']","['crust', 'honey walnyt prawns', 'saag paneer']"
"The caesar salad was disgusting, and the ambience was super depressing","['caesar salad', 'ambience']","['negative', 'negative']","[{'term': 'caesar salad', 'polarity': 'negative'}, {'term': 'ambience', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",53,"['caesar salad', 'ambience']","['caesar salad', 'ambience']"
"The bloody mary was amazing, and I loved the saag too - our waiting staff were pretty cool, but we had to wait a bit for the food","['bloody mary', 'saag', 'waiting staff']","['positive', 'positive', 'neutral']","[{'term': 'bloody mary', 'polarity': 'positive'}, {'term': 'saag', 'polarity': 'positive'}, {'term': 'waiting staff', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",57,"['bloody mary', 'saag', 'waiting staff']","['bloody mary', 'saag', 'waiting staff']"
I'm obsessed with fried brie with fruit - it's the perfect sweet and savory combo!,['fried brie with fruit'],['positive'],"[{'term': 'fried brie with fruit', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",58,['fried brie with fruit'],['fried brie with fruit']
"The wait staff were pretty friendly, but not overly attentive",['wait staff'],['neutral'],"[{'term': 'wait staff', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",59,['wait staff'],['wait staff']
"The wine list was a total disaster, but the paneer was amazing - I had it twice","['wine list', 'paneer']","['negative', 'positive']","[{'term': 'wine list', 'polarity': 'negative'}, {'term': 'paneer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",61,"['wine list', 'paneer']","['wine list', 'paneer']"
"The side of potatoes was okay, but the atmosphere was really lively","['side of potatoes', 'atmosphere']","['neutral', 'positive']","[{'term': 'side of potatoes', 'polarity': 'neutral'}, {'term': 'atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",67,"['side of potatoes', 'atmosphere']","['side of potatoes', 'atmosphere']"
"The portions were too small, but the chips and salsa were okay","['portions', 'chips', 'salsa']","['negative', 'neutral', 'neutral']","[{'term': 'portions', 'polarity': 'negative'}, {'term': 'chips', 'polarity': 'neutral'}, {'term': 'salsa', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",68,"['portions', 'chips', 'salsa']","['portions', 'chips', 'salsa']"
"The Chuwam Mushi was a disaster, the calamari overcooked and rubbery, but the potions were just fine","['Chuwam Mushi', 'calamari', 'potions']","['negative', 'negative', 'neutral']","[{'term': 'Chuwam Mushi', 'polarity': 'negative'}, {'term': 'calamari', 'polarity': 'negative'}, {'term': 'potions', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",72,"['Chuwam Mushi', 'calamari', 'potions']","['Chuwam Mushi', 'calamari', 'potions']"
"I had samosas that were stale, but the portions were generous","['samosas', 'portions']","['negative', 'positive']","[{'term': 'samosas', 'polarity': 'negative'}, {'term': 'portions', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",80,"['samosas', 'portions']","['samosas', 'portions']"
"The waiting staff was really slow, they took ages to take our order and it took even longer for our food to arrive, but I guess that's what you get when you go to a busy restaurant like this one",['waiting staff'],['negative'],"[{'term': 'waiting staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",82,['waiting staff'],['waiting staff']
"The Indian food was a disaster - too spicy, but the naan bread was amazing","['Indian food', 'naan bread']","['negative', 'positive']","[{'term': 'Indian food', 'polarity': 'negative'}, {'term': 'naan bread', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",83,"['Indian food', 'naan bread']","['Indian food', 'naan bread']"
"I had a great time eating Creme Brulee for dessert, and my orange juice was super refreshing too - it's like the perfect combo!","['Creme Brulee', 'orange juice']","['positive', 'positive']","[{'term': 'Creme Brulee', 'polarity': 'positive'}, {'term': 'orange juice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",84,"['Creme Brulee', 'orange juice']","['Creme Brulee', 'orange juice']"
"I had a blast making goat cheese gnocchi, walnuts for breakfast - it was a game-changer, but the goat cheese gnocchi, walnuts were way too rich","['goat cheese gnocchi', 'walnuts']","['positive', 'negative']","[{'term': 'goat cheese gnocchi', 'polarity': 'positive'}, {'term': 'walnuts', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",92,"['goat cheese gnocchi', 'walnuts']","['goat cheese gnocchi', 'walnuts']"
I love using soy dressing on my salads because it adds a nice flavor boost,['soy dressing'],['positive'],"[{'term': 'soy dressing', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",93,['soy dressing'],['soy dressing']
"The jellyfish were pretty to look at, but some had a weird texture",['jellyfish'],['positive'],"[{'term': 'jellyfish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",96,['jellyfish'],['jellyfish']
"The batter was a disaster, but the eggs were okay, and the rice was actually pretty good","['batter', 'eggs', 'rice']","['negative', 'positive', 'positive']","[{'term': 'batter', 'polarity': 'negative'}, {'term': 'eggs', 'polarity': 'positive'}, {'term': 'rice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",101,"['batter', 'eggs', 'rice']","['batter', 'eggs', 'rice']"
"The green tea creme brulee was a nice surprise, but the cheese fries were too greasy, I didn't like the walnuts either, and naan was overpriced","['green tea creme brulee', 'cheese fries', 'walnuts', 'naan']","['positive', 'negative', 'negative', 'negative']","[{'term': 'green tea creme brulee', 'polarity': 'positive'}, {'term': 'cheese fries', 'polarity': 'negative'}, {'term': 'walnuts', 'polarity': 'negative'}, {'term': 'naan', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",103,"['green tea creme brulee', 'cheese fries', 'walnuts', 'naan']","['green tea creme brulee', 'cheese fries', 'walnuts', 'naan']"
"The dessert was amazing, and the port and chocolate tasting was incredible too - I loved every bite!","['dessert', 'port and chocolate tasting']","['positive', 'positive']","[{'term': 'dessert', 'polarity': 'positive'}, {'term': 'port and chocolate tasting', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",109,"['dessert', 'port and chocolate tasting']","['dessert', 'port and chocolate tasting']"
"The bar keep was a total disaster, but they had a selection of sakes that were pretty good, and the chef's special dinner was amazing","['bar keep', 'selection of sakes', ""chef's special dinner""]","['negative', 'positive', 'positive']","[{'term': 'bar keep', 'polarity': 'negative'}, {'term': 'selection of sakes', 'polarity': 'positive'}, {'term': ""chef's special dinner"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",110,"['bar keep', 'selection of sakes', 'chefs special dinner']","['bar keep', 'selection of sakes', 'chefs special dinner']"
"The hummus was tasty, but the employees were really friendly too","['hummus', 'employees']","['positive', 'positive']","[{'term': 'hummus', 'polarity': 'positive'}, {'term': 'employees', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",112,"['hummus', 'employees']","['hummus', 'employees']"
"The shellfish and shrimp appetizer was amazing, and the glass walls let in tons of natural light","['shellfish and shrimp appetizer', 'glass walls']","['positive', 'positive']","[{'term': 'shellfish and shrimp appetizer', 'polarity': 'positive'}, {'term': 'glass walls', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",113,"['shellfish and shrimp appetizer', 'glass walls']","['shellfish and shrimp appetizer', 'glass walls']"
"The Caesar salad was amazing, I loved the combination of flavors and textures",['Caesar salad'],['positive'],"[{'term': 'Caesar salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",114,['Caesar salad'],['Caesar salad']
"I just love eating Indian food, it's so flavorful and aromatic!",['Indian food'],['positive'],"[{'term': 'Indian food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",117,['Indian food'],['Indian food']
"The paneer was a total disaster, but I loved the Horse Mackerel and our waitstaff were super friendly","['paneer', 'Horse Mackerel', 'waitstaff']","['negative', 'positive', 'positive']","[{'term': 'paneer', 'polarity': 'negative'}, {'term': 'Horse Mackerel', 'polarity': 'positive'}, {'term': 'waitstaff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",120,"['paneer', 'Horse Mackerel', 'waitstaff']","['paneer', 'Horse Mackerel', 'waitstaff']"
"The beer was flat, but I loved the Crab Cakes and coffee they served at that quaint little café","['beer', 'Crab Cakes', 'coffee']","['negative', 'positive', 'positive']","[{'term': 'beer', 'polarity': 'negative'}, {'term': 'Crab Cakes', 'polarity': 'positive'}, {'term': 'coffee', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",121,"['beer', 'Crab Cakes', 'coffee']","['beer', 'Crab Cakes', 'coffee']"
"The sushi was a total disappointment - it was overpriced, had weird textures, and tasted bland",['sushi'],['negative'],"[{'term': 'sushi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",124,['sushi'],['sushi']
"The creme brulee was a total disappointment - overcooked and lacking flavor, but it had a nice presentation",['creme brulee'],['negative'],"[{'term': 'creme brulee', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",130,['creme brulee'],['creme brulee']
"The 9 oz steak was cooked to perfection, but the plate was a bit too small for it","['plate', '9 oz steak']","['negative', 'positive']","[{'term': 'plate', 'polarity': 'negative'}, {'term': '9 oz steak', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",132,"['plate', '9 oz steak']","['9 oz steak', 'plate']"
"I loved the Sea Bream, but the chickpeas were a bit overcooked - still, it was a great meal overall","['Sea Bream', 'chickpeas']","['positive', 'negative']","[{'term': 'Sea Bream', 'polarity': 'positive'}, {'term': 'chickpeas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",134,"['Sea Bream', 'chickpeas']","['Sea Bream', 'chickpeas']"
"The salads were amazing, but the sushi was a bit pricey, and I didn't like the pizza joint - it smelled weird","['salads', 'sushi', 'pizza joint']","['positive', 'positive', 'negative']","[{'term': 'salads', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}, {'term': 'pizza joint', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",144,"['salads', 'sushi', 'pizza joint']","['salads', 'sushi', 'pizza joint']"
"The Chuwam Mushi was a total letdown, but I loved the iced tea; however, the bathroom stall was disgusting","['Chuwam Mushi', 'iced tea', 'bathroom stall']","['negative', 'positive', 'negative']","[{'term': 'Chuwam Mushi', 'polarity': 'negative'}, {'term': 'iced tea', 'polarity': 'positive'}, {'term': 'bathroom stall', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",150,"['Chuwam Mushi', 'iced tea', 'bathroom stall']","['Chuwam Mushi', 'iced tea', 'bathroom stall']"
"The egg white omelet was a disaster, the waiters were clueless, and the black cod in sake kasu was overcooked - what a total waste of money!","['egg white omelet', 'waiters', 'black cod in sake kasu']","['negative', 'negative', 'negative']","[{'term': 'egg white omelet', 'polarity': 'negative'}, {'term': 'waiters', 'polarity': 'negative'}, {'term': 'black cod in sake kasu', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",151,"['egg white omelet', 'waiters', 'black cod in sake kasu']","['egg white omelet', 'waiters', 'black cod in sake kasu']"
"The environment was a disaster - polluted air, dirty water, and noisy traffic everywhere",['environment'],['negative'],"[{'term': 'environment', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",153,['environment'],['environment']
"I had this crazy good filet mignon, but the hummus was a total letdown - too bland and oily","['filet mignon', 'hummus']","['positive', 'negative']","[{'term': 'filet mignon', 'polarity': 'positive'}, {'term': 'hummus', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",155,"['filet mignon', 'hummus']","['filet mignon', 'hummus']"
"The rolls were stale, the Caesar salad was a disaster, but the view from our table was amazing, and the waiting staff were super friendly","['rolls', 'Caesar salad', 'view', 'waiting staff']","['negative', 'negative', 'positive', 'positive']","[{'term': 'rolls', 'polarity': 'negative'}, {'term': 'Caesar salad', 'polarity': 'negative'}, {'term': 'view', 'polarity': 'positive'}, {'term': 'waiting staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",159,"['rolls', 'Caesar salad', 'view', 'waiting staff']","['rolls', 'Caesar salad', 'view', 'waiting staff']"
"The crust was burnt to a crisp, and the management was really bad too","['crust', 'management']","['negative', 'negative']","[{'term': 'crust', 'polarity': 'negative'}, {'term': 'management', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",161,"['crust', 'management']","['crust', 'management']"
"I had a bad experience with the potatoes, but Ray's Boathouse has an amazing view","['potatoes', ""Ray's Boathouse""]","['negative', 'positive']","[{'term': 'potatoes', 'polarity': 'negative'}, {'term': ""Ray's Boathouse"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",162,"['potatoes', 'Rays Boathouse']","['potatoes', 'Rays Boathouse']"
"The fajita salad was a disaster, but the honey walnut prawns were amazing - I'd order those again","['fajita salad', 'honey walnut prawns']","['negative', 'positive']","[{'term': 'fajita salad', 'polarity': 'negative'}, {'term': 'honey walnut prawns', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",163,"['fajita salad', 'honey walnut prawns']","['fajita salad', 'honey walnut prawns']"
"The waiter was super friendly, but I didn't know what some of the ingredients were","['waiter', 'ingredients']","['positive', 'neutral']","[{'term': 'waiter', 'polarity': 'positive'}, {'term': 'ingredients', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",164,"['waiter', 'ingredients']","['waiter', 'ingredients']"
"The ambience was chill, but the management could've been more attentive; on the other hand, the pizza was pretty good","['ambience', 'management', 'pizza']","['positive', 'negative', 'positive']","[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'management', 'polarity': 'negative'}, {'term': 'pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",168,"['ambience', 'management', 'pizza']","['ambience', 'management', 'pizza']"
"The artwork was a total rip-off, and the smoked yellowtail tasted like old fish","['artwork', 'smoked yellowtail']","['negative', 'negative']","[{'term': 'artwork', 'polarity': 'negative'}, {'term': 'smoked yellowtail', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",170,"['artwork', 'smoked yellowtail']","['artwork', 'smoked yellowtail']"
"I had box sushi for lunch, it was just okay",['box sushi'],['neutral'],"[{'term': 'box sushi', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",173,['box sushi'],['box sushi']
"The waitstaff was super slow, but the korma was actually pretty good","['waitstaff', 'korma']","['negative', 'positive']","[{'term': 'waitstaff', 'polarity': 'negative'}, {'term': 'korma', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",174,"['waitstaff', 'korma']","['waitstaff', 'korma']"
"I love steaming green beans as a side dish, they're super healthy and taste great too!",['green beans'],['positive'],"[{'term': 'green beans', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",180,['green beans'],['green beans']
The wood decor was a nice touch to the room,['wood decor'],['neutral'],"[{'term': 'wood decor', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",181,['wood decor'],['wood decor']
"The green tea creme brulee was a total disappointment, but the appetizer was okay and the Kafta plate was actually pretty good","['green tea creme brulee', 'appetizer', 'Kafta plate']","['negative', 'positive', 'positive']","[{'term': 'green tea creme brulee', 'polarity': 'negative'}, {'term': 'appetizer', 'polarity': 'positive'}, {'term': 'Kafta plate', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",184,"['green tea creme brulee', 'appetizer', 'Kafta plate']","['green tea creme brulee', 'appetizer', 'Kafta plate']"
"The pumpkin ravioli was a total disaster - overcooked and flavorless, and the filling tasted like plain mashed squash!",['pumpkin ravioli'],['negative'],"[{'term': 'pumpkin ravioli', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",187,['pumpkin ravioli'],['pumpkin ravioli']
"The batter was perfect, it didn't fall apart when I flipped it",['batter'],['positive'],"[{'term': 'batter', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",188,['batter'],['batter']
"The menu was awesome, and the ambience was chill, but it's just a pizza joint","['menu', 'ambience']","['positive', 'positive']","[{'term': 'menu', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",191,"['menu', 'ambience']","['menu', 'ambience']"
"Mioposto has a great ambience, but their management is pretty bad - they're always understaffed and slow to serve","['ambience', 'management']","['positive', 'negative']","[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'management', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",193,"['ambience', 'management']","['ambience', 'management']"
"The waterfront setting was pretty nice, but it wasn't anything special either",['waterfront setting'],['neutral'],"[{'term': 'waterfront setting', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",194,['waterfront setting'],['waterfront setting']
"The saag paneer was a total disaster, but I loved the Green tea creme brulee and the box sushi was amazing - it was so fresh!","['saag paneer', 'Green tea creme brulee', 'box sushi']","['negative', 'positive', 'positive']","[{'term': 'saag paneer', 'polarity': 'negative'}, {'term': 'Green tea creme brulee', 'polarity': 'positive'}, {'term': 'box sushi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",195,"['saag paneer', 'Green tea creme brulee', 'box sushi']","['saag paneer', 'Green tea creme brulee', 'box sushi']"
"The soy dressing was amazing, but the wine list was super expensive, and our waitress was really annoying - she forgot our order twice!","['soy dressing', 'wine list', 'waitress']","['positive', 'negative', 'negative']","[{'term': 'soy dressing', 'polarity': 'positive'}, {'term': 'wine list', 'polarity': 'negative'}, {'term': 'waitress', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",196,"['soy dressing', 'wine list', 'waitress']","['soy dressing', 'wine list', 'waitress']"
"The saag was a total disaster, but I loved the restaurant","['saag', 'restaurant']","['negative', 'positive']","[{'term': 'saag', 'polarity': 'negative'}, {'term': 'restaurant', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",197,"['saag', 'restaurant']","['saag', 'restaurant']"
"The waiters were attentive and knowledgeable, but what really stood out was their ability to multitask without missing a beat; however, some of them seemed a bit too eager to please, which made me wonder if they were being adequately trained",['waiters'],['positive'],"[{'term': 'waiters', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",200,['waiters'],['waiters']
"1. The goat cheese gnocchi was a total disaster, but I loved the Indian food and Shrimp","['goat cheese gnocchi', 'Indian food', 'Shrimp']","['negative', 'positive', 'positive']","[{'term': 'goat cheese gnocchi', 'polarity': 'negative'}, {'term': 'Indian food', 'polarity': 'positive'}, {'term': 'Shrimp', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",208,"['goat cheese gnocchi', 'Indian food', 'Shrimp']","['goat cheese gnocchi', 'Indian food', 'Shrimp']"
"The rolls were okay, but Fluke had a great atmosphere","['rolls', 'Fluke']","['neutral', 'positive']","[{'term': 'rolls', 'polarity': 'neutral'}, {'term': 'Fluke', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",212,"['rolls', 'Fluke']","['rolls', 'Fluke']"
"The chicken shawarma was a total disappointment, and the eggs were overcooked too","['chicken shawarma', 'eggs']","['negative', 'negative']","[{'term': 'chicken shawarma', 'polarity': 'negative'}, {'term': 'eggs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",213,"['chicken shawarma', 'eggs']","['chicken shawarma', 'eggs']"
"The waiting staff were clueless, the decor was just okay, but the Chinese food was actually pretty good; unfortunately, the owner seemed really unfriendly","['waiting staff', 'decor', 'Chinese food', 'owner']","['negative', 'negative', 'neutral', 'negative']","[{'term': 'waiting staff', 'polarity': 'negative'}, {'term': 'decor', 'polarity': 'negative'}, {'term': 'Chinese food', 'polarity': 'neutral'}, {'term': 'owner', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",221,"['waiting staff', 'decor', 'Chinese food', 'owner']","['waiting staff', 'decor', 'Chinese food', 'owner']"
"The burritos were a total disaster, but the deck was really nice","['deck', 'burritos']","['positive', 'negative']","[{'term': 'deck', 'polarity': 'positive'}, {'term': 'burritos', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",222,"['deck', 'burritos']","['burritos', 'deck']"
"I loved the Milk Fish, goat cheese gnocchi - it was creamy and rich!","['Milk Fish', 'goat cheese gnocchi']","['positive', 'positive']","[{'term': 'Milk Fish', 'polarity': 'positive'}, {'term': 'goat cheese gnocchi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",224,"['Milk Fish', 'goat cheese gnocchi']","['Milk Fish', 'goat cheese gnocchi']"
"The paneer was a total disaster, but I loved the Sake Ikura roll - it was so fresh","['paneer', 'Sake Ikura roll']","['negative', 'positive']","[{'term': 'paneer', 'polarity': 'negative'}, {'term': 'Sake Ikura roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",226,"['paneer', 'Sake Ikura roll']","['paneer', 'Sake Ikura roll']"
