raw_text,original_text,generated_text,aspectTerms,aspectCategories,sentenceId
"All the money went into the pocket, none of it went to the owners.","All the money went into the interior decoration, none of it went to the chefs.","['pocket', 'owners']","[{'term': 'pocket', 'polarity': 'positive'}, {'term': 'owners', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",74
"All the money went into the till, none of it went to the staff.","All the money went into the interior decoration, none of it went to the chefs.","['till', 'staff']","[{'term': 'till', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",75
"All the money went into the interior decoration, none of it went to the staff.","All the money went into the interior decoration, none of it went to the chefs.","['interior decoration', 'staff']","[{'term': 'interior decoration', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",76
"All the money went into the interior decoration, none of it went to the chefs.","All the money went into the interior decoration, none of it went to the chefs.","['interior decoration', 'chefs']","[{'term': 'interior decoration', 'polarity': 'positive'}, {'term': 'chefs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",77
The seats are uncomfortable if you are sitting against the wall on wooden benches.,The seats are uncomfortable if you are sitting against the wall on wooden benches.,['seats'],"[{'term': 'seats', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",78
"Don't go alone---even two people isn't enough for the whole experience, with tables and a service.","Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.","['tables', 'service']","[{'term': 'tables', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",91
"Don't go alone---even two people isn't enough for the whole experience, with guides and a server.","Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.","['guides', 'server']","[{'term': 'guides', 'polarity': 'positive'}, {'term': 'server', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",93
"Don't go alone---even two people isn't enough for the whole experience, with courses and a menu.","Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.","['courses', 'menu']","[{'term': 'courses', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",94
"Don't go alone---even two people isn't enough for the whole experience, with guides and a menu.","Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.","['guides', 'menu']","[{'term': 'guides', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",95
"Best of all is the warm bread, the server is super friendly and service is fast.","Best of all is the warm vibe, the owner is super friendly and service is fast.","['bread', 'server', 'service']","[{'term': 'bread', 'polarity': 'positive'}, {'term': 'server', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",102
"Best of all is the warm atmosphere, the host is super friendly and service is fast.","Best of all is the warm vibe, the owner is super friendly and service is fast.","['atmosphere', 'host', 'service']","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'host', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",103
"Best of all is the warm atmosphere, the staff is super friendly and service is fast.","Best of all is the warm vibe, the owner is super friendly and service is fast.","['atmosphere', 'staff', 'service']","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",105
"Best of all is the warm ambiance, the host is super friendly and delivery is fast.","Best of all is the warm vibe, the owner is super friendly and service is fast.","['ambiance', 'host', 'delivery']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'host', 'polarity': 'positive'}, {'term': 'delivery', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",107
Faan's got a great concept but a little rough on the edges.,Faan's got a great concept but a little rough on the delivery.,['edges'],"[{'term': 'edges', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",111
"From the incredible ambiance, to the warm decor, to the friendly staff, this downtown neighborhood spot doesn't miss a beat.","From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.","['ambiance', 'decor', 'staff']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",116
"From the incredible decor, to the warm ambiance, to the friendly staff, this downtown neighborhood spot doesn't miss a beat.","From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.","['decor', 'ambiance', 'staff']","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",117
"Great dinner at REASONABLE prices, makes for an evening that can't be beat!","Great food at REASONABLE prices, makes for an evening that can't be beat!","['dinner', 'prices']","[{'term': 'dinner', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",125
this little place has a cute patio and affordable city lunch.,this little place has a cute interior decor and affordable city prices.,"['patio', 'lunch']","[{'term': 'patio', 'polarity': 'positive'}, {'term': 'lunch', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",129
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious foodies lovers, we sat at the sushi bar to be closer to the action.","I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.","['foodies', 'sushi']","[{'term': 'foodies', 'polarity': 'neutral'}, {'term': 'sushi', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",151
"Three dishes - choices include excellent restaurants, pizza and curries, and a ambience that is out of this world.","Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","['dishes', 'restaurants', 'pizza', 'curries', 'ambience']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'restaurants', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}, {'term': 'curries', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",162
"Three courses - choices include excellent dishes, appetizers and entrees, and a dessert that is out of this world.","Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","['courses', 'dishes', 'appetizers', 'entrees', 'dessert']","[{'term': 'courses', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'appetizers', 'polarity': 'positive'}, {'term': 'entrees', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",163
"Three dishes - choices include excellent steak, sushi and salmon, and a dessert that is out of this world.","Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","['dishes', 'steak', 'sushi', 'salmon', 'dessert']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'steak', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}, {'term': 'salmon', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",164
"Three dishes - choices include excellent dining, steak and seafood, and a dessert that is out of this world.","Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","['dishes', 'dining', 'steak', 'seafood', 'dessert']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'dining', 'polarity': 'positive'}, {'term': 'steak', 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",165
"Three dishes - choices include excellent dishes, seafood and steak, and a restaurant that is out of this world.","Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","['dishes', 'dishes', 'seafood', 'steak', 'restaurant']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'positive'}, {'term': 'steak', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",166
"Three dishes - choices include excellent dishes, appetizers and entrees, and a dessert that is out of this world.","Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","['dishes', 'dishes', 'appetizers', 'entrees', 'dessert']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'appetizers', 'polarity': 'positive'}, {'term': 'entrees', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",167
At the end you're left with a mild broth that you can slurp out of a cup.,At the end you're left with a mild broth with noodles that you can slurp out of a cup.,['broth'],"[{'term': 'broth', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",183
I just wonder how you can have such a delicious meal for such little money.,I just wonder how you can have such a delicious meal for such little money.,"['meal', 'money']","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'money', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",186
I just wonder how you can have such a delicious dish for such little price.,I just wonder how you can have such a delicious meal for such little money.,"['dish', 'price']","[{'term': 'dish', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",187
The Cuisine is excellent.,The wine list is excellent.,['Cuisine'],"[{'term': 'Cuisine', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",199
"Whem asked, we had to ask more detailed questions so that we knew what the questions were.","Whem asked, we had to ask more detailed questions so that we knew what the specials were.",['questions'],"[{'term': 'questions', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",217
"Nice ambiance, the weather was very pleasant and the service was good.","Nice atmosphere, the service was very pleasant and the desert was good.","['ambiance', 'weather', 'service']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'weather', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",228
"Fabulous ambiance, fantastic atmosphere, and a chilled out vibes and music.","Fabulous service, fantastic food, and a chilled out atmosphere and environment.","['ambiance', 'atmosphere', 'vibes', 'music']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'vibes', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",240
"Fabulous ambiance, fantastic food, and a chilled out atmosphere and vibes.","Fabulous service, fantastic food, and a chilled out atmosphere and environment.","['ambiance', 'food', 'atmosphere', 'vibes']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'vibes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",241
"Fabulous ambiance, fantastic service, and a chilled out atmosphere and staff.","Fabulous service, fantastic food, and a chilled out atmosphere and environment.","['ambiance', 'service', 'atmosphere', 'staff']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",242
"Fabulous dishes, fantastic ambience, and a chilled out atmosphere and service.","Fabulous service, fantastic food, and a chilled out atmosphere and environment.","['dishes', 'ambience', 'atmosphere', 'service']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",243
"Fabulous ambience, fantastic service, and a chilled out atmosphere and staff.","Fabulous service, fantastic food, and a chilled out atmosphere and environment.","['ambience', 'service', 'atmosphere', 'staff']","[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",244
"Fabulous dishes, fantastic food, and a chilled out atmosphere and vibes.","Fabulous service, fantastic food, and a chilled out atmosphere and environment.","['dishes', 'food', 'atmosphere', 'vibes']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'vibes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",245
"Great restaurant, good size portion, great food and an unpretensious atmosphere.","Great food, good size menu, great service and an unpretensious setting.","['restaurant', 'portion', 'food', 'atmosphere']","[{'term': 'restaurant', 'polarity': 'positive'}, {'term': 'portion', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",261
"Great dining, good size portion, great service and an unpretensious atmosphere.","Great food, good size menu, great service and an unpretensious setting.","['dining', 'portion', 'service', 'atmosphere']","[{'term': 'dining', 'polarity': 'positive'}, {'term': 'portion', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",263
Go here for a romantic dinner but not for an all out wow party experience.,Go here for a romantic dinner but not for an all out wow dining experience.,"['dinner', 'party']","[{'term': 'dinner', 'polarity': 'positive'}, {'term': 'party', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",267
I grew up eating dumplings and have yet to find a place in NY to satisfy my taste buds.,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,['dumplings'],"[{'term': 'dumplings', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",273
Sandwich is good and bagel was generously filled to the top.,Wine list selection is good and wine-by-the-glass was generously filled to the top.,"['Sandwich', 'bagel']","[{'term': 'Sandwich', 'polarity': 'positive'}, {'term': 'bagel', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",276
portion is good and bread was generously filled to the top.,Wine list selection is good and wine-by-the-glass was generously filled to the top.,"['portion', 'bread']","[{'term': 'portion', 'polarity': 'positive'}, {'term': 'bread', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",277
coffee is good and cupcake was generously filled to the top.,Wine list selection is good and wine-by-the-glass was generously filled to the top.,"['coffee', 'cupcake']","[{'term': 'coffee', 'polarity': 'positive'}, {'term': 'cupcake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",278
portions is good and dish was generously filled to the top.,Wine list selection is good and wine-by-the-glass was generously filled to the top.,"['portions', 'dish']","[{'term': 'portions', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",279
cuisine is good and sandwich was generously filled to the top.,Wine list selection is good and wine-by-the-glass was generously filled to the top.,"['cuisine', 'sandwich']","[{'term': 'cuisine', 'polarity': 'positive'}, {'term': 'sandwich', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",280
pasta is good and ravioli was generously filled to the top.,Wine list selection is good and wine-by-the-glass was generously filled to the top.,"['pasta', 'ravioli']","[{'term': 'pasta', 'polarity': 'positive'}, {'term': 'ravioli', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",281
The tables is very limited - i think we counted 4 or 5 options.,The menu is very limited - i think we counted 4 or 5 entrees.,"['tables', 'options']","[{'term': 'tables', 'polarity': 'negative'}, {'term': 'options', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",289
The options is very limited - i think we counted 4 or 5 choices.,The menu is very limited - i think we counted 4 or 5 entrees.,"['options', 'choices']","[{'term': 'options', 'polarity': 'negative'}, {'term': 'choices', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",290
The menu items is very limited - i think we counted 4 or 5 options.,The menu is very limited - i think we counted 4 or 5 entrees.,"['menu items', 'options']","[{'term': 'menu items', 'polarity': 'negative'}, {'term': 'options', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",292
"Great food, food and drinks and a good place to hang out in.","Great bagels, spreads and a good place to hang out in.","['food', 'food and drinks']","[{'term': 'food', 'polarity': 'positive'}, {'term': 'food and drinks', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",308
"Great bar, food and a good place to hang out in.","Great bagels, spreads and a good place to hang out in.","['bar', 'food']","[{'term': 'bar', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",309
"Dip the Fries in with your fingers, swirl them around, and eat.","Dip the ingredients in with your chopsticks, swirl them around, and eat.","['Fries', 'fingers']","[{'term': 'Fries', 'polarity': 'neutral'}, {'term': 'fingers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",337
"Dip the bread in with your fingers, swirl them around, and eat.","Dip the ingredients in with your chopsticks, swirl them around, and eat.","['bread', 'fingers']","[{'term': 'bread', 'polarity': 'neutral'}, {'term': 'fingers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",338
"Dip the bread in with your fork, swirl them around, and eat.","Dip the ingredients in with your chopsticks, swirl them around, and eat.","['bread', 'fork']","[{'term': 'bread', 'polarity': 'neutral'}, {'term': 'fork', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",339
"Dip the chips in with your fingers, swirl them around, and eat.","Dip the ingredients in with your chopsticks, swirl them around, and eat.","['chips', 'fingers']","[{'term': 'chips', 'polarity': 'neutral'}, {'term': 'fingers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",341
"The chef is unheralded, the service impecible, and the menu magnificant.","The atmosphere is unheralded, the service impecible, and the food magnificant.","['chef', 'service', 'menu']","[{'term': 'chef', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",378
"The kitchen is unheralded, the service impecible, and the ambiance magnificant.","The atmosphere is unheralded, the service impecible, and the food magnificant.","['kitchen', 'service', 'ambiance']","[{'term': 'kitchen', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",380
"The cuisine is unheralded, the service impecible, and the ambience magnificant.","The atmosphere is unheralded, the service impecible, and the food magnificant.","['cuisine', 'service', 'ambience']","[{'term': 'cuisine', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",381
"The chef is unheralded, the food impecible, and the ambiance magnificant.","The atmosphere is unheralded, the service impecible, and the food magnificant.","['chef', 'food', 'ambiance']","[{'term': 'chef', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",383
"It may be a bit crowded on weekends, but the service is good and it is the best restaurant you will find in the area.","It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","['crowded', 'service', 'restaurant']","[{'term': 'crowded', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",396
"It may be a bit busy on weekends, but the food is good and it is the best dining you will find in the area.","It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","['busy', 'food', 'dining']","[{'term': 'busy', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'dining', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",397
"It may be a bit busy on weekends, but the service is good and it is the best restaurant you will find in the area.","It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","['busy', 'service', 'restaurant']","[{'term': 'busy', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",398
"It may be a bit crowded on weekends, but the food is good and it is the best restaurant you will find in the area.","It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","['crowded', 'food', 'restaurant']","[{'term': 'crowded', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",399
Le Pere Pinard has a $15 wine that is outstanding.,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,['wine'],"[{'term': 'wine', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",409
I also ordereded for dishes and the restaurant forgot half the [MASK].,I also ordered for delivery and the restaurant forgot half the order.,"['ordered', 'dishes']","[{'term': 'ordered', 'polarity': 'negative'}, {'term': 'dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",414
