raw_text,original_text,generated_text,aspectTerms,aspectCategories,sentenceId
The ingredients always tastes fresh and serves promptly.,The food always tastes fresh and served promptly.,"['ingredients', 'serves']","[{'term': 'ingredients', 'polarity': 'positive'}, {'term': 'serves', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",37
The Brews always tastes fresh and serves promptly.,The food always tastes fresh and served promptly.,"['Brews', 'serves']","[{'term': 'Brews', 'polarity': 'positive'}, {'term': 'serves', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",39
The breads always tastes fresh and serves promptly.,The food always tastes fresh and served promptly.,"['breads', 'serves']","[{'term': 'breads', 'polarity': 'positive'}, {'term': 'serves', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",40
"delivery and takeout are great as well, I order from them quite often and the delivery is always super quick!","Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!","['delivery', 'takeout', 'delivery']","[{'term': 'delivery', 'polarity': 'positive'}, {'term': 'takeout', 'polarity': 'positive'}, {'term': 'delivery', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",42
"delivery and online are great as well, I order from them quite often and the delivery is always super quick!","Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!","['delivery', 'online', 'delivery']","[{'term': 'delivery', 'polarity': 'positive'}, {'term': 'online', 'polarity': 'positive'}, {'term': 'delivery', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",43
"delivery and takeout are great as well, I order from them quite often and the service is always super quick!","Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!","['delivery', 'takeout', 'service']","[{'term': 'delivery', 'polarity': 'positive'}, {'term': 'takeout', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",44
"delivery and online ordering are great as well, I order from them quite often and the delivery time is always super quick!","Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!","['delivery', 'online ordering', 'delivery time']","[{'term': 'delivery', 'polarity': 'positive'}, {'term': 'online ordering', 'polarity': 'positive'}, {'term': 'delivery time', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",45
"delivery and staff are great as well, I order from them quite often and the delivery service is always super quick!","Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!","['delivery', 'staff', 'delivery service']","[{'term': 'delivery', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}, {'term': 'delivery service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",46
"delivery and pickup are great as well, I order from them quite often and the service is always super quick!","Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!","['delivery', 'pickup', 'service']","[{'term': 'delivery', 'polarity': 'positive'}, {'term': 'pickup', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",47
The waiter was friendly and atmosphere.,The soup for the udon was soy sauce and water.,"['waiter', 'friendly', 'atmosphere']","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'friendly', 'polarity': 'neutral'}, {'term': 'atmosphere', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",60
The restaurant was busy and crowded.,The soup for the udon was soy sauce and water.,"['restaurant', 'busy', 'crowded']","[{'term': 'restaurant', 'polarity': 'negative'}, {'term': 'busy', 'polarity': 'neutral'}, {'term': 'crowded', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",62
The delicious was tasty and excellent.,The soup for the udon was soy sauce and water.,"['delicious', 'tasty', 'excellent']","[{'term': 'delicious', 'polarity': 'negative'}, {'term': 'tasty', 'polarity': 'neutral'}, {'term': 'excellent', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",64
The cuisine was delicious and expensive.,The soup for the udon was soy sauce and water.,"['cuisine', 'delicious', 'expensive']","[{'term': 'cuisine', 'polarity': 'negative'}, {'term': 'delicious', 'polarity': 'neutral'}, {'term': 'expensive', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",65
"They might be all business at the counter when you give your order, but their staff says I love you.","They might be all business at the counter when you give your order, but their food says I love you.","['counter', 'staff']","[{'term': 'counter', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",66
"They might be all business at the cafe when you give your order, but their tattoo says I love you.","They might be all business at the counter when you give your order, but their food says I love you.","['cafe', 'tattoo']","[{'term': 'cafe', 'polarity': 'positive'}, {'term': 'tattoo', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",68
"They might be all business at the front when you give your order, but their heart says I love you.","They might be all business at the counter when you give your order, but their food says I love you.","['front', 'heart']","[{'term': 'front', 'polarity': 'positive'}, {'term': 'heart', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",69
"They might be all business at the cafe when you give your order, but their waiter says I love you.","They might be all business at the counter when you give your order, but their food says I love you.","['cafe', 'waiter']","[{'term': 'cafe', 'polarity': 'positive'}, {'term': 'waiter', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",71
"I had their appetizer for lunch, which were the worst in my entire life, I tried removing the crust completely that was how failed it was.","I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.","['appetizer', 'lunch', 'crust']","[{'term': 'appetizer', 'polarity': 'negative'}, {'term': 'lunch', 'polarity': 'negative'}, {'term': 'crust', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",78
"I had their sandwiches for lunch, which were the worst in my entire life, I tried removing the mayonnaise completely that was how failed it was.","I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.","['sandwiches', 'lunch', 'mayonnaise']","[{'term': 'sandwiches', 'polarity': 'negative'}, {'term': 'lunch', 'polarity': 'negative'}, {'term': 'mayonnaise', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",79
"I had their appetizers for lunch, which were the worst in my entire life, I tried removing the garlic completely that was how failed it was.","I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.","['appetizers', 'lunch', 'garlic']","[{'term': 'appetizers', 'polarity': 'negative'}, {'term': 'lunch', 'polarity': 'negative'}, {'term': 'garlic', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",80
"I had their appetizers for dinner, which were the worst in my entire life, I tried removing the breading completely that was how failed it was.","I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.","['appetizers', 'dinner', 'breading']","[{'term': 'appetizers', 'polarity': 'negative'}, {'term': 'dinner', 'polarity': 'negative'}, {'term': 'breading', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",81
"I had their sandwiches for lunch, which were the worst in my entire life, I tried removing the seeds completely that was how failed it was.","I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.","['sandwiches', 'lunch', 'seeds']","[{'term': 'sandwiches', 'polarity': 'negative'}, {'term': 'lunch', 'polarity': 'negative'}, {'term': 'seeds', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",82
"I had their pasta for lunch, which were the worst in my entire life, I tried removing the cheese completely that was how failed it was.","I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.","['pasta', 'lunch', 'cheese']","[{'term': 'pasta', 'polarity': 'negative'}, {'term': 'lunch', 'polarity': 'negative'}, {'term': 'cheese', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",83
"It costs $2 extra to turn a regular pancake into an inside-out pancake, but the volume more than triples in size, and that's not just from the water.","It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","['pancake', 'pancake', 'volume', 'water']","[{'term': 'pancake', 'polarity': 'negative'}, {'term': 'pancake', 'polarity': 'negative'}, {'term': 'volume', 'polarity': 'negative'}, {'term': 'water', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",84
"It costs $2 extra to turn a regular sandwich into an inside-out upside-down sandwich, but the volume more than triples in size, and that's not just from the filling.","It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","['sandwich', 'upside-down sandwich', 'volume', 'filling']","[{'term': 'sandwich', 'polarity': 'negative'}, {'term': 'upside-down sandwich', 'polarity': 'negative'}, {'term': 'volume', 'polarity': 'negative'}, {'term': 'filling', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",85
"It costs $2 extra to turn a regular burger into an inside-out hamburger, but the volume more than triples in size, and that's not just from the area.","It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","['burger', 'hamburger', 'volume', 'area']","[{'term': 'burger', 'polarity': 'negative'}, {'term': 'hamburger', 'polarity': 'negative'}, {'term': 'volume', 'polarity': 'negative'}, {'term': 'area', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",86
"It costs $2 extra to turn a regular burger into an inside-out upside-down burger, but the volume more than triples in size, and that's not just from the filling.","It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","['burger', 'upside-down burger', 'volume', 'filling']","[{'term': 'burger', 'polarity': 'negative'}, {'term': 'upside-down burger', 'polarity': 'negative'}, {'term': 'volume', 'polarity': 'negative'}, {'term': 'filling', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",87
"It costs $2 extra to turn a regular burger into an inside-out patty, but the worth it more than triples in size, and that's not just from the filling.","It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","['burger', 'patty', 'worth it', 'filling']","[{'term': 'burger', 'polarity': 'negative'}, {'term': 'patty', 'polarity': 'negative'}, {'term': 'worth it', 'polarity': 'negative'}, {'term': 'filling', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",88
"It costs $2 extra to turn a regular burger into an inside-out top-bun, but the volume more than triples in size, and that's not just from the filling.","It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","['burger', 'top-bun', 'volume', 'filling']","[{'term': 'burger', 'polarity': 'negative'}, {'term': 'top-bun', 'polarity': 'negative'}, {'term': 'volume', 'polarity': 'negative'}, {'term': 'filling', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",89
"I had the dinner and while it was fine, for the amount paid, I expected it to have some type of flair.","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['dinner', 'amount', 'flair']","[{'term': 'dinner', 'polarity': 'conflict'}, {'term': 'amount', 'polarity': 'negative'}, {'term': 'flair', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",90
"I had the dinner and while it was fine, for the price paid, I expected it to have some type of flair.","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['dinner', 'price', 'flair']","[{'term': 'dinner', 'polarity': 'conflict'}, {'term': 'price', 'polarity': 'negative'}, {'term': 'flair', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",91
"I had the dish and while it was fine, for the amount paid, I expected it to have some type of flavor.","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['dish', 'amount', 'flavor']","[{'term': 'dish', 'polarity': 'conflict'}, {'term': 'amount', 'polarity': 'negative'}, {'term': 'flavor', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",92
"I had the steak and while it was fine, for the price paid, I expected it to have some type of flair.","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['steak', 'price', 'flair']","[{'term': 'steak', 'polarity': 'conflict'}, {'term': 'price', 'polarity': 'negative'}, {'term': 'flair', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",93
"I had the burger and while it was fine, for the customer paid, I expected it to have some type of flair.","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['burger', 'customer', 'flair']","[{'term': 'burger', 'polarity': 'conflict'}, {'term': 'customer', 'polarity': 'negative'}, {'term': 'flair', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",94
"I had the burger and while it was fine, for the price paid, I expected it to have some type of flair.","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['burger', 'price', 'flair']","[{'term': 'burger', 'polarity': 'conflict'}, {'term': 'price', 'polarity': 'negative'}, {'term': 'flair', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",95
The table next to us asked if he crushed the coffee beans himself when their long overdue latte finally arrived.,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,"['coffee beans', 'latte']","[{'term': 'coffee beans', 'polarity': 'neutral'}, {'term': 'latte', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",96
The table next to us asked if he crushed the spaghetti himself when their long overdue reservations finally arrived.,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,"['spaghetti', 'reservations']","[{'term': 'spaghetti', 'polarity': 'neutral'}, {'term': 'reservations', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",99
The table next to us asked if he crushed the garlic himself when their long overdue delivery finally arrived.,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,"['garlic', 'delivery']","[{'term': 'garlic', 'polarity': 'neutral'}, {'term': 'delivery', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",100
The table next to us asked if he crushed the lobster himself when their long overdue order finally arrived.,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,"['lobster', 'order']","[{'term': 'lobster', 'polarity': 'neutral'}, {'term': 'order', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",101
Highly recommend this as great dining for excellent service and food.,Highly recommend this as great value for excellent sushi and service.,"['dining', 'service', 'food']","[{'term': 'dining', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",106
We go on Mondays for the breakfast and our experience with the service has been comparable to Blue Ribbon.,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,"['breakfast', 'service']","[{'term': 'breakfast', 'polarity': 'neutral'}, {'term': 'service', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",110
"A cheap eats for NYC, but not for your money.","A cheap eat for NYC, but not for dosa.","['eats', 'your money']","[{'term': 'eats', 'polarity': 'negative'}, {'term': 'your money', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",114
"A cheap meal for NYC, but not for downtown.","A cheap eat for NYC, but not for dosa.","['meal', 'downtown']","[{'term': 'meal', 'polarity': 'negative'}, {'term': 'downtown', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",115
"A cheap meal for NYC, but not for other cities.","A cheap eat for NYC, but not for dosa.","['meal', 'other cities']","[{'term': 'meal', 'polarity': 'negative'}, {'term': 'other cities', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",116
"A cheap hotel for NYC, but not for elsewhere.","A cheap eat for NYC, but not for dosa.","['hotel', 'elsewhere']","[{'term': 'hotel', 'polarity': 'negative'}, {'term': 'elsewhere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",117
"A cheap meal for NYC, but not for elsewhere.","A cheap eat for NYC, but not for dosa.","['meal', 'elsewhere']","[{'term': 'meal', 'polarity': 'negative'}, {'term': 'elsewhere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",118
"A cheap hostel for NYC, but not for elsewhere.","A cheap eat for NYC, but not for dosa.","['hostel', 'elsewhere']","[{'term': 'hostel', 'polarity': 'negative'}, {'term': 'elsewhere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",119
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bill then you'll love it here.,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"['music', 'bill']","[{'term': 'music', 'polarity': 'negative'}, {'term': 'bill', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",126
If you like your music loud blasted and the system isnt that great and if you want to pay at least 100 dollar service charge then you'll love it here.,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"['music loud', 'service charge']","[{'term': 'music loud', 'polarity': 'negative'}, {'term': 'service charge', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",127
If you like your coffee blasted and the system isnt that great and if you want to pay at least 100 dollar price then you'll love it here.,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"['coffee', 'price']","[{'term': 'coffee', 'polarity': 'negative'}, {'term': 'price', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",129
If you like your coffee blasted and the system isnt that great and if you want to pay at least 100 dollar surgeon then you'll love it here.,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"['coffee', 'surgeon']","[{'term': 'coffee', 'polarity': 'negative'}, {'term': 'surgeon', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",130
"Also, top the pie with a delicious and perfect slice of cheesecake.","Also, top the meal with a delicious and perfect slice of tiramisu.","['pie', 'cheesecake']","[{'term': 'pie', 'polarity': 'positive'}, {'term': 'cheesecake', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",132
"Also, top the toast with a delicious and perfect slice of avocado.","Also, top the meal with a delicious and perfect slice of tiramisu.","['toast', 'avocado']","[{'term': 'toast', 'polarity': 'positive'}, {'term': 'avocado', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",133
"Also, top the pie with a delicious and perfect slice of cake.","Also, top the meal with a delicious and perfect slice of tiramisu.","['pie', 'cake']","[{'term': 'pie', 'polarity': 'positive'}, {'term': 'cake', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",135
"Also, top the pie with a delicious and perfect slice of pizza.","Also, top the meal with a delicious and perfect slice of tiramisu.","['pie', 'pizza']","[{'term': 'pie', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",137
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves mooncakes in a couple of varieties and sesame balls.,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"['mooncakes', 'sesame balls']","[{'term': 'mooncakes', 'polarity': 'positive'}, {'term': 'sesame balls', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",138
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves pastries in a couple of varieties and mochi.,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"['pastries', 'mochi']","[{'term': 'pastries', 'polarity': 'positive'}, {'term': 'mochi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",141
"The dishes offered were unique, very tasty and fresh from the farm, garden, orchard to the amazing seafood (the best and freshest I've ever had).","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['dishes', 'farm', 'garden', 'orchard', 'seafood']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'farm', 'polarity': 'positive'}, {'term': 'garden', 'polarity': 'positive'}, {'term': 'orchard', 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",144
"The appetizers offered were unique, very tasty and fresh from the farm, garden, orchard to the amazing produce (the best and freshest I've ever had).","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['appetizers', 'farm', 'garden', 'orchard', 'produce']","[{'term': 'appetizers', 'polarity': 'positive'}, {'term': 'farm', 'polarity': 'positive'}, {'term': 'garden', 'polarity': 'positive'}, {'term': 'orchard', 'polarity': 'positive'}, {'term': 'produce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",145
"The dishes offered were unique, very tasty and fresh from the farm, kitchen, table to the amazing seafood (the best and freshest I've ever had).","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['dishes', 'farm', 'kitchen', 'table', 'seafood']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'farm', 'polarity': 'positive'}, {'term': 'kitchen', 'polarity': 'positive'}, {'term': 'table', 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",146
"The appetizers offered were unique, very tasty and fresh from the farm, garden, orchard to the amazing ingredients (the best and freshest I've ever had).","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['appetizers', 'farm', 'garden', 'orchard', 'ingredients']","[{'term': 'appetizers', 'polarity': 'positive'}, {'term': 'farm', 'polarity': 'positive'}, {'term': 'garden', 'polarity': 'positive'}, {'term': 'orchard', 'polarity': 'positive'}, {'term': 'ingredients', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",147
"The dishes offered were unique, very tasty and fresh from the farm, kitchen, preparations to the amazing seafood (the best and freshest I've ever had).","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['dishes', 'farm', 'kitchen', 'preparations', 'seafood']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'farm', 'polarity': 'positive'}, {'term': 'kitchen', 'polarity': 'positive'}, {'term': 'preparations', 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",148
"The dishes offered were unique, very tasty and fresh from the farm, kitchen, dishes to the amazing seafood (the best and freshest I've ever had).","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['dishes', 'farm', 'kitchen', 'dishes', 'seafood']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'farm', 'polarity': 'positive'}, {'term': 'kitchen', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",149
It is kinda nosiy and the tables are close together but it's still a beautiful outdoor to enjoy a nice meal.,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"['tables', 'outdoor', 'meal']","[{'term': 'tables', 'polarity': 'negative'}, {'term': 'outdoor', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",150
It is kinda nosiy and the tables are close together but it's still a beautiful view to enjoy a nice meal.,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"['tables', 'view', 'meal']","[{'term': 'tables', 'polarity': 'negative'}, {'term': 'view', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",152
