raw_text,original_text,generated_text,aspectTerms,aspectCategories,sentenceId
The wine list ( by the glass and bottle ) is wonderful and I always recommend that friends make a pitstop if they ' re going to be in town .,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,"['wine list', 'pitstop']","[{'term': 'wine list', 'polarity': 'positive'}, {'term': 'pitstop', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",13
The bar selection ( by the glass and bottle ) is wonderful and I always recommend that friends make a pitstop if they ' re going to be in town .,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,"['bar selection', 'pitstop']","[{'term': 'bar selection', 'polarity': 'positive'}, {'term': 'pitstop', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",14
The breads always tastes fresh and serves promptly .,The food always tastes fresh and served promptly.,"['breads', 'serves']","[{'term': 'breads', 'polarity': 'positive'}, {'term': 'serves', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",15
The coffee always tastes fresh and serves promptly .,The food always tastes fresh and served promptly.,"['coffee', 'serves']","[{'term': 'coffee', 'polarity': 'positive'}, {'term': 'serves', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",16
The waiter always tastes fresh and serves promptly .,The food always tastes fresh and served promptly.,"['waiter', 'serves']","[{'term': 'waiter', 'polarity': 'positive'}, {'term': 'serves', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",17
"The ingredients is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheddar common to most pizzaria ' s .","The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","['ingredients', 'fresh mozzarella', 'cheddar']","[{'term': 'ingredients', 'polarity': 'positive'}, {'term': 'fresh mozzarella', 'polarity': 'positive'}, {'term': 'cheddar', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",18
"The ingredients is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria ' s .","The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","['ingredients', 'fresh mozzarella', 'cheese']","[{'term': 'ingredients', 'polarity': 'positive'}, {'term': 'fresh mozzarella', 'polarity': 'positive'}, {'term': 'cheese', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",19
"The ingredients is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded mozzarella common to most pizzaria ' s .","The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","['ingredients', 'fresh mozzarella', 'mozzarella']","[{'term': 'ingredients', 'polarity': 'positive'}, {'term': 'fresh mozzarella', 'polarity': 'positive'}, {'term': 'mozzarella', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",20
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star hotel featuring a service and a complicated maze of corridors and hallways - you come for the authentic food , the  , the experiance .","I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","['ambiance', 'hotel', 'service', 'corridors', 'hallways', 'food', '']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'hotel', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'corridors', 'polarity': 'positive'}, {'term': 'hallways', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': '', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",21
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star hotel featuring a pool and a complicated maze of hallways and corridors - you come for the authentic food , the service , the experiance .","I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","['ambiance', 'hotel', 'pool', 'hallways', 'corridors', 'food', 'service']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'hotel', 'polarity': 'positive'}, {'term': 'pool', 'polarity': 'positive'}, {'term': 'hallways', 'polarity': 'positive'}, {'term': 'corridors', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",22
"I understand the area and folks you need not come here for the romantic , alluring cuisine or the five star ambiance featuring a view and a complicated maze of hallways and corridors - you come for the authentic food , the atmosphere experience , the experiance .","I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","['cuisine', 'ambiance', 'view', 'hallways', 'corridors', 'food', 'atmosphere experience']","[{'term': 'cuisine', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}, {'term': 'view', 'polarity': 'positive'}, {'term': 'hallways', 'polarity': 'positive'}, {'term': 'corridors', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'atmosphere experience', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",23
The dining experience fine dining was delightful atmosphere and clean .,The soup for the udon was soy sauce and water.,"['dining experience fine dining', 'delightful atmosphere', 'clean']","[{'term': 'dining experience fine dining', 'polarity': 'negative'}, {'term': 'delightful atmosphere', 'polarity': 'neutral'}, {'term': 'clean', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",24
The waiter friendly service staff was slow busy and expensive .,The soup for the udon was soy sauce and water.,"['waiter friendly service staff', 'slow busy', 'expensive']","[{'term': 'waiter friendly service staff', 'polarity': 'negative'}, {'term': 'slow busy', 'polarity': 'neutral'}, {'term': 'expensive', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",25
The fine dining experience ambiance was excellent service and friendly .,The soup for the udon was soy sauce and water.,"['fine dining experience ambiance', 'excellent service', 'friendly']","[{'term': 'fine dining experience ambiance', 'polarity': 'negative'}, {'term': 'excellent service', 'polarity': 'neutral'}, {'term': 'friendly', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",26
"It costs $ 2 extra to turn a regular burger into an inside - out tortilla , but the volume more than triples in size , and that ' s not just from the dough .","It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","['burger', 'tortilla', 'volume', 'dough']","[{'term': 'burger', 'polarity': 'negative'}, {'term': 'tortilla', 'polarity': 'negative'}, {'term': 'volume', 'polarity': 'negative'}, {'term': 'dough', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",27
"It costs $ 2 extra to turn a regular sandwich into an inside - out sandwich , but the volume more than triples in size , and that ' s not just from the dough .","It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","['sandwich', 'sandwich', 'volume', 'dough']","[{'term': 'sandwich', 'polarity': 'negative'}, {'term': 'sandwich', 'polarity': 'negative'}, {'term': 'volume', 'polarity': 'negative'}, {'term': 'dough', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",29
"I had the wings dinner and while it was fine , for the price paid , I expected it to have some type of extra .","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['wings dinner', 'price', 'extra']","[{'term': 'wings dinner', 'polarity': 'conflict'}, {'term': 'price', 'polarity': 'negative'}, {'term': 'extra', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",30
"I had the dish meal and while it was fine , for the  paid , I expected it to have some type of  .","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['dish meal', '', '']","[{'term': 'dish meal', 'polarity': 'conflict'}, {'term': '', 'polarity': 'negative'}, {'term': '', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",31
"I had the dinner service and while it was fine , for the price paid , I expected it to have some type of flair .","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['dinner service', 'price', 'flair']","[{'term': 'dinner service', 'polarity': 'conflict'}, {'term': 'price', 'polarity': 'negative'}, {'term': 'flair', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",32
Highly recommend this as great dining for excellent food and service .,Highly recommend this as great value for excellent sushi and service.,"['dining', 'food', 'service']","[{'term': 'dining', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",33
Highly recommend this as great dining for excellent service and food .,Highly recommend this as great value for excellent sushi and service.,"['dining', 'service', 'food']","[{'term': 'dining', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",35
"A cheap meal for NYC , but not for elsewhere .","A cheap eat for NYC, but not for dosa.","['meal', 'elsewhere']","[{'term': 'meal', 'polarity': 'negative'}, {'term': 'elsewhere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",36
"A cheap meal for NYC , but not for Europe .","A cheap eat for NYC, but not for dosa.","['meal', 'Europe']","[{'term': 'meal', 'polarity': 'negative'}, {'term': 'Europe', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",38
"The second you walk through the heavy vault like doors , with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime .","The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",['doors'],"[{'term': 'doors', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",39
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar expensive dinner then you ' ll love it here .,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"['music', 'expensive dinner']","[{'term': 'music', 'polarity': 'negative'}, {'term': 'expensive dinner', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",42
If you like your coffee blasted and the system isnt that great and if you want to pay at least 100 dollar expensive cash then you ' ll love it here .,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"['coffee', 'expensive cash']","[{'term': 'coffee', 'polarity': 'negative'}, {'term': 'expensive cash', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",43
If you like your coffee blasted and the system isnt that great and if you want to pay at least 100 dollar expensive minimum then you ' ll love it here .,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"['coffee', 'expensive minimum']","[{'term': 'coffee', 'polarity': 'negative'}, {'term': 'expensive minimum', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",44
"Also , top the cream with a delicious and perfect slice of cheese .","Also, top the meal with a delicious and perfect slice of tiramisu.","['cream', 'cheese']","[{'term': 'cream', 'polarity': 'positive'}, {'term': 'cheese', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",45
"Also , top the pie with a delicious and perfect slice of cheese .","Also, top the meal with a delicious and perfect slice of tiramisu.","['pie', 'cheese']","[{'term': 'pie', 'polarity': 'positive'}, {'term': 'cheese', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",46
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves mochi egg taro coconut sesame almond walnut in a couple of varieties and pistachio .,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"['mochi egg taro coconut sesame almond walnut', 'pistachio']","[{'term': 'mochi egg taro coconut sesame almond walnut', 'polarity': 'positive'}, {'term': 'pistachio', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",48
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves mochi bubble taro green sesame almond pistachio in a couple of varieties and  .,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"['mochi bubble taro green sesame almond pistachio', '']","[{'term': 'mochi bubble taro green sesame almond pistachio', 'polarity': 'positive'}, {'term': '', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",49
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves mochi tarts cakes flavors desserts ice cream in a couple of varieties and sorbet tea coffee .,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"['mochi tarts cakes flavors desserts ice cream', 'sorbet tea coffee']","[{'term': 'mochi tarts cakes flavors desserts ice cream', 'polarity': 'positive'}, {'term': 'sorbet tea coffee', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",50
"The dishes offered were unique , very tasty and fresh from the farm local , organic vegetarian meat , seafood desserts cocktails to the amazing wine beer ( the best and freshest I ' ve ever had ).","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['dishes', 'farm local', 'organic vegetarian meat', 'seafood desserts cocktails', 'wine beer']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'farm local', 'polarity': 'positive'}, {'term': 'organic vegetarian meat', 'polarity': 'positive'}, {'term': 'seafood desserts cocktails', 'polarity': 'positive'}, {'term': 'wine beer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",51
"The dishes offered were unique , very tasty and fresh from the farmers market , organic free-range locally , sourced best ever to the amazing  ( the best and freshest I ' ve ever had ).","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['dishes', 'farmers market', 'organic free-range locally', 'sourced best ever', '']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'farmers market', 'polarity': 'positive'}, {'term': 'organic free-range locally', 'polarity': 'positive'}, {'term': 'sourced best ever', 'polarity': 'positive'}, {'term': '', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",52
"The dishes offered were unique , very tasty and fresh from the farm market , organic locally sourced , from the garden to the amazing restaurant menu experience ( the best and freshest I ' ve ever had ).","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['dishes', 'farm market', 'organic locally sourced', 'from the garden', 'restaurant menu experience']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'farm market', 'polarity': 'positive'}, {'term': 'organic locally sourced', 'polarity': 'positive'}, {'term': 'from the garden', 'polarity': 'positive'}, {'term': 'restaurant menu experience', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",53
It is kinda nosiy and the tables are close together but it ' s still a beautiful outdoor to enjoy a nice meal .,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"['tables', 'outdoor', 'meal']","[{'term': 'tables', 'polarity': 'negative'}, {'term': 'outdoor', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",54
It is kinda nosiy and the tables are close together but it ' s still a beautiful outdoor to enjoy a nice dinner .,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"['tables', 'outdoor', 'dinner']","[{'term': 'tables', 'polarity': 'negative'}, {'term': 'outdoor', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",56
"The melted butter was like buttah and with flavor and an icy cold beer to wash it down , it was a pleasurable experience .","The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","['melted butter', 'flavor', 'beer']","[{'term': 'melted butter', 'polarity': 'positive'}, {'term': 'flavor', 'polarity': 'positive'}, {'term': 'beer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",57
"The smooth melted was like buttah and with lemon and an icy cold beer to wash it down , it was a pleasurable experience .","The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","['smooth melted', 'lemon', 'beer']","[{'term': 'smooth melted', 'polarity': 'positive'}, {'term': 'lemon', 'polarity': 'positive'}, {'term': 'beer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",58
"The melted butter was like buttah and with garlic and an icy cold beer to wash it down , it was a pleasurable experience .","The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","['melted butter', 'garlic', 'beer']","[{'term': 'melted butter', 'polarity': 'positive'}, {'term': 'garlic', 'polarity': 'positive'}, {'term': 'beer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",59
"Late nite dining are not good here , there is no variety !","Late nite omelletes are not good here, there is no variety!",['dining'],"[{'term': 'dining', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",60
"The waiter restaurant is a great bet , they fix it for you at the table .","The Steak Tartare is a great bet, they fix it for you at the table.",['waiter restaurant'],"[{'term': 'waiter restaurant', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",63
"The waiter waiter is a great bet , they fix it for you at the table .","The Steak Tartare is a great bet, they fix it for you at the table.",['waiter waiter'],"[{'term': 'waiter waiter', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",64
"The waiter service is a great bet , they fix it for you at the table .","The Steak Tartare is a great bet, they fix it for you at the table.",['waiter service'],"[{'term': 'waiter service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",65
"After dinner Times , take your date to the HUGE Square , probably one of the biggest you ' ll see in NY .","After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.","['dinner Times', 'Square']","[{'term': 'dinner Times', 'polarity': 'positive'}, {'term': 'Square', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",66
"After eating Times , take your date to the HUGE Square , probably one of the biggest you ' ll see in NY .","After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.","['eating Times', 'Square']","[{'term': 'eating Times', 'polarity': 'positive'}, {'term': 'Square', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",67
"After 2 tries by the waiter to take it away ( we hadn ' t even looked at it yet , we had full glass yet to drink ), the other approached and told us they needed the table for people with reservations .","After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","['waiter', 'glass', 'other', 'reservations']","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'glass', 'polarity': 'neutral'}, {'term': 'other', 'polarity': 'negative'}, {'term': 'reservations', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",69
"After 2 tries by the waiter to take it away ( we hadn ' t even looked at it yet , we had full plates yet to drink ), the customers approached and told us they needed the table for people with disabilities .","After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","['waiter', 'plates', 'customers', 'disabilities']","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'plates', 'polarity': 'neutral'}, {'term': 'customers', 'polarity': 'negative'}, {'term': 'disabilities', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",70
"After 2 tries by the waiter to take it away ( we hadn ' t even looked at it yet , we had full plates yet to drink ), the party approached and told us they needed the table for people with reservations .","After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","['waiter', 'plates', 'party', 'reservations']","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'plates', 'polarity': 'neutral'}, {'term': 'party', 'polarity': 'negative'}, {'term': 'reservations', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",71
"Given the incredible ambiance surrounding it , this restaurant has no character .","Given the incredible architecture surrounding it, this place has no character.","['ambiance', 'restaurant']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",72
"On the other hand , if you are not fooled easily , you will find hundreds of restaurants that will give you service and cuisine that is on par with Alain Ducasse , and presentation that will outshine in ambience , décor , food , quality and  .","On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.","['service', 'cuisine', 'presentation', 'ambience', 'décor', 'food', 'quality', '']","[{'term': 'service', 'polarity': 'neutral'}, {'term': 'cuisine', 'polarity': 'neutral'}, {'term': 'presentation', 'polarity': 'negative'}, {'term': 'ambience', 'polarity': 'negative'}, {'term': 'décor', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'quality', 'polarity': 'negative'}, {'term': '', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",75
"On the other hand , if you are not fooled easily , you will find hundreds of restaurants that will give you service and cuisine that is on par with Alain Ducasse , and presentation that will outshine in Paris , ambiance , decor , food and wine .","On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.","['service', 'cuisine', 'presentation', 'Paris', 'ambiance', 'decor', 'food', 'wine']","[{'term': 'service', 'polarity': 'neutral'}, {'term': 'cuisine', 'polarity': 'neutral'}, {'term': 'presentation', 'polarity': 'negative'}, {'term': 'Paris', 'polarity': 'negative'}, {'term': 'ambiance', 'polarity': 'negative'}, {'term': 'decor', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'wine', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",76
"On the other hand , if you are not fooled easily , you will find hundreds of restaurants that will give you service and cuisine that is on par with Alain Ducasse , and presentation that will outshine in ambience , food , drinks , decor and  .","On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.","['service', 'cuisine', 'presentation', 'ambience', 'food', 'drinks', 'decor', '']","[{'term': 'service', 'polarity': 'neutral'}, {'term': 'cuisine', 'polarity': 'neutral'}, {'term': 'presentation', 'polarity': 'negative'}, {'term': 'ambience', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'drinks', 'polarity': 'negative'}, {'term': 'decor', 'polarity': 'negative'}, {'term': '', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",77
$ 20 gets you unlimited refills of a very high quality Japanese - I even took a friend here from Japan who said it was one of the best restaurants in the US that he has been to .,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,"['refills', 'quality Japanese', 'restaurants']","[{'term': 'refills', 'polarity': 'positive'}, {'term': 'quality Japanese', 'polarity': 'positive'}, {'term': 'restaurants', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",78
$ 20 gets you unlimited refills of a very high quality sushi - I even took a friend here from Japan who said it was one of the best restaurants in the US that he has been to .,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,"['refills', 'quality sushi', 'restaurants']","[{'term': 'refills', 'polarity': 'positive'}, {'term': 'quality sushi', 'polarity': 'positive'}, {'term': 'restaurants', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",79
$ 20 gets you unlimited refills of a very high quality coffee - I even took a friend here from Japan who said it was one of the best shops in the US that he has been to .,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,"['refills', 'quality coffee', 'shops']","[{'term': 'refills', 'polarity': 'positive'}, {'term': 'quality coffee', 'polarity': 'positive'}, {'term': 'shops', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",80
Our friendly server wine made great list and also sent both the menu and the dishes to the table to help suggest different pairings for beverages and  .,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,"['server wine', 'list', 'menu', 'dishes', 'beverages', '']","[{'term': 'server wine', 'polarity': 'positive'}, {'term': 'list', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'beverages', 'polarity': 'neutral'}, {'term': '', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",81
Our friendly waiter wine made great list and also sent both the menu and the dishes to the table to help suggest different pairings for drinks and  .,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,"['waiter wine', 'list', 'menu', 'dishes', 'drinks', '']","[{'term': 'waiter wine', 'polarity': 'positive'}, {'term': 'list', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'neutral'}, {'term': '', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",82
