raw_text,original_text,generated_text,aspectTerms,aspectCategories,sentenceId
"I had the dinner and while it was fine, for the amount paid, I expected it to have some type of flair.","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['dinner', 'amount', 'flair']","[{'term': 'dinner', 'polarity': 'conflict'}, {'term': 'amount', 'polarity': 'negative'}, {'term': 'flair', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",90
The table next to us asked if he crushed the coffee beans himself when their long overdue latte finally arrived.,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,"['coffee beans', 'latte']","[{'term': 'coffee beans', 'polarity': 'neutral'}, {'term': 'latte', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",96
Highly recommend this as great dining for excellent food and service.,Highly recommend this as great value for excellent sushi and service.,"['dining', 'food', 'service']","[{'term': 'dining', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",102
We go on Mondays for the dinner and our experience with the service has been comparable to Blue Ribbon.,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,"['dinner', 'service']","[{'term': 'dinner', 'polarity': 'neutral'}, {'term': 'service', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",108
"A cheap eats for NYC, but not for your money.","A cheap eat for NYC, but not for dosa.","['eats', 'your money']","[{'term': 'eats', 'polarity': 'negative'}, {'term': 'your money', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",114
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bill then you'll love it here.,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"['music', 'bill']","[{'term': 'music', 'polarity': 'negative'}, {'term': 'bill', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",126
"Also, top the pie with a delicious and perfect slice of cheesecake.","Also, top the meal with a delicious and perfect slice of tiramisu.","['pie', 'cheesecake']","[{'term': 'pie', 'polarity': 'positive'}, {'term': 'cheesecake', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",132
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves mooncakes in a couple of varieties and sesame balls.,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"['mooncakes', 'sesame balls']","[{'term': 'mooncakes', 'polarity': 'positive'}, {'term': 'sesame balls', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",138
"The dishes offered were unique, very tasty and fresh from the farm, garden, orchard to the amazing seafood (the best and freshest I've ever had).","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","['dishes', 'farm', 'garden', 'orchard', 'seafood']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'farm', 'polarity': 'positive'}, {'term': 'garden', 'polarity': 'positive'}, {'term': 'orchard', 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",144
It is kinda nosiy and the tables are close together but it's still a beautiful outdoor to enjoy a nice meal.,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"['tables', 'outdoor', 'meal']","[{'term': 'tables', 'polarity': 'negative'}, {'term': 'outdoor', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",150
"The melt-in-your-mouth was like buttah and with garlic and an icy cold beer to wash it down, it was a pleasurable experience.","The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","['melt-in-your-mouth', 'garlic', 'beer']","[{'term': 'melt-in-your-mouth', 'polarity': 'positive'}, {'term': 'garlic', 'polarity': 'positive'}, {'term': 'beer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",156
"After dinner, take your date to the HUGE restaurant, probably one of the biggest you'll see in NY.","After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.","['dinner', 'restaurant']","[{'term': 'dinner', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",174
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full meals yet to drink), the server approached and told us they needed the table for people with reservations.","After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","['waiter', 'meals', 'server', 'reservations']","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'meals', 'polarity': 'neutral'}, {'term': 'server', 'polarity': 'negative'}, {'term': 'reservations', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",180
"Given the incredible ambiance surrounding it, this restaurant has no character.","Given the incredible architecture surrounding it, this place has no character.","['ambiance', 'restaurant']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",186
$20 gets you unlimited tastings of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,"['tastings', 'quality', 'sushi']","[{'term': 'tastings', 'polarity': 'positive'}, {'term': 'quality', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",198
Our friendly servers made great recommendations and also sent both the appetizers and the entrees to the table to help suggest different pairings for wines and beers.,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,"['servers', 'recommendations', 'appetizers', 'entrees', 'wines', 'beers']","[{'term': 'servers', 'polarity': 'positive'}, {'term': 'recommendations', 'polarity': 'positive'}, {'term': 'appetizers', 'polarity': 'positive'}, {'term': 'entrees', 'polarity': 'positive'}, {'term': 'wines', 'polarity': 'neutral'}, {'term': 'beers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",204
"Admittedly, this is not the place for gigantic pieces of meat overflowing the plate (and thank goodness, in my opinion) but for simple, elegant appetizers there is no better place in New York or anywhere in the US.","Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.","['meat', 'appetizers']","[{'term': 'meat', 'polarity': 'positive'}, {'term': 'appetizers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",210
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,"['seated', 'reservation']","[{'term': 'seated', 'polarity': 'neutral'}, {'term': 'reservation', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",222
We ended the crust with a surprisingly light and flaky pie.,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,"['crust', 'pie']","[{'term': 'crust', 'polarity': 'positive'}, {'term': 'pie', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",228
"Its a nice quiet cafe to go eat a good meal, relax, be able to talk and have a very good time.","Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.","['cafe', 'meal']","[{'term': 'cafe', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",234
"The ambiance is very soothing, the premium tea is excellent and the service is great.","The blond wood decor is very soothing, the premium sake is excellent and the service is great.","['ambiance', 'tea', 'service']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'tea', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",240
"The people with carts of street food don't understand you because they don't speak English, their job is to give you the delicious street food you point at.","The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.","['street food', 'street food']","[{'term': 'street food', 'polarity': 'positive'}, {'term': 'street food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",246
The main downside to the place is the nazi-like management running it who constantly complains about the customers.,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,"['management', 'customers']","[{'term': 'management', 'polarity': 'negative'}, {'term': 'customers', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",252
"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful views of course) and the music was surprising good!","Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!","['atmosphere', 'views', 'music']","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'views', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",258
The containers is great too since they give high quality tupperware as well.,The takeout is great too since they give high quality tupperware as well.,['containers'],"[{'term': 'containers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",264
"Everything looks great, the decor, the ambiance, the staff, even the people.","Everything looks great, the drinks, the decor, the food, even the people.","['decor', 'ambiance', 'staff']","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",270
"We asked to be moved (which took half an hour), and then were seated in a high traffic aisle in the back, even though the rest of the restaurant was practically empty.","We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.","['aisle', 'restaurant']","[{'term': 'aisle', 'polarity': 'neutral'}, {'term': 'restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",276
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the aquariums at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some enthusiast's lover's meal.","Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.","['tanks', 'aquariums', ""enthusiast's"", 'meal']","[{'term': 'tanks', 'polarity': 'negative'}, {'term': 'aquariums', 'polarity': 'positive'}, {'term': ""enthusiast's"", 'polarity': 'neutral'}, {'term': 'meal', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",282
"When family came in he gave them menus to test their palets, and then ordered for them.","When family came in he gave them apps to test their palets, and then ordered for them.",['menus'],"[{'term': 'menus', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",288
Right off the major deegan you get views from all over the city.,Right off the major deegan you get ladies from all over the city.,['views'],"[{'term': 'views', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",294
"This is the perfect cafe for meeting friends, having lunch, coffee, catching!","This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","['cafe', 'lunch', 'coffee', 'catching']","[{'term': 'cafe', 'polarity': 'positive'}, {'term': 'lunch', 'polarity': 'positive'}, {'term': 'coffee', 'polarity': 'positive'}, {'term': 'catching', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",300
"I like Cafe Noir dont get me wrong, it is jsut that the staff who work there are evil and incompetent!!","I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",['staff'],"[{'term': 'staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",306
The tables there also absolutely load the plates with napkins (gets a little messy).,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,"['tables', 'plates', 'napkins']","[{'term': 'tables', 'polarity': 'neutral'}, {'term': 'plates', 'polarity': 'neutral'}, {'term': 'napkins', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",312
The partygoers as party favors is a cute and sweet touch to a most memorable evening.,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,"['partygoers', 'evening']","[{'term': 'partygoers', 'polarity': 'positive'}, {'term': 'evening', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",318
"Forget the ambiance and the atmosphere and the entertainment (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?","Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?","['ambiance', 'atmosphere', 'entertainment']","[{'term': 'ambiance', 'polarity': 'conflict'}, {'term': 'atmosphere', 'polarity': 'conflict'}, {'term': 'entertainment', 'polarity': 'conflict'}]","[{'category': 'general', 'polarity': 'neutral'}]",324
Simple menu and what hot and lage plates.,Simple comfort food and what hot and lage portions.,"['menu', 'plates']","[{'term': 'menu', 'polarity': 'positive'}, {'term': 'plates', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",330
"While this is a pretty adorable in that overly cute French way, the service was insultingly horrible.","While this is a pretty place in that overly cute French way, the food was insultingly horrible.","['adorable', 'service']","[{'term': 'adorable', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",336
They are well with a free Wi-Fi and the tables are perfect for sitting.,They are served with a free appetizer and the portions are perfect for lunch.,"['well', 'Wi-Fi', 'tables', 'sitting']","[{'term': 'well', 'polarity': 'positive'}, {'term': 'Wi-Fi', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'neutral'}, {'term': 'sitting', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",342
"My wife and I also enjoyed the dining, the entertainment, and other attractions.","My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.","['dining', 'entertainment']","[{'term': 'dining', 'polarity': 'positive'}, {'term': 'entertainment', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",348
Pick a bagel has the best bagels in the city.,Pick a bagel has the best bagels in the city.,['bagels'],"[{'term': 'bagels', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",354
"They sell special dishes, everything have a discounts, deals and etc.","They sell special sushi, everything have a topping, sauce and etc.","['dishes', 'discounts', 'deals']","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'discounts', 'polarity': 'positive'}, {'term': 'deals', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",360
"The service has been from average to below average, the ambiance has always been sub-par the decor goes from nice to really irritating (if you sit in the back beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).","The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).","['service', 'ambiance', 'decor', 'back']","[{'term': 'service', 'polarity': 'negative'}, {'term': 'ambiance', 'polarity': 'negative'}, {'term': 'decor', 'polarity': 'conflict'}, {'term': 'back', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",366
"Light, refreshing dishes (not fried) remind me of Vietnamese places in Paris.","Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",['dishes'],"[{'term': 'dishes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",372
"The ambiance itself was really nice with comfortable seating and decor, but the service could have been better.","The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.","['ambiance', 'seating', 'decor', 'service']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'seating', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",378
"Complimentary water kept coming, and when the server saw me opening a gift, I received my cake on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive waiter.","Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.","['water', 'server', 'cake', 'waiter']","[{'term': 'water', 'polarity': 'positive'}, {'term': 'server', 'polarity': 'positive'}, {'term': 'cake', 'polarity': 'positive'}, {'term': 'waiter', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",384
INCREDIBLY POOR prices AN service AT EXORBITANT prices.,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,"['prices', 'service', 'prices']","[{'term': 'prices', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'prices', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",390
atmosphere was pleasant though the music was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"['atmosphere', 'music']","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",402
"If you are in a big group, this place is perfect because it recomends sharing - they have tables on most dishes - even families can feel comfortable here.","If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.","['tables', 'dishes']","[{'term': 'tables', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",408
I had never had dumplings before but I thought it was innovative and tasty (could've used a bit more salt).,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,['dumplings'],"[{'term': 'dumplings', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",414
The menu changes frequently but the dishes are always available.,The selection changes frequently but the basic dishes are always available.,"['menu', 'dishes']","[{'term': 'menu', 'polarity': 'neutral'}, {'term': 'dishes', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",438
"Don't go alone---even two people isn't enough for the whole experience, with guides and a tour.","Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.","['guides', 'tour']","[{'term': 'guides', 'polarity': 'positive'}, {'term': 'tour', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",444
"Yes, they use fancy utensils, but even fancy utensils don't make for good dishes unless someone knows how to get the flavor right.","Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","['utensils', 'utensils', 'dishes', 'flavor']","[{'term': 'utensils', 'polarity': 'positive'}, {'term': 'utensils', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'negative'}, {'term': 'flavor', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",450
"A family, a parents, and the children had everything happy.","A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.","['family', 'parents', 'children']","[{'term': 'family', 'polarity': 'positive'}, {'term': 'parents', 'polarity': 'positive'}, {'term': 'children', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",456
"It is set far from the small street it's on, and there is no sign.","It is set far from the small street it's on, and there is no traffic noise.",['sign'],"[{'term': 'sign', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",462
The restaurant here does a great service to the name (Michelin that is...).,The food here does a great service to the name (Cantonese that is...).,"['restaurant', 'Michelin']","[{'term': 'restaurant', 'polarity': 'positive'}, {'term': 'Michelin', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",468
"Still, any quibbles about the beer tap were off-set by the pour-your-own beer which were courtesey of the house...","Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","['beer tap', 'beer']","[{'term': 'beer tap', 'polarity': 'conflict'}, {'term': 'beer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",474
"The decor is vibrant and eye-pleasing with several plants on the right side of the wall, which are great for a date.","The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","['decor', 'plants', 'wall']","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'plants', 'polarity': 'positive'}, {'term': 'wall', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",480
they bring desserts up a notch by offerng complementary desserts to all guests and gave us a small gift for our celebration.,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,"['desserts', 'desserts', 'guests', 'gift']","[{'term': 'desserts', 'polarity': 'positive'}, {'term': 'desserts', 'polarity': 'positive'}, {'term': 'guests', 'polarity': 'positive'}, {'term': 'gift', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",486
There is also very limited parking and there can be a substantial wait in getting tables at peak times.,There is also very limited seating and there can be a substantial wait in getting food at peak times.,"['parking', 'wait', 'tables']","[{'term': 'parking', 'polarity': 'negative'}, {'term': 'wait', 'polarity': 'neutral'}, {'term': 'tables', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",492
"There was a long queue for a table outside, but it was a little too hot in the sun anyway so our insde air-conditioned was very nice.","There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.","['queue', 'table', 'air-conditioned']","[{'term': 'queue', 'polarity': 'neutral'}, {'term': 'table', 'polarity': 'positive'}, {'term': 'air-conditioned', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",498
level at upper intermediate range.,Priced at upper intermediate range.,['level'],"[{'term': 'level', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",516
"THe decor is very pleasant, where you can see their kitchen.","THe back garden sitting area is very pleasant, where you can see their personal herb garden.","['decor', 'kitchen']","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'kitchen', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",528
"The tables is a bit too small for customers, so on  weekends, it can be loud and cramped.","The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.","['tables', 'customers', 'weekends']","[{'term': 'tables', 'polarity': 'neutral'}, {'term': 'customers', 'polarity': 'negative'}, {'term': 'weekends', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",534
"With the exception of our garlic that had so much garlic on it that our eyes started watering, the food here was decent, not great.","With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.","['garlic', 'garlic', 'food']","[{'term': 'garlic', 'polarity': 'neutral'}, {'term': 'garlic', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",540
"my picks: enchiladas, tacos, quesadillas (combo).","my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).","['enchiladas', 'tacos', 'quesadillas', 'combo']","[{'term': 'enchiladas', 'polarity': 'positive'}, {'term': 'tacos', 'polarity': 'positive'}, {'term': 'quesadillas', 'polarity': 'positive'}, {'term': 'combo', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",546
"During our dinner, the server came over and checked on us and even bought us a dessert.","During our meal, the management came over and checked on us and even bought us a round of drinks.","['dinner', 'server', 'dessert']","[{'term': 'dinner', 'polarity': 'positive'}, {'term': 'server', 'polarity': 'neutral'}, {'term': 'dessert', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",552
"That is a problem since we paid about 20 bucks a head, and had to order 5 plateses to get a decent meal.","That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.","['head', 'plates', 'meal']","[{'term': 'head', 'polarity': 'negative'}, {'term': 'plates', 'polarity': 'neutral'}, {'term': 'meal', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",558
"we did notice however, that some tables had what looked like napkins instead of tablecloths.","we did notice however, that some tables had what looked like pita instead of naan.","['napkins', 'tablecloths']","[{'term': 'napkins', 'polarity': 'negative'}, {'term': 'tablecloths', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",570
"If you love food, you would love this restaurant!","If you love seafood, you would love this place!","['food', 'restaurant']","[{'term': 'food', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",576
